Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3,Rep1,Rep2,Rep3, 
ND,ND,ND,0.7384,0.1412,ND,ND,ND,ND,0.1780,0.2166,ND,
-1.2127,0.6368,1.4245,ND,ND,ND,0.2255,-0.2618,1.3427,ND,ND,ND,
ND,ND,ND,0.5446,ND,0.7728,ND,ND,ND,0.9466,ND,0.2398,
ND,ND,ND,ND,ND,0.1736,ND,ND,ND,ND,ND,0.1893,
ND,ND,ND,-1.7287,ND,0.6848,ND,ND,ND,-0.8459,ND,-0.1796,
ND,ND,ND,0.2235,0.1136,0.7632,ND,ND,ND,0.3288,0.1554,0.2182,
ND,ND,ND,ND,ND,0.9488,ND,ND,ND,ND,ND,0.1429,
ND,0.5772,ND,ND,ND,ND,ND,0.2346,ND,ND,ND,ND,
-0.9775,0.6716,0.2781,ND,ND,ND,-0.5225,0.5289,0.1390,ND,ND,ND,
ND,0.4393,0.1259,ND,ND,ND,0.1137,0.2628,0.3784,ND,ND,ND,
0.1745,ND,0.9536,ND,ND,ND,0.5792,ND,0.7200,ND,ND,ND,
0.2173,0.2644,0.5859,ND,ND,ND,-0.7947,0.1370,-0.5734,ND,ND,ND,
ND,-0.3356,ND,ND,ND,ND,ND,-0.7499,ND,ND,ND,ND,
ND,ND,-0.5951,ND,ND,ND,ND,ND,0.2139,ND,ND,ND,
0.1130,0.6655,ND,ND,ND,ND,0.1216,0.5222,ND,ND,ND,ND,
0.3719,0.5344,0.9158,ND,ND,ND,0.1596,0.4276,0.3114,ND,ND,ND,
0.3297,0.4626,-0.1850,-0.9424,ND,ND,0.1656,0.4586,-0.2475,ND,ND,ND,
-0.7877,0.7952,0.2715,-0.4599,-0.2719,0.2394,0.3499,0.6830,0.5625,ND,ND,ND,
ND,0.3870,ND,ND,ND,ND,ND,-0.1115,ND,ND,ND,ND,
0.1634,ND,ND,ND,ND,ND,0.8382,ND,ND,ND,ND,ND,
0.9628,0.5916,-0.3211,ND,ND,ND,0.3977,0.4481,0.2416,ND,ND,ND,
0.2795,ND,0.2525,ND,ND,ND,0.9838,ND,0.6252,ND,ND,ND,
ND,0.5573,0.4297,ND,ND,ND,ND,0.3843,0.3241,ND,ND,ND,
ND,0.7913,0.1837,ND,ND,ND,ND,0.6566,-0.3667,ND,ND,ND,
ND,ND,-1.2895,ND,ND,ND,ND,ND,-1.1152,ND,ND,ND,
ND,ND,0.8419,ND,ND,ND,ND,ND,0.1676,ND,ND,ND,
ND,ND,ND,ND,ND,0.1787,ND,ND,ND,ND,ND,-0.1987,
0.1958,0.7940,-0.2630,ND,ND,ND,0.1937,0.5825,-0.1197,ND,ND,ND,
0.1359,0.9919,-0.6797,ND,ND,ND,0.1439,0.5492,0.1847,ND,ND,ND,
-0.3812,0.4672,0.3656,ND,ND,ND,-0.1625,0.6527,0.5225,ND,ND,ND,
0.4438,0.6566,ND,ND,ND,ND,0.3854,0.4836,ND,ND,ND,ND,
ND,0.8836,ND,ND,ND,ND,ND,0.6414,ND,ND,ND,ND,
ND,0.3527,0.2417,ND,ND,ND,ND,0.3316,-0.6355,ND,ND,ND,
ND,ND,ND,0.2215,0.3516,-0.2484,ND,ND,ND,-0.3565,0.5792,-0.3713,
0.7746,2.3743,-0.3317,ND,ND,ND,-0.2134,1.5630,-0.4314,ND,ND,ND,
ND,ND,ND,ND,-0.3292,0.7365,ND,ND,ND,ND,0.2572,-0.2696,
ND,ND,ND,-0.1392,0.2388,0.2762,ND,ND,ND,0.2692,0.2482,0.2320,
ND,ND,ND,0.4758,0.1484,0.1732,ND,ND,ND,0.1275,0.5142,0.1372,
0.1784,0.7597,-0.1321,-0.6292,-0.1728,-0.7886,-0.5873,0.7155,-0.5345,ND,ND,ND,
0.1784,ND,ND,ND,ND,ND,-0.1184,ND,ND,ND,ND,ND,
0.5399,-0.4520,0.6146,-0.1144,0.7425,0.2181,0.7486,-0.2723,0.1938,0.2211,-0.1722,0.2192,
0.4238,ND,ND,0.4492,0.1600,0.1696,0.5627,ND,ND,0.2538,-0.1937,0.8274,
ND,ND,0.5269,ND,ND,ND,ND,ND,0.3224,ND,ND,ND,
ND,ND,0.2434,ND,ND,ND,ND,ND,ND,ND,ND,ND,
0.1747,0.6533,0.2925,ND,ND,ND,-0.1575,0.3577,-0.1237,ND,ND,ND,
-0.5585,ND,0.4914,ND,ND,ND,-0.3724,ND,0.2477,ND,ND,ND,
ND,ND,ND,0.1484,0.2798,-0.6993,ND,ND,ND,0.6797,0.4145,-0.2922,
ND,ND,ND,0.1632,0.3466,ND,ND,ND,ND,0.1844,0.5582,ND,
0.2334,0.8124,ND,0.5755,0.4414,ND,0.2479,0.8174,ND,-0.6969,0.5314,ND,
ND,ND,ND,0.2362,ND,-0.1575,ND,ND,ND,0.5254,ND,-0.3812,
0.1420,0.2265,0.3169,ND,ND,ND,0.6652,-0.3299,0.2299,ND,ND,ND,
ND,ND,ND,0.2315,0.2715,-0.5991,ND,ND,ND,0.3443,0.8682,0.1734,
ND,ND,ND,ND,0.2144,0.1575,ND,ND,ND,ND,0.4524,0.1335,
ND,-0.1334,0.7185,0.1126,0.2885,0.2490,ND,-0.3615,-0.4981,0.1627,0.1958,-0.1490,
ND,ND,ND,ND,0.5738,1.6694,ND,ND,ND,ND,0.1253,-0.1191,
ND,ND,ND,ND,ND,0.1392,ND,ND,ND,ND,ND,0.1920,
0.4298,0.3312,0.9168,0.1966,-0.5289,0.5472,0.4177,0.9777,0.2478,0.1739,-0.1356,0.1775,
0.1142,ND,0.4500,-0.2854,0.2433,ND,0.3145,ND,0.1739,0.1275,0.1279,ND,
ND,ND,ND,ND,0.2262,0.4619,ND,ND,ND,ND,0.1670,0.8256,
0.2282,0.1148,0.3191,0.1426,0.4990,-0.3727,0.3939,0.2489,-0.1376,0.1649,0.5285,0.2320,
ND,ND,ND,ND,0.1136,ND,ND,ND,ND,ND,0.9911,ND,
ND,1.1459,ND,ND,ND,ND,ND,0.7433,ND,ND,ND,ND,
0.2376,0.8174,-0.3614,ND,ND,ND,0.3594,0.5326,0.3635,ND,ND,ND,
0.7452,0.2264,-0.8219,ND,ND,ND,-0.1669,0.1127,-0.7170,ND,ND,ND,
-0.5713,ND,-0.1995,ND,ND,ND,-0.1764,ND,0.1321,ND,ND,ND,
-0.3670,ND,-0.3142,ND,ND,ND,0.6560,ND,0.1529,ND,ND,ND,
-0.2363,-0.8282,-0.1724,ND,ND,ND,0.3579,-0.1958,0.1886,ND,ND,ND,
-0.1796,-1.5315,-0.2294,ND,ND,-0.2777,0.5693,-1.1722,0.1835,ND,ND,0.5411,
0.6564,ND,ND,ND,ND,ND,0.8832,ND,ND,ND,ND,ND,
ND,ND,0.6178,ND,ND,ND,ND,ND,0.9743,ND,ND,ND,
-1.3894,ND,ND,ND,ND,ND,-0.4947,ND,ND,ND,ND,ND,
0.2428,0.7876,-0.8421,-0.3825,0.4826,-0.9412,-0.7282,0.8217,-0.9769,ND,ND,ND,
ND,0.3187,ND,ND,ND,ND,ND,0.7183,ND,ND,ND,ND,
-0.8914,-1.6589,ND,ND,ND,ND,1.1528,-1.5916,ND,ND,ND,ND,
ND,ND,-0.3522,ND,ND,ND,ND,ND,-0.1212,ND,ND,ND,
0.1162,0.6594,0.1690,ND,ND,ND,0.8577,0.5874,-0.2847,ND,ND,ND,
0.5657,ND,0.6840,0.5468,ND,0.1188,0.1313,ND,0.2120,0.1714,ND,-0.2734,
ND,ND,ND,ND,0.1412,0.1535,ND,ND,ND,ND,0.1850,0.2469,
ND,ND,ND,0.2488,ND,ND,ND,ND,ND,0.8789,ND,ND,
ND,ND,ND,0.1381,-0.2252,0.7959,ND,ND,ND,0.1849,0.1675,0.1828,
ND,ND,ND,-0.3894,0.8422,ND,ND,ND,ND,0.6885,-0.5699,ND,
0.4351,0.2874,-0.2440,0.1718,0.5632,ND,0.3544,0.1486,-0.4648,0.6331,0.4314,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,0.1998,0.2763,0.2319,ND,0.1132,ND,0.4415,0.2574,0.9242,ND,0.2313,
ND,ND,ND,0.5735,ND,0.9432,ND,ND,ND,0.1221,ND,0.5193,
0.3523,0.1464,0.1514,ND,0.2175,ND,0.1637,0.1357,0.4154,ND,0.6865,ND,
ND,0.2244,-0.1487,-0.1819,ND,0.9165,ND,0.3279,0.4523,0.5840,ND,0.1468,
0.3489,0.4994,0.4844,0.1534,0.3882,0.1562,0.8376,0.3682,0.2920,0.8144,0.9178,0.3312,
0.4285,-0.1446,-0.2756,0.1474,0.7358,0.8852,0.4228,-0.8774,-0.2552,0.1834,-0.2898,0.1529,
ND,ND,ND,ND,-0.7647,-0.7557,ND,ND,ND,ND,0.2774,-0.4574,
0.1186,-0.1723,0.2328,0.7127,0.1888,0.1869,0.3377,-0.1428,0.2386,0.1826,-0.1228,0.1125,
ND,ND,ND,0.1142,-0.2372,0.1856,ND,ND,ND,0.1977,-0.6780,0.1316,
ND,ND,1.8663,ND,ND,ND,ND,ND,0.3214,ND,ND,ND,
-1.3988,ND,ND,ND,ND,ND,0.9694,ND,ND,ND,ND,ND,
0.2937,ND,ND,ND,ND,ND,0.7636,ND,ND,ND,ND,ND,
-0.7612,ND,ND,ND,ND,ND,0.1832,ND,ND,ND,ND,ND,
-0.9856,-0.2256,0.3118,-0.1869,0.2439,0.5991,0.6912,-0.5229,0.2785,0.1733,-0.2855,0.2958,
ND,ND,ND,-0.4879,0.8930,-0.1576,ND,ND,ND,0.2599,-0.4819,0.2370,
ND,ND,0.4893,ND,0.2363,ND,ND,ND,0.7279,ND,0.2744,ND,
ND,ND,ND,-0.9661,0.1846,-0.1229,ND,ND,ND,-0.2943,0.1825,0.2383,
0.3697,ND,ND,ND,ND,ND,0.9382,ND,ND,ND,ND,ND,
ND,ND,ND,-0.2111,ND,ND,ND,ND,ND,0.1647,ND,ND,
0.5966,ND,-0.1828,ND,ND,ND,0.3571,ND,-0.2652,ND,ND,ND,
0.2637,0.3529,0.3474,-0.2489,0.2278,0.5937,0.3756,0.1396,0.2452,-0.2616,0.1656,0.5212,
0.6553,0.1769,0.2252,ND,ND,ND,0.4138,-0.2325,0.4614,ND,ND,ND,
ND,1.1377,ND,ND,0.2856,ND,ND,1.2837,ND,ND,0.2956,ND,
ND,ND,ND,0.6677,0.2927,0.1553,ND,ND,ND,0.1187,0.1599,0.1727,
ND,ND,ND,ND,0.1714,-0.7241,ND,ND,ND,ND,0.1687,-0.7183,
ND,ND,ND,0.9739,0.1169,-0.2554,ND,ND,ND,0.1228,0.3384,0.1686,
0.4979,-0.1552,-0.4345,ND,ND,ND,0.2216,0.6846,-0.4262,ND,ND,ND,
0.2799,0.3431,0.2425,0.8232,0.8876,-0.4617,0.1323,0.3185,0.4271,0.3929,0.1782,-0.7794,
-0.8788,0.2296,0.4643,ND,ND,ND,0.2127,0.3332,0.1111,ND,ND,ND,
0.2277,ND,-0.3228,ND,ND,ND,0.1648,ND,-0.1281,ND,ND,ND,
-0.7577,0.9274,ND,ND,ND,ND,0.2144,0.1378,ND,ND,ND,ND,
ND,ND,0.3739,ND,ND,ND,ND,ND,0.2219,ND,ND,ND,
0.5128,0.5993,-0.5814,ND,ND,ND,0.2121,0.5537,-0.1550,ND,ND,ND,
0.4227,0.8373,ND,ND,ND,ND,0.2872,0.5558,ND,ND,ND,ND,
-0.2259,0.2812,-0.4733,ND,ND,ND,-0.1384,0.6562,-0.1464,ND,ND,ND,
0.7195,0.3499,-0.1347,ND,ND,ND,0.1693,0.3756,-0.5486,ND,ND,ND,
0.4484,ND,0.2189,ND,ND,ND,0.6316,ND,0.1240,ND,ND,ND,
-0.7146,-0.1385,0.5816,ND,ND,ND,0.1338,-0.5716,0.9796,ND,ND,ND,
-0.6992,1.1254,ND,ND,ND,ND,-0.1165,0.8952,ND,ND,ND,ND,
0.3232,0.8256,-0.1169,ND,ND,ND,-0.1423,1.3259,-0.1278,ND,ND,ND,
-0.8684,0.9477,0.1975,ND,ND,ND,-0.2572,0.6743,0.1152,ND,ND,ND,
-0.6425,ND,ND,ND,ND,ND,0.1176,ND,ND,ND,ND,ND,
0.3557,0.7648,-0.4743,ND,0.4335,ND,-0.7445,0.5783,0.9317,ND,ND,ND,
0.3980,0.2976,-0.3348,0.1719,0.3258,0.1547,0.1770,0.2452,0.1669,0.1856,-0.4112,0.1352,
0.4330,0.1315,0.1513,ND,ND,ND,-0.4934,0.6230,-0.7977,ND,ND,ND,
0.3193,0.4746,0.9437,0.2722,0.3895,-0.2654,0.4212,0.1976,-0.3136,0.1512,0.5768,-0.2236,
0.3412,0.6269,ND,ND,ND,ND,0.2988,0.4388,ND,ND,ND,ND,
ND,0.7989,-0.1567,ND,ND,ND,ND,0.5793,0.2243,ND,ND,ND,
ND,0.8227,ND,ND,ND,ND,ND,0.5474,ND,ND,ND,ND,
0.1746,0.4987,ND,0.4999,0.9466,0.2699,0.2748,0.3514,ND,0.1620,0.9834,0.2147,
ND,ND,ND,0.1345,0.2293,-0.3985,ND,ND,ND,0.2836,0.3445,0.1258,
0.2117,ND,0.3244,0.9892,0.2519,0.2720,0.2827,ND,0.3417,0.6224,-0.5186,0.2337,
-0.6632,0.6354,-0.4123,0.7955,ND,-0.5538,0.2471,0.4139,-0.3234,0.8990,ND,-0.1726,
ND,ND,ND,-0.7148,0.1762,0.2985,ND,ND,ND,0.2197,0.1882,0.9124,
ND,ND,ND,0.3514,ND,ND,ND,ND,ND,0.1868,ND,ND,
ND,ND,ND,0.1393,ND,ND,ND,ND,ND,0.3467,ND,ND,
0.1498,0.3922,0.2490,ND,ND,-0.1992,0.5673,-0.1317,0.3753,ND,ND,0.3646,
-0.8312,0.6115,0.2668,0.4387,0.9238,-0.8248,0.4765,0.4430,0.4858,0.8418,0.1954,-0.1934,
ND,-0.4445,ND,ND,ND,ND,ND,0.3852,ND,ND,ND,ND,
ND,ND,ND,0.7782,0.3200,ND,ND,ND,ND,0.3127,0.3433,ND,
ND,ND,ND,0.7617,0.1694,0.1656,ND,ND,ND,0.1525,-0.1977,0.2446,
ND,ND,0.2740,ND,ND,ND,ND,ND,0.5495,ND,ND,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,0.3485,0.3951,-0.4171,ND,ND,ND,-0.3429,0.5629,-0.2348,
ND,ND,ND,-0.3661,-0.7549,0.1662,ND,ND,ND,0.3939,0.1839,-0.4923,
ND,ND,ND,0.1969,-0.8644,-0.4129,ND,ND,ND,0.1395,0.3219,-0.1242,
0.3575,ND,ND,ND,ND,ND,-0.8879,ND,ND,ND,ND,ND,
0.4270,0.1667,0.4538,ND,ND,ND,0.2188,0.3486,0.1152,ND,ND,ND,
0.2344,0.2924,0.3497,ND,ND,0.2896,0.4393,0.4429,-0.3429,ND,ND,-0.7494,
0.2123,0.4136,ND,ND,0.1478,0.3744,0.2391,0.2391,ND,ND,0.1198,0.4299,
0.1461,0.5466,ND,0.8466,0.9413,0.2674,0.1658,0.4894,ND,0.1892,-0.3795,0.2279,
0.2781,0.2897,0.2119,0.1488,0.1884,0.9673,0.1927,0.2792,0.1549,0.1145,0.1248,0.8585,
ND,ND,ND,0.1560,0.1342,ND,ND,ND,ND,0.1386,0.1712,ND,
ND,ND,ND,ND,ND,0.1970,ND,ND,ND,ND,ND,-0.7619,
ND,ND,0.2142,-0.1255,ND,0.1232,ND,ND,-0.2898,-0.6525,ND,-0.2298,
ND,ND,ND,0.6721,-0.5361,-0.3118,ND,ND,ND,0.1969,-0.1439,-0.3398,
ND,0.3330,ND,ND,ND,ND,ND,0.3135,ND,ND,ND,ND,
ND,ND,ND,ND,ND,0.2444,ND,ND,ND,ND,ND,0.2832,
-0.4375,0.8835,ND,ND,ND,ND,0.3393,0.4952,ND,ND,ND,ND,
-0.1697,1.2434,-0.3664,ND,ND,ND,-0.1952,0.9316,0.2737,ND,ND,ND,
ND,ND,ND,0.7287,ND,0.5814,ND,ND,ND,0.7722,ND,-0.1269,
-0.8555,0.3773,0.3398,ND,ND,ND,-0.5918,0.2128,0.4756,ND,ND,ND,
0.7874,ND,-0.1951,ND,ND,ND,0.5187,ND,0.5280,ND,ND,ND,
0.1843,0.8118,-0.7244,ND,ND,ND,-0.1622,0.9642,-0.1317,ND,ND,ND,
ND,ND,ND,0.1773,-0.2735,0.2167,ND,ND,ND,0.5115,0.6582,-0.1661,
-0.1783,-0.2115,0.4420,0.1932,ND,0.9522,0.1199,0.1122,-0.8677,0.9797,ND,-0.4933,
ND,ND,0.9786,ND,ND,ND,ND,ND,1.4475,ND,ND,ND,
0.1842,-0.3243,0.4466,ND,ND,ND,0.1458,0.2924,-0.3966,ND,ND,ND,
ND,ND,1.2486,ND,ND,ND,ND,ND,1.3759,ND,ND,ND,
ND,ND,ND,ND,ND,0.1346,ND,ND,ND,ND,ND,-0.1235,
ND,ND,ND,0.2889,-0.2347,0.8534,ND,ND,ND,0.1380,0.1654,0.8365,
-0.3892,ND,0.5534,0.1465,0.3516,0.1854,0.1250,ND,0.4912,0.7920,0.3132,-0.2350,
ND,ND,ND,0.2134,ND,ND,ND,ND,ND,0.2378,ND,ND,
ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,
0.5533,ND,ND,ND,ND,ND,-0.2982,ND,ND,ND,ND,ND,
0.2283,0.6845,-0.2319,ND,ND,ND,0.1258,0.4792,0.3470,ND,ND,ND,
ND,1.8198,ND,ND,ND,ND,ND,0.3844,ND,ND,ND,ND,
ND,ND,ND,0.1714,ND,-0.2979,ND,ND,ND,0.3135,ND,-0.8467,
ND,ND,ND,ND,ND,0.1139,ND,ND,ND,ND,ND,0.1319,
0.1574,0.8285,-0.1297,ND,ND,ND,-0.1774,1.6335,-0.1932,ND,ND,ND,
ND,ND,ND,-0.2656,0.2439,0.1296,ND,ND,ND,-0.1533,0.3762,0.1564,
1.8479,0.6468,-0.8254,1.9996,0.3614,ND,-0.9426,2.1194,0.5466,-0.6715,1.3718,ND,
0.2747,ND,-0.3560,ND,0.4299,0.3574,0.3754,ND,-0.4669,ND,0.4518,0.3249,
-0.1177,ND,ND,ND,ND,ND,1.9174,ND,ND,ND,ND,ND,
-0.9785,ND,ND,ND,ND,ND,0.9948,ND,ND,ND,ND,ND,
ND,1.1746,-0.6862,ND,ND,ND,ND,1.1862,-0.3749,ND,ND,ND,
ND,ND,ND,0.2561,0.5574,-0.1155,ND,ND,ND,-0.3265,0.3277,0.2883,
ND,ND,ND,ND,0.1167,ND,ND,ND,ND,ND,0.4855,ND,
ND,ND,ND,0.1991,0.1578,-0.1454,ND,ND,ND,0.9884,0.2477,-0.1622,
ND,ND,ND,ND,0.4598,ND,ND,ND,ND,ND,0.5123,ND,
ND,ND,ND,0.8581,0.1581,0.2694,ND,ND,ND,-0.1917,0.1733,-0.4276,
ND,ND,-0.1628,ND,ND,ND,ND,ND,-0.9782,ND,ND,ND,
ND,ND,ND,ND,0.3218,ND,ND,ND,ND,ND,0.3793,ND,
0.4889,ND,ND,ND,ND,ND,0.5455,ND,ND,ND,ND,ND,
ND,ND,ND,-0.3511,0.1874,0.8781,ND,ND,ND,0.2138,0.1391,0.3118,
ND,ND,ND,ND,ND,-0.3990,ND,ND,ND,ND,ND,-0.4918,
ND,ND,ND,ND,ND,0.1457,ND,ND,ND,ND,ND,0.4774,
ND,ND,ND,-0.7464,ND,1.8773,ND,ND,ND,-0.5278,ND,1.6735,
-0.6255,0.1812,0.2411,0.1147,ND,0.1121,0.1233,0.2744,0.2819,-0.1578,ND,-0.6820,
0.2348,ND,ND,ND,ND,ND,-0.3787,ND,ND,ND,ND,ND,
0.2215,0.8897,ND,ND,ND,ND,0.8783,0.6746,ND,ND,ND,ND,
0.3739,0.5563,0.1440,ND,ND,ND,-0.2530,0.4564,0.2266,ND,ND,ND,
ND,0.7789,ND,ND,ND,ND,ND,0.6431,ND,ND,ND,ND,
ND,0.7222,1.5337,ND,ND,ND,ND,0.7468,0.1254,ND,ND,ND,
ND,ND,0.3433,ND,ND,ND,ND,ND,0.1465,ND,ND,ND,
-0.4774,0.8357,ND,ND,ND,ND,-0.1417,0.6348,ND,ND,ND,ND,
0.7593,0.8815,-0.8855,ND,ND,ND,-0.1254,0.8132,-0.1992,ND,ND,ND,
0.1656,0.6666,0.4622,ND,ND,ND,-0.1737,0.5698,0.2281,ND,ND,ND,
ND,0.6192,ND,ND,ND,ND,ND,0.4416,ND,ND,ND,ND,
ND,1.1824,-0.6197,ND,ND,ND,ND,0.9323,0.1223,ND,ND,ND,
-0.1896,0.9421,-0.6836,ND,ND,ND,-0.3744,0.8640,0.1353,ND,ND,ND,
0.2358,0.8689,-0.9214,ND,ND,ND,-0.6843,0.6800,0.5847,ND,ND,ND,
0.3918,0.8217,-0.1617,ND,ND,ND,-0.3490,0.5357,0.4262,ND,ND,ND,
-0.4793,2.3458,ND,ND,ND,ND,-0.2827,1.3113,ND,ND,ND,ND,
ND,ND,-0.1837,ND,ND,ND,ND,ND,1.6544,ND,ND,ND,
-0.4552,0.9641,-0.5369,ND,ND,ND,-0.1851,0.7773,0.1324,ND,ND,ND,
ND,ND,-0.2894,ND,ND,ND,ND,ND,ND,ND,ND,ND,
ND,ND,ND,ND,ND,-0.1577,ND,ND,ND,ND,ND,-0.1849,
0.1487,1.8524,ND,ND,ND,ND,-0.1586,0.7432,ND,ND,ND,ND,
ND,0.1293,ND,0.2944,0.2719,-0.6836,ND,-0.3372,ND,0.6613,0.1377,0.2378,
ND,ND,ND,-0.6653,ND,0.1924,ND,ND,ND,-0.1271,ND,0.7217,
0.7328,1.9142,-0.1673,ND,ND,ND,0.1612,0.7145,0.7378,ND,ND,ND,
ND,ND,ND,0.1927,ND,ND,ND,ND,ND,0.2594,ND,ND,
ND,ND,ND,-0.1236,0.2917,ND,ND,ND,ND,-0.5142,0.1768,ND,
-0.1289,ND,0.2679,-0.4858,0.2722,0.4420,-0.3169,ND,0.3174,-0.9676,0.4443,-0.1680,
ND,ND,ND,ND,0.3574,0.2137,ND,ND,ND,ND,0.5967,-0.9648,
ND,0.2912,-0.4245,0.1736,ND,0.8176,ND,0.7647,0.9437,0.2319,ND,0.1456,
0.1462,0.8647,-0.2500,ND,ND,ND,0.7363,0.8644,-0.1787,ND,ND,ND,
ND,ND,ND,0.3625,ND,-0.1185,ND,ND,ND,0.1351,ND,0.2899,
ND,ND,ND,ND,0.4315,-0.1638,ND,ND,ND,ND,-0.6431,-0.7948,
ND,ND,ND,0.7197,-0.3568,-0.3381,ND,ND,ND,-0.4745,0.3349,-0.5645,
ND,ND,0.3353,ND,ND,ND,ND,ND,-1.4530,ND,ND,ND,
0.3383,-0.2169,0.5153,0.2456,0.1788,-0.4586,0.5812,-0.1293,0.1294,0.7793,0.1975,0.2913,
-0.2773,1.5616,-0.6317,ND,ND,ND,-0.7267,1.1827,0.6622,ND,ND,ND,
ND,0.7821,-0.2320,ND,ND,ND,ND,0.2816,-0.9857,ND,ND,ND,
ND,ND,ND,-0.1182,ND,ND,ND,ND,ND,-0.2513,ND,ND,
ND,ND,ND,ND,ND,0.2985,ND,ND,ND,ND,ND,0.1870,
ND,ND,ND,-0.9177,0.1156,0.2649,ND,ND,ND,-0.7646,0.1934,0.1324,
-0.6794,0.1526,ND,ND,ND,ND,0.1249,0.3392,ND,ND,ND,ND,
ND,ND,-0.2566,ND,ND,ND,ND,ND,0.1328,ND,ND,ND,
-0.1149,0.2928,ND,ND,ND,ND,0.9324,0.7598,ND,ND,ND,ND,
ND,ND,ND,-0.5824,0.1992,0.1224,ND,ND,ND,-0.1174,0.3256,0.2695,
0.4429,ND,0.5177,0.3800,-0.9451,ND,0.3248,ND,0.3817,0.1268,-0.4169,ND,
0.3634,0.2466,0.7531,0.2498,0.5385,0.4774,0.1449,0.4332,0.9868,0.1773,0.2657,0.1241,
ND,ND,ND,0.1459,ND,0.9659,ND,ND,ND,0.1699,ND,-0.2760,
-0.8188,ND,ND,0.1175,0.1394,0.4197,0.1936,ND,ND,0.8639,0.3888,-0.1265,
ND,ND,ND,0.1982,ND,-0.3612,ND,ND,ND,0.1655,ND,-0.4162,
ND,ND,ND,0.4155,ND,0.1469,ND,ND,ND,0.6189,ND,0.1827,
ND,ND,ND,ND,ND,0.7530,ND,ND,ND,ND,ND,-0.1276,
ND,ND,ND,-0.1584,-0.9451,0.3392,ND,ND,ND,-0.9916,0.2818,0.7137,
ND,ND,ND,ND,0.5815,ND,ND,ND,ND,ND,-0.2468,ND,
0.3493,ND,0.3626,ND,ND,ND,0.4663,ND,1.2815,ND,ND,ND,
0.3293,ND,0.1922,ND,ND,ND,0.4179,ND,0.8932,ND,ND,ND,
ND,0.6335,0.3456,ND,ND,ND,ND,0.5214,0.3551,ND,ND,ND,
-0.1889,0.7392,0.3438,ND,ND,ND,-0.3183,0.7533,0.3688,ND,ND,ND,
0.6975,0.6639,0.8256,ND,ND,ND,-0.8674,0.4713,0.2959,ND,ND,ND,
0.8572,0.8733,-0.8283,-0.1752,-0.2879,0.2587,-0.1596,0.6686,0.1159,ND,ND,ND,
0.1898,0.7236,-0.1218,ND,ND,ND,-0.7884,0.6369,0.8317,ND,ND,ND,
0.5122,1.1855,-0.1622,ND,ND,ND,-0.1492,0.9540,0.5767,ND,ND,ND,
-0.1863,0.7277,0.1242,ND,ND,ND,-0.3294,0.8815,-0.5525,ND,ND,ND,
-0.1847,0.7832,0.1618,ND,ND,ND,-0.1541,0.6989,0.3631,ND,ND,ND,
0.1218,0.7432,-0.4976,ND,ND,ND,-0.3370,1.1445,-0.1647,ND,ND,ND,
0.1859,0.7380,0.5515,ND,ND,ND,-0.1373,0.9748,-0.7342,ND,ND,ND,
-0.5667,0.5920,0.2899,ND,ND,ND,-0.1752,0.6828,0.2387,ND,ND,ND,
0.6945,ND,0.1612,ND,ND,ND,-0.1852,ND,0.1760,ND,ND,ND,
-0.3356,1.2465,0.2333,ND,ND,ND,-0.2128,0.8249,0.3483,ND,ND,ND,
-0.2899,0.8318,0.2232,ND,ND,ND,0.6745,0.7216,0.9562,ND,ND,ND,
0.1688,0.9784,-0.7797,ND,ND,ND,-0.2724,0.7350,0.6778,ND,ND,ND,
0.1684,0.5358,0.8340,ND,ND,ND,-0.1233,0.4789,0.3463,ND,ND,ND,
-0.1292,0.7336,0.2285,ND,ND,ND,-0.8582,0.5521,0.2874,ND,ND,ND,
-0.2638,ND,0.1519,ND,ND,ND,-0.3144,ND,0.2891,0.1864,-0.1622,-0.6871,
ND,ND,ND,ND,0.3363,-0.3999,ND,ND,ND,ND,0.1713,-0.4827,
0.9925,ND,ND,ND,ND,ND,0.2682,ND,ND,ND,ND,ND,
0.2295,0.6555,ND,ND,ND,ND,-0.9848,0.5236,ND,ND,ND,ND,
ND,ND,ND,0.2397,0.4335,0.2572,ND,ND,ND,-0.1692,0.1317,0.2124,
ND,ND,0.8246,0.2992,ND,0.1949,ND,ND,0.3358,0.3158,ND,0.2223,
ND,ND,ND,ND,-0.1869,0.4966,ND,ND,ND,ND,0.3962,-0.1468,
ND,ND,0.3655,ND,ND,ND,ND,ND,0.1996,ND,ND,ND,
ND,0.6731,-0.1412,ND,ND,ND,ND,0.9476,-0.1697,ND,ND,ND,
ND,ND,ND,ND,0.2966,0.2847,ND,ND,ND,ND,0.2567,0.1989,
ND,ND,ND,ND,ND,0.3899,ND,ND,ND,ND,ND,-0.3925,
ND,ND,ND,-0.2117,0.1666,0.2159,ND,ND,ND,-0.8854,-0.5646,0.2855,
-0.5956,0.5684,-0.3359,ND,ND,ND,0.2584,0.3489,0.3785,ND,ND,ND,
ND,ND,ND,0.2638,0.2314,ND,ND,ND,ND,0.1835,0.5738,ND,
