LFQ intensity IN_1,LFQ intensity IN_2,LFQ intensity IN_3,LFQ intensity IN_5,LFQ intensity IN_6,LFQ intensity PD_1,LFQ intensity PD_2,LFQ intensity PD_3,LFQ intensity PD_5,LFQ intensity PD_6
3709100000,4641200000,2906500000,4458800000,2805500000,122140000,181270000,150520000,169250000,132250000
105470000,76746000,88959000,67305000,57722000,74830000,89704000,40997000,36699000,53017000
0,22680000,25937000,46059000,32059000,0,0,0,0,0
1593600000,1298400000,1653200000,1380000000,1424400000,274340000,701550000,421210000,255810000,185030000
0,0,0,0,0,0,17578000,16359000,26431000,17052000
0,0,0,0,0,16650000,11373000,25274000,11318000,22049000
253970000,185080000,268130000,206090000,166860000,818210000,714110000,771260000,552000000,667580000
501410000,523420000,567920000,794770000,518970000,0,0,0,0,0
89555000,117760000,72119000,197820000,168930000,0,0,0,0,0
48456000,74525000,61145000,120570000,84434000,0,0,0,0,0
1043400000,969300000,1294500000,997790000,1221100000,21951000,25359000,57517000,9366800,61246000
7078900,4856300,8777300,4427900,3177700,0,0,0,0,0
60467000,63545000,64358000,77090000,59459000,0,0,0,0,0
65689000,56407000,56119000,38731000,52481000,0,0,0,0,0
2883900000,3098200000,2750400000,3382100000,3276900000,0,0,0,0,0
6960300,4997700,8436500,5005500,3174000,0,0,0,0,0
5577700,5646600,5819500,15086000,15685000,0,0,0,0,0
2074100000,1421100000,1815600000,1392500000,1217200000,0,0,0,0,0
0,0,0,0,0,16195000,27818000,22795000,85711000,23556000
0,0,0,0,0,37506000,69168000,33185000,0,27396000
113340000,107020000,188010000,96654000,233440000,0,0,0,0,0
74770000,42940000,52226000,42507000,36682000,0,0,0,0,0
1928500000,1579700000,2353100000,1149000000,1551600000,423640000,385390000,651930000,301180000,503610000
10374000,9033200,17045000,12900000,12232000,0,0,0,0,0
0,0,0,0,11530000,0,0,0,0,0
0,0,0,0,7877800,0,0,0,0,0
156380000,172900000,318500000,200900000,124990000,0,0,0,0,0
478750000,465100000,324690000,349810000,284650000,0,0,0,0,0
6509500000,5488600000,4872600000,3179100000,6662600000,57041000000,53235000000,54002000000,43156000000,35904000000
1806800000,1524200000,2274800000,1675300000,2038600000,47574000,429280000,50891000,530440000,67390000
222440000,164680000,287410000,187210000,255910000,0,0,0,0,0
254720000,133300000,208960000,197970000,185100000,0,0,0,0,0
146490000,160580000,109190000,200330000,57288000,0,0,0,0,0
17722000,0,9977000,0,13597000,0,0,0,0,0
125700000,304700000,225990000,347200000,262340000,0,0,0,0,0
32847000,0,0,0,0,0,0,0,0,0
209740000,287230000,379940000,178890000,267100000,0,0,0,0,0
2691500000,2280800000,3068600000,2219600000,3081400000,2716300000,2106600000,2353500000,2474900000,2785700000
35032000,56476000,0,23502000,20135000,0,0,0,0,0
360090000,278210000,200750000,218900000,239310000,0,0,0,0,0
562210000,568590000,707810000,981040000,605120000,0,0,0,0,0
4033600,0,8349800,0,3274300,0,0,0,0,0
10463000000,12018000000,16758000000,13506000000,16808000000,8662500000,7348200000,7527500000,2332200000,6227500000
1271500000,2667000000,1108100000,2231300000,1165200000,0,0,0,0,0
151110000,169150000,111500000,100350000,231590000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
34468000,27409000,26853000,23243000,0,0,0,0,0,0
1399700000,2072700000,1421700000,2311600000,1606500000,0,0,0,0,0
333060000,540680000,411530000,315560000,522460000,0,0,0,0,0
11843000,12257000,15362000,10726000,23316000,0,0,0,0,0
72207000,102830000,123940000,110060000,65463000,0,0,0,0,0
132910000,134780000,173980000,141770000,165970000,0,0,0,0,0
7564100,14708000,7428200,7001000,6559700,0,0,0,0,0
17677000,16902000,26425000,11835000,17506000,35039000,44454000,38535000,0,29452000
155680000,153990000,160460000,179890000,76893000,0,0,0,0,0
2077400000,1577200000,1459900000,1715700000,1109100000,0,0,0,0,0
34286000,31169000,25505000,33312000,40269000,0,0,0,0,0
52681000,56069000,29010000,40741000,85250000,0,28000000,22066000,0,44000000
4341200,3017700,2751600,0,2123600,0,0,0,0,0
79185000,84134000,92404000,91437000,90925000,0,0,0,0,0
310900000,210620000,184500000,280740000,262140000,0,0,0,0,0
56727000,0,39312000,43896000,45996000,0,0,0,0,0
55197000,54230000,36045000,63712000,34951000,0,0,0,0,0
80738000,157470000,58826000,51926000,80711000,0,0,0,0,0
20249000,30268000,18956000,51487000,23182000,0,0,0,0,0
11403000,26095000,17197000,25785000,0,0,0,0,0,0
10111000000,7423600000,6589400000,7192200000,6769000000,1698200000,1409600000,495970000,40648000,1910200000
133160000,88562000,88414000,112010000,67650000,0,0,0,0,0
48878000,68279000,56400000,95941000,44160000,0,0,0,0,0
28422000,21178000,26818000,25802000,15360000,0,0,0,0,0
0,0,0,0,5036000,0,0,0,0,0
4314700000,4277400000,3416400000,2210300000,3616700000,382720000,276370000,516190000,383840000,76062000
753740000,539320000,322100000,568040000,858000000,228230000,450070000,258640000,426560000,140090000
81097000,94338000,118840000,124980000,96971000,0,0,0,0,0
46145000,49091000,23669000,28595000,56047000,0,0,0,0,0
60479000,65594000,73105000,119160000,135970000,0,0,0,0,0
55301000,55122000,34285000,54173000,26756000,0,0,0,0,0
345430000,337660000,439630000,321000000,339130000,0,0,0,0,0
1451400000,1493700000,2494200000,716260000,1420600000,48600000,182560000,0,0,472590000
0,0,0,0,0,0,429720000,338810000,0,343320000
317280000,239030000,196050000,304400000,172620000,0,0,0,0,0
1324100000,1129200000,1292600000,1381700000,1068800000,0,0,0,0,0
53384000,35218000,65136000,55289000,45221000,0,0,0,0,0
62284000,131780000,118490000,123680000,60345000,0,0,0,0,0
513910000,464320000,520520000,397820000,591310000,0,0,0,0,0
190680000,261020000,164920000,209030000,354680000,0,0,0,0,0
174430000,78274000,128570000,141760000,74476000,0,0,0,0,0
72252000,143860000,86359000,139940000,71247000,0,0,0,0,0
0,4528900,6159100,3607000,7840300,0,0,0,0,0
174140000,119630000,88720000,125230000,118210000,0,0,0,0,0
5169900,8808900,3155500,6785700,6463900,0,0,0,0,0
267610000,260810000,175370000,257500000,237580000,0,0,0,0,0
281280000,663750000,316200000,707230000,286110000,111390000,100880000,56515000,0,77957000
0,9232800,7542500,12507000,7245600,0,0,0,0,0
494500000,420660000,487810000,305720000,438570000,167770000,214440000,0,230280000,113910000
567060000,154750000,283240000,274890000,341490000,0,12803000,0,19769000,42111000
323430000,339600000,293850000,208620000,292200000,260630000,201780000,304000000,213600000,293400000
72288000,110690000,436610000,219540000,138630000,0,0,0,0,0
3145600,3908800,0,17043000,3367100,0,0,0,0,0
162510000,164130000,130090000,188310000,115480000,0,0,0,0,0
12375000000,11402000000,9766300000,11623000000,11937000000,2008100000,1320700000,1596000000,1574000000,1562300000
0,1450900,969980,0,6569600,0,0,0,0,0
206060000,281390000,192960000,260870000,956060000,137300000,47687000,0,0,36886000
2.9304E+11,3.6458E+11,3.3025E+11,2.9216E+11,3.6134E+11,8.0219E+11,1.1587E+12,9.6281E+11,9.1663E+11,7.0478E+11
68446000,0,82935000,47787000,70263000,0,0,0,0,0
429680000,620220000,490140000,413860000,696980000,0,0,0,0,0
64807000,32845000,11687000,31888000,37108000,0,0,0,0,0
127430000,145410000,214140000,61674000,228890000,0,0,0,0,0
92075000,107590000,66756000,99909000,72506000,0,0,0,0,0
226610000,233510000,222870000,243050000,158280000,0,0,0,0,0
142010000,72823000,103610000,155980000,126440000,0,0,0,0,0
10487000000,11370000000,11357000000,9670500000,12244000000,387780000,306070000,286260000,332620000,298330000
21106000,16923000,22076000,15573000,13681000,0,0,0,0,0
148570000,147770000,160540000,169500000,256330000,0,0,0,0,0
40269000,31018000,43021000,67764000,25526000,0,0,0,0,0
20451000,16162000,20884000,15787000,14485000,0,0,0,0,0
3685200000,6051800000,6406700000,5158400000,5377800000,5668400000,5044500000,3997300000,3048700000,5583600000
0,0,18694000,19252000,19800000,0,0,0,0,0
75000000,136060000,12899000,73427000,14087000,0,0,0,0,0
63223000,84651000,68769000,71683000,76790000,63635000,89815000,75141000,46698000,68146000
119070000,86415000,169690000,114750000,148370000,0,0,0,0,0
213610000,280460000,146070000,75312000,140450000,0,0,0,0,0
15296000,17258000,25599000,30231000,17000000,0,0,0,0,0
40606000,74395000,72458000,76176000,46319000,0,0,0,0,0
26567000,40541000,27161000,44474000,19649000,0,0,0,0,0
964420000,832690000,959080000,847980000,784160000,242470000,395370000,240560000,283100000,85133000
0,0,0,0,15188000,0,0,0,0,0
0,0,46835000,38856000,76150000,0,0,0,0,0
214200000,322590000,218130000,221240000,279300000,0,0,0,0,0
0,0,0,0,0,56710000,53496000,66881000,42224000,43492000
46971000,423880000,289840000,439510000,326650000,0,0,0,0,0
21896000,21544000,29743000,23015000,24617000,0,0,0,0,0
1596600000,1082500000,1276800000,751350000,940230000,169820000,155760000,212840000,118430000,222130000
206520000,198100000,409580000,184350000,212560000,0,0,0,0,0
192090000,161460000,161620000,257890000,169120000,0,0,0,0,0
0,0,0,0,0,204850000,239570000,208130000,307880000,0
35105000,27550000,29843000,32381000,19731000,0,0,0,0,0
5448800000,6653200000,5541100000,7493400000,5564700000,656880000,589970000,608090000,328870000,529660000
758770000,695230000,706590000,578700000,600580000,0,0,0,0,0
3810200000,4054500000,3429800000,3230700000,3378000000,2166800000,2678900000,2394200000,2077400000,2619500000
75505000,17683000,35423000,9753400,56939000,0,0,0,0,0
91167000,113790000,132480000,68777000,77123000,0,0,0,0,0
53801000,41005000,71086000,60214000,126570000,0,0,0,0,0
6973300,0,9809900,36017000,7659800,0,0,0,0,0
267970000,375710000,317400000,288260000,324170000,0,0,0,0,0
65816000,114830000,41983000,79418000,86605000,0,0,0,0,0
2225500000,2116600000,1080300000,1490300000,1407700000,0,0,0,0,0
439570000,370200000,497180000,576450000,576080000,0,0,0,0,0
0,0,8266000,0,4387400,0,0,0,0,0
217730000,212440000,139330000,199880000,103350000,0,0,0,0,0
38856000,0,0,29203000,39210000,0,0,0,0,0
190630000,264230000,201450000,266730000,200720000,0,0,0,0,0
80498000,96961000,112970000,189130000,127820000,0,0,0,0,0
335670000,451670000,748550000,244420000,358250000,83059000,20942000,84491000,42482000,45140000
7726200,0,8682400,8898300,0,0,0,0,0,0
36788000,34326000,39941000,40260000,41204000,0,0,0,0,0
49604000,57993000,38138000,72618000,71011000,0,0,0,0,0
918010000,1189700000,951680000,1552200000,1098800000,86908000,67509000,52210000,259240000,61487000
321580000,410080000,471210000,369210000,268420000,0,0,0,0,0
398500000,734270000,464370000,658190000,422090000,87923000,78286000,59624000,36124000,84340000
96956000,106570000,74064000,101780000,114420000,0,0,0,0,0
907640000,753920000,670850000,1095600000,534720000,0,0,0,0,0
620390000,680990000,581180000,1226200000,738180000,0,0,0,0,0
21887000,46768000,31375000,19271000,19751000,0,0,0,0,0
31348000,32160000,29836000,35951000,20506000,0,0,0,0,0
422250000,450150000,334200000,165580000,246420000,0,0,0,0,0
915710000,446550000,271280000,337550000,246430000,0,0,0,0,0
121820000,89994000,104090000,145630000,72879000,144580000,99716000,161560000,189590000,129800000
5050900000,3000900000,4925800000,4221600000,3882600000,1078400000,971370000,810170000,1239400000,941160000
70833000,140790000,65905000,74224000,61112000,0,0,0,0,0
0,0,0,0,0,123170000,187390000,114370000,0,117090000
0,0,10839000,9996300,16879000,0,0,0,0,0
64985000,112590000,74044000,86747000,74857000,0,0,0,0,0
332560000,61698000,275980000,64576000,78521000,52172000,71496000,43021000,94438000,48354000
37801000,44833000,26584000,82471000,25687000,0,0,0,0,0
1256800000,2123400000,2309700000,1011800000,2141600000,1143800000,1423500000,1838000000,461230000,1189100000
0,0,0,0,0,38015000,21682000,49047000,30926000,54346000
14092000,8415900,10044000,10715000,0,0,0,0,0,0
736510000,318910000,1597500000,381560000,278640000,146390000,194940000,148960000,113840000,104440000
1290600000,1317500000,1623100000,1009400000,1054800000,2210900000,2340900000,1976600000,1551400000,1911100000
444530000,382460000,503130000,469050000,549690000,0,0,0,0,0
0,0,0,0,0,742660000,844650000,907120000,324850000,729770000
6115500,0,5928200,0,9854100,0,0,0,0,0
66502000,49260000,57621000,40006000,58464000,0,0,0,0,0
2331100000,1712400000,2375200000,1842400000,1732300000,2187100000,1748700000,2197900000,2423100000,1405200000
864170000,628130000,852660000,678720000,779970000,2997400000,3742700000,3454300000,2859100000,2867600000
37950000,115310000,160920000,166390000,79402000,0,0,0,0,0
671750000,926220000,948540000,1261700000,1306600000,24008000,210550000,18225000,0,14062000
0,0,0,0,0,70993000,28213000,23049000,0,28661000
43312000,72152000,93004000,75194000,116420000,0,0,0,0,0
1436700000,2406200000,2824100000,3382000000,2018500000,0,0,0,0,0
35797000,76881000,60480000,36697000,55659000,0,0,0,0,0
81024000,57100000,58126000,56703000,40598000,0,0,0,0,0
17989000,16380000,20501000,11441000,15862000,0,0,0,0,0
0,0,0,0,0,46274000,63402000,92479000,300970000,32243000
175180000,103670000,87823000,107080000,90376000,0,0,0,0,0
221140000,186090000,223510000,189070000,232630000,0,0,0,0,0
61462000,56284000,73238000,53443000,49933000,0,0,0,0,0
1404300000,1405600000,1399600000,2643000000,1520600000,0,0,0,0,0
459410000,284950000,445740000,406120000,393870000,0,0,0,0,0
0,10523000,28183000,0,45239000,0,0,0,0,0
5091500,49214000,30245000,4981200,48069000,0,0,0,0,0
0,160380000,0,67434000,0,0,0,0,0,0
17324000,0,9441100,16180000,13162000,0,0,0,0,0
655150000,639650000,778820000,325590000,481330000,191830000,219660000,187720000,324710000,64877000
66552000,46490000,67857000,64696000,44384000,0,0,0,0,0
4142700000,4393500000,4557600000,5754400000,2812300000,2355900000,4667200000,2858500000,3754700000,6010700000
62135000,64296000,96650000,51681000,36528000,0,0,0,0,0
325930000,283960000,367430000,336400000,280810000,0,0,0,0,0
1144300000,1485500000,921960000,2226200000,1156800000,0,0,0,0,0
175290000,286590000,219930000,121270000,253410000,227500000,44705000,90495000,76140000,188050000
4282800000,5206700000,4108400000,3364900000,4471900000,277320000,213700000,285540000,138560000,284900000
0,0,0,0,0,130190000,170250000,106950000,172390000,132610000
58780000,64069000,54334000,100070000,77520000,0,0,0,0,0
356470000,317010000,424940000,445240000,325490000,0,0,0,0,0
0,0,9066400,13739000,12207000,0,0,0,0,0
291070000,277650000,321190000,475460000,313390000,0,0,0,0,0
312980000,300510000,234850000,322850000,277540000,0,0,0,0,0
31839000,43942000,10047000,0,0,0,0,0,0,0
88840000,119200000,118160000,100290000,92628000,0,0,0,0,0
0,0,0,0,0,36332000,18663000,0,0,0
161740000,168380000,176550000,209260000,205790000,0,0,0,0,0
193310000,164170000,132960000,0,129170000,205330000,119250000,157440000,41572000,163640000
39292000,37823000,34532000,37831000,41198000,0,0,0,0,0
8686400000,10953000000,7560200000,9918400000,7691400000,144770000,81004000,173430000,114600000,109420000
0,68290000,28865000,77392000,79033000,0,0,0,0,0
2760700000,2940900000,2801400000,3129200000,3166700000,143340000,723560000,669610000,0,144080000
24618000,16467000,30922000,14645000,15569000,0,0,0,0,0
344750000,272450000,413220000,505170000,317090000,0,88212000,46776000,89676000,0
354030000,303060000,303750000,297340000,464060000,0,0,0,0,0
980690000,865690000,754440000,422200000,547300000,2231600000,2401300000,2287700000,791440000,1950100000
887960000,1059400000,1077800000,1318400000,987030000,0,0,0,0,0
0,0,3718600,0,0,0,0,0,0,0
0,46913000,96701000,5359300,98382000,0,0,0,0,0
53330000,43444000,23424000,147700000,0,0,0,0,0,0
321930000,207750000,381710000,281410000,314300000,0,0,0,0,0
1549700000,625580000,1204400000,954500000,1339800000,222890000,236550000,267650000,68661000,109530000
0,0,0,0,0,148220000,275090000,251610000,226190000,322470000
604330000,613110000,455120000,552410000,833670000,0,0,0,0,0
4166700,4114600,3473300,0,11491000,0,0,0,0,0
402260000,459780000,687990000,636450000,451830000,0,0,0,0,0
9493500000,8133400000,7231500000,6182700000,8320500000,681260000,560030000,430900000,228170000,366850000
132810000,92334000,167880000,103090000,184370000,0,0,0,0,0
4361700000,748160000,2423400000,3161100000,1689200000,146640000,114990000,138560000,209920000,235750000
6975500,8889600,9133800,0,12268000,0,0,0,0,0
104870000,65743000,92237000,69813000,0,0,0,0,0,0
2314400000,2246600000,1908600000,1892200000,2129200000,449300000,334800000,398240000,287700000,498500000
17407000,22080000,22020000,22391000,22713000,0,0,0,0,0
32434000,25024000,18883000,14454000,11779000,0,0,0,0,0
49267000,38554000,50648000,50905000,78607000,0,0,0,0,0
6715300,7542000,4701700,0,10549000,0,0,0,0,0
1154800000,729340000,1359800000,1232700000,1026000000,5920600000,6628900000,7239300000,3687100000,7274500000
0,0,0,0,0,445590000,528240000,638480000,55593000,411780000
0,0,46957000,73005000,54701000,0,0,0,0,0
11442000,10854000,10160000,0,0,0,0,0,0,0
17568000,0,0,0,0,0,0,0,0,0
22944000,0,0,0,0,0,0,0,0,0
2303900000,2391300000,3090400000,2549900000,1874400000,2747900000,2602000000,2648900000,2224600000,2701700000
12838000,15414000,8558600,27263000,22153000,0,0,0,0,0
70944000,66660000,46509000,120610000,53807000,0,0,0,0,0
4495000000,3835100000,3817600000,3832500000,2723900000,3708400000,4237000000,3934600000,2877300000,3283700000
2305700,2994400,10609000,17102000,51925000,0,0,0,0,0
0,0,0,0,0,107310000,132060000,10856000,0,0
60955000,46402000,36101000,33529000,68720000,0,0,0,0,0
707890000,858580000,571910000,619900000,853480000,42394000,72904000,70719000,70776000,33437000
184170000,0,152940000,0,116440000,0,0,0,0,0
11435000,20967000,13749000,34597000,23619000,0,0,0,0,0
20408000,29765000,32945000,19446000,18813000,0,0,0,0,0
266830000,242700000,183260000,196300000,152230000,0,0,0,0,0
0,33245000,3662600,2524200000,11897000,34110000,70783000,204250000,278760000,51181000
0,0,0,0,0,80814000,71060000,62983000,0,59775000
20324000,50508000,37105000,99250000,52296000,0,0,0,0,0
0,0,0,0,14705000,0,0,0,0,0
11002000,14042000,13679000,25624000,31308000,0,0,0,0,0
16698000,26436000,16433000,30620000,16724000,0,0,0,0,0
