Reporter.intensity.0,Reporter.intensity.1,Reporter.intensity.2,Reporter.intensity.3,Reporter.intensity.4,Reporter.intensity.5,Reporter.intensity.6,Reporter.intensity.7,Reporter.intensity.8,Reporter.intensity.9
72536,19383,58722,33331,22386,21782,68562,33759,20973,18399
14780,17189,12084,15419,14821,15122,14160,14113,15544,14343
393384,321136,358259,344722,418155,321756,389138,338777,423033,316894
61405,67430,74812,57671,51990,60668,59396,58796,49529,57022
550828,619142,582609,733062,590674,579559,561883,738873,606702,573602
401778,370921,492283,557735,448644,421502,417181,567625,435814,428497
1189762,1660106,1150223,1211681,1483464,1640812,1214537,1239750,1499496,1676782
273611,215669,344542,368542,262618,283515,277810,371875,253903,275890
15210,26157,14992,20957,20217,26006,16343,22464,19763,25832
292959,49809,190914,68159,72005,68549,279686,57611,69002,69225
63318,77187,69725,57783,64456,82047,66859,59470,61398,82139
24682,83919,48087,17993,54254,89325,25414,19227,56373,95333
147640,139238,145711,217389,195739,135489,148425,226153,202158,135815
1589913,1447269,1588774,1356018,1593902,1472920,1624611,1391866,1578214,1491462
177611,21560,51974,41434,78406,27032,171276,44963,83165,28222
2681287,1890699,2090749,3036374,3709802,1826335,2735016,2965003,3761481,1798996
390381,334725,632369,363439,331095,562251,371111,378108,328186,560581
1686823,686034,1107969,805193,425524,698395,1635729,860274,393630,682734
19576,21269,19166,24970,15991,26286,20808,26272,16615,26604
35222,30952,24155,18994,27913,40580,37963,19893,29932,39893
745842,277002,851163,905353,822952,284191,713892,861993,845741,285011
173983,223595,88900,179117,165955,242385,160684,154619,168795,175999
1221269,1139607,1388176,1572057,1753799,1268688,1282833,1551421,1761429,1230234
375981,306270,402385,485101,275996,267343,360430,482015,267582,267079
239681,657903,201875,380760,267782,607231,235264,348439,278723,534658
156023,66431,136368,89787,72147,65052,146132,93466,66311,70764
92315,381923,27246,53066,82432,245049,78587,39956,77275,144076
45823,66852,21448,54613,40263,49255,33217,37303,32929,33929
1071275,919482,1042269,1512646,808352,951810,1071393,1537748,795764,965485
221983,1374853,237962,409217,744990,419484,258810,369190,764800,446699
856208,590629,665630,794866,586444,669284,828297,783100,571709,637559
6352,11771,9352,8299,11353,13021,7484,9963,11537,13933
75424,52649,81983,64436,78206,64042,73474,62804,79838,60759
88281,29259,56449,29917,118194,28255,86762,26873,123016,30221
607495,655002,652962,480864,768865,742053,608301,477551,734804,686085
1558292,1394234,1589911,1214103,1836131,1428449,1584010,1219843,1863555,1458859
934168,679106,636209,771120,574178,565708,902271,757996,565585,566642
399219,172405,341471,327011,367872,198933,404108,336937,377649,206152
3912907,2773265,3276927,2601130,3061675,2834663,3881257,2614222,3079685,2842509
888591,835438,782419,791262,876006,969853,914164,811844,1011187,1006409
426278,712134,402867,465713,490476,566796,417479,455875,485929,561161
729679,542445,678542,583417,669858,690422,725069,604693,674556,708167
220049,241409,206074,242951,225921,255687,230092,243466,223907,257778
12136,3181,10363,6243,11364,5552,10957,6257,14446,6010
95714,75166,72521,81526,103973,86667,99416,81474,108842,90420
14050,14603,31276,18428,17171,17263,14592,20028,16516,19571
387799,133133,234279,140332,73643,86492,332457,129575,70042,77458
88588,114994,88113,53545,89704,78608,84398,52451,89925,90520
453543,498368,669864,337291,385033,518916,452193,345523,365827,507095
411401,385567,454831,370395,537829,419131,429173,374549,483766,398223
74045,103778,73157,80243,73712,115996,72813,84575,77486,122643
1051063,1042298,1080411,1109994,1281458,1275643,1075562,1136999,1290206,1362048
1647468,1791012,1902749,2050789,2109147,1814384,1692410,2066987,2144352,1793295
16260,31916,28306,16907,31782,19416,18562,17354,31991,19938
31468,40489,51600,97050,50426,50060,34663,97892,54213,48086
125016,109102,135056,88982,95323,90445,123449,89324,93941,92002
293346,281829,327098,408686,261386,297327,296929,411819,270693,295562
32403,13927,34259,48622,55829,21755,33967,46063,55978,20074
44288,55125,61368,56332,53041,44934,46874,46870,50639,39706
2560149,2299662,3052097,1804206,2405105,2484677,2550577,1852536,2326085,2540476
710593,669567,773662,578268,780236,753612,725456,598641,764375,761183
1285307,331302,1175330,407150,568746,369792,1232008,410944,527322,372340
779499,584130,656199,1015943,692502,570606,794765,1008107,688719,557571
39045,105200,45813,65682,29584,97759,42795,66007,32429,104451
6880,6699,8093,7409,8299,7570,6747,7423,7541,8311
67680,91432,69731,88665,59955,87551,69625,86825,65843,100491
637217,422773,632124,742690,475370,518701,635996,747771,479756,506875
792773,869243,1052242,894644,8902573,892058,1405825,874048,8707980,1112021
783105,594795,658176,781903,566789,656217,765838,767235,585526,614597
63965,25217,88025,20242,23416,33721,61099,20585,19091,34721
752394,2324497,644651,669004,917579,1438245,690137,659759,954395,1505664
2409780,2045163,2504280,2359855,2569868,2438150,2455975,2331506,2651822,2370658
77133,110300,100806,88095,76026,96592,73171,86984,80871,93871
429691,329201,405570,317875,518155,404938,437194,323777,515322,411425
361103,94923,245057,187349,139905,106710,341976,191487,133031,96099
2108927,1824202,2237545,1793497,2105770,2004707,2129782,1841276,2114425,2009318
32112,90856,22125,31639,37183,70970,30153,29426,36883,63401
1773382,1560651,1594110,2129382,1189294,1624943,1710576,2144000,1170697,1573971
16080,8749,14184,12204,9746,10589,14704,11258,10301,9952
709592,345750,602563,642316,738276,378873,708233,658653,744800,384982
2225742,1612293,1911322,1838288,1054722,1745328,2177332,1904817,1049509,1751490
91928,80933,88515,98410,90121,71252,90192,95680,88317,63829
215522,73081,96432,212212,192909,97265,221158,222745,191531,91971
39012,34280,44593,33527,41977,38302,41277,39373,48385,42364
1393250,1167007,1401823,1115209,1382858,1245277,1389843,1131167,1357270,1225333
83672,72648,55702,88030,60860,77403,84466,85481,57380,72261
9194,23214,11385,8699,29098,16211,10825,9863,29872,19974
1195335,1332843,1194839,1156554,1198828,1258305,1194485,1184151,1213760,1281639
916697,1054101,869666,923549,898729,979824,909895,933819,896448,950613
977743,1213079,1060815,1059057,988201,1124893,991116,1072251,979917,1150725
413573,50563,97237,70703,163462,48975,391521,66165,166701,52471
24424,66868,23131,41723,16006,72567,25771,44704,17258,83243
5956,48847,5131,7126,7797,42321,6409,7306,8502,42872
29427,22194,23158,22327,40192,23915,29281,24185,39680,23745
274680,1331450,755404,223479,149191,594791,219977,181514,129919,625198
23261,60551,28990,119967,83410,67239,33782,130239,94211,70976
525327,592358,536426,540657,583712,669186,522832,521889,565042,689785
194934,518097,325331,467091,549518,599865,224801,470815,596104,643310
1340245,1746100,1521499,1007096,1424273,1427666,1412079,1067023,1416827,1545268
15660,10392,16641,107628,13736,26190,16497,124427,13571,26457
984352,1347814,935278,1113253,1229218,1457933,1023943,1117796,1214056,1424055
4220698,4278676,4125685,3715966,2981627,4336480,4068872,3694114,2955336,4213458
105826,93248,132956,176612,113884,112225,98519,184007,113307,115553
45167,96212,44852,72807,96925,69206,47901,73714,99637,73646
792466,862106,905446,762357,838316,818221,798864,750566,828407,820099
550748,682088,540267,545164,632992,660458,569884,562477,618347,687315
647033,713283,648903,646972,504698,715714,637714,659940,474037,695406
26808,76971,29391,151833,29274,68947,29902,151251,22511,62722
690642,416390,762823,408733,473721,502009,656009,398678,482334,499564
101622,196683,95006,116922,165677,170409,103873,112624,168222,179900
117953,110400,103221,107079,79414,116623,114793,101163,80555,125114
52405,442734,61628,71384,713338,186238,95759,57979,673637,166998
109924,103975,133586,128608,127917,119542,108142,124216,125090,116083
64055,83908,84935,80669,78349,96244,67539,81536,75520,96494
397706,415856,1624466,2527192,1815771,588306,540253,2521123,1840245,521347
5107,23955,6434,7005,12686,15217,5360,6329,11865,16483
753861,693276,653855,615274,589065,703920,738560,599264,580627,696256
974172,832641,1209973,683317,656659,1004998,954010,703141,657913,1069716
112953,82373,153908,151125,110577,93988,110773,153051,115272,94795
717088,607212,620375,587226,751097,694908,730062,572963,787971,681164
1637800,623309,1354495,886235,714887,758646,1563958,919673,700828,761813
13780,22904,24004,64964,20634,35288,14739,70016,18289,29221
34874,147199,45236,43613,42073,196386,31735,46540,47096,203212
255571,267126,259981,127798,208491,363768,242768,127554,207136,371160
747298,905347,922418,720965,1032675,897926,787081,736671,984836,900838
326684,346887,460430,335568,3148178,321374,528549,323998,2882445,393943
603071,640032,653715,648304,725266,644355,613016,622288,733827,620157
836598,849944,826747,605114,756580,839301,812970,588657,724039,802887
139223,165001,164476,156042,222068,164806,142548,159455,231453,163608
506946,336895,555778,575837,412841,427663,505698,580785,406104,406474
689925,900937,863227,871131,2429238,875916,853432,864969,2608266,956254
65845,43882,49054,43332,48485,49767,66545,43196,48885,48533
83794,447283,85004,108467,83674,451906,77709,109779,82604,427747
89087,291485,133744,126876,120767,222892,90119,128932,118917,222894
107102,423899,176873,151786,323051,228955,127410,145078,355071,243696
25256,33455,21571,22543,20102,40564,26008,24264,21058,41703
105136,142464,150374,195553,157483,153091,107904,184962,148774,135095
47949,216075,42872,31782,25837,70784,48709,25644,26662,65479
116394,52665,84212,45296,63529,50957,116768,45402,66057,51562
202908,219858,167066,201745,262995,265952,217108,208800,277202,274300
2915827,3872730,3848539,3775656,3415831,3910874,2924418,3736944,3361569,3860020
321782,211909,270103,326200,179869,186424,317656,328542,171195,182760
725925,783923,811035,1058778,852329,964554,738272,1073860,872171,971886
360841,483259,328979,554131,454067,547695,372352,536457,461819,541229
645941,363993,474218,360413,341990,316516,631877,359116,327534,318685
42023,56416,54191,45703,526795,51443,82268,44872,531194,66191
81637,63838,115311,112135,415503,78400,111309,110915,441908,92309
537656,376712,559277,492569,467157,317446,543559,503058,457118,321095
149391,166730,200860,153825,175310,187149,156019,157284,169486,193281
1740055,1589315,1329300,1796291,1380971,1276426,1732316,1829915,1333368,1241235
80240,209472,53797,100700,95332,220385,83445,104772,100882,235116
107067,245610,75503,129987,115394,177863,104638,119782,122729,184810
18433,189488,30764,28961,21683,72067,19871,21606,25307,84224
51450,23474,54890,27240,39852,35044,48074,24599,44446,37941
1604814,2103768,1729183,1753455,1841792,2225689,1639898,1795129,1902074,2284348
111091,274263,141346,603308,127868,242473,117801,604854,152063,221374
210665,377177,266980,248836,235525,316898,210784,251368,247967,323065
371203,958046,470377,488016,438882,915753,387381,482005,441147,917620
823381,1049598,751354,598922,886503,866542,823592,596841,897890,873325
15216,36206,19085,15416,8725,36252,13806,15679,8145,35622
613876,583329,654528,829860,604439,574779,585628,803952,573605,565431
1951392,1887682,2627193,1825996,2286920,1435502,1980584,1777836,2266627,1462159
3168793,1871087,2370781,1934481,2376800,1860814,3048502,1999625,2434335,1939311
1117842,532754,851530,913184,1195749,597759,1157160,925725,1245465,590604
233050,207185,241785,211830,221720,248282,231551,207774,210573,232035
158263,175097,211402,331639,219207,252278,165667,340476,225418,253908
1042111,676193,902734,1159255,806287,712569,1019973,1142327,787300,661692
83027,110606,74745,97516,80430,110011,78947,88778,84901,101451
767601,661350,835232,817019,827043,688757,781423,838890,799675,685185
164212,153849,171711,108969,144215,138643,151889,105506,178197,162348
377186,401304,422979,424489,202622,400814,372253,441538,191995,382612
45699,44066,42165,37744,147274,44340,54223,43483,131757,46946
725732,850374,734470,782583,770811,1026940,739582,811302,773462,1013810
100368,115713,97552,67348,176254,80427,108628,67836,188884,85879
744056,672874,661675,608672,719674,731053,746819,621906,751526,725099
1838330,870300,1690953,1278821,1238653,863280,1823145,1302687,1240526,863624
12312,18165,15811,16328,17104,17579,13302,16454,17428,17961
10342,6647,9294,5757,12642,6515,10597,5640,12153,5913
212599,270317,243456,295908,273334,249104,211330,290920,276017,241486
156864,100405,97447,132603,135892,102508,151035,130430,138413,92781
234961,186772,249711,176267,194240,222236,246779,181524,201892,225635
29493,40071,8739,16501,15599,19357,23850,11582,16045,15683
5084,6114,7082,5571,6602,8112,5472,5346,5980,7681
74888,78810,66561,68367,70928,76210,74816,67922,75780,78298
150802,163980,166926,270812,190436,169469,154629,276020,190909,166008
178157,239157,162805,205358,177883,189275,175525,203763,174691,182160
964594,273137,643951,466384,425355,319846,908615,456106,416564,309574
579287,708977,760050,678242,411550,688228,577319,710561,398134,707447
598396,693519,538334,649496,1224352,669832,659036,658773,1217217,685715
1437496,953334,1099483,1416546,1044692,1036245,1355695,1366329,1014742,969005
82496,79700,72819,152419,87783,78330,82343,149974,87641,62785
427006,484477,444631,479039,443202,421825,419454,472032,427389,419486
396432,406758,398694,316339,334601,415625,381763,305167,333856,422276
146684,151783,166173,129633,155050,151631,141436,119300,151905,151957
36237,33061,35326,37169,43761,32893,36151,35540,40057,32937
20665,21791,25474,24511,29467,26330,23312,25513,30437,27669
47610,47837,42752,62309,36272,50231,46826,60603,33783,48433
121888,139029,145064,176267,136935,166510,126040,173742,140902,178279
232174,226601,236230,217147,268646,248203,242768,232608,265479,253238
149892,148394,140480,214642,139905,165550,148623,207503,145436,164678
674786,787080,541702,619418,582123,704047,667385,639983,585951,716258
722001,275122,261101,758474,337610,289216,711112,758227,345747,272380
901603,870381,716125,885369,772480,1006076,873126,869212,784228,1023511
348830,460652,406970,360869,409743,410002,357174,351807,400652,396903
95901,132217,117113,211383,127470,129651,103347,210097,131164,123923
1306350,1032109,1026872,726571,1069421,773006,1273601,709485,1047929,792206
26660,11581,48663,35146,19817,12903,25339,29683,19863,10247
496197,401547,604925,260066,590307,516663,507932,278343,620372,570772
279298,315786,397233,370824,597289,308346,312792,381124,581052,318535
359476,261544,252090,232847,207101,285053,325835,215506,199353,268189
163461,143241,153095,163426,151227,147155,160635,166724,157298,150766
1245155,1180468,1188103,1117258,1244215,1282499,1254045,1097788,1348085,1314143
3554,4239,5185,4258,4425,3259,3426,4735,4019,3723
535928,1224568,642421,1158975,730311,1173771,556156,1162938,743585,1173228
