Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
2.10E+09,3.15E+09,1.74E+09,3.10E+09,2.82E+09,2.09E+09,1.77E+09,9.25E+08,1.92E+09,9.61E+08,8.49E+08
2.45E+09,3.42E+09,6.10E+08,3.69E+09,3.86E+09,3.70E+09,2.30E+09,1.65E+09,1.18E+09,8.89E+08,7.06E+08
6.39E+09,7.97E+09,1.53E+09,7.63E+09,7.45E+09,7.44E+09,4.86E+09,3.64E+09,2.21E+09,2.09E+09,2.39E+09
3.70E+09,5.49E+09,2.07E+08,5.10E+09,4.37E+09,4.74E+09,1.85E+09,1.12E+09,5.77E+08,3.88E+08,2.88E+08
2.06E+08,2.82E+08,1.61E+07,2.71E+08,2.06E+08,1.96E+08,1.13E+08,1.14E+08,3.11E+07,2.18E+07,1.13E+07
2.71E+08,4.22E+08,9.91E+07,3.63E+08,4.56E+08,4.42E+08,2.44E+08,2.14E+08,1.87E+08,1.27E+08,2.41E+08
5.23E+09,6.74E+09,7.35E+08,8.76E+09,6.94E+09,6.56E+09,3.37E+09,4.26E+09,1.70E+09,1.42E+09,1.48E+09
6.41E+08,7.87E+08,1.72E+08,9.30E+08,6.51E+08,8.05E+08,4.95E+08,4.73E+08,3.47E+08,2.51E+08,1.94E+08
6.69E+08,9.05E+08,1.50E+08,1.13E+09,7.82E+08,1.07E+09,4.06E+08,4.59E+08,3.58E+08,2.02E+08,1.89E+08
7.97E+07,2.55E+08,5356500,8.77E+07,6.21E+08,1.62E+07,1.80E+08,1.19E+08,8.15E+07,2.57E+07,4175900
8.79E+08,7.59E+08,1.13E+08,8.77E+08,1.03E+09,1.10E+09,6.74E+08,6.59E+08,2.90E+08,1.98E+08,1.84E+08
5.86E+08,6.62E+08,5.73E+08,6.23E+08,5.93E+08,8.37E+08,6.55E+08,5.05E+08,5.17E+08,4.31E+08,4.86E+08
1.07E+09,9.95E+08,2.81E+08,1.19E+09,1.08E+09,9.62E+08,5.86E+08,3.71E+08,3.81E+08,3.25E+08,2.54E+08
3.93E+08,7.28E+08,1.15E+08,5.20E+08,6.78E+08,4.51E+08,1.66E+08,2.08E+08,2.22E+08,1.72E+08,1.33E+08
1.79E+08,2.07E+08,0,2.05E+08,1.94E+08,1.16E+08,6.61E+07,4.95E+07,0,0,0
1.04E+09,1.26E+09,5.02E+08,1.45E+09,1.64E+09,1.44E+09,1.56E+09,8.91E+08,8.91E+08,5.62E+08,4.72E+08
6.44E+07,3.85E+07,0,2.22E+07,3.87E+07,2.87E+07,1.66E+07,0,0,0,1.07E+07
2.77E+07,1.75E+08,2.14E+07,9.33E+07,1.10E+08,1.11E+08,5.64E+07,1.90E+07,1.75E+07,2.33E+07,1.25E+07
3.22E+07,1.16E+08,1.90E+07,7.12E+07,7.64E+07,7.30E+07,3.75E+07,3.18E+07,1.97E+07,2.46E+07,1.83E+07
6.05E+07,1.14E+08,0,8.45E+07,6.65E+07,6.67E+07,7.52E+07,3.12E+07,3.30E+07,5609300,0
8.74E+09,1.19E+10,3.47E+09,1.13E+10,1.05E+10,1.03E+10,7.43E+09,5.79E+09,4.52E+09,3.65E+09,2.99E+09
4.08E+09,4.45E+09,2.17E+08,4.69E+09,3.84E+09,4.00E+09,2.21E+09,9.05E+08,6.04E+08,3.71E+08,1.60E+08
5.74E+08,5.45E+08,1.81E+08,5.75E+08,4.21E+08,4.86E+08,4.27E+08,3.27E+08,2.37E+08,2.19E+08,1.41E+08
1.34E+09,1.39E+09,9.45E+07,2.50E+09,3.38E+08,3.60E+08,9.17E+08,6.05E+08,3.21E+08,2.58E+08,1.52E+08
1.30E+08,1.11E+08,5.18E+07,1.84E+08,1.44E+08,1.50E+08,1.20E+08,5.78E+07,1.02E+08,4.26E+07,3.08E+07
1.22E+08,1.32E+08,0,1.66E+08,5.82E+07,6.60E+07,2.97E+07,2.30E+07,1.05E+07,7601600,2.40E+07
4.50E+09,5.74E+09,1.85E+09,5.39E+09,4.80E+09,5.48E+09,3.41E+09,3.56E+09,2.91E+09,2.22E+09,1.88E+09
4.50E+07,2.83E+07,2.53E+07,2.44E+07,2.49E+07,3.22E+07,2.26E+07,7.75E+07,7.83E+07,1.53E+07,5.43E+07
1.39E+08,1.94E+08,0,1.52E+08,1.90E+08,1.46E+08,5.57E+07,3.98E+07,1.51E+07,6779500,2933200
4.79E+07,4.49E+07,1650000,5.09E+07,8273300,0,2.30E+07,0,0,8769200,0
6.19E+08,1.23E+09,1.26E+09,1.60E+09,1.24E+09,1.88E+09,1.23E+09,1.22E+09,1.51E+09,1.45E+09,1.55E+09
0,1.92E+07,0,2.03E+07,3.13E+07,2.28E+07,0,0,0,6593900,0
3.80E+07,3.99E+07,3.55E+07,7.69E+07,4.22E+07,4.41E+07,0,7923300,0,0,3.93E+07
5.43E+08,8.49E+08,1.15E+09,6.65E+08,7.40E+08,8.12E+08,9.72E+08,8.91E+08,1.01E+09,1.05E+09,9.03E+08
1.50E+09,1.96E+09,1.43E+08,2.36E+09,1.42E+09,1.43E+09,7.87E+08,6.06E+08,2.19E+08,3.51E+07,9.62E+07
2.58E+08,4.43E+08,8.80E+07,3.91E+08,4.68E+08,3.72E+08,1.64E+08,2.12E+08,1.65E+08,1.98E+08,1.51E+08
3.78E+07,7.46E+07,2.85E+07,4.18E+07,5.01E+07,4.51E+07,4.06E+07,2.60E+07,2.37E+07,2.00E+07,1.54E+07
2.97E+10,2.93E+10,2.53E+07,3.98E+10,3.20E+10,2.56E+10,1.77E+10,9.11E+09,5.55E+09,1.18E+09,3.62E+08
1.10E+09,1.25E+09,2.27E+08,2.14E+09,1.28E+09,9.57E+08,3.62E+08,6.04E+08,5.02E+08,4.03E+08,3.66E+08
2.87E+08,2.74E+08,1.37E+08,3.70E+08,2.59E+08,2.72E+08,2.31E+08,1.78E+08,1.89E+08,1.82E+08,1.69E+08
1.95E+08,4.70E+08,1.96E+08,3.96E+08,2.34E+08,2.53E+08,3.14E+08,2.79E+08,2.92E+08,1.19E+08,1.28E+08
2.06E+08,3.14E+08,9.74E+07,2.45E+08,3.38E+08,2.80E+08,2.20E+08,7.42E+07,8.81E+07,1.83E+08,1.14E+08
4.46E+07,1.31E+08,1.73E+07,1.49E+08,2.97E+07,1.21E+08,4.29E+07,2.84E+07,5.20E+07,3.47E+07,3.11E+07
4.66E+07,1.53E+08,1.41E+08,2.32E+08,1.82E+08,2.12E+08,8.63E+07,1.46E+08,1.42E+08,1.19E+08,1.28E+08
5.36E+08,9.36E+08,5.98E+08,8.71E+08,8.98E+08,8.16E+08,6.13E+08,5.78E+08,5.51E+08,6.58E+08,4.22E+08
2.51E+08,5.43E+08,1.32E+09,4.18E+08,3.30E+08,5.78E+08,7.02E+08,1.44E+09,1.44E+09,1.44E+09,1.49E+09
6.21E+08,1.09E+09,8.04E+08,1.19E+09,8.81E+08,8.73E+08,6.37E+08,1.16E+09,1.09E+09,1.00E+09,1.11E+09
1.66E+07,4.61E+07,0,3.58E+07,3.08E+07,2.75E+07,1.26E+07,0,0,0,0
3.37E+08,1.38E+08,2.99E+08,2.07E+08,2.23E+08,5.94E+08,5.08E+08,4.41E+08,5.22E+08,3.30E+08,3.67E+08
2.03E+07,2.44E+07,0,2.83E+07,1.81E+07,1.74E+07,0,0,0,0,0
4.74E+08,1.94E+08,1.32E+10,9.90E+08,2.00E+09,6.46E+09,9.12E+09,1.33E+10,1.57E+10,1.62E+10,1.46E+10
1.94E+09,2.75E+09,4.94E+09,2.90E+09,3.19E+09,4.01E+09,3.63E+09,5.37E+09,5.60E+09,5.58E+09,4.69E+09
3.34E+09,4.97E+09,1.52E+10,6.05E+09,6.41E+09,8.35E+09,7.03E+09,1.26E+10,1.34E+10,1.70E+10,1.61E+10
0,0,4.15E+09,1.28E+08,3.64E+08,1.56E+09,2.01E+09,3.79E+09,4.27E+09,4.09E+09,3.87E+09
0,0,4.77E+07,0,0,9614200,1.31E+07,2.50E+07,4.15E+07,5.60E+07,5.11E+07
0,0,2.23E+08,0,0,5.98E+07,2.93E+07,5.59E+07,8.39E+07,2.01E+08,1.79E+08
0,0,7.97E+08,0,0,0,0,0,9.60E+08,1.39E+09,1.29E+09
3.74E+07,2.65E+07,4.11E+09,1.87E+08,6.80E+08,1.80E+09,2.12E+09,4.40E+09,4.85E+09,5.09E+09,5.09E+09
2.47E+08,1.60E+07,3.77E+10,8.11E+08,6.24E+09,1.39E+10,3.11E+10,2.76E+10,3.64E+10,3.57E+10,3.21E+10
3.01E+07,5.43E+07,4.88E+09,7.94E+07,4.83E+08,2.16E+09,2.32E+09,5.29E+09,5.02E+09,5.41E+09,5.97E+09
7.69E+08,2.25E+08,2.89E+10,1.73E+09,4.41E+09,1.20E+10,1.47E+10,2.89E+10,3.14E+10,3.70E+10,3.43E+10
4.86E+07,9100800,1.17E+10,6.88E+08,1.67E+09,4.35E+09,6.11E+09,1.07E+10,1.16E+10,1.25E+10,1.07E+10
0,5.39E+07,1.38E+09,2.30E+07,5.81E+07,4.16E+08,6.92E+08,1.19E+09,1.29E+09,1.36E+09,1.24E+09
2.01E+08,4.95E+07,2.22E+10,6.51E+08,2.27E+09,6.19E+09,1.21E+10,1.84E+10,2.29E+10,2.62E+10,1.95E+10
0,0,2.35E+08,0,0,0,5.53E+07,1.02E+08,2.05E+08,1.89E+08,2.50E+08
1.66E+08,5.41E+07,3.75E+10,1.69E+09,3.49E+09,9.45E+09,1.62E+10,3.90E+10,3.99E+10,5.43E+10,4.60E+10
0,0,7.70E+08,0,3.58E+07,1.32E+08,5.11E+08,6.56E+08,7.80E+08,9.14E+08,6.50E+08
4.58E+07,2.89E+07,1.56E+09,6.53E+07,9.62E+07,2.94E+08,6.51E+08,1.64E+09,1.76E+09,2.10E+09,2.02E+09
3.48E+08,3.44E+08,7214800,2.72E+08,3.04E+08,3.33E+08,9.17E+07,5.54E+07,1.38E+07,5097900,1.07E+07
1.43E+08,2.27E+08,1.10E+08,1.33E+08,1.52E+08,3.09E+08,1.51E+08,2.06E+08,1.03E+08,6.73E+07,4.56E+07
1.84E+08,3.10E+08,3.34E+07,4.85E+08,4.51E+08,5.84E+08,9.43E+07,1.33E+08,6.62E+07,1.57E+08,3.95E+07
3.23E+07,6440000,3477400,4.68E+07,6.21E+07,6.30E+07,3.43E+07,7020500,1.38E+07,3477900,4348700
8.08E+07,5.35E+07,0,2.24E+08,7.09E+07,1.14E+08,1.38E+08,0,4.49E+07,9.49E+07,1.01E+08
9122400,2.62E+07,6.62E+07,7461900,4.91E+07,2.42E+07,1.25E+07,7154500,2.47E+07,7.74E+07,1.19E+07
5.09E+08,1.13E+09,1.57E+09,6.71E+08,7.61E+08,8.83E+08,9.84E+08,1.15E+09,1.48E+09,1.38E+09,1.26E+09
0,2.25E+07,4.11E+07,3.72E+07,2.62E+07,4.75E+07,3.94E+07,8.30E+07,7.63E+07,7.82E+07,5.17E+07
2.02E+09,3.74E+09,4.25E+07,3.20E+09,3.81E+09,4.21E+09,2.01E+09,1.72E+09,1.34E+09,3.91E+08,1.65E+08
4.79E+07,2.29E+07,3.12E+08,4.73E+07,1.07E+08,1.53E+08,3.03E+08,3.09E+08,1.27E+09,1.22E+09,2.54E+08
0,2.43E+07,0,6.34E+07,3.10E+07,3.61E+07,9617300,0,5.73E+07,7801700,7835300
1.02E+08,1.50E+08,0,1.76E+08,9.92E+07,3.70E+07,1.70E+07,0,0,0,0
0,2.18E+07,0,6.10E+07,1.96E+07,1.72E+07,0,0,0,0,0
1.04E+08,2.43E+07,1.51E+08,1.09E+08,1.79E+07,2.89E+08,2.43E+08,3.24E+08,2.07E+08,4.30E+08,6.82E+08
7.48E+08,6.25E+07,4.91E+10,3.05E+09,7.81E+09,2.17E+10,2.79E+10,4.23E+10,4.93E+10,5.12E+10,5.24E+10
1.10E+08,7.81E+07,9.79E+09,4.64E+08,1.53E+09,4.50E+09,8.32E+09,1.05E+10,1.24E+10,1.11E+10,1.01E+10
2.03E+09,2.71E+09,1.36E+09,3.04E+09,2.57E+09,2.94E+09,2.26E+09,2.02E+09,2.52E+09,1.92E+09,1.97E+09
1.40E+08,1.68E+08,5.19E+07,1.47E+08,1.38E+08,1.20E+08,1.22E+08,1.27E+08,1.32E+08,6.29E+07,5.28E+07
2.97E+07,2.98E+07,0,6.99E+07,1.19E+07,1.14E+07,8250400,8817800,6883200,1.17E+07,7204700
1.70E+07,4.74E+07,0,2.94E+07,0,1.95E+07,0,1.07E+07,0,0,0
2.22E+08,2.68E+08,7.60E+07,2.18E+08,2.15E+08,2.66E+08,1.84E+08,1.21E+08,1.13E+08,5.65E+07,6.58E+07
3.67E+09,4.62E+09,2.56E+09,4.00E+09,4.32E+09,4.67E+09,4.11E+09,3.16E+09,3.84E+09,2.78E+09,1.91E+09
3.36E+08,9.30E+08,6.26E+08,4.75E+08,5.63E+08,9.07E+08,7.14E+08,6.94E+08,6.77E+08,5.72E+08,4.79E+08
9.57E+09,1.32E+10,6.84E+09,1.77E+10,1.83E+10,1.55E+10,7.33E+09,1.09E+10,9.79E+09,1.02E+10,8.03E+09
3.85E+10,4.50E+10,2.24E+10,4.02E+10,3.67E+10,4.77E+10,3.79E+10,3.37E+10,2.99E+10,2.87E+10,2.49E+10
4.39E+10,5.72E+10,2.48E+10,6.14E+10,5.59E+10,6.06E+10,3.94E+10,4.41E+10,3.91E+10,3.37E+10,2.99E+10
1.81E+10,2.70E+10,1.22E+10,2.63E+10,2.04E+10,2.26E+10,1.75E+10,1.72E+10,1.49E+10,1.28E+10,1.13E+10
1.64E+09,1.74E+09,7.31E+08,1.55E+09,1.41E+09,1.70E+09,1.31E+09,9.77E+08,6.89E+08,6.08E+08,4.98E+08
9.98E+09,1.26E+10,1.15E+10,1.24E+10,1.31E+10,1.31E+10,1.20E+10,1.57E+10,1.51E+10,1.56E+10,1.02E+10
3.50E+07,1.38E+08,4.43E+09,1.61E+07,5.13E+08,1.57E+09,2.01E+09,3.91E+09,4.97E+09,4.04E+09,3.35E+09
0,0,1.56E+07,0,0,0,0,7786400,1.03E+07,2.12E+07,5098600
5.78E+08,8.39E+08,9.93E+08,8.22E+08,8.71E+08,1.03E+09,8.63E+08,1.29E+09,0,1.41E+07,1.35E+09
4.99E+07,9.99E+07,3.62E+07,6.12E+07,1.00E+08,7.23E+07,4.43E+07,7.72E+07,1.51E+08,4.88E+07,2.84E+07
3.19E+07,5.79E+07,0,3.98E+07,4.23E+07,4.90E+07,3.59E+07,0,0,0,0
3.50E+08,3.53E+08,3.11E+10,1.34E+09,3.74E+09,1.28E+10,2.24E+10,3.46E+10,3.90E+10,3.65E+10,3.18E+10
8.48E+08,1.06E+09,1.68E+09,7.68E+08,8.26E+08,1.19E+09,1.48E+09,1.61E+09,1.77E+09,1.94E+09,1.65E+09
2.25E+07,2.77E+07,2.31E+07,7.71E+07,2.92E+08,4.68E+07,1.63E+07,4.44E+07,3.75E+07,3.67E+07,4.20E+07
9.46E+07,8.80E+07,1.37E+08,1.72E+08,1.68E+08,1.96E+08,1.60E+08,1.34E+08,1.38E+08,1.30E+08,1.43E+08
3.15E+09,4.61E+09,2.23E+09,4.77E+09,4.25E+09,4.36E+09,9.28E+08,2.95E+09,2.28E+09,2.63E+09,2.27E+09
2.85E+09,3.75E+09,3.17E+09,5.44E+09,4.10E+09,4.91E+09,3.46E+09,4.94E+09,3.95E+09,3.95E+09,3.74E+09
3.65E+08,6.10E+08,4.40E+08,3.22E+08,3.98E+08,5.24E+08,5.41E+08,6.67E+08,6.74E+08,7.06E+08,6.06E+08
3.17E+08,4.29E+08,8.70E+07,2.74E+08,3.07E+08,5.40E+08,1.44E+08,1.07E+08,9989500,2978600,7.40E+07
3.00E+07,9.24E+07,0,7.24E+07,6.60E+07,7.51E+07,3.44E+07,0,0,0,0
2.62E+09,3.47E+09,1.37E+09,3.65E+09,2.92E+09,2.85E+09,1.78E+09,2.25E+09,1.78E+09,1.76E+09,1.39E+09
8.20E+08,8.93E+08,1.71E+08,9.62E+08,1.12E+09,1.06E+09,4.47E+08,4.23E+08,3.63E+08,2.72E+08,2.42E+08
3.32E+08,5.48E+08,1.67E+08,2.79E+08,2.87E+08,3.40E+08,2.26E+08,2.20E+08,2.11E+08,1.89E+08,1.46E+08
8.54E+08,1.30E+09,6.85E+08,1.01E+09,1.22E+09,1.46E+09,1.04E+09,1.04E+09,1.05E+09,6.94E+08,6.10E+08
6.46E+07,6.22E+07,0,1.22E+07,2.98E+07,7.64E+07,2.69E+07,1.31E+07,1.04E+07,0,0
0,2.90E+07,0,4.35E+07,0,0,0,0,0,0,0
5.35E+08,4.43E+08,0,6.01E+08,6.29E+08,6.35E+08,3.15E+08,1.03E+08,4.49E+07,1.02E+07,1.87E+07
1.58E+08,2.02E+08,3211000,1.71E+08,1.92E+08,2.10E+08,8.83E+07,4.46E+07,9512500,6436200,3639200
4.94E+07,3.92E+07,0,4.19E+07,3.49E+07,0,4.93E+07,3.13E+07,2.62E+07,1.64E+07,2.11E+07
7.01E+07,7.04E+07,7.45E+07,0,6108900,8.72E+07,8.96E+07,8.81E+07,6.47E+07,8.89E+07,6.87E+07
3.82E+08,6.52E+08,2.15E+08,2.53E+08,3.04E+08,7.58E+08,3.85E+08,3.16E+08,1.95E+08,2.13E+08,2.03E+08
3.19E+08,2.49E+08,1.44E+08,3.12E+08,1.11E+09,1.27E+09,1.73E+08,5.12E+08,3.04E+08,2.55E+08,7.48E+07
7.86E+08,4.57E+08,4.14E+08,7.42E+08,6.32E+08,1.04E+09,6.10E+08,5.68E+08,5.77E+08,4.54E+08,4.12E+08
1.28E+10,1.49E+10,2.66E+09,1.56E+10,1.53E+10,1.67E+10,7.80E+09,5.98E+09,4.63E+09,3.36E+09,3.28E+09
4.95E+07,5.27E+07,1.93E+07,1.20E+08,7.86E+07,4.41E+07,3.07E+08,1.01E+08,0,0,0
1.56E+09,1.51E+09,1.25E+08,1.86E+09,1.41E+09,1.15E+09,8.11E+08,5.38E+08,2.50E+08,1.83E+08,9.57E+07
1.74E+08,2.08E+09,2.32E+07,2.34E+08,2.99E+08,2.99E+08,1.07E+09,2.30E+08,4.46E+07,4.83E+07,4.43E+07
7.37E+09,8.47E+09,1.82E+09,9.14E+09,8.12E+09,7.39E+09,5.59E+09,3.32E+09,3.34E+09,2.55E+09,1.94E+09
0,0,0,4.92E+07,0,1.00E+08,0,6.23E+07,4.12E+07,7.71E+07,0
0,0,6570200,0,0,0,0,0,2.41E+07,2.13E+07,1.83E+07
4.65E+08,4.59E+08,2.16E+09,6.91E+08,5.60E+08,6.41E+08,7.19E+08,1.09E+09,1.39E+09,1.27E+09,1.36E+09
2.38E+07,3.19E+07,2.41E+07,2.49E+07,2.39E+07,2.85E+07,9.89E+07,1.59E+07,3.16E+07,2.10E+07,5453100
9.70E+08,1.41E+09,4.28E+08,1.62E+09,9.54E+08,1.29E+09,9.42E+08,1.18E+09,6.58E+08,4.60E+08,5.74E+08
1.18E+09,1.37E+09,0,1.87E+09,1.73E+09,1.30E+09,6.47E+08,2.61E+08,6.40E+07,0,0
1.00E+10,1.29E+10,8.79E+07,1.26E+10,1.16E+10,1.02E+10,4.11E+09,4.40E+09,1.18E+09,5.06E+08,2.50E+08
4.43E+07,2.42E+08,0,3.46E+08,3.77E+08,3.79E+08,5.56E+07,7.00E+07,2.45E+07,9698100,0
3.32E+08,3.49E+08,1.26E+08,5.47E+08,3.25E+08,6.03E+08,2.91E+08,3.92E+08,1.31E+08,2.01E+08,1.08E+08
0,1.33E+07,0,2.92E+07,2.22E+07,0,0,0,0,0,0
8.90E+09,1.37E+10,4.23E+09,1.21E+10,1.14E+10,1.31E+10,6.09E+09,7.42E+09,6.16E+09,6.19E+09,5.72E+09
2.43E+09,2.93E+09,9.42E+08,4.95E+09,4.16E+09,3.14E+09,1.82E+09,1.82E+09,1.50E+09,1.51E+09,1.56E+09
6.08E+09,7.27E+09,9.04E+09,7.06E+09,7.65E+09,9.29E+09,9.26E+09,1.06E+10,1.13E+10,9.91E+09,8.44E+09
1.75E+08,2.12E+08,7.70E+07,1.58E+08,1.87E+08,2.28E+08,2.53E+08,1.72E+08,1.52E+08,5.74E+07,7.91E+07
1.21E+08,1.56E+08,7.71E+07,2.20E+08,2.02E+08,1.99E+08,1.43E+08,1.11E+08,9.10E+07,1.11E+08,1.04E+08
4.58E+09,4.82E+09,7.80E+08,6.11E+09,5.13E+09,4.92E+09,2.95E+09,1.91E+09,1.24E+09,8.93E+08,9.72E+08
2.68E+09,3.17E+09,0,4.94E+09,3.94E+09,3.04E+09,1.10E+09,7.47E+08,2.67E+08,8.61E+07,3365100
4.83E+08,6.59E+08,1.56E+08,1.01E+09,9.18E+08,7.11E+08,2.76E+08,3.74E+08,1.96E+08,1.54E+08,1.82E+08
2.62E+08,2.52E+08,1.33E+07,2.84E+08,3.00E+08,2.69E+08,6.22E+07,1.50E+07,7052800,0,8942500
1.95E+09,2.71E+09,2.30E+08,1.95E+09,2.59E+09,1.61E+09,1.33E+09,7.92E+08,1.79E+08,2.26E+08,1.86E+08
4.77E+09,6.70E+09,5.61E+09,6.36E+09,7.05E+09,7.83E+09,5.21E+09,6.38E+09,1.27E+10,1.03E+10,6.60E+09
3.50E+10,3.88E+10,2.82E+10,4.31E+10,3.78E+10,4.39E+10,3.28E+10,3.45E+10,3.35E+10,3.23E+10,2.95E+10
8.26E+08,1.19E+09,1.14E+08,1.28E+09,9.80E+08,1.13E+09,5.14E+08,3.45E+08,3.14E+08,2.03E+08,1.61E+08
3.69E+10,5.02E+10,8.54E+09,6.38E+10,5.18E+10,4.60E+10,2.23E+10,2.37E+10,1.50E+10,1.32E+10,1.18E+10
1.33E+10,2.07E+10,2.20E+09,2.72E+10,2.14E+10,1.78E+10,7.43E+09,7.16E+09,3.78E+09,3.16E+09,2.78E+09
6.99E+09,1.25E+10,2.67E+09,1.22E+10,1.13E+10,1.02E+10,3.64E+09,5.62E+09,3.74E+09,3.92E+09,3.35E+09
8.04E+07,1.23E+08,0,8.90E+07,1.01E+08,1.62E+08,5.81E+07,6.14E+07,1.69E+07,0,0
5.05E+08,6.38E+08,2.21E+07,6.77E+08,7.36E+08,6.67E+08,2.41E+08,8.06E+07,2.64E+07,0,0
0,0,1.33E+07,0,0,0,0,1.76E+07,9865100,1.58E+07,1.11E+07
2.99E+08,7.09E+08,0,3.34E+08,2.49E+08,2.87E+08,0,0,2.27E+07,0,0
6.35E+09,8.70E+09,1.26E+09,9.56E+09,8.25E+09,8.00E+09,5.43E+09,3.94E+09,2.71E+09,1.68E+09,1.39E+09
2.87E+07,4.01E+07,0,0,3.14E+07,2.50E+07,2.18E+07,0,0,0,0
0,0,8631600,0,0,0,0,0,9916600,1.15E+07,6465800
5.23E+07,1.19E+08,1.67E+08,1.24E+08,7.71E+07,7.87E+07,1.72E+08,2.04E+08,2.47E+08,1.91E+08,1.36E+08
1.58E+07,1.15E+07,2327100,1.72E+07,8272700,2.45E+07,1.86E+07,0,5352000,8001700,2027100
2.22E+08,8.56E+08,5.82E+08,7.62E+08,8.04E+08,7.91E+08,9.52E+08,8.05E+08,1.01E+09,6.97E+08,8.89E+08
1.40E+08,9.61E+07,0,1.65E+08,1.39E+08,1.47E+08,3.44E+07,6.68E+07,4.94E+07,5606200,6394900
7.65E+08,3.30E+08,2.09E+07,8.97E+08,4.96E+08,5.77E+08,1.58E+08,2.71E+08,1.11E+08,1.13E+08,4.40E+07
9.51E+08,1.22E+09,2.08E+07,1.27E+09,1.06E+09,9.96E+08,4.89E+08,1.68E+08,6.09E+07,3.23E+07,1.78E+07
1.58E+07,3.12E+07,0,1.74E+07,2.58E+07,2.89E+07,0,0,0,0,0
1.74E+09,2.53E+09,1.06E+09,2.08E+09,2.05E+09,2.23E+09,1.68E+09,1.62E+09,1.31E+09,1.20E+09,1.25E+09
1.58E+08,2.05E+08,1.09E+08,1.47E+08,2.46E+08,2.55E+08,3.90E+08,2.17E+08,2.39E+08,1.37E+08,9.59E+07
7.85E+08,1.11E+09,8.50E+07,1.04E+09,7.66E+08,9.68E+08,4.40E+08,3.17E+08,1.39E+08,1.46E+08,1.33E+08
1.11E+09,1.15E+09,1.42E+08,1.20E+09,1.13E+09,1.40E+09,7.46E+08,3.60E+08,3.14E+08,1.83E+08,1.43E+08
5.26E+08,7.48E+08,3.96E+08,6.23E+08,7.73E+08,8.10E+08,3.65E+08,5.09E+08,3.79E+08,5.07E+08,4.20E+08
1.13E+09,1.64E+09,4.71E+08,1.61E+09,1.73E+09,1.46E+09,7.66E+08,1.05E+09,6.41E+08,7.16E+08,5.68E+08
3.64E+09,1.78E+09,1.20E+08,4.82E+09,2.13E+09,1.98E+09,8.38E+08,7.07E+08,3.96E+08,3.36E+08,2.19E+08
1.12E+09,1.43E+09,1.15E+08,1.31E+09,1.22E+09,1.23E+09,8.10E+08,5.84E+08,5.55E+08,2.15E+08,2.01E+08
1.81E+09,2.28E+09,9.90E+08,3.07E+09,2.93E+09,2.66E+09,1.36E+09,1.79E+09,1.04E+09,1.30E+09,1.21E+09
1.17E+09,1.32E+09,4.53E+08,1.05E+09,1.28E+09,1.38E+09,7.79E+08,4.79E+08,4.21E+08,3.34E+08,1.68E+08
7.97E+08,1.02E+09,6.07E+07,1.06E+09,6.96E+08,6.67E+08,4.26E+08,2.27E+08,7.46E+07,7.27E+07,5.09E+07
9.82E+09,1.22E+10,2.79E+09,1.25E+10,1.20E+10,1.15E+10,7.44E+09,6.58E+09,4.69E+09,3.64E+09,3.47E+09
6.38E+08,5.06E+08,2.12E+08,5.35E+08,5.13E+08,5.31E+08,4.08E+08,3.88E+08,2.37E+08,3.07E+08,2.43E+08
1.70E+07,5.05E+07,0,6.78E+07,4.16E+07,4.81E+07,1.30E+07,1.59E+07,0,0,0
8.71E+07,1.47E+08,4811400,1.31E+08,1.39E+08,1.26E+08,9881800,3.14E+07,1.87E+07,2.39E+07,2.77E+07
7.90E+07,1.81E+07,0,9.16E+07,6.88E+07,1.30E+08,0,0,0,0,3196300
3.88E+08,3.31E+08,5.92E+07,3.76E+08,2.03E+08,2.71E+08,1.51E+08,1.34E+08,1.26E+08,3.66E+07,1.84E+07
8.95E+07,8.62E+07,6123900,1.22E+08,1.23E+08,1.15E+08,5.72E+07,3.37E+07,3.27E+07,2.09E+07,2.17E+07
2.40E+09,3.51E+09,3.54E+08,2.47E+09,2.47E+09,2.43E+09,1.30E+09,9.19E+08,6.48E+08,4.24E+08,2.77E+08
7.64E+08,1.04E+09,5.08E+07,8.51E+08,8.63E+08,8.99E+08,4.40E+08,4.47E+08,1.10E+08,1.26E+08,9.19E+07
5.49E+07,1.48E+08,7.17E+07,1.88E+08,1.77E+08,4.53E+08,6.62E+07,2.87E+07,1.02E+08,1.40E+08,6.28E+07
1.60E+09,2.36E+09,3.41E+08,2.28E+09,2.34E+09,2.12E+09,8.45E+08,1.39E+09,8.30E+08,3.79E+08,4.02E+08
9.47E+08,1.21E+09,3.90E+07,1.30E+09,1.20E+09,9.03E+08,1.24E+09,4.67E+08,2.41E+08,9.87E+07,5.76E+07
7305300,0,0,0,2.78E+07,0,1.29E+07,1.22E+07,1.50E+07,0,0
2.67E+08,4.23E+08,1.75E+07,2.78E+08,2.91E+08,2.96E+08,8.85E+07,8.58E+07,4.11E+07,5.39E+07,1.19E+07
1.57E+07,0,9.05E+07,2.49E+07,0,4.43E+07,8.64E+07,9.03E+07,1.17E+08,8.84E+07,8.49E+07
2.70E+10,3.15E+10,2.30E+07,4.30E+10,3.24E+10,2.71E+10,1.36E+10,1.08E+10,3.44E+09,1.12E+09,2.49E+08
