Intensity A1,Intensity A10,Intensity A11,Intensity A2,Intensity A3,Intensity A4,Intensity A5,Intensity A6,Intensity A7,Intensity A8,Intensity A9
6.70E+08,7.59E+08,7.50E+08,7.62E+08,7.61E+08,9.60E+08,9.61E+08,1.13E+09,1.06E+09,6.70E+08,8.39E+08
2.86E+09,3.88E+09,7.69E+10,7.05E+09,1.14E+10,3.02E+10,4.62E+10,7.82E+10,8.40E+10,7.97E+10,8.13E+10
4.09E+08,5.78E+08,3.44E+07,4.68E+08,4.45E+08,3.85E+08,2.99E+08,1.76E+08,1.56E+08,8.43E+07,5.81E+07
6.15E+08,5.21E+08,1.13E+09,7.80E+08,8.71E+08,7.33E+08,7.25E+08,1.05E+09,1.06E+09,9.92E+08,5.89E+08
5.34E+08,6.16E+08,1.01E+10,4.12E+08,1.07E+09,2.78E+09,4.75E+09,9.00E+09,1.05E+10,1.20E+10,9.42E+09
9.68E+09,1.43E+10,2.03E+08,1.27E+10,1.20E+10,1.00E+10,5.27E+09,3.73E+09,1.14E+09,5.53E+08,1.80E+08
3.47E+08,2.20E+08,2.19E+10,9.42E+08,2.62E+09,7.43E+09,9.69E+09,1.49E+10,2.08E+10,2.23E+10,2.22E+10
0,0,1.65E+08,0,0,0,2.01E+07,1.69E+08,2.21E+08,1.61E+08,1.43E+08
1.23E+07,0,1.54E+09,0,7.34E+07,4.46E+08,9.67E+08,1.36E+09,1.84E+09,1.80E+09,1.50E+09
4.01E+07,0,4.13E+09,1.74E+08,3.41E+08,1.27E+09,2.12E+09,3.49E+09,4.45E+09,4.59E+09,3.65E+09
1.15E+09,1.45E+09,0,1.50E+09,1.05E+09,1.34E+09,7.22E+08,4.92E+08,3.90E+07,2.95E+07,0
7.12E+08,1.08E+09,2.37E+09,9.55E+08,9.52E+08,1.47E+09,1.82E+09,2.39E+09,2.34E+09,2.26E+09,2.29E+09
0,1.77E+07,2.08E+08,4.74E+07,3.66E+07,1.51E+08,1.44E+08,1.91E+08,2.21E+08,1.37E+08,1.71E+08
3.59E+10,5.00E+10,5.67E+09,5.80E+10,5.06E+10,4.07E+10,1.67E+10,1.81E+10,9.87E+09,7.73E+09,7.60E+09
7.62E+07,1.51E+08,0,0,8.08E+07,4.91E+07,3.46E+07,6.19E+07,8.37E+07,2.93E+07,1.05E+08
4.63E+07,7.09E+07,5712900,1.10E+08,1.12E+08,9.41E+07,2.05E+07,3.96E+07,1.30E+07,1.90E+07,1.73E+07
1.01E+08,1.48E+08,1.51E+08,4.90E+08,3.44E+08,2.75E+08,1.58E+08,1.59E+08,2.20E+08,2.39E+08,2.84E+08
2.36E+07,1.91E+08,0,7.43E+07,1.48E+08,1.65E+08,4.37E+07,1.76E+07,0,0,0
0,0,0,0,0,0,1.15E+08,0,0,0,0
3.05E+10,4.46E+10,1.21E+10,4.19E+10,4.22E+10,4.08E+10,2.40E+10,2.03E+10,1.72E+10,1.44E+10,1.27E+10
5.35E+08,3.67E+08,1.02E+07,5.22E+08,4.47E+08,5.12E+08,2.89E+08,1.12E+08,5.98E+07,2.99E+07,1.10E+07
4.86E+09,7.04E+09,1.45E+08,7.04E+09,5.48E+09,5.16E+09,2.88E+09,1.69E+09,5.74E+08,1.53E+08,3.86E+07
4.35E+09,4.01E+09,1.48E+08,5.11E+09,5.05E+09,5.66E+09,2.59E+09,1.19E+09,4.73E+08,3.30E+08,2.43E+08
8.69E+09,1.14E+10,1.06E+10,1.22E+10,1.11E+10,1.32E+10,1.06E+10,1.26E+10,1.28E+10,1.27E+10,1.28E+10
2.62E+08,4.86E+08,0,8.83E+08,3.98E+08,4.49E+08,1.02E+08,1.07E+08,4.27E+07,0,0
1.07E+09,1.25E+09,7669000,1.37E+09,1.33E+09,1.08E+09,6.56E+08,4.33E+08,2.49E+08,2.46E+07,9469900
6.40E+09,1.04E+10,5.66E+08,9.05E+09,5.63E+09,4.37E+09,3.29E+09,2.38E+09,1.13E+09,9.27E+08,1.03E+09
7.58E+08,4.52E+08,3.71E+07,5.56E+08,4.25E+08,3.24E+08,2.32E+08,1.70E+08,8.72E+07,4.60E+07,5.32E+07
6.41E+09,7.28E+09,1.69E+09,7.13E+09,7.38E+09,6.35E+09,4.32E+09,3.56E+09,2.49E+09,2.32E+09,2.11E+09
9.21E+09,9.96E+09,2.47E+09,1.03E+10,8.78E+09,9.69E+09,7.09E+09,5.37E+09,4.73E+09,3.18E+09,2.78E+09
2.06E+09,3.86E+09,9.67E+07,3.08E+09,3.25E+09,2.84E+09,1.19E+09,5.90E+08,1.25E+08,5.88E+07,8.00E+07
1.79E+07,2.24E+07,0,1.60E+07,2.00E+07,2.40E+07,1.24E+07,0,0,0,4586200
4.42E+07,5.05E+07,0,3.50E+07,2.19E+07,1.40E+07,3.40E+07,0,0,0,0
5.61E+07,1.33E+08,0,7.08E+07,3.62E+07,4.89E+07,1.44E+07,1.86E+07,0,0,0
6409700,1.06E+07,0,0,0,9735200,0,5516200,5989600,0,0
1.28E+09,2.08E+09,3.03E+09,2.16E+09,1.71E+09,2.33E+09,2.44E+09,3.16E+09,3.00E+09,3.61E+09,3.12E+09
2.46E+08,2.09E+08,4.47E+09,3.98E+08,4.65E+08,1.20E+09,2.47E+09,3.50E+09,5.04E+09,5.78E+09,4.44E+09
1.39E+09,2.23E+09,2.02E+08,2.55E+09,2.14E+09,2.39E+09,8.17E+08,6.99E+08,4.09E+08,2.47E+08,1.70E+08
4.60E+08,8.22E+08,1.46E+07,8.20E+08,5.97E+08,6.24E+08,2.06E+08,2.72E+08,8.22E+07,5.70E+07,1.83E+07
4.17E+07,2.56E+07,0,7.60E+07,2.88E+07,1.90E+07,0,1.17E+07,0,0,0
5.00E+08,6.64E+08,2.07E+08,6.31E+08,6.80E+08,7.20E+08,5.83E+08,3.38E+08,3.18E+08,2.15E+08,1.91E+08
9.27E+08,1.02E+09,0,9.53E+08,7.54E+08,7.78E+08,5.22E+08,1.07E+08,2.97E+07,1.09E+07,4614600
4.32E+09,3.63E+09,0,3.81E+09,5.07E+09,2.72E+09,1.62E+09,5.31E+08,2.62E+08,4.01E+07,9.44E+07
2.05E+09,2.28E+09,5333700,2.34E+09,2.50E+09,1.63E+09,1.09E+09,2.32E+08,8.77E+07,4.09E+07,0
0,0,0,0,0,0,0,0,0,1.42E+08,3.30E+07
2.81E+09,4.14E+09,8127800,4.72E+09,3.41E+09,3.15E+09,1.22E+09,1.18E+09,5.07E+08,1.85E+08,2.88E+07
0,0,2.53E+07,0,0,1.97E+07,0,0,2.27E+07,0,0
1.31E+08,1.76E+08,2.78E+07,1.45E+08,1.55E+08,1.12E+08,5.04E+07,3.70E+07,2.85E+07,2.08E+07,1.93E+07
1.51E+08,2.27E+08,0,3.19E+08,1.03E+08,9.67E+07,3.01E+07,5.22E+07,0,3.46E+07,3.90E+07
1.89E+08,3.60E+08,4.85E+07,2.32E+08,2.35E+08,3.91E+08,8.60E+07,1.60E+08,6.40E+07,5.99E+07,6.05E+07
1.51E+08,2.35E+08,1.67E+09,3.54E+08,4.36E+08,8.10E+08,9.68E+08,1.56E+09,1.79E+09,2.04E+09,1.79E+09
6.62E+07,1.44E+08,1.80E+08,6.01E+07,1.36E+08,1.98E+08,2.38E+08,2.01E+08,4.20E+08,2.42E+08,2.79E+08
2.29E+08,1.44E+08,5.48E+08,1.67E+08,1.83E+08,3.17E+08,6.74E+08,7.70E+08,6.82E+08,6.21E+08,3.84E+08
6.54E+08,9.22E+08,5097500,7.43E+08,6.98E+08,9.37E+08,3.25E+08,1.93E+08,3.31E+07,1.14E+07,0
3.63E+08,4.32E+08,1.14E+07,3.99E+08,3.82E+08,4.55E+08,2.88E+08,2.76E+07,4450300,0,0
0,3.23E+07,0,3.63E+07,9469500,0,1.42E+07,0,0,0,0
1.62E+09,1.67E+09,1.21E+07,1.83E+09,1.74E+09,1.66E+09,8.93E+08,4.20E+08,1.75E+08,5.17E+07,9740900
3.01E+07,5.84E+07,0,7.07E+07,4.63E+07,7.46E+07,4.92E+07,0,0,0,0
1.57E+08,3.02E+08,0,2.01E+08,2.57E+08,2.71E+08,4.69E+07,5.26E+07,9519600,0,0
1.03E+09,1.14E+09,2.71E+07,1.04E+09,1.07E+09,9.37E+08,4.11E+08,2.02E+08,7.14E+07,2.00E+07,2.26E+07
5.70E+07,2.36E+08,0,3.58E+08,1.93E+08,1.42E+08,4.75E+07,3.42E+07,9229200,0,0
1.38E+10,1.43E+10,1.07E+08,1.48E+10,1.21E+10,1.13E+10,6.07E+09,2.65E+09,9.81E+08,4.24E+08,1.83E+08
1.09E+10,1.59E+10,9.96E+07,1.45E+10,1.47E+10,1.45E+10,6.28E+09,3.93E+09,1.60E+09,4.38E+08,1.86E+08
2.41E+09,3.51E+09,8.65E+07,4.52E+09,2.61E+09,3.11E+09,8.93E+08,9.10E+08,3.58E+08,2.91E+08,9.24E+07
1.12E+09,3.91E+08,7.77E+10,3.45E+09,9.99E+09,2.45E+10,3.46E+10,6.66E+10,7.65E+10,8.96E+10,8.95E+10
1.57E+07,0,9.58E+08,0,1.07E+08,3.06E+08,5.83E+08,7.81E+08,1.00E+09,9.72E+08,8.42E+08
3.24E+09,3.24E+09,1.34E+10,3.06E+09,4.95E+09,6.83E+09,9.56E+09,1.24E+10,1.44E+10,1.51E+10,1.78E+10
2.67E+08,2.36E+08,1.83E+09,2.66E+08,2.85E+08,7.88E+08,1.47E+09,1.91E+09,2.32E+09,2.02E+09,1.75E+09
2.66E+08,2.05E+08,4.86E+08,2.07E+08,4.41E+08,4.93E+08,4.92E+08,5.11E+08,7.01E+08,5.59E+08,4.81E+08
0,0,3.25E+07,0,0,6629700,5.20E+07,4.01E+07,4.96E+07,3.55E+07,3.36E+07
1.29E+09,2.50E+09,2.16E+10,2.74E+09,4.42E+09,8.38E+09,1.09E+10,1.27E+10,1.23E+10,1.93E+10,2.00E+10
2.91E+07,1.66E+08,3587000,4.80E+07,5.10E+07,4.07E+07,0,0,1.14E+07,8860500,0
1.36E+09,1.79E+09,2.44E+08,1.21E+09,1.09E+09,1.01E+09,1.05E+09,8.14E+08,4.61E+08,4.11E+08,3.66E+08
3.16E+08,4.71E+08,1.98E+08,4.13E+08,4.02E+08,5.37E+08,3.51E+08,4.43E+08,5.25E+08,2.67E+08,1.68E+08
7.10E+08,9.43E+08,1.69E+07,1.24E+09,8.45E+08,8.18E+08,2.28E+08,4.19E+08,7.97E+07,8.39E+07,4.99E+07
4.95E+08,6.73E+08,1.88E+08,5.11E+08,5.31E+08,6.76E+08,5.13E+08,3.66E+08,4.01E+08,2.37E+08,1.74E+08
0,0,1.62E+07,0,0,0,0,1.31E+07,2.73E+07,4.21E+07,3.56E+07
8.22E+08,1.00E+09,7175800,1.02E+09,1.02E+09,9.60E+08,4.02E+08,1.77E+08,1.19E+08,3.19E+07,7896900
1.33E+08,1.12E+08,0,1.28E+08,1.26E+08,9.41E+07,3.92E+07,0,6760400,0,0
5.99E+08,7.16E+08,3.98E+08,5.35E+08,6.76E+08,9.55E+08,4.33E+08,4.11E+08,6.03E+08,4.73E+08,3.70E+08
1.57E+09,2.55E+09,8.76E+08,2.39E+09,2.05E+09,2.41E+09,1.16E+09,1.57E+09,1.15E+09,1.02E+09,8.65E+08
1.06E+09,1.47E+09,4.56E+08,1.51E+09,6.73E+08,4.80E+08,5.76E+08,6.31E+08,4.14E+08,3.53E+08,4.49E+08
1.54E+09,1.47E+09,5.42E+08,1.75E+09,1.55E+09,1.47E+09,8.41E+08,6.81E+08,6.09E+08,5.19E+08,5.42E+08
2.55E+07,3.11E+07,0,2.61E+07,2.56E+07,1.70E+07,0,0,0,0,0
8.54E+07,4.20E+07,0,4.57E+07,4.57E+07,4.75E+07,2.73E+07,1.39E+07,2.16E+07,0,4835900
0,6196900,1.47E+08,0,1.49E+07,1.15E+08,1.48E+08,2.10E+08,2.80E+08,2.03E+08,1.82E+08
4.41E+09,5.32E+09,1.80E+09,6.03E+09,5.80E+09,5.56E+09,3.13E+09,4.01E+09,2.81E+09,2.42E+09,2.02E+09
1.13E+07,2.35E+07,2.96E+09,8.24E+07,4.36E+08,9.51E+08,1.43E+09,2.88E+09,3.81E+09,3.40E+09,3.27E+09
4.09E+07,5.32E+07,0,9.16E+07,6.27E+07,5.46E+07,2.28E+07,0,0,9.59E+08,1.30E+07
0,0,0,0,0,0,0,0,0,0,0
6.68E+08,5.92E+08,9479900,6.26E+08,6.33E+08,5.79E+08,4.08E+08,1.95E+08,7.09E+07,2.04E+07,2990900
4.41E+09,4.27E+09,1.05E+07,4.65E+09,4.45E+09,4.09E+09,2.30E+09,1.09E+09,3.20E+08,6.15E+07,7860000
2.65E+09,2.66E+09,2.13E+07,3.02E+09,2.44E+09,2.88E+09,8.69E+08,8.28E+08,5.06E+08,1.84E+08,2.88E+07
0,0,0,1.37E+08,1.03E+08,1.02E+08,0,5.48E+07,5.04E+07,3.15E+07,2.50E+07
1.20E+08,7.40E+07,0,8.08E+07,5.45E+07,7.57E+07,2.39E+07,0,0,0,0
2.40E+08,5.19E+08,0,5.64E+08,7.21E+08,4.26E+08,1.62E+08,2.05E+08,2.61E+07,4.19E+07,2.54E+07
1.03E+08,2.35E+08,1.48E+08,1.77E+08,3.63E+08,3.22E+08,1.89E+08,1.34E+08,1.53E+08,1.27E+08,7.71E+07
3.83E+09,4.27E+09,4.80E+08,6.89E+09,5.40E+09,4.85E+09,2.15E+09,1.46E+09,8.62E+08,4.71E+08,3.49E+08
4.54E+09,6.25E+09,1.24E+10,6.12E+09,7.35E+09,9.09E+09,8.43E+09,1.38E+10,1.61E+10,1.46E+10,1.36E+10
9.10E+07,0,1.22E+10,3.82E+08,1.34E+09,4.03E+09,7.98E+09,1.02E+10,1.25E+10,1.15E+10,1.14E+10
0,0,2.11E+08,0,0,1.60E+07,2.13E+08,2.83E+08,3.70E+08,2.29E+08,1.82E+08
4.72E+08,5.60E+08,0,4.98E+08,4.58E+08,4.65E+08,2.78E+08,1.97E+08,7.69E+07,1.45E+07,0
8.68E+08,1.18E+09,2.88E+07,1.35E+09,1.05E+09,1.04E+09,6.03E+08,3.45E+08,1.14E+08,6.27E+07,2.36E+07
0,0,1.65E+09,0,3.35E+07,1.52E+08,9.36E+08,1.31E+09,1.68E+09,1.39E+09,1.36E+09
1.38E+09,1.73E+09,8.15E+08,1.94E+09,1.84E+09,1.74E+09,1.32E+09,1.42E+09,1.70E+09,1.09E+09,6.80E+08
6.60E+08,7.51E+08,5.02E+07,9.22E+08,6.47E+08,6.46E+08,4.17E+08,1.80E+08,1.08E+08,6.40E+07,4.46E+07
1.70E+08,4.89E+08,1.91E+07,1.69E+08,3.81E+08,4.03E+08,1.13E+08,1.62E+08,6.45E+07,2.88E+07,4.95E+07
0,1.42E+07,1.33E+07,0,3.27E+07,2.93E+07,0,2.70E+07,1.47E+07,2.03E+07,1.89E+07
2.74E+07,3.14E+07,2.29E+08,2.90E+07,5.05E+07,7.87E+07,1.23E+08,2.47E+08,3.33E+08,2.37E+08,1.90E+08
4236200,2.45E+07,3.31E+08,1.31E+07,6.29E+07,6.86E+07,2.17E+08,2.52E+08,3.40E+08,4.97E+08,4.33E+08
9.57E+07,1.16E+08,1.35E+07,2.16E+08,1.59E+08,2.12E+08,3314300,6.56E+07,2.70E+07,2.81E+07,3.14E+07
4.01E+08,5.96E+08,2.15E+07,4.17E+08,4.11E+08,4.24E+08,2.12E+08,1.13E+08,2.94E+07,3.33E+07,1.20E+07
2.24E+07,5.43E+07,4.48E+08,7.47E+07,3.77E+07,2.70E+08,2.77E+08,3.55E+08,5.57E+08,4.78E+08,3.13E+08
3.44E+07,6.46E+07,0,9.30E+07,1.25E+07,3.57E+07,2.02E+07,1.23E+07,0,0,0
9105300,0,3.43E+08,2.48E+07,4.41E+07,1.39E+08,9.13E+07,3.29E+08,1.89E+08,3.81E+08,3.61E+08
1.72E+08,1.32E+07,1.04E+10,5.48E+08,1.65E+09,4.01E+09,7.07E+09,8.11E+09,1.17E+10,1.13E+10,1.01E+10
8.32E+07,6868200,9.10E+09,3.92E+08,1.33E+09,3.43E+09,4.27E+09,6.65E+09,9.67E+09,9.92E+09,9.30E+09
1.12E+07,6930000,4.53E+08,3.82E+07,3.02E+07,9.68E+07,1.53E+08,6.64E+08,5.60E+08,8.08E+08,7.00E+08
0,1.78E+07,3.19E+07,1.61E+07,0,1.54E+07,2.20E+07,2.86E+07,4.23E+07,4.28E+07,4.60E+07
3.21E+07,7044500,2.19E+07,2.51E+07,7500700,4.08E+07,2.04E+07,2.17E+07,2.48E+07,2.88E+07,2.67E+07
5.52E+09,6.41E+09,7.71E+10,1.25E+10,1.87E+10,3.97E+10,4.56E+10,8.54E+10,8.86E+10,9.94E+10,9.43E+10
2.12E+10,1.32E+10,4.88E+08,2.59E+10,1.36E+10,2.28E+10,1.93E+10,3.15E+09,1.64E+09,1.31E+09,5.24E+08
1.06E+09,1.60E+09,3.70E+07,1.93E+09,1.43E+09,1.28E+09,5.87E+08,4.03E+08,1.30E+08,4.97E+07,6.57E+07
0,0,0,0,0,0,0,0,0,0,0
1.68E+08,5.23E+08,2.35E+07,4.68E+08,3.82E+08,4.07E+08,1.36E+08,1.54E+07,2.55E+07,2.25E+07,1.02E+07
1.30E+09,1.58E+09,5.42E+08,1.62E+09,1.62E+09,1.44E+09,5.47E+08,8.25E+08,6.62E+08,5.51E+08,6.02E+08
2.01E+08,2.75E+08,0,2.38E+08,4.18E+08,4.57E+08,1.18E+08,9.66E+07,1.27E+07,0,0
3.59E+09,4.84E+09,1.23E+09,5.00E+09,3.54E+09,3.30E+09,1.98E+09,2.01E+09,1.20E+09,1.91E+09,1.24E+09
4.61E+07,7.03E+07,1.47E+08,1.22E+08,9.00E+07,5.28E+07,2.25E+07,1.83E+08,1.86E+08,1.62E+08,5.22E+07
2.24E+08,2.50E+08,2.23E+08,3.56E+08,3.57E+08,4.61E+08,6.89E+08,6.90E+08,7.81E+08,8.09E+08,1.35E+09
0,0,2.08E+07,0,0,0,1.51E+07,2.09E+07,2.67E+07,2.72E+07,1.57E+07
9.91E+08,5.56E+08,1.85E+08,1.22E+09,1.00E+09,1.09E+09,6.91E+08,4.17E+08,3.36E+08,2.83E+08,1.20E+08
4.27E+08,3.19E+08,0,4.23E+08,4.63E+08,3.11E+08,1.14E+08,1.13E+08,0,2682800,1668800
0,2.89E+07,8807500,1.61E+08,8.30E+07,8.70E+07,0,3.90E+07,1.80E+07,3.31E+07,2.58E+07
0,5.19E+07,0,0,0,0,0,0,0,0,0
3.89E+09,5.93E+09,1.45E+10,5.40E+09,5.70E+09,8.45E+09,9.25E+09,1.37E+10,1.68E+10,1.73E+10,1.51E+10
4743500,0,3.94E+07,1.78E+07,6220000,7.24E+07,5.40E+08,2.99E+08,7.63E+07,7.72E+07,4.45E+07
8.30E+08,5.79E+08,5512600,1.13E+09,4.06E+08,5.64E+08,2.75E+08,8.17E+07,4.55E+07,2989500,0
7.45E+08,8.13E+08,6.29E+08,9.34E+08,8.24E+08,8.84E+08,7.19E+08,1.03E+09,9.62E+08,1.02E+09,8.92E+08
1.41E+08,3.04E+08,3.32E+08,3.71E+08,2.19E+08,2.65E+08,3.10E+08,3.39E+08,4.07E+08,2.82E+08,2.62E+08
7.17E+07,2.35E+08,1.43E+07,2.38E+08,2.09E+08,2.17E+08,3.58E+07,0,3.03E+07,0,2.88E+07
1.13E+10,1.23E+10,5.64E+07,1.87E+10,1.26E+10,1.17E+10,3.44E+09,2.84E+09,1.07E+09,3.43E+08,1.43E+08
8.25E+08,8.54E+08,8.27E+09,1.34E+09,2.44E+09,3.77E+09,3.53E+09,9.30E+09,1.11E+10,1.02E+10,1.13E+10
4.26E+09,5.24E+09,1.07E+10,6.77E+09,5.14E+09,8.29E+09,7.91E+09,1.14E+10,1.20E+10,1.23E+10,1.07E+10
3.63E+09,4.03E+09,3.12E+09,4.29E+09,4.44E+09,5.40E+09,5.54E+09,5.73E+09,6.24E+09,4.07E+09,2.97E+09
1.04E+09,1.17E+09,0,1.20E+09,9.41E+08,1.01E+09,3.15E+08,1.67E+08,6.35E+07,7425400,0
9.76E+07,1.40E+08,3.45E+08,7.02E+07,2.36E+08,3.57E+08,2.34E+08,3.16E+08,2.62E+08,2.63E+08,7.53E+08
1.69E+08,2.42E+08,4.62E+07,1.53E+08,2.41E+08,1.79E+08,1.31E+08,5.52E+07,3.51E+07,2.61E+07,1.13E+07
8.18E+08,1.09E+09,4000700,1.57E+09,1.24E+09,1.09E+09,3.50E+08,3.43E+08,8.79E+07,5.34E+07,1.77E+07
2.60E+08,0,8.55E+07,3.88E+08,4.50E+08,4.03E+08,1.25E+07,3.45E+07,1.49E+08,2.62E+07,3.02E+07
2.05E+08,3.11E+08,1.47E+07,5.50E+08,3.45E+08,3.38E+08,6.78E+07,2.84E+07,4.31E+07,1.73E+07,1.06E+07
2.16E+09,3.97E+09,1.28E+07,6.01E+09,4.41E+09,3.83E+09,1.20E+09,1.28E+09,2.39E+08,9.17E+07,7.24E+07
4.07E+08,1.49E+09,0,1.67E+09,1.13E+09,7.68E+08,2.37E+08,3.22E+08,9.20E+07,1.75E+07,8441500
3.21E+08,2.65E+08,1.52E+08,2.06E+08,2.70E+08,2.83E+08,1.96E+08,1.55E+08,1.57E+08,1.91E+08,1.57E+08
8.78E+07,1.36E+08,1.19E+07,1.07E+08,9.39E+07,7.10E+07,6.09E+07,2.22E+07,2.35E+07,1.58E+07,1.61E+07
1.21E+08,1.92E+08,2623000,1.72E+08,1.86E+08,2.28E+08,317890,7.71E+07,1.50E+08,6.00E+07,3.26E+07
0,1.06E+07,0,1.21E+08,8.46E+07,0,0,0,0,0,0
7.52E+09,1.02E+10,2.02E+10,1.01E+10,1.07E+10,1.46E+10,1.85E+10,2.08E+10,2.32E+10,2.38E+10,2.31E+10
1.84E+09,1.76E+09,2.38E+07,1.88E+09,1.70E+09,1.78E+09,6.61E+08,4.85E+08,1.76E+08,8.68E+07,8.38E+07
0,0,5.17E+07,0,0,1.30E+07,2.11E+07,3.94E+07,0,4.92E+07,4.93E+07
0,0,1.98E+07,0,0,0,0,0,2.05E+07,0,3.28E+07
1.06E+08,1.46E+08,6.34E+09,3.01E+08,7.40E+08,2.27E+09,3.62E+09,6.82E+09,8.19E+09,7.45E+09,6.52E+09
3.86E+07,3.04E+07,5.76E+09,3.11E+08,8.56E+08,2.71E+09,3.75E+09,6.49E+09,6.88E+09,7.58E+09,6.05E+09
0,0,1.16E+09,6.49E+07,2.42E+08,7.04E+08,8.50E+08,1.47E+09,1.60E+09,1.46E+09,1.51E+09
0,0,1.01E+07,0,0,6518000,0,1.79E+07,3.51E+07,8803800,2.56E+07
3.55E+08,5.24E+08,3.81E+10,2.06E+09,5.45E+09,1.40E+10,1.67E+10,4.59E+10,4.49E+10,5.10E+10,3.81E+10
9403800,1.12E+08,4.08E+09,9.59E+07,3.44E+08,1.31E+09,2.37E+09,4.44E+09,4.80E+09,4.99E+09,4.93E+09
3.48E+07,8.61E+07,2.69E+07,5.31E+07,8.07E+07,8.76E+07,3.49E+07,5.78E+07,4.68E+07,2.63E+07,4.12E+07
3.11E+09,4.31E+09,9.44E+09,4.42E+09,4.93E+09,8.33E+09,9.37E+09,1.04E+10,1.04E+10,9.42E+09,7.75E+09
3.17E+08,3.07E+08,6.36E+07,4.64E+08,1.94E+08,2.44E+08,2.08E+08,1.90E+08,1.26E+08,1.11E+08,9.38E+07
4.73E+08,7.43E+08,3.13E+08,6.20E+08,6.39E+08,4.22E+08,4.54E+08,3.70E+08,4.07E+08,2.85E+08,2.55E+08
2.45E+08,3.76E+08,3.23E+08,2.90E+08,3.50E+08,3.00E+08,2.76E+08,2.64E+08,2.94E+08,3.09E+08,3.19E+08
4.36E+08,7.39E+08,1.02E+08,1.11E+09,7.33E+08,6.28E+08,2.89E+08,1.67E+08,9.14E+07,1.01E+07,1.77E+07
2.91E+08,2.47E+08,1.84E+07,3.70E+08,2.76E+08,2.20E+08,1.46E+08,6.25E+07,4.73E+07,2.62E+07,2.37E+07
4.52E+09,6.29E+09,2.50E+10,5.23E+09,7.48E+09,1.27E+10,1.59E+10,2.19E+10,2.55E+10,2.97E+10,2.94E+10
2.54E+10,2.59E+10,7.84E+10,3.69E+10,3.85E+10,5.57E+10,5.28E+10,8.09E+10,8.04E+10,9.23E+10,9.32E+10
2.85E+09,2.93E+09,5.60E+08,3.12E+09,3.10E+09,3.20E+09,1.61E+09,1.50E+09,1.09E+09,8.78E+08,4.35E+08
6.23E+07,1.52E+08,1.20E+09,2.77E+08,3.60E+08,5.49E+08,1.12E+09,1.54E+09,1.65E+09,1.33E+09,1.49E+09
1.21E+09,1.15E+09,0,1.61E+09,1.13E+09,1.29E+09,4.75E+08,1.62E+08,1.06E+08,1.69E+07,0
4.02E+09,3.42E+09,6.95E+10,8.61E+09,1.69E+10,2.47E+10,3.96E+10,7.40E+10,8.11E+10,8.70E+10,8.55E+10
1.12E+08,6.76E+07,3.68E+09,2.61E+08,5.22E+08,1.19E+09,1.86E+09,3.15E+09,4.08E+09,4.38E+09,3.84E+09
2.66E+09,2.75E+09,2.31E+10,4.34E+09,5.83E+09,9.94E+09,1.23E+10,2.15E+10,2.25E+10,2.59E+10,2.60E+10
1.21E+10,1.48E+10,1.15E+11,1.96E+10,2.86E+10,5.71E+10,6.95E+10,1.17E+11,1.30E+11,1.34E+11,1.38E+11
0,0,0,2.51E+07,6.18E+07,5.34E+07,3.32E+07,0,1.51E+07,0,0
1.28E+10,1.75E+10,1.13E+11,2.09E+10,2.90E+10,5.03E+10,5.96E+10,7.95E+10,8.98E+10,1.16E+11,1.22E+11
1.32E+09,1.49E+09,3.99E+09,1.35E+09,1.60E+09,2.26E+09,3.69E+09,4.37E+09,4.97E+09,5.06E+09,4.09E+09
4.67E+08,7.08E+08,3.97E+08,5.52E+08,6.64E+08,6.45E+08,5.84E+08,5.23E+08,5.37E+08,5.65E+08,5.48E+08
4.79E+07,6.18E+07,0,5.16E+07,4.04E+07,5.64E+07,1.01E+08,6.93E+07,3.70E+07,0,0
1.01E+09,1.51E+09,2.01E+10,2.25E+09,3.51E+09,8.30E+09,1.29E+10,1.99E+10,1.92E+10,2.43E+10,2.36E+10
8.64E+09,1.14E+10,5.17E+09,1.39E+10,9.74E+09,9.91E+09,7.90E+09,8.79E+09,7.78E+09,7.40E+09,6.40E+09
6.23E+09,6.77E+09,3.68E+10,8.93E+09,1.05E+10,1.87E+10,1.68E+10,3.19E+10,3.48E+10,3.56E+10,4.05E+10
2.61E+09,3.95E+09,2.82E+10,4.12E+09,5.41E+09,1.16E+10,1.21E+10,2.53E+10,2.70E+10,2.98E+10,2.92E+10
2.49E+08,0,1.99E+10,7.97E+08,2.40E+09,7.07E+09,1.10E+10,1.61E+10,1.97E+10,1.96E+10,1.85E+10
1.64E+09,1.18E+09,7.36E+09,1.67E+09,2.29E+09,3.29E+09,4.31E+09,6.40E+09,8.11E+09,9.17E+09,9.40E+09
1.26E+11,1.29E+11,3.55E+09,1.33E+11,1.30E+11,1.20E+11,6.38E+10,5.42E+10,2.93E+10,1.38E+10,7.11E+09
8.48E+08,1.74E+08,8.72E+10,6.81E+09,1.58E+10,3.85E+10,4.76E+10,8.29E+10,8.36E+10,1.10E+11,9.83E+10
8.90E+10,1.41E+11,9.16E+09,1.25E+11,1.03E+11,1.17E+11,6.58E+10,4.90E+10,3.07E+10,1.75E+10,1.37E+10
0,0,2.16E+07,0,5.89E+07,0,1.49E+07,1.67E+07,3.18E+07,3.36E+07,1.62E+07
9984000,8.04E+07,7.43E+07,1.02E+08,5.28E+07,2.60E+07,3.56E+07,8.38E+07,5.42E+07,3.40E+07,4.46E+07
