Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
5.72E+08,1.29E+08,2.83E+08,7.93E+08,9.80E+08,7.14E+08,1.91E+07,2.14E+07,1482700
1.19E+08,1.56E+08,1.30E+08,2.50E+07,3.33E+09,7.58E+07,2.58E+08,1.82E+08,3.22E+08
7.79E+08,7.91E+08,1.04E+09,1.75E+10,1.64E+10,1.18E+10,3.47E+08,3.98E+08,3.38E+08
3.16E+08,5.62E+07,1.26E+08,7.91E+07,3.52E+07,8.38E+07,6.92E+07,3.24E+07,8.19E+07
1.32E+09,1.01E+09,1.54E+09,1.47E+10,5.39E+09,9.58E+09,2.36E+09,1.68E+09,1.51E+09
9864600,2.17E+07,0,0,0,0,0,0,0
8.36E+08,6.49E+08,8.13E+08,6.15E+08,4.51E+08,2.52E+08,4.19E+08,1.49E+09,4.73E+09
0,0,2.12E+07,2.65E+08,2.70E+08,1.23E+08,5782200,9585800,3562900
1.96E+08,1.87E+07,1.52E+08,0,0,0,0,0,0
2.02E+07,0,0,8.54E+07,8.43E+07,1.08E+08,0,0,1192000
0,1.14E+07,0,0,4.74E+07,4.87E+07,0,0,0
1.65E+09,1.11E+09,1.67E+09,3.50E+08,3.71E+08,3.53E+08,1.12E+07,2.41E+07,4831900
1.05E+10,7.45E+09,9.74E+09,2.09E+08,4.20E+08,6.54E+08,1.03E+09,7.93E+08,6.51E+08
1.33E+08,2.05E+08,1.27E+08,0,0,0,0,0,0
7.51E+07,4.72E+07,7.22E+07,0,0,0,0,0,0
3.70E+07,4.25E+07,5.43E+07,6588700,5089100,1.52E+07,8.53E+07,0,1056200
4.49E+08,2.92E+08,6.42E+08,0,3.00E+08,6.37E+07,1.14E+08,1.22E+08,1.59E+08
5.77E+07,7.94E+07,1.05E+09,2.04E+08,3.53E+08,2.49E+08,2.61E+07,2.48E+07,0
3.44E+07,2.56E+07,2.52E+07,0,0,0,0,0,0
1.32E+07,2.65E+07,2391800,1.19E+09,1.19E+09,1.36E+09,6.48E+07,2.63E+07,5.61E+07
2.49E+08,4.89E+08,5.31E+08,6.32E+08,1.89E+09,7.66E+08,1.10E+09,8.16E+08,8.72E+08
7.70E+09,5.72E+09,7.33E+09,2.22E+10,1.79E+10,1.78E+10,3.17E+09,3.15E+09,1.35E+09
8.67E+09,6.71E+09,8.18E+09,7.16E+10,6.93E+10,4.88E+10,8.46E+09,5.65E+09,7.60E+09
0,0,0,3.17E+07,0,1.07E+07,0,0,0
0,0,0,0,0,0,0,0,0
5.99E+07,4.72E+07,1.06E+08,2.72E+08,1.98E+08,2.17E+08,7.32E+07,2.81E+07,1.07E+08
3.07E+08,1.78E+08,2.13E+08,3.88E+07,3.27E+07,0,1.99E+07,1.96E+07,4.59E+07
3.26E+08,2.02E+08,5.56E+08,0,0,0,0,0,0
5.50E+08,5.46E+08,9.26E+08,1.40E+09,1.31E+09,1.47E+09,1.97E+08,1.97E+08,1.65E+08
1.11E+08,9.02E+07,1.75E+08,6.21E+07,1.44E+08,4.38E+07,0,0,0
1.08E+08,8.20E+07,1.41E+08,4.87E+09,5.15E+09,3.72E+09,3.73E+07,1.84E+07,1085700
1.06E+08,1.39E+08,2.73E+08,0,0,0,0,0,0
1.33E+08,1.30E+08,1.30E+08,0,0,0,0,0,0
1.13E+08,8.90E+07,9.98E+07,3.48E+08,2.50E+08,4.11E+08,6.92E+07,5.29E+07,4.23E+07
2.56E+08,2.74E+08,4.41E+08,0,0,0,5503600,2.68E+07,8605200
4.08E+08,1.67E+08,4.08E+08,9.53E+08,1.22E+09,1.24E+09,5.52E+07,1.29E+08,6.55E+07
8.17E+07,5.71E+07,4.06E+07,6.69E+07,8.88E+07,8.38E+07,5046700,3610900,1795100
4.13E+07,3.52E+07,3.94E+07,0,0,0,0,0,0
2.94E+09,3.11E+09,3.81E+09,8.06E+09,8.34E+09,5.30E+09,7.41E+08,5.13E+08,8.23E+08
2.08E+08,1.27E+08,2.71E+08,0,1.67E+07,2.35E+07,5142800,0,2790300
1.26E+08,6.67E+07,1.84E+08,5.94E+07,2.93E+07,3.22E+07,0,1.07E+07,4227600
3.96E+07,3.60E+07,1.47E+07,2.00E+07,2.70E+07,8628700,2.50E+07,0,0
6.00E+08,5.57E+08,5.02E+08,2.43E+09,2.06E+09,2.48E+09,2.99E+08,2.43E+08,2.55E+08
1.14E+08,1.03E+08,1.13E+08,0,1.00E+07,0,7893300,3.94E+07,3227300
8249100,0,1.13E+07,7.42E+08,7.15E+08,1.41E+09,0,0,0
9.33E+07,9.72E+07,8.03E+07,4.65E+07,7.24E+07,8.87E+07,0,0,0
4.96E+07,3.71E+07,3.83E+07,6.57E+07,1.37E+08,5.09E+07,0,4.12E+07,3.18E+07
1.11E+09,1.00E+09,1.43E+09,2.07E+10,2.15E+10,1.98E+10,1.07E+09,4.76E+08,4.62E+08
5.09E+08,2.94E+08,3.85E+08,0,1.71E+07,1.22E+07,0,0,1.41E+07
5.83E+08,2.92E+08,8.16E+08,2.84E+07,1.35E+07,2.60E+08,3615900,1.23E+07,0
1.16E+07,1.29E+07,3.26E+07,5643600,6996300,3.31E+07,1.62E+08,1.98E+08,1.12E+08
2.83E+07,3.18E+07,5.36E+07,3.28E+07,9.84E+07,1.25E+07,0,0,2.20E+07
2.54E+08,9.79E+07,1.55E+08,1.57E+08,4.35E+08,1.20E+08,4.94E+08,1.14E+09,1.07E+09
2.41E+07,0,0,0,0,1993200,0,0,0
0,0,0,0,0,0,2.12E+07,0,0
9007100,0,0,0,0,3530800,3.91E+08,5.07E+08,2.42E+08
4.59E+07,1.58E+07,3.46E+07,0,0,0,0,0,0
1.04E+08,1.25E+08,2.56E+08,0,0,6.24E+07,0,0,0
8.23E+08,6.31E+08,1.82E+08,1.47E+08,1.51E+07,8.62E+07,4.37E+10,5.18E+09,4.30E+09
1.10E+09,8.52E+08,1.33E+09,2.58E+08,3.15E+08,3.13E+08,8661800,8914100,3.87E+07
1.64E+07,7.02E+07,3.36E+07,1.62E+07,4.60E+07,6196500,2.08E+07,4.18E+07,2.78E+07
2.45E+08,1.62E+08,2.42E+08,3.78E+07,5.82E+07,2.19E+07,0,0,0
1.14E+08,3.00E+07,4.41E+07,0,0,0,0,0,0
6.41E+09,3.21E+09,3.63E+09,3.68E+09,2.27E+09,3.48E+09,7.70E+09,8.96E+09,8.98E+09
8.39E+08,5527800,0,0,0,0,1097500,0,1.47E+09
3.62E+07,2.89E+07,5.89E+07,0,0,1.62E+07,1.00E+07,2.32E+07,5.58E+07
0,0,0,1.30E+07,4.84E+07,2.49E+07,0,0,0
2824200,1.97E+07,1.48E+08,5977500,1.85E+07,4652200,5.04E+08,4.49E+08,3.72E+08
9.54E+07,8.31E+07,9.07E+07,5.98E+09,4.65E+09,3.35E+09,1.21E+07,7.17E+07,6.25E+07
0,0,0,4.71E+07,9.10E+07,7.07E+07,0,0,1051900
2.37E+07,1.23E+07,2.58E+07,0,2.01E+07,6863400,0,0,0
1.94E+08,1.87E+08,3.35E+08,0,0,0,2.11E+07,1.66E+07,5.60E+07
6.26E+07,2.04E+07,4.16E+07,0,3.88E+07,2.12E+08,0,0,0
0,2.31E+07,0,0,0,0,0,0,0
2.78E+10,2.54E+10,2.91E+10,2.80E+10,2.74E+10,1.80E+10,3.19E+09,3.89E+09,4.47E+09
0,0,0,0,0,0,1553600,0,1.18E+07
1.97E+09,1.20E+09,2.14E+09,5.49E+10,4.20E+10,3.21E+10,2.71E+08,1.35E+08,7.95E+07
7.03E+08,4.99E+08,6.27E+08,3.83E+08,3.63E+08,2.17E+08,2.91E+08,2.32E+08,2.46E+08
3.01E+07,3.66E+07,4.86E+07,0,9099300,0,1.13E+07,0,1.21E+07
1.76E+07,0,0,0,0,0,0,1.33E+07,1.69E+07
5.54E+07,7367600,2.85E+07,4.05E+07,1.41E+08,1.00E+08,1.20E+07,0,0
3.00E+07,4.47E+07,5.22E+07,0,0,1.24E+07,0,1.95E+07,0
4.50E+09,3.63E+09,4.53E+09,7.16E+08,1.66E+09,9.13E+08,5.20E+08,1.68E+08,1.96E+08
0,2186900,3816000,2.40E+08,1.95E+08,2.46E+08,1.39E+07,0,1.17E+07
4.24E+08,4.23E+08,6.87E+08,4.56E+07,2.65E+07,7.17E+07,5.92E+07,1.19E+08,1.20E+08
0,0,0,1.37E+07,1.03E+07,9519200,2138500,0,923530
2.62E+09,2.15E+09,2.66E+09,3.36E+09,3.24E+09,2.66E+09,1.73E+09,3.86E+08,9.22E+08
0,1.45E+07,2.12E+07,0,0,0,0,0,0
8.82E+07,2.11E+08,2.58E+08,1.95E+08,1.19E+08,1.29E+08,8.82E+07,2.20E+07,4.76E+07
0,0,6042500,3.35E+07,3.09E+07,3.00E+07,0,0,0
2.64E+07,1.92E+07,1.81E+07,3.05E+07,3.24E+07,4.97E+07,9584400,8692600,0
1.72E+08,1.19E+08,1.67E+08,0,2.01E+08,2.37E+08,5529800,6500400,0
3824500,0,0,5.85E+07,6.42E+07,3.65E+07,3.74E+07,0,4.92E+07
5.19E+08,4.11E+08,4.84E+08,1.16E+09,1.75E+09,1.02E+09,1.11E+08,0,6.40E+07
3.47E+08,3.13E+08,3.45E+08,4.67E+08,3.53E+08,3.38E+08,3310500,5326300,0
4.10E+07,5.14E+07,2.33E+07,0,0,0,0,0,0
0,0,0,4.78E+08,4.05E+08,9.96E+07,0,0,0
5.74E+07,7.90E+07,1.40E+08,0,6.47E+07,7.60E+08,1.29E+09,1.31E+09,1.24E+09
5.19E+09,3.54E+09,5.08E+09,7.18E+09,7.42E+09,6.00E+09,1.91E+09,3.17E+09,1.98E+09
1.36E+09,6.49E+08,9.42E+08,9.54E+08,1.38E+09,7.50E+08,5.65E+08,3.80E+08,5.00E+08
4.18E+08,3.87E+08,5.43E+08,0,7.18E+07,4.83E+07,2.68E+07,2.78E+07,6.16E+07
7.18E+08,5.72E+08,4.71E+08,0,0,0,2.13E+07,3.21E+07,2.34E+07
1.11E+09,1.42E+08,6.58E+09,0,2.28E+08,3.28E+07,0,3.81E+08,2.67E+08
2.55E+07,1.73E+07,1.90E+07,0,2.76E+07,6665700,4.92E+07,9300000,1.15E+07
3.00E+07,1.84E+07,4.94E+07,0,0,0,1.63E+07,1.75E+07,2.06E+07
1.10E+08,2.31E+08,2.88E+08,0,0,0,1.01E+07,0,0
4.13E+08,3.05E+07,2.34E+08,0,0,3.70E+07,0,0,1.40E+08
3.84E+08,3.05E+08,2.98E+08,3.47E+09,3.05E+09,1.81E+09,3.28E+08,6.45E+08,2.70E+08
2.42E+07,0,0,5.15E+08,4.50E+08,5.13E+08,0,0,0
1.12E+09,9.38E+08,2.32E+09,6.76E+09,6.81E+09,5.64E+09,2.18E+08,2.46E+08,2.20E+08
1.89E+08,1.96E+08,2.77E+08,3.73E+08,3.41E+08,5.22E+07,0,0,0
8.41E+07,5.17E+07,6.92E+07,0,0,0,0,7353900,0
9.93E+08,6.48E+08,7.08E+08,2.60E+09,2.55E+09,2.09E+09,3.16E+08,1.67E+08,1.52E+08
1.85E+08,5.06E+07,1.39E+08,4.14E+09,4.10E+09,4.36E+09,8.20E+07,1.80E+07,2.30E+07
4.90E+07,6.61E+07,8.88E+07,7.56E+07,3.77E+07,8.02E+07,1967300,0,0
2.81E+08,1.23E+08,2.65E+08,4.31E+08,3.92E+08,6.08E+08,2.98E+09,2.47E+09,2.47E+09
9.53E+09,4.48E+09,6.68E+09,7.59E+09,8.74E+09,4.86E+09,7.98E+08,8.76E+08,1.02E+09
3.94E+08,4.42E+08,1.08E+09,2.60E+09,2.17E+09,1.26E+09,4.31E+08,6.79E+08,3.97E+08
2.37E+07,0,2.43E+07,2.40E+08,6.98E+08,4.13E+08,1.73E+07,2.24E+07,2.09E+07
3.53E+07,2.65E+07,6.65E+07,0,0,0,0,0,0
9871400,5699600,7892600,6.19E+07,1.07E+08,7.70E+07,1.27E+07,7831700,5751900
1.23E+08,1.64E+08,2.18E+08,1.71E+09,1.55E+09,1.24E+09,1.10E+08,1.08E+08,7.34E+07
6.91E+08,7.05E+08,7.37E+08,2.89E+09,3.03E+09,2.01E+09,9872900,3.76E+07,5.64E+07
7.65E+08,4.52E+08,6.37E+08,0,848990,0,0,0,0
5.38E+07,2.36E+08,2.05E+08,3.28E+09,3.77E+09,3.29E+09,0,0,0
3.34E+08,1.83E+08,2.44E+08,5.81E+07,1.34E+08,1.50E+08,1.06E+08,2881900,5.30E+07
9.01E+07,5.22E+07,6.15E+07,0,0,0,2.62E+08,3.99E+08,1.89E+08
5.79E+09,4.33E+09,4.98E+09,2.07E+08,3.39E+08,3.15E+08,1.00E+08,2.98E+07,5.46E+07
8.67E+08,2.98E+08,8.46E+08,2.26E+09,2.49E+09,1.78E+09,7.79E+08,6.25E+08,8.09E+08
1.45E+08,4.38E+08,4.30E+08,8.17E+08,7.78E+08,5.38E+08,2.23E+08,1.12E+08,6.39E+07
3.09E+08,1.02E+08,2.51E+08,8.12E+07,0,3.94E+07,7459800,2.34E+07,3.61E+07
1.79E+08,6.18E+07,1.06E+08,0,0,5078400,0,3.35E+07,0
9.95E+08,5.91E+08,9.12E+08,2.89E+08,3.43E+08,1.36E+08,1.32E+08,2.03E+08,1.86E+08
6.21E+10,2.86E+10,5.50E+10,5.89E+09,7.04E+09,6.29E+09,5.26E+10,4.57E+10,4.61E+10
1.04E+08,3.18E+07,4.14E+07,2.38E+07,2.44E+07,5.09E+07,4.11E+07,4.17E+07,2.82E+07
5.34E+09,5.16E+09,4.23E+09,2.73E+09,1.82E+09,1.67E+09,1.64E+09,4.74E+08,1.32E+09
0,4.19E+07,2.90E+07,8284100,5815700,0,0,0,0
4.47E+08,1.42E+08,3.86E+08,1.10E+09,1.03E+09,1.20E+09,0,0,0
3.04E+09,3.56E+09,3.20E+09,8.97E+09,1.09E+10,6.74E+09,1.14E+09,7.67E+08,1.67E+09
1.05E+08,1.21E+08,1.41E+08,0,0,0,2.69E+07,8839400,3128000
5.02E+08,6.92E+08,4.75E+08,0,0,1.17E+08,1.98E+07,5.83E+07,9.55E+07
2.54E+08,1.90E+08,3.67E+08,4.10E+08,4.38E+08,3.72E+08,8.87E+07,7.59E+07,1.12E+08
6.06E+07,3.97E+07,2.32E+07,3.00E+08,4.39E+08,3.31E+08,6567400,0,1.72E+07
3.61E+08,3.06E+08,4.25E+08,6.13E+08,5.64E+08,8.89E+08,1.87E+07,1.59E+07,1.36E+07
1.75E+09,1.94E+09,1.52E+09,3.89E+08,6.12E+08,7.11E+08,1.27E+08,2.53E+07,1.31E+08
3.32E+09,2.03E+09,2.92E+09,1.42E+10,1.24E+10,1.05E+10,3.88E+09,5.63E+09,3.47E+09
7.49E+08,5.20E+08,7.49E+08,1.15E+10,1.43E+10,9.36E+09,5.65E+08,7.78E+08,9.40E+08
3.48E+07,6.71E+07,2.55E+07,0,0,0,0,0,0
2.03E+08,3.44E+08,4.62E+08,3.39E+07,2.44E+08,1.09E+08,1.16E+08,1.91E+08,3.52E+08
0,0,0,0,1.41E+08,1.32E+08,0,0,0
0,1267400,2645900,5.43E+07,0,6395300,5.51E+07,0,0
1.04E+09,5.52E+08,7.15E+08,6.87E+08,1.08E+09,3.82E+08,2.29E+08,1.66E+08,9.00E+07
0,0,0,0,3.51E+07,1.65E+07,0,1.01E+07,1.35E+07
7.83E+08,8.14E+08,9.16E+08,0,0,9372200,2.07E+07,1.56E+07,7.11E+07
1.29E+09,1.17E+09,1.14E+09,2.10E+08,3.79E+08,1.75E+08,8.05E+07,4.55E+07,1.74E+07
0,0,0,1.51E+07,0,0,0,0,0
1.42E+08,1.80E+08,7.91E+07,2.73E+09,2.35E+09,1.23E+09,1.79E+08,4004800,3850200
3.29E+09,2.67E+09,3.15E+09,8.70E+08,6.36E+08,3.99E+08,1.31E+09,1.45E+09,1.59E+09
7.59E+07,3.27E+07,1.12E+08,1.86E+09,2.57E+09,1.69E+09,6.31E+07,4.03E+07,3.14E+07
2.25E+09,2.01E+09,1.55E+09,6.05E+08,6.14E+08,1.82E+08,5.47E+08,0,1.59E+07
2.80E+08,1.10E+08,2.80E+08,0,0,0,3130400,0,0
2.97E+09,4.24E+09,4.78E+09,8.15E+09,5.45E+09,5.73E+09,1.51E+09,2.03E+09,1.95E+09
4.98E+09,4.27E+09,5.40E+09,5.44E+09,4.72E+09,4.20E+09,1.70E+09,1.51E+09,2.08E+09
3.91E+07,3.65E+07,9.82E+07,1.16E+08,9.61E+07,1.21E+08,1.39E+07,3.70E+07,4.39E+07
1.19E+08,7.55E+07,1.20E+08,0,0,1.89E+07,0,0,0
4.31E+07,1.77E+07,4.04E+07,0,0,1.36E+07,0,0,1667400
4.46E+08,4.66E+08,6.95E+08,2.23E+08,2.76E+08,1.76E+08,2.16E+09,1.19E+09,1.68E+09
1.17E+09,7.37E+08,1.44E+09,1.64E+09,2.07E+09,1.36E+09,2.47E+08,7.23E+08,9.96E+08
1.37E+08,1.42E+08,2.16E+08,5.79E+09,6.01E+09,4.91E+09,5.13E+07,3.27E+07,2.23E+07
1.46E+07,8378800,1.20E+07,0,0,0,0,0,0
3.15E+08,2.78E+08,4.46E+08,3.76E+07,3.35E+07,4.53E+07,3.55E+08,7.98E+08,9.98E+08
1.04E+10,8.52E+09,9.98E+09,1.73E+10,1.55E+10,1.39E+10,1.98E+10,1.71E+10,1.55E+10
3.46E+08,2.67E+08,4.38E+08,9.45E+08,1.26E+09,1.01E+09,3.73E+08,2.13E+08,3.07E+08
1.74E+09,1.44E+09,1.93E+09,1.44E+08,2.20E+08,1.57E+08,3.08E+08,3.33E+08,1.94E+08
4.89E+08,3.81E+08,2.96E+08,1.46E+09,1.43E+09,1.20E+09,3.45E+08,2.36E+08,2.84E+08
1.21E+09,1.08E+09,1.15E+09,7.30E+08,1.47E+09,1.19E+09,5.70E+08,6.06E+08,8.24E+08
1.29E+10,1.08E+10,1.28E+10,1.08E+10,9.27E+09,8.60E+09,9.84E+08,5.46E+08,6.14E+08
7.51E+08,3.79E+08,4.64E+08,4.73E+08,4.81E+08,2.92E+08,5.37E+07,0,0
1253700,2.13E+08,9.91E+07,7003800,5890500,0,0,0,0
0,1.06E+07,3.32E+07,0,0,0,0,2.31E+07,1.75E+07
1.21E+08,9.00E+07,1.13E+08,8872400,2031000,6.69E+07,2.02E+07,5223800,1121300
1.04E+07,1.54E+07,1.63E+07,0,0,0,0,0,0
8820300,4.02E+07,5.69E+07,7.38E+07,5.44E+07,2.50E+07,2714400,0,5870900
0,7.45E+07,4.75E+07,7.75E+07,1.09E+07,1.79E+07,1333100,0,847150
7.38E+07,8.07E+07,7.54E+07,1.50E+08,4.08E+08,2.68E+08,9.86E+07,1.66E+07,4.15E+07
9895500,0,7840500,1.12E+07,8570500,8.78E+07,5.51E+08,3.69E+08,6.84E+08
5.19E+07,3580300,3.02E+07,4.85E+07,1.29E+08,9.71E+07,3.53E+07,7.02E+07,2.23E+07
3.51E+08,3.71E+08,5.79E+08,4.85E+08,3.72E+08,5.51E+08,2.01E+08,1.04E+09,7.38E+08
2.43E+07,3.13E+07,1.15E+07,8.63E+07,1.63E+07,9.62E+07,0,0,0
2.88E+07,3.23E+07,4.34E+07,1.64E+08,7.02E+07,1.02E+08,0,0,0
0,0,0,1.02E+08,9.92E+07,3.77E+07,0,0,0
2.39E+10,1.81E+10,2.37E+10,3.09E+10,3.07E+10,2.50E+10,3.17E+10,3.63E+10,3.64E+10
0,1.50E+07,2.27E+07,7958000,7357500,4179900,0,0,0
0,7441500,1.63E+07,0,5101500,0,2.21E+07,1.12E+07,0
6.52E+07,4.22E+07,6.01E+07,0,0,0,0,0,0
3.41E+07,4.55E+07,3.79E+07,0,0,0,0,2.51E+07,1403200
0,0,0,8456300,5990400,0,0,0,0
9.64E+07,6.92E+07,1.44E+08,1.93E+08,3.77E+08,4.73E+08,4.93E+07,6671800,4.08E+07
3.40E+08,3.95E+08,3.08E+08,4.44E+08,5.66E+08,4.88E+08,2.47E+07,2.22E+08,3.91E+08
6.57E+08,4.77E+08,4.15E+08,4014200,0,0,4.69E+07,1.63E+08,1.32E+08
0,0,0,3396800,2.67E+07,1.64E+07,0,0,0
2.92E+07,3.24E+07,5.65E+07,0,6.33E+07,0,1.11E+08,2.23E+07,4.79E+07
3.05E+08,3.80E+08,2.92E+08,1.22E+07,4.18E+07,0,8993700,6148600,1.12E+07
0,0,1.70E+07,0,8726700,0,0,0,0
3.07E+07,1.81E+07,4.15E+07,3846100,0,0,0,0,0
4.84E+08,5.11E+08,6.99E+08,6396700,2.04E+07,4.78E+07,5.24E+07,1.41E+07,1.54E+07
4.30E+09,2.41E+09,3.83E+09,1.08E+10,8.27E+09,8.87E+09,1.11E+09,1.16E+09,1.65E+09
2.15E+09,2.27E+09,2.38E+09,1.32E+09,1.85E+09,1.04E+09,7.31E+08,9.09E+08,6.88E+08
2.78E+08,6.45E+08,4.65E+08,2.32E+08,5.37E+08,1.75E+08,0,1.79E+07,1.07E+07
3.63E+07,1.19E+07,1.51E+07,0,1.87E+07,3181400,1.21E+08,1.17E+08,1.52E+08
2.16E+08,2.27E+08,4.02E+08,0,0,9.71E+07,6.16E+07,4.23E+07,0
2.40E+07,0,1.47E+07,7775400,5560600,4329500,0,0,0
1.88E+09,1.90E+09,1.92E+09,7.16E+08,6.64E+08,5.07E+08,1.45E+08,5.95E+07,5.48E+07
3.35E+07,1.49E+07,5.65E+07,2.76E+08,5.92E+08,2.95E+08,2.42E+08,1.89E+08,2.45E+08
1.53E+08,1.55E+08,2.34E+08,6828100,9.25E+07,2.66E+08,5.10E+09,5.76E+09,5.45E+09
5.48E+07,6.49E+07,1.04E+08,0,6774100,0,0,0,0
2.19E+09,4.81E+08,1.41E+09,0,0,0,0,0,0
2.77E+07,4.71E+07,5.08E+07,0,0,0,0,0,0
0,0,3002500,3.11E+08,2.56E+08,2.21E+08,1843900,9575600,1.85E+07
3.37E+07,2.86E+07,6.21E+07,6.89E+08,8.08E+08,6.01E+08,0,4.06E+07,3.77E+07
1.77E+07,9087400,9370800,0,0,0,0,0,0
0,3.69E+07,1.30E+08,0,0,0,0,0,0
0,0,0,1.90E+08,7.01E+08,3.55E+08,1626900,0,3116200
0,0,2.43E+07,5.23E+07,1.38E+08,7.91E+07,0,0,0
2.38E+08,1.76E+08,1.81E+08,0,0,0,0,0,0
9.26E+07,0,1.02E+08,2.18E+09,2.12E+09,1.75E+09,0,0,0
0,0,0,0,1.11E+08,1.15E+08,0,0,0
2.15E+07,1.96E+07,0,1.04E+07,0,0,0,6180600,0
8.38E+07,8.55E+07,3.49E+07,0,0,0,7854400,9145900,4661500
2.21E+07,2.53E+07,2.14E+07,4.05E+07,4.90E+07,1.73E+07,2.51E+07,9602700,0
9.78E+07,1.61E+07,9.38E+07,0,1.60E+07,3.38E+07,1.36E+07,1.63E+07,0
5.40E+07,9027500,5.13E+07,0,0,0,0,0,0
1.96E+08,9.13E+07,1.57E+08,0,0,0,0,0,1.04E+07
6.13E+08,6.56E+08,6.07E+08,1.79E+08,4.50E+08,3.28E+08,1.33E+08,7.97E+07,1.18E+08
2.60E+08,1.65E+08,2.30E+08,0,2.98E+07,3.39E+07,0,2.22E+07,9980300
9.67E+07,2.50E+08,1.16E+08,0,0,0,0,0,1785400
8.79E+07,1.52E+08,1.47E+08,0,5404100,4319200,0,0,0
9.36E+08,1.03E+09,1.24E+09,1.82E+09,7.94E+08,7.89E+08,5.70E+08,1.20E+08,1.15E+08
7.03E+08,7.36E+08,8.23E+08,5.77E+07,1.48E+08,2.71E+08,9413100,2.25E+07,0
0,5.12E+07,5.22E+07,2.32E+10,1.57E+10,2.05E+10,1.07E+08,5349000,3685000
4.01E+08,4.61E+08,4.65E+08,3.04E+08,4.51E+08,3.83E+08,2.33E+08,2.88E+08,2.49E+08
1.11E+10,1.07E+10,1.30E+10,1.43E+07,3.20E+07,1.09E+08,3.44E+09,2.50E+09,5.23E+09
0,0,0,2.38E+07,1.56E+07,3.58E+07,0,0,0
0,0,0,5623200,1.84E+07,0,0,0,0
4.83E+07,3.50E+07,4.45E+07,2.76E+09,2.17E+09,1.90E+09,0,0,0
5.75E+08,5.14E+08,7.30E+08,3.92E+08,4.21E+08,1.75E+08,9.06E+07,6.92E+07,2.57E+08
8.16E+08,4.04E+08,7.40E+08,0,0,3.41E+07,0,0,0
4.24E+08,6.36E+08,1.07E+09,4.10E+10,4.00E+10,2.95E+10,2.86E+08,1.95E+08,1.75E+08
1.45E+09,1.01E+09,1.34E+09,9.74E+07,2.62E+08,4.72E+08,7.60E+07,4.49E+07,1.04E+08
2.90E+07,4.91E+07,7.30E+07,5.60E+08,6.01E+08,5.85E+08,3.01E+07,0,5723700
1.06E+07,2027500,9734600,4.89E+07,3.44E+07,8.81E+07,1204100,0,1758500
1.25E+08,7.83E+07,6.76E+07,0,7273200,8.84E+07,0,0,0
7.41E+07,3.80E+07,4.62E+07,0,0,0,2.65E+08,2.95E+08,2.36E+08
2.50E+10,1.77E+10,1.88E+10,1.37E+10,1.11E+10,8.91E+09,4.46E+09,2.05E+09,3.95E+09
1.60E+09,1.07E+09,1.21E+09,7491500,1.53E+07,2.82E+07,0,0,0
1.92E+07,2.35E+07,4.08E+07,0,0,0,0,0,0
1.19E+08,1.34E+08,1.73E+08,9.45E+07,1.12E+08,1.15E+08,1064900,752670,1.35E+08
1.39E+09,9.13E+08,1.30E+09,1.24E+08,2.90E+08,2.96E+08,1.35E+08,1.06E+08,2.23E+08
4.04E+08,2.69E+08,3.92E+08,3.12E+08,2.98E+08,2.42E+08,1.63E+07,1.31E+07,1.30E+07
0,9475500,1.26E+07,8397800,7685800,0,1.91E+08,0,1163800
1.50E+07,0,1.27E+08,4.31E+07,0,4313100,2.29E+08,1.90E+08,1.54E+08
2.75E+08,5.15E+07,5.22E+07,8.96E+07,7.39E+07,2.07E+07,9.66E+08,7.59E+08,1.99E+08
1.81E+09,1.73E+09,1.64E+09,0,0,0,0,0,0
1.32E+08,1.65E+08,5.23E+07,0,0,7.43E+07,2.33E+07,2.02E+08,1.05E+07
8003500,0,1.28E+07,0,8.74E+07,0,793940,454890,0
1.31E+08,3.92E+07,1.66E+08,0,9223800,1.11E+07,4.76E+07,5.39E+07,3.16E+07
4.15E+07,2.36E+07,4.85E+07,4.92E+07,1.34E+08,1.21E+08,0,0,5.63E+07
1.39E+07,6013200,1.95E+07,1.02E+08,1.42E+08,1.64E+07,0,4772500,0
7.25E+07,1.07E+08,7.65E+07,5.92E+08,5.39E+08,1.95E+08,0,9.20E+08,1.05E+07
6.91E+08,7.51E+08,1.05E+09,4.46E+08,6.77E+08,8.01E+08,4.42E+08,2.57E+08,4.04E+08
1.62E+10,9.86E+09,1.55E+10,8.04E+10,5.80E+10,5.43E+10,5.74E+09,6.63E+09,8.51E+09
0,0,0,4.48E+08,3.75E+08,2.87E+08,0,0,0
1.48E+10,1.37E+10,1.94E+10,1.44E+10,1.45E+10,9.53E+09,4.82E+09,4.81E+09,5.66E+09
2.29E+08,8.74E+07,2.06E+08,0,0,0,0,0,0
1.38E+09,6.82E+08,1.23E+09,2.60E+09,1.99E+09,1.10E+09,7.31E+07,1.35E+07,1486700
4.33E+08,9.49E+07,2.21E+08,0,0,0,0,0,0
1.21E+09,5.50E+08,1.14E+09,1.50E+09,1.56E+09,2.66E+09,2.11E+08,2.61E+08,1.71E+08
3.71E+09,3.05E+09,4.42E+09,8.36E+10,8.25E+10,6.94E+10,2.12E+09,1.54E+09,1.62E+09
1.49E+07,1.47E+07,1.76E+07,2.25E+07,9.41E+07,2.74E+07,0,0,0
2.28E+07,1.57E+07,3.13E+07,0,0,0,0,1.14E+07,2.54E+07
