Intensity Brain1,Intensity Brain2,Intensity Brain3,Intensity Liver1,Intensity Liver2,Intensity Liver3,Intensity Muscle1,Intensity Muscle2,Intensity Muscle3
4.56E+09,3.01E+09,3.66E+09,3.63E+08,4.23E+08,1.77E+08,3.60E+08,4.54E+08,5.04E+08
6.73E+08,4.40E+08,7.57E+08,0,0,0,0,0,0
0,6966200,7.97E+07,0,0,0,4588300,5236700,5057900
4.05E+09,3.54E+09,4.26E+09,3.86E+08,4.21E+08,4.11E+08,1.68E+08,1.93E+08,3.21E+07
6.79E+07,6.64E+07,7.05E+07,3.14E+07,9.22E+07,8.77E+07,0,0,6310800
1.61E+09,1.24E+09,2.07E+09,2.66E+09,2.05E+09,2.62E+09,1.12E+09,1.65E+09,9.63E+08
1.24E+09,7.47E+08,1.19E+09,5.30E+08,4.65E+08,3.62E+08,3.09E+08,2.47E+08,2.64E+08
1.54E+08,2.49E+08,1.92E+08,0,1.79E+08,3.06E+08,0,5.35E+07,8.27E+07
0,0,0,2.66E+07,1.93E+07,4.12E+07,0,0,0
1.26E+08,2.02E+08,1.17E+08,0,4.09E+07,7.92E+07,0,0,3.86E+07
0,0,0,0,7396600,6686100,0,0,0
4.95E+07,1.82E+07,3.97E+07,0,1.35E+07,8792100,0,0,0
0,0,0,6.59E+07,7.08E+07,5.28E+07,0,0,0
2.39E+07,0,0,0,0,0,0,0,0
0,2.07E+07,4.19E+07,0,0,0,0,0,0
0,0,0,2.84E+08,3.43E+08,2.19E+08,1.68E+07,1.02E+07,0
4.48E+07,6526800,2.72E+07,0,0,0,0,0,0
9.74E+07,6.67E+07,2.24E+08,0,1.61E+07,0,1.58E+07,8020700,1.53E+07
2.30E+07,3.57E+07,5.33E+07,4.27E+09,0,0,0,0,0
1.56E+08,1.18E+08,1.24E+08,0,0,1.10E+07,0,2.36E+07,6780100
6.94E+08,0,5.88E+07,0,0,0,0,0,3755100
1.35E+08,3.05E+08,4.33E+07,1.36E+08,9.93E+07,7.43E+07,5.35E+07,4.48E+07,0
0,0,0,0,0,0,0,0,0
1.78E+09,1.51E+09,1.49E+09,1.33E+09,1.68E+09,1.15E+09,8.97E+07,1.76E+07,4.27E+07
2.71E+07,0,6851600,0,0,0,0,0,0
1.78E+08,1.19E+08,1.60E+08,1.20E+08,1.99E+08,3265800,1.02E+08,0,1565300
2.30E+07,6819500,2.35E+07,0,0,0,0,0,0
1.46E+08,4.78E+07,5.26E+07,8877100,0,3.34E+07,1.12E+07,3.62E+07,2.13E+07
1.94E+08,3.53E+08,3.88E+08,9.81E+08,1.03E+09,1.00E+09,3.74E+07,8.00E+07,9.72E+07
2.58E+07,0,0,0,0,0,0,0,0
3.20E+07,2.47E+07,4.28E+07,1.33E+07,9798500,8580400,2.64E+07,2.08E+07,3.65E+07
6.56E+07,5.38E+07,7.29E+07,1.89E+07,7.00E+07,3.92E+07,4.22E+07,3.20E+07,4.95E+07
0,0,1.97E+07,0,0,0,0,0,0
1.74E+08,2.12E+08,2.95E+08,0,1.67E+09,1.74E+09,3347700,4713200,0
0,0,2708600,2.60E+07,1.86E+07,1.08E+07,755340,0,0
3.65E+09,2.39E+09,2.48E+09,3.86E+08,2.87E+08,2.40E+08,4.09E+08,0,5550700
4.63E+08,2.11E+08,2.88E+08,1.06E+08,9.33E+07,1.73E+08,5.15E+09,4.29E+09,5.19E+09
2.28E+08,1.19E+08,5.89E+07,1.10E+08,2.20E+08,1.93E+08,1.64E+07,0,0
4.14E+08,2.37E+08,4.08E+08,2.21E+08,4.27E+08,2.36E+08,3.38E+07,9.86E+07,3.80E+07
1.52E+08,1.26E+08,1.79E+08,0,2.52E+07,4.26E+07,6.65E+07,4.92E+07,6.86E+07
1.09E+07,7.05E+07,4.41E+07,0,0,0,0,0,0
1.69E+08,1.43E+08,1.20E+08,1.00E+08,1.06E+08,6.29E+07,1.61E+08,7.23E+07,1.02E+08
4.63E+07,1.99E+08,3.50E+08,2.50E+08,1.66E+08,6.83E+07,0,2795900,3.88E+07
1.40E+10,1.09E+10,1.41E+10,6.71E+09,7.31E+09,8.15E+09,2.59E+09,1.03E+09,8.52E+08
0,0,0,0,0,0,6.57E+07,7.31E+07,5.11E+07
5.38E+08,2.51E+08,5.67E+08,4.73E+08,4.07E+08,3.22E+08,3726900,1.13E+08,5118500
1.87E+08,0,2.93E+08,0,0,0,0,0,0
3.79E+07,1.47E+07,1.53E+07,9.34E+07,3.56E+08,2.28E+08,1.91E+07,2.09E+07,1.14E+07
2.12E+08,4.68E+08,5.36E+08,0,9364600,3.57E+07,0,0,0
3.94E+08,2.26E+08,4.95E+08,0,0,0,0,0,0
8.64E+08,1.26E+09,1.29E+09,0,1.81E+07,0,3.33E+08,2.31E+08,2.91E+08
2.01E+09,1.30E+09,2.24E+09,2.48E+08,2.50E+08,3.59E+08,4.65E+07,5.87E+08,2.79E+08
1.35E+08,6.60E+07,1.42E+08,0,4.70E+07,4.09E+07,0,2.69E+07,2.38E+07
1.85E+08,9.90E+07,2.00E+08,0,2834800,0,0,0,0
2.24E+08,1.27E+08,2.44E+08,0,6855500,0,0,1.88E+07,0
0,0,0,0,0,0,2.12E+07,0,1.90E+07
1.15E+09,1.02E+09,1.27E+09,8.42E+08,1.06E+09,1.35E+09,3.93E+10,3.77E+10,3.82E+10
1.27E+07,0,1.51E+07,1.11E+09,1.12E+09,1.03E+09,0,0,0
5.90E+08,6.07E+08,6.86E+08,9.57E+07,2.71E+08,2.04E+08,5.18E+08,3.17E+08,3.99E+08
3.54E+08,1.90E+08,3.35E+08,4.34E+08,4.78E+08,4.38E+08,1.16E+09,2.29E+07,3.65E+07
6.06E+07,0,4.91E+07,6.01E+07,3.85E+07,0,0,0,0
7.31E+09,4.21E+09,6.44E+09,2.24E+08,2.17E+08,2.25E+08,4.64E+07,1.81E+08,9.38E+07
7.80E+08,7.49E+08,1.17E+09,1.50E+08,1.98E+08,1.50E+08,1.16E+08,5.69E+07,4.69E+07
1.59E+09,1.17E+09,1.76E+09,1.38E+09,1.62E+09,1.22E+09,3.61E+08,6.29E+08,7.52E+08
8056700,4.76E+07,5.24E+07,4.83E+08,4.47E+08,4.12E+08,1.84E+07,7910800,9173900
8.93E+08,6.33E+08,8.27E+08,4001100,2740500,3.09E+07,0,0,2.36E+07
2.76E+07,9979600,1.22E+08,1.05E+07,1.24E+07,1.64E+07,9.50E+07,8.42E+07,6.99E+07
1.11E+07,0,0,2.04E+08,1.85E+08,1.51E+08,3.07E+07,3.48E+07,0
0,0,0,1.95E+07,2.08E+07,1.80E+07,0,0,0
5.40E+08,2.27E+08,5.11E+08,1.91E+08,1.15E+09,1.01E+09,0,1.70E+09,2.04E+09
2.17E+10,7.68E+09,1.94E+10,5.78E+08,5.94E+08,4.51E+08,2.71E+07,4.83E+07,3.88E+07
8.22E+08,9.32E+08,9.94E+08,0,0,7788900,0,0,0
5.89E+08,4.59E+08,8.93E+08,4.08E+07,8.87E+07,1.54E+08,0,0,1.73E+07
5.48E+09,2.39E+09,3.95E+09,4.36E+09,2.78E+09,4.04E+09,5.98E+08,5.06E+08,8.12E+08
7.63E+09,2.73E+09,9.02E+09,3.15E+10,2.59E+10,3.38E+10,1.74E+09,1.17E+09,8.26E+08
2.74E+08,1.48E+08,2.50E+08,0,0,0,0,0,0
3.47E+07,6088600,6.06E+07,0,8428800,1.29E+07,7719000,5064500,2.53E+07
1.39E+09,7.63E+08,1.45E+09,5.07E+09,4.28E+09,5.36E+09,6.94E+08,6.24E+08,4.89E+08
2.62E+09,1.60E+09,2.85E+09,3.64E+10,2.97E+10,3.07E+10,6.02E+08,5.89E+08,6.64E+08
4.88E+09,4.50E+09,4.60E+09,6.38E+09,5.56E+09,2.66E+09,2.47E+09,1.97E+09,3.24E+09
0,0,0,0,0,0,9.69E+07,5.41E+07,2.19E+07
9.76E+07,2.24E+08,1.55E+08,6073400,1459500,7413400,0,0,0
3.07E+09,2.66E+09,4.30E+09,8.02E+08,9.55E+08,1.06E+09,4.20E+08,1.67E+08,2.15E+08
0,5174300,6073400,5.60E+09,6.52E+09,6.31E+09,6.27E+07,9.62E+07,3374200
7.53E+07,6.95E+07,7.35E+07,1.92E+07,2.99E+07,3.34E+07,2.20E+07,2.06E+07,1.86E+07
1.68E+10,1.28E+10,1.61E+10,9.58E+07,2.03E+08,1.26E+08,1.14E+10,1.13E+10,1.17E+10
6.20E+10,2.13E+10,6.06E+10,2.44E+11,3.24E+11,2.32E+11,5.64E+10,4.42E+10,3.53E+10
6.75E+08,9.09E+08,9.09E+08,7.50E+08,6.95E+08,5.82E+08,1.57E+08,1.16E+08,1.05E+08
1.14E+08,4.89E+07,1.63E+08,1.36E+08,5.02E+08,3.21E+08,1057800,1258400,0
6.76E+08,6.99E+08,6.36E+08,3.66E+07,2.52E+07,9.79E+07,6.58E+08,9.93E+08,1.21E+09
2.92E+08,2.63E+08,2.65E+08,5.85E+07,0,8205200,7981200,6804500,4780300
1.65E+09,1.83E+09,1.33E+09,9.39E+08,1.38E+09,1.08E+09,2.51E+08,6.43E+07,2.31E+08
0,0,0,3.23E+07,5.85E+07,5.00E+07,4.15E+07,0,2.34E+07
3.13E+08,1.92E+08,2.30E+08,3.26E+09,2.99E+09,2.68E+09,5.62E+08,5.35E+08,5.41E+08
9.70E+09,6.45E+09,9.22E+09,1.87E+10,1.99E+10,2.08E+10,7.89E+09,6.83E+09,1.02E+10
0,0,0,1.31E+07,4.11E+07,0,1.41E+08,1.33E+08,4.75E+07
0,0,0,2.61E+08,2.81E+08,8.28E+07,6.61E+07,7.07E+07,8.85E+07
1.58E+07,7456700,1.90E+07,3.30E+07,5.98E+07,3.04E+07,0,0,0
3.44E+08,2.26E+08,2.22E+08,0,1.45E+08,5.42E+07,8.38E+08,7.24E+08,8.20E+08
0,0,0,0,0,0,2.40E+08,1.64E+08,3.58E+07
6.63E+07,4.90E+07,7.71E+07,0,0,0,0,0,0
3.53E+08,8.23E+07,2.47E+08,1.46E+07,1.76E+07,1.19E+08,0,0,0
4.53E+09,2.87E+09,3.92E+09,1.12E+09,1.69E+09,1.52E+09,5.46E+08,7.13E+08,1.25E+09
6.11E+07,2.12E+07,8.90E+07,0,0,0,0,0,0
3.84E+08,3.83E+08,4.00E+08,1.36E+07,9.04E+07,6.63E+07,9.38E+08,1.31E+09,1.61E+09
1.01E+10,4.45E+09,9.46E+09,8.81E+09,1.01E+10,7.33E+09,9.20E+08,5.89E+08,1.13E+09
1.91E+09,1.04E+09,1.50E+09,1.26E+07,1.55E+08,1.38E+08,1.94E+07,4.14E+07,3.10E+07
2.81E+08,3.74E+08,5.56E+08,5.47E+07,5.94E+07,1.29E+08,0,0,1.05E+07
0,3.05E+07,5.79E+07,1.69E+10,1.59E+10,9.86E+09,3.08E+08,1.64E+08,8494700
1.49E+08,1.08E+08,1.26E+08,3.34E+07,2.99E+08,1.73E+08,1.53E+07,3523100,0
3.34E+08,2.39E+08,3.49E+08,1.45E+09,1.75E+09,1.22E+09,1.05E+08,2.10E+08,4.67E+07
0,0,0,0,5075000,0,0,0,0
6.91E+09,2.77E+09,3.05E+09,0,1.73E+08,2.12E+08,3.62E+07,2.55E+07,2.45E+07
1.70E+09,1.18E+09,1.61E+09,1.50E+07,1.01E+08,6.52E+07,4.03E+08,3.02E+07,2.41E+08
4.42E+08,2.83E+08,5.82E+08,2.56E+07,5.24E+07,5.73E+07,8.11E+07,4.51E+07,3.29E+07
2.17E+08,1.03E+08,2.01E+08,2.05E+08,2.45E+07,1.86E+08,1.86E+07,2.80E+07,2.95E+07
1.09E+09,5.57E+08,9.66E+08,2.78E+08,2.20E+08,1.42E+08,0,0,2.99E+07
3.03E+08,2.68E+08,3.09E+08,3730400,1.25E+08,8.40E+07,6.73E+07,3.25E+07,1.13E+08
1.57E+08,1.19E+08,1.63E+08,0,0,0,0,0,5.57E+07
7.59E+07,4.12E+07,1.20E+08,4.83E+08,5.83E+08,2.13E+08,0,0,4.69E+07
7.28E+07,5.10E+07,6.29E+07,5.78E+07,1.74E+07,7.71E+07,6.31E+07,9882800,1.99E+07
5.64E+09,4.94E+09,7.01E+09,4.58E+09,3.78E+09,2.74E+09,1.77E+09,1.21E+09,1.04E+09
3.78E+07,2.66E+07,6.46E+07,1.98E+08,2.30E+08,3.50E+07,9162600,1.61E+07,9385400
9.81E+07,8.30E+07,1.55E+08,9.95E+07,1.74E+08,1.04E+08,1.04E+07,1.03E+07,7734700
0,0,0,5.15E+07,4.69E+07,3.83E+07,0,0,855760
6572000,0,7610600,6.14E+09,5.19E+09,6.38E+09,2435200,3304000,5896100
7.60E+08,6.61E+08,6.98E+08,2.78E+07,2.46E+07,8.83E+07,2.71E+07,0,4.35E+07
4.33E+07,9541600,3.17E+07,0,0,0,0,0,0
2.59E+08,4.13E+08,3.83E+08,0,0,0,0,0,0
3.44E+08,2.74E+08,4.20E+08,1.21E+08,2.06E+08,5.76E+07,0,0,2801100
8.68E+08,4.68E+08,6.60E+08,2.09E+08,3.90E+08,4.04E+08,5.78E+07,1.59E+08,8.56E+07
8.95E+08,9.36E+08,1.05E+09,1.89E+09,1.99E+09,1.97E+09,3.63E+08,2.15E+08,3.83E+08
9983700,0,8639600,0,0,0,0,0,0
3.04E+08,2.54E+08,3.38E+08,1.42E+07,6262100,4765100,7.06E+08,0,0
5.10E+07,7.25E+07,5.45E+07,1.09E+07,1.97E+07,1.03E+07,0,0,2.25E+07
4.35E+07,3.01E+07,5.61E+07,2.67E+07,1.25E+08,7.91E+07,6623400,4.49E+07,2.20E+07
0,0,0,0,0,0,0,0,0
5.83E+08,6.15E+08,6.33E+08,4.32E+08,5.67E+08,5.01E+08,1.13E+08,1.60E+08,2.27E+08
1.64E+07,1.49E+07,1.54E+07,1.82E+07,7600800,1.22E+07,0,0,1901800
1.24E+08,1.12E+08,6.84E+07,0,0,0,0,1859500,870800
0,6133100,1.09E+08,0,2.29E+08,3.03E+07,2.27E+07,9.16E+07,1.07E+07
1.14E+07,3.44E+07,3.50E+07,4051100,2.95E+07,2476900,2.74E+07,6.07E+07,2.99E+07
0,5.54E+07,5.68E+07,0,0,0,0,0,0
4.92E+08,3.25E+08,4.24E+08,8.79E+07,6.37E+07,8.17E+07,9333800,3.30E+07,5.31E+07
1.77E+08,2.22E+08,1.96E+08,1.59E+08,1.68E+08,1.35E+08,1.06E+08,6.04E+07,3.65E+07
0,863150,1.77E+07,2.36E+08,1.71E+08,2.06E+08,3.89E+07,0,5141600
1.09E+08,6.40E+07,1.49E+08,1.62E+08,1.50E+08,8.02E+08,4752000,1014000,7710800
2.87E+08,2.08E+08,3.24E+08,1.07E+09,5.98E+08,7.61E+08,9196600,4.81E+07,8.89E+07
6.41E+07,4.49E+07,7.01E+07,1.93E+07,1.02E+07,1.55E+07,0,0,0
7.76E+07,7.35E+07,7.52E+07,1.49E+08,9.66E+07,0,0,0,2953300
1.91E+08,1.71E+08,1.91E+08,2.37E+07,2488600,1.80E+07,1.61E+08,1.46E+08,1.47E+08
1.68E+09,1.43E+09,2.01E+09,8.25E+09,5.47E+09,4.81E+09,3.52E+08,3.70E+08,2.82E+08
8340100,2.59E+07,2456800,6.81E+09,5.09E+09,4.44E+09,2.49E+07,5.17E+07,0
3.00E+07,1.71E+07,2.08E+07,0,0,0,0,0,0
5.86E+08,4.29E+08,6.27E+08,3.22E+07,0,0,1326200,0,0
7.17E+07,4.74E+07,1.01E+08,2.75E+07,2.51E+07,2.54E+07,1.98E+08,9.04E+07,5.91E+07
1.00E+08,6183200,1.15E+08,0,5.99E+07,6.93E+07,1.93E+07,1.71E+07,3.74E+07
0,0,0,2.00E+07,5.29E+07,5.81E+07,0,0,0
3810200,2974900,4463300,2.12E+07,0,0,7222800,4821200,4542800
4.43E+08,1.08E+08,3.23E+08,3.68E+09,3.49E+09,2.36E+09,4.63E+08,5.14E+08,3.91E+08
0,0,0,0,0,0,0,0,1.34E+07
2.54E+07,3.40E+07,5.70E+07,4.28E+07,2.54E+07,9.31E+07,0,2.32E+07,2.96E+07
4.02E+07,1.81E+07,3.47E+07,1.36E+08,8.42E+07,2.20E+07,0,0,1.32E+07
4.97E+08,2.49E+08,5.49E+08,1.73E+08,8.25E+07,8.71E+07,6.77E+08,6.74E+08,1.61E+09
2.13E+07,2992400,3.47E+07,1.67E+10,1.58E+10,1.35E+10,1.41E+07,2.14E+07,7486700
0,0,0,0,2.09E+07,1.12E+07,0,0,0
7602700,9894400,5537600,3.81E+10,4.00E+10,3.72E+10,3613700,2.41E+08,4.25E+08
2.27E+08,0,0,1.13E+09,2.81E+09,1.19E+09,0,2.58E+07,3.12E+07
2.70E+08,3.07E+08,4.85E+08,1.28E+10,1.34E+10,1.07E+10,1.39E+07,4.68E+07,0
2.63E+07,1.90E+07,4.26E+08,7.93E+09,7.72E+09,8.28E+09,2.29E+07,9.12E+07,1.11E+08
1.08E+09,7.65E+08,1.09E+09,6.17E+09,4.97E+09,4.87E+09,5.24E+08,4.72E+08,3.42E+08
4.08E+08,4.37E+08,4.08E+08,1.65E+08,9.18E+07,9.72E+07,0,2.76E+07,6.02E+07
0,0,0,7.29E+07,7.98E+07,3.77E+07,0,3846700,0
1.71E+07,5.17E+07,7.93E+07,0,0,0,0,0,0
4.16E+07,3.54E+07,9.24E+07,7.51E+09,7.03E+09,8.05E+09,1.65E+08,0,1.57E+08
9196000,0,5533100,1.90E+09,1.49E+09,1.42E+09,0,0,0
0,0,2.93E+07,8.75E+09,1.26E+10,8.89E+09,251810,2.36E+07,3298200
6.59E+07,1.26E+08,1.30E+08,1.13E+10,8.51E+09,8.47E+09,2.70E+07,1.05E+07,1.45E+07
4.59E+07,8.28E+07,4.84E+07,2.73E+07,6.56E+07,6.63E+07,0,1094000,3650200
2.67E+08,1.89E+08,2.73E+08,5.19E+09,7.10E+09,4.32E+09,6.60E+07,5.28E+07,3.05E+07
8.02E+07,7.76E+07,1.14E+08,5.20E+07,5.27E+07,3.54E+07,9.22E+07,3.02E+07,1.09E+07
1.78E+08,1.65E+08,9.05E+07,9.48E+08,1.06E+09,7.17E+08,1.52E+08,1.14E+08,9.19E+07
5.52E+09,2.31E+09,4.46E+09,3.32E+10,2.93E+10,2.76E+10,1.52E+10,8.56E+09,8.52E+09
2220700,0,0,2.44E+09,3.46E+09,2.55E+09,0,0,0
5558300,1.46E+07,2.92E+07,0,6.59E+07,4.81E+07,6093600,3444300,5717900
0,0,0,1.08E+07,1.34E+07,0,0,0,0
3.23E+07,1.40E+08,1.85E+08,1.10E+11,1.12E+11,5.42E+10,9.03E+07,6.28E+07,8.60E+07
1.19E+08,4.78E+07,6.27E+07,5.39E+10,4.53E+10,3.89E+10,1.57E+07,1.36E+07,6895600
1.20E+08,0,1.95E+08,2.68E+08,3.35E+08,3.13E+08,9.26E+07,6.61E+07,3.84E+07
2.16E+09,1.67E+09,2.15E+09,9.49E+07,1.41E+08,1.95E+07,1750800,8406900,0
0,0,0,0,0,0,0,0,2.66E+07
0,0,1.46E+07,4.48E+07,1.68E+08,6.73E+07,1.16E+07,3457300,1.06E+07
1.40E+07,1.47E+07,1.70E+07,1.63E+08,2.02E+07,7.62E+07,0,0,1118200
0,0,0,1.80E+07,9.62E+07,1.22E+07,0,0,0
0,3.21E+07,1.04E+07,9.05E+10,7.34E+10,8.53E+10,3.44E+07,1.66E+07,7182600
1.59E+08,2.61E+07,2.11E+08,5.67E+08,8.95E+08,9.14E+08,6.13E+07,3.39E+08,1.63E+08
2.26E+08,1.54E+08,2.59E+08,0,0,0,1.14E+07,2.04E+07,1.78E+07
0,2.47E+07,0,3.84E+09,3.62E+09,3.29E+09,5499100,0,0
9.97E+07,7.03E+07,1.05E+08,5.92E+09,6.64E+09,4.21E+09,2.07E+07,3.89E+07,4.36E+07
0,0,0,2.26E+09,3.14E+09,1.22E+09,4.69E+07,0,4.42E+07
7.00E+08,3.67E+07,7.65E+08,1.04E+10,8.19E+09,3.99E+09,1.53E+08,1.96E+08,8.19E+07
6.65E+08,5.29E+08,3.41E+08,2.21E+10,2.35E+10,2.08E+10,1.12E+09,7.42E+08,7.73E+08
9.35E+09,5.19E+09,9.05E+09,2.26E+10,2.08E+10,1.49E+10,5.05E+09,3.95E+09,5.72E+09
5.67E+08,7.74E+08,6.62E+08,3.13E+07,1.38E+08,9.25E+07,0,0,0
0,0,5206100,7.40E+08,7.42E+08,6.07E+08,4.29E+08,3.21E+08,2.72E+08
2.13E+09,6.91E+09,6.85E+09,9.38E+08,1.69E+09,1.07E+09,9.24E+07,7.44E+07,7.64E+07
2.18E+07,3.71E+07,1.17E+07,9.27E+08,1.22E+09,7.18E+08,3.09E+07,3.03E+07,4.78E+07
4.03E+08,3.50E+08,4.05E+08,1.27E+08,1.05E+08,1.74E+08,2138400,0,0
3.89E+08,2.50E+08,6.37E+08,0,0,3.80E+07,2.23E+08,2233300,5743200
1.19E+10,8.94E+09,1.29E+10,0,8556200,0,1.15E+08,9.04E+07,1.20E+08
0,0,0,1.81E+07,4.93E+07,4.91E+07,0,0,0
0,0,2.79E+07,0,0,0,0,0,0
1.79E+08,3.75E+08,3.35E+08,2.78E+11,2.55E+11,2.01E+11,5.75E+08,4.64E+08,1.08E+09
1.44E+08,8.81E+07,8.52E+07,0,1.35E+07,0,0,0,0
6.21E+08,1.87E+08,6.07E+08,4.01E+08,8.56E+08,4.46E+08,1.16E+07,6078500,2.33E+07
1.55E+08,2.14E+08,2.72E+08,3.18E+07,2.16E+07,7.22E+07,6.52E+07,1.04E+08,6.28E+07
8.88E+08,4.85E+08,8.59E+08,1.17E+08,3.50E+08,3.37E+08,9.55E+07,6.68E+07,1.24E+08
1.09E+08,1.24E+08,1.41E+08,0,0,0,1.92E+07,0,0
2.06E+07,4507600,1.86E+07,3.14E+08,3.82E+08,3.87E+08,753850,1.13E+07,1.43E+07
1.63E+09,1.65E+09,1.78E+09,1.44E+11,1.30E+11,1.05E+11,8.94E+08,6.24E+08,7.11E+08
4.82E+07,1.54E+07,2.73E+07,0,0,0,0,0,0
7.03E+07,6.21E+07,2.53E+08,7624200,0,2.56E+07,0,0,0
3.30E+08,3.68E+08,5.56E+08,4.34E+08,6.47E+08,5.30E+08,5092100,2.46E+07,0
2.93E+08,1.66E+08,2.49E+08,6.02E+07,2.65E+08,2.80E+08,0,0,0
3.10E+07,2.14E+07,5.28E+07,0,0,0,7650100,0,0
4.91E+07,2.89E+08,3.05E+07,7393300,1.33E+08,2.27E+07,1.06E+08,7.88E+07,1.63E+08
4.93E+08,3.19E+08,5.72E+08,7.41E+07,7.97E+07,7.92E+07,1.66E+08,7.14E+07,1.26E+08
1.07E+09,6.60E+08,6.78E+08,1.81E+08,2.45E+08,1.45E+08,1.47E+07,9.16E+07,8919900
5.99E+07,1.22E+08,2.47E+08,0,0,0,0,2384000,0
5.84E+07,4699400,0,0,0,0,5.98E+07,3.32E+07,5.03E+07
6.35E+07,3.32E+07,3.34E+07,1.09E+07,1.24E+07,3.72E+07,2634300,9284800,2.38E+07
8.43E+08,3.20E+08,8.37E+08,1.47E+09,1.93E+09,1.15E+09,4.25E+08,1.39E+08,2.88E+08
0,0,6999500,3.33E+09,3.28E+09,3.04E+09,2.03E+07,1.33E+07,5558600
8.75E+08,1.24E+09,1.17E+09,0,0,1.22E+07,1.46E+07,0,0
7.28E+08,3.90E+08,5.54E+08,3.93E+09,3.86E+09,3.37E+09,1.43E+09,7.31E+08,9.64E+08
2.09E+09,1.98E+09,1.28E+09,4.70E+09,4.58E+09,3.67E+09,5.28E+07,1.65E+08,5.53E+07
1.71E+07,0,0,5.59E+07,1.33E+08,4.79E+07,0,0,0
3.08E+08,1.96E+08,3.36E+08,0,9762400,1.58E+07,0,1614300,2322300
4.32E+07,5.13E+07,4.09E+07,8.22E+08,8.05E+08,6.17E+08,0,3.65E+07,1358100
1.37E+09,1.35E+09,2.10E+09,4.42E+07,6.70E+08,1.07E+09,2.51E+08,5.64E+08,9.00E+08
6.53E+07,8.43E+07,1.82E+08,0,0,0,0,5.18E+07,0
4.18E+08,2.22E+08,3.02E+08,0,0,1.84E+07,6.77E+08,4.92E+08,2.85E+08
1.86E+08,1.31E+08,2.36E+08,6.19E+08,8.33E+08,7.76E+08,3.23E+07,7575800,2.55E+07
3.41E+07,3.05E+07,5.21E+07,0,0,0,0,0,0
4.52E+08,3.01E+08,5.31E+08,0,0,0,0,0,0
7.84E+08,5.01E+08,6.02E+08,1.40E+08,2.20E+08,9.95E+07,8.61E+07,9.60E+07,6.02E+07
2.93E+08,3.74E+07,2.66E+08,4.09E+08,4.07E+08,4.33E+08,3.04E+08,2.85E+08,3.84E+08
1.82E+08,6.90E+07,2.33E+08,0,0,7587500,2.77E+07,2718700,5087500
4.31E+09,2.64E+09,3.79E+09,4.45E+10,3.00E+10,3.12E+10,2.55E+09,2.88E+09,1.96E+09
9.66E+08,1.02E+09,1.70E+09,0,0,0,0,7448900,0
8.64E+08,8.43E+08,1.06E+09,2.06E+07,0,1.58E+07,1.03E+07,9491000,2.24E+07
0,0,0,0,0,6.13E+07,5.66E+07,4.36E+07,1.79E+08
1.41E+09,6.85E+08,1.46E+09,2.21E+09,2.93E+09,1.92E+09,1.84E+09,1.10E+09,1.16E+09
1178200,1.34E+07,1.83E+07,1.06E+07,6087100,6745200,0,0,1532100
0,0,0,3.01E+07,1.54E+07,9140200,0,0,0
4.96E+09,4.09E+09,5.56E+09,5.47E+10,5.20E+10,5.37E+10,3.90E+10,3.22E+10,3.56E+10
0,0,0,3.57E+08,1.72E+09,2.36E+08,3.16E+08,3.41E+08,4.07E+08
1.27E+08,5.86E+07,1.17E+08,3.09E+07,2.30E+07,1.06E+07,3.31E+07,3.57E+07,1.64E+07
9370600,9569900,1.59E+07,3.85E+08,7.51E+08,4.39E+08,6.87E+07,2.28E+07,2.96E+07
2.65E+08,2.45E+08,4.95E+08,0,8.15E+07,2.99E+08,0,0,0
1.79E+08,1.33E+08,2.30E+08,0,1.13E+07,1.18E+07,0,0,0
1.35E+08,5.55E+07,1.41E+08,0,0,0,0,0,0
0,0,0,0,0,0,8931600,1.36E+07,2.15E+07
1.31E+07,0,1.65E+07,3204200,2293200,0,0,1.69E+07,1.07E+07
6.10E+08,2.71E+09,3.34E+09,1.94E+07,2.09E+07,0,1499400,1.56E+07,1.60E+07
0,1.36E+07,2.55E+07,1.94E+08,2.33E+08,9.44E+07,0,0,0
1.74E+09,1.42E+09,1.92E+09,4.76E+09,4.89E+09,3.41E+09,1.49E+08,1.46E+08,1.81E+08
4.90E+09,1.11E+10,1.18E+10,0,0,0,4.55E+07,0,0
8664800,0,1.37E+07,3.51E+07,3.56E+08,4.95E+08,7754900,9764300,0
2.47E+09,1.91E+09,2.72E+09,2.06E+10,1.57E+10,2.01E+10,6.87E+08,7.66E+08,6.61E+08
1.04E+09,5.50E+08,1.49E+09,1.96E+07,7.51E+07,9.13E+08,1.17E+07,8239400,9266100
1.33E+07,9253200,1.04E+07,2.73E+08,1.72E+08,1.87E+08,5607300,0,1820600
4.47E+07,0,7.22E+07,4.57E+07,1.70E+07,0,9.22E+07,0,4.94E+07
8.48E+07,7.44E+07,5.91E+07,4218700,5660500,0,0,0,1.09E+07
6.19E+08,2.14E+08,6.23E+08,0,9340200,0,1.08E+08,0,3.34E+07
4.54E+08,1.33E+08,4.93E+08,2.32E+08,2.61E+08,3.59E+08,2.88E+08,1.11E+08,8.95E+07
4.07E+08,3.45E+08,3.96E+08,4.65E+08,2.66E+08,1.09E+08,8.22E+07,1.01E+08,9.62E+07
4.05E+07,9.28E+07,1.05E+08,2.81E+08,1.04E+09,1.82E+09,3635900,4058800,5733500
2.62E+09,2.10E+09,2.73E+09,7.50E+08,7.12E+08,7.79E+08,3.66E+08,2.25E+08,4.56E+08
