"Raw Abundance:127N, WT Rep1","Raw Abundance:127C, WT, Rep2","Raw Abundance:128N, WT Rep3","Raw Abundance:128C, pup2-ts Rep1","Raw Abundance:129N, pup2-ts Rep3","Raw Abundance:129C, pup2-ts Rep3","Raw Abundance:130N, rpn5-ts Rep1","Raw Abundance:130C, rpn5-ts Rep2","Raw Abundance:131, rpn5-ts Rep3"
4888.5,6194,6144.9,2896.2,2702.8,1970.9,2043.4,2545.5,1977.1
7904.3,7704.4,7005.6,2371,1947.8,1343.2,1614.8,1326.6,1056.7
328.3,391.8,417,316.1,185.5,228.5,229.8,207.3,209
766.5,862.8,963.6,743.4,481.4,484.3,605.7,580.7,411.2
2424.8,2575.6,3356.8,3519.9,1870.5,2865.6,2763.7,2996.5,2731
3025.1,3308.9,3921.5,2887.4,2055.8,2120.8,2037.3,1963.7,1731.8
2955.4,3391.1,4321.3,3530.2,2370.9,2611.7,2689.1,2624.1,2268.5
3552.2,3558.1,4175.1,2800.2,2290.3,1967.2,2193.2,2217.9,1719
4356.4,4293.2,4735,2551.5,1868.4,1752.4,1769.8,1731.3,1502.1
5493.7,5854.8,6221.7,4750,3825.4,3375,3674,3451.8,2960.2
9914.3,9069.4,11160.3,5932.6,4277.5,4664.4,3827.6,3515.6,2256.9
1389.6,1692.4,2351,2098.1,1515,1597.3,1526,1467.6,1242.1
2339.4,2688.6,3334.6,4140.9,3234,3173.6,3583.3,3877.5,2766.8
2460.2,3015.5,3283.6,1536.2,1284.5,1178.9,1156.9,1204.8,985.3
3465.7,3726.1,4589.5,2739.3,2104.7,1989.7,2032.4,1943.3,1647.4
2808.3,4176.8,5303.2,3979.7,2768.5,3184.3,3322.6,3455.9,2752
4607.2,4315.6,4670,6686,3724,4358,3561.1,3068.4,3057.8
3717.7,4365.7,5382.1,3694.5,2802.6,2934.5,2864.4,2921,2338.3
4204.1,3742.5,5366.1,4025.4,4120.6,4182,3556.4,4018.6,2468.7
4243.2,4721.9,5581.4,2274.7,1813,1502.5,1994.7,1928.9,1868.7
10984.6,6631.9,6765,3459.6,2851.2,2618.7,2293.3,2176.9,1843.9
6913.2,6643.9,6778.2,3628.2,2685.9,2562.3,2450.6,2220.1,1924.9
2357.3,2391.3,2657.7,4090.9,2735.5,3117.2,3057.3,3242.9,2508.5
2529.8,2667.3,3118.2,1924.4,1568.5,1395.9,1422.7,1460.1,1302
2258.3,2891.8,3455.3,2751.7,1771.3,1893.2,2244.1,2281.4,1775.7
2404,3007.1,3597.2,2376.1,1815.1,1772.1,1813.8,1769.7,1411.7
3548,3484.5,3748.3,3057.7,2250.4,2161.8,2208.4,2216.3,1836.2
3487.6,3667.9,4331.9,2745.9,1960.3,2064.3,2147,2216,1943.8
3404,4027.1,5771.3,4223.7,2885.1,2961.2,3773.6,3529.3,2161.4
4145.9,4568.4,4987.9,2605.9,1954.3,1785.3,1973.7,1944.9,1698.9
4697.6,4630.4,4788.8,2669.8,2056.3,1864.5,1687.9,1698.7,1528.8
5015.1,4880.1,4620.5,2824,2221.3,1992.3,1999.3,2024.7,1704.9
4726.7,5412.2,5253.1,2674.8,2301.6,2086.8,2047,2291.3,1885
4182.5,5777.9,6721,2730.2,2382.7,1746.9,2257.6,1831.4,1407.9
4560.8,1780.6,2073.6,1601.3,7917.8,3911.1,1174.1,1180,374.1
2057.7,2384.6,3562.7,4911.2,2172.4,3404.8,3832.6,3678,3088
2294.9,2362.4,2773.4,1738.6,1253.1,1231.9,1248.9,1250.5,1035.2
2355.6,2632.8,3155.2,2955.3,2027.9,2257.8,2231.6,2086.2,1448
1849.8,2686.9,3001.8,1842.7,1331.4,1294.9,1439.3,1457.1,1209.1
2539.5,3079.7,4436.7,3132.7,2407.8,2299.1,2249.9,2085.3,1828.5
2825.6,3663.3,4242.8,3327,2387.3,2361.2,2628.9,2659.8,2262.3
3213,4557.1,5482.7,2590.1,2325.6,1874.7,1641.5,1522.9,1057.7
4444.8,4839.4,5281.5,2946.4,2158.3,1966.8,2192.8,2163.4,1877
10516.3,5052.8,6834.1,3624.9,1895.1,1980.3,2258.5,1621.4,1189.3
478.6,540.1,582.2,379.3,369.8,271.4,322.7,270.1,225.7
1095.3,928.8,1238.2,1059.5,660.7,780.2,816.3,862,725.5
1071.3,2124.4,2021.4,828.2,551.3,498.3,603.1,623.8,650.3
2410.9,2217.8,2323.6,793.2,731.8,540.6,559.3,508.1,469
3643.6,3769.2,4648.3,2741.3,2032.7,1992.8,2274.3,2174.1,2004.2
3731.9,3697.2,4855.8,5327.5,3283.4,3421.5,3376.6,2697.7,1924.8
3986.9,4391.1,5855,3812.1,4550.4,3883.8,3005.4,3166.8,2451.9
5006.7,5242.3,6306.5,3851.9,3079.7,2677.9,2572.4,2610.5,2094.3
5104.2,5710,6837.8,5020.9,3499.3,3418.4,3639.5,3432.8,2652.8
8847.4,7199.5,7445.4,2938.3,2345.5,2001.4,2006.8,1779.6,1659.4
3086.6,3444.9,3645.1,2163.4,1701.9,1510.1,1481.2,1642.3,1365.9
3156,3370.9,3747.7,2905.1,2041.4,2150.5,2264.6,2253.2,1953.6
2875.5,3460.1,4474.3,3110.5,2199.7,2241.3,2316,2234.2,1950
3698.9,3813.3,4555,4453.6,2935.4,3452.7,3433.5,3786,2989.1
3309.2,4814.4,4965.8,2821.4,1791.7,1850.1,1979.7,1735.9,1229.2
4795,4011.8,5338.1,4707.7,3702.4,4269.7,4476.8,4869.4,3855.2
4531.8,5063.1,5627.6,3836.5,2727.6,2617.6,2803.8,2752.7,2483.9
4041.4,5109.9,5974.5,4056.3,3089.7,3110.4,3002.3,3184.6,2758
5647.9,5884.2,8070.5,5217.6,4196.5,4375.9,4079,3905.2,3699.5
4001.8,7240.4,8963.8,2014.4,2108.6,1511.7,1426,1401.9,1014.1
1806.8,1807.3,2405.1,1550.8,1432,1250.2,1367.1,1246.3,762
1626.4,2007.6,2516.5,2467,2202.6,1664.6,1650.3,1641.3,1219.8
2394,3084.8,4053.5,3047,2223.7,2349,2489.9,2504.8,1919.8
4065.1,4878.9,5024.4,2563.3,1969.2,1751.9,1860.6,1853.6,1589.6
4593.6,5634.5,6811.1,5842.1,3478,4343.2,4667.9,4618.2,4466.7
4747.8,5872.1,6745.8,4040.6,3068.2,3053,2768.8,2801.7,2435.7
10773.6,8432.7,8958.1,5821.9,4370,4534.7,3755.6,3784.3,3093
1051.2,1315.5,1521.2,1108.8,764,829.7,885.1,887.5,821.8
2107.3,2448.8,2855.7,2109.3,1468.4,1532.8,1606.4,1698.6,1383.6
3042.7,2376.7,2974.9,3576.3,1302.8,1422.9,3070.6,3090.4,1007.7
3712,3429.8,3990.3,2592.8,1794,1738.7,1986.8,1819.2,1484.5
3655.9,4091,5359.6,2824,1485.7,1347.1,2233.6,1589,1112
3931.8,4632.2,5022.7,2782.5,2155.3,2106,2271.9,2093.5,2033
5152.5,4047.9,5315.9,3885.8,4304.4,3795.4,3082.4,3331.8,2164.9
3542.2,4779.3,5349.1,5219.5,3942.6,3978.5,3560.4,3533.5,2847.2
8100.5,10961,13239.5,10066.4,7206.1,8001.3,7379.5,7438.4,5384.9
2494.3,2792,3010.8,1923,1562.5,1415.7,1441.4,1343.8,1222.3
2749.1,2320.9,3375.9,2850.1,3156.1,3086,2326.5,2432.8,1526.9
3246.2,3478.4,4033.3,2678.5,2703,2414.2,2064.3,2124.4,1616
4547.7,4375.8,4868.7,2742.2,2218.8,2022.3,2087,1911.4,1721.1
8897.7,4703.5,5900.5,4032.1,3991.2,3515.1,2379.2,2461.4,1435
7222.3,6194.8,6741.8,4126.2,2723.2,2985.4,5898.7,5473.7,4311.7
8080.5,7596.3,8578.8,3713.7,2749.6,2566.1,2628.3,2531.2,2190.4
18580.2,13510.5,9396.3,3132.5,2802.8,1810.4,1889.3,1848,1691.3
1528.7,1469.3,2741.4,2237.6,5514.5,5106.4,1476.3,2423.2,704
1414.3,2116.2,2481.9,2034.3,1299.6,1486.5,1691.3,1768.3,1335.6
6555.6,5917.2,6266.1,2494.6,2523.3,1635.6,1596.2,1465.9,1268.2
7176.2,7831.7,9194,6024,4021.2,4458.2,4627,4449.8,3965.2
6758.4,9713.2,9744.9,4814.9,3290,3098.2,3268.7,3530.4,2719.2
1719.8,1740.8,2044.3,1170.7,1014.4,753.3,755.1,785.9,594.6
2598.7,3064.3,3168.3,1533.1,1416,1126.2,1215.7,1195.1,1057.5
2464.2,2914.9,3920.4,2157.4,1499.7,1606.2,1575.8,1610.3,1504.4
3301.6,3229.3,4247.5,2476.2,1986.6,1848.7,1238.4,1209.4,1029.7
2618,3733.6,4357.7,2942.7,2192.3,2161.7,2539.8,2543.3,1982.8
3023.3,4158.9,5246.4,4453.3,3211.2,3598.3,3610.3,3660.9,2924.1
3616.8,4420.2,5229.2,4692.8,2957.9,3655.8,3732.3,3794.5,3440.2
3948.3,4460,5612.6,3775.6,2732.3,2771.9,3079.1,3160.7,2668
6046.5,7721.6,7353.8,5224.5,3952.3,4087.2,3595.1,3901.7,3237.6
7155.6,6399.3,7634.4,3036.7,1800.9,1520.2,1948.9,1287,851.8
158.8,131.9,162.2,253.1,76.8,98.2,224.2,221.8,90.5
4564.1,2948.4,3178.6,2224.2,1986.5,1815.7,1143.8,1121,683.5
2978.8,3217.2,4001.6,2717.1,2079.2,2014.1,2288.8,1945.7,1741.4
2803.6,3490.2,3816.3,3574.1,2515.1,2696.6,2240.6,2277.5,2113.5
2992.6,3893.3,4628.8,5361,3555.8,4174.6,4060.3,4302.1,3843.5
4499.7,3382.4,4432.5,2322.3,2113.4,1770.8,2050.3,2206.7,1668.8
3596,5262.3,6348.2,3534.6,2926.5,2700.9,2931.2,2618.5,2236.2
12418.6,11239,9218.6,4718.4,4018.4,3458.1,3126.3,3412.3,2689.2
2469.5,3021.3,3933.9,3120.8,2104.7,2226,2562,2484,2100
3263.1,3172.9,3375.2,2145.5,1575.8,1595.1,1531.9,1623.5,1275.3
2805.8,3378.3,4533.5,3116.4,2324.6,2333.5,2593.9,2607.1,1959.6
3428.1,4223.3,4441.7,2726,2439.7,2326.6,2253.4,2103,1450.5
4851.1,6442.2,7396.3,4391.3,2986.2,2799.5,3096.7,2576.2,2215.2
12573.5,11863.9,12459.6,4339.6,4112.5,3315.4,2487.2,2378.7,2082.9
219.4,299.7,261.7,75.2,60,38.2,37.6,38.5,30.8
1558.6,1498.9,1593,949.8,756.5,796.4,626.7,515.3,579.4
2725.6,3422.9,3860.9,3447.9,1975.6,2441.7,2518,2507,2315.5
2937.3,3652.7,4158.6,2460.3,1757.3,1812.3,1759.8,1694.6,1559.2
4420,5798.7,6160.9,3628.6,2757.3,2549.2,2617.3,2695.1,2250.1
6344.2,6465.7,7069,3048.4,2493.9,2074.3,2225.6,2263.2,1940.1
6515,7898.5,5566.1,2975,1956.5,2009.9,1990.2,1933.6,1696.9
13906.3,11444,13693,7075.2,5364,5457.8,5262,5192.9,4664.3
2038.4,3001.6,3589.4,1972.6,1408.1,1420.9,1699.4,1692.6,1376.6
3456.7,4131.2,4944.1,2852,3000.1,2707.3,2266.6,2561.3,2052.7
4459.2,4544.6,5116.8,4173.5,2903.7,2974.1,2911.1,2833.4,2301.8
3344.5,5464.9,6300.7,3658.5,2616.8,2616.2,2689.6,2734.6,2263.2
5170.5,5789.9,6639,3548.8,2421.4,2445.8,2630.9,2591.4,1989
6911.5,7079.8,5760.5,1991.5,1690,1205.4,1245.6,1176.5,962.2
8142.3,7136.8,7808.6,4993.3,3860.3,3677.7,3528.5,3472.2,2883.4
6198,7308.8,8489,4421,3517.8,3161.6,3278.5,2922.9,2507.6
8682.6,8931,9737.3,5669.6,4190.8,4173,3855.8,3632.6,3257.4
2707.5,2408.6,2369.8,1372,1054.2,993.9,972.9,963,777.3
2437.2,2908.6,2997.1,1545.2,1259.9,1090.4,1119.3,1192.1,921
2656.4,2836.9,3732.9,3705.2,2173.3,2844.3,2885.4,2863.8,2436.7
4652.6,6079.3,6464.6,4081.2,2991.2,3033.5,4233.5,4584.2,3333.6
4780.6,7702.7,9159.7,2738.2,1804.6,1562,1855.9,1572.8,1803.2
5858.1,8060.6,10655.5,6562.2,4536.1,4764.7,4705.3,4677.4,4255.1
3593,3331.1,3858.3,2748,2166.8,2159.7,2118.8,2125.9,1598.2
3498.4,4576.1,4929.7,3054.7,2721.6,2626.8,2119.9,2093.8,1432
4486.4,5227.5,5809.1,3301.7,2473.1,2289.2,2541.4,2400.2,2248.9
4003.5,5387.7,6680.2,2883.9,2075.7,2043.5,2581.7,2398.8,2913.5
6156.2,5501,6165.8,3646.5,2779.8,2721.9,2701.5,2765.1,2640.2
5691.9,6547.5,8707.4,6035.9,4227.3,4294.9,4317.5,4394.4,4021.6
9167.1,8729.5,9030.4,4006.8,3711.8,2650.4,2517.3,2269,1994.3
9380.7,9232.3,10378.2,5909.3,4860.8,4299,4088.2,3750.7,3338.1
1310.7,1385.4,1862.2,2089.4,1436,1685.5,1548.6,1596.8,1183.6
1911.3,2413.2,2968.2,2080.4,1402.9,1759.6,1660.1,1415.4,1478.7
2746.3,2940,3518.6,3415.9,2460.2,2385.4,2527.5,2676.7,2051.4
2948.3,3352,4149.7,4861.6,2861.2,3322.9,3809.1,4009.3,3640.1
3511.8,3721.2,3809.9,2328.3,1757.8,1634.9,1750.6,1780.3,1397.1
3688.3,3553.3,4749.9,8707.1,4257.4,6347.8,6619.2,6125.9,4689.8
2477.8,4094.3,5341.1,3320.2,1988,2206.4,2860.2,3015.6,2877
3051.8,4120.3,4817.8,3025.8,2203.1,2273.8,2339.3,2356.3,2048.1
4216,4745.3,5825.9,3732.1,2810,2669.6,2841.2,2856.8,2325.8
4676.5,5294.9,6572.7,5441,3453.1,3973.1,3857.4,3739.9,3371.2
5142.9,5860.8,6028.9,3082.9,2365.7,2095.5,2324.6,2350.7,1885.3
4387.5,6048.9,6697.3,4337.7,3127.7,3279.7,3139.2,2938.5,2083.9
2645.7,3164.5,3754.5,3788.5,2901.5,3676.5,2911.9,3126,2682.5
1130.3,3481.1,4378.1,6294.9,3574.6,4954.5,3949.5,3867.2,3309.3
5123.6,5768.1,6103.6,3584.6,2637,2569.7,2574.2,2599.3,2255
4561.1,6710.2,7153.8,3642.9,2909,2396.3,2584.9,2394.1,2069.4
6082.7,7203.8,8053.2,4719.5,3351.4,3142.2,3412.3,3450,2755.6
6207.1,7965.7,10229.9,5374.3,4150.7,3780.7,3810.4,3482.1,3010.3
1868,1329.9,1586.5,1879.6,1177.3,1500.7,1666.5,1735.6,1542.1
2224.5,3081.5,3819.3,3400.3,2217.5,2591.8,2516.2,2546.6,1691.8
1732.8,3238.6,3550.5,2218.8,2107.1,1846.3,2005.2,2255.1,1345.4
2964,3993.6,5032.6,3238.4,2208.2,2309.6,2459.8,2340.3,1893.3
3674.1,4250.4,5541,3668.2,2773.5,2792.6,2682,2707.1,2346.4
10097.1,9209.4,9743,4365.1,4208,3134.6,2831.4,2615.3,2325.8
4180.5,5596.6,6965.8,5554.8,4450.3,4098.6,4148.6,3374.7,2983
4778.2,5961.6,6371.5,3493.9,2337.5,2228.1,2710.3,2797.2,2466.3
3284.6,6085.5,7042.2,4172.7,3289.1,2752.2,3321.3,3949.6,2702.5
5115,6360,7052.1,3848.1,2476.3,2415.9,2502,2297.4,2094.5
10058.1,6943.6,7004.8,6095.1,2451,4392.5,4047,3707.6,3274.2
5257.9,7703.1,8516,5839,5228,4277.8,4151.3,4353,3355.8
363.7,288.4,482.1,336.1,314.6,314.2,255.6,233,167.8
1155.8,873.8,1066.9,737.7,584.9,545.5,660.7,759.2,696
2770.7,3317.5,3752.8,2293,1644.5,1590.7,1633.5,1650.8,1352.6
3289,4387.3,5366,3898.4,2752.9,2721.8,2973.4,2994.3,2788.3
5512.5,6009.3,6156.3,5444.2,3158.5,3989.1,4290.7,4388.9,3950.4
5808.5,6235.9,7510.9,5453.1,4455.3,4011.9,4299.5,4215.2,3508.1
7278.8,5622.8,7519.9,5736.3,2864.4,2966.1,5041.2,3659,2797.9
6522.4,7193.4,7648,2712.3,1802,1568,1956.5,1685.4,1629.7
2851.6,3509.2,4303.2,4729.4,3266.4,3390.3,3589,3546.4,2915.6
6466.5,7726.1,8460,5210.3,3893.7,3636.4,3448.7,3236.6,2817.3
7708.7,8758.1,9608.6,5661,4112,4191.5,3881.1,3736.7,3240.3
9892.7,9707.9,9513.7,4192.1,3219.2,2582,2895.7,2509.4,1923.7
3208,2964.5,5013.9,2597.2,10859.5,8779.9,1697.4,2401.3,548.7
3248.8,4242.3,4612.6,3179.6,2677.8,2648.2,2614.7,3029.4,2266.7
4920.5,5730,5502.3,3677,2485.8,2692.3,2644.6,2763.6,2325.2
6432.9,8527,9446.7,4362.5,3609.3,2985,3092.1,3025.8,2317.8
8550,9089.5,9522.1,6089.5,4538.3,4782.7,4376.2,4417.2,3612.4
3961,3040.4,4026.6,3192,2923.3,2888.6,2443.3,2766.6,1637.1
6172.5,5500.5,7486.2,5311,5709.4,5390.3,4486.2,5209.2,3138.8
5406.8,7640,9383.9,3724.1,2763.1,2179.2,2794.8,2252.7,1356.8
10979.1,11169.8,12382.3,9780.2,6594.3,7584.5,8267.3,8084.2,6776.5
4669.1,5416.4,6857.8,6531.3,4495.1,4354.4,4905.2,4505.6,3574.7
7506.6,5898.3,6702.9,3266.7,2633.4,2295.4,2644,2583,2215.7
5789.4,7564.1,9115.3,6306.3,5133.5,5335.4,4748.3,5460,4707.2
17179.8,8768.9,9597.7,2476.4,1983.9,1497.8,1589.9,1587.8,1288.2
700.4,883,1013.1,612.5,508.4,484.2,531.7,535,413.5
2895.5,3330.1,3673.3,4325.9,3340.2,3349.7,3824,4079.6,3402.4
6985.6,9291.4,9313.5,4901.5,3442.4,3486.4,3670.5,3701.5,2942.9
19193.7,9700.5,14980.9,6582.4,3209.3,2560,4414.3,2175.5,1230.7
5216.4,5103.7,6032.9,4713.7,3776.9,3800.2,3903.4,3981,3012.5
7235,6262.3,6932.8,3709.3,3108.9,2816.4,2389.5,2495.5,2272.1
5005,6328,7539,3915.4,2886.8,2881.9,2765.8,3125.9,2438.6
8295,6374.9,6486.1,3924.4,3100.8,3016,2763.4,2768.3,2465.4
7527.7,7611.4,8785.5,5088.1,3884.4,3655.8,3377.6,3323.5,2859.1
3242.7,4546.8,5465.2,3533.9,2472.1,2549.8,2761.2,2930.7,2572.7
6422.3,5596.2,7126.9,4328.4,2233.5,2291.9,4595.3,3366.7,2396.8
6324.2,6465.4,7430,5703.8,4196.5,4195.1,4290.9,4348.3,3810.4
7563.1,7420.5,8885.5,4767.4,3820.2,3486,3242.6,3092.5,2867.9
4925.8,8376.7,10855.5,6771.5,5052.2,5180.7,4189.9,4240,3854.2
10751.8,12074,12297.9,5295.1,3474,3267.5,4490.5,4743,3963.6
4789.7,4059.9,5571.5,4595,3047.5,3590.3,3496.3,3895.6,3360.9
5577.9,6236.1,6533.8,3250.2,2393.4,2277.1,2289.3,2262.5,1981.9
6910.6,7357.2,9214.3,5925.4,4294.7,4204.8,4558,4487.1,3885.6
7314.5,7858,8262.4,4037.8,3198.5,2925.1,2765.6,2680.3,2326.9
9491.2,9031.4,8908.4,4823.4,3295.7,3256.2,4020.1,4012.9,3548.8
11143.2,11812.1,13640.8,7590.5,5969.4,5602.9,5321.3,5253.9,4575.9
2903.5,3416.6,4180.6,2743.3,1999.5,1959,2037,1936.7,1557.4
7461.8,4360.6,4183.4,4114.1,1750.2,2173.8,3745.7,3622.8,4035.3
7293.7,6042,6731.3,5389.7,3452.4,3626.5,3938.5,3777.4,2744.8
7001.5,6002.6,6964.2,5299.4,3293.8,3997.5,3706.4,3760.9,3498.9
5459,6268,7138.4,6328.2,4106.4,4148.7,4668.5,4658.7,3387.7
6578.1,8081.7,8310.3,3818.6,2482.9,2293.2,3102.3,2729.6,2990.8
5932.9,9588.5,8366.5,4783.3,3600.4,3605.8,3549.8,3890.2,3405.8
23886.4,17726.9,22137.8,6541.2,4396.8,3526.7,4793.4,3193.8,2135.2
2048.1,1787.8,2141.5,1810.2,1144.8,1258.8,1317.7,1411.8,1092.5
3338.2,4456.9,5479.5,5282.9,3462.5,4134.5,4022.7,4049.8,3180.7
5175.6,6727,8071.8,4627.4,3355.7,3269,3347.4,3357.4,2905.9
5080.1,7589.2,8142.3,5003.2,4302.8,4148.4,3597.1,3484.7,2565.9
7595.5,8198.6,9624.6,5186.9,6304.5,5126.3,3792.3,4585.2,2799.3
1973.8,2030.5,2409,3629.8,2766.6,2840,2554.4,2721.6,1958.7
2566.8,2919.8,3425.3,4890.7,3203,3748.3,3873.8,3866.5,3106.5
4384.3,4675.7,5788,4154.4,2854.3,2888.7,3389.2,3346.5,2769.6
8773.8,7708.1,9332.2,8900.1,5323.5,6354,8770.8,9399.3,7434
5631.8,5289.6,7409.9,4940.3,6976.9,6330.5,3830.6,5076.8,2482.3
6504.7,7029.8,8158.5,4754.8,3687.1,3551.1,3342.3,3310.4,2950.4
852.6,318.9,129.7,32.2,26.1,8.2,27,26.4,19.6
3240.2,2942.8,4179.9,2152.7,3524.6,3141.9,1573.4,1918.1,919.7
2338.4,3594.4,4193.3,2571.1,1780.3,1841.5,1704.7,1725.7,648.2
5609.3,6701.2,7828.6,6197,4329.3,4694.9,4844.7,4861.7,4141
5440.3,7019.9,8210,4900.6,3779.6,3471,3766.1,3860.6,3109.7
5367.4,7191.2,9403.2,10451.4,4987.1,7881.4,8774.7,8857.1,7833.7
7112.5,7381.4,7489.7,3506.8,2922.5,2448.2,2365,2313.3,2048.6
6890.7,8081.4,9455.1,6864,4758.4,4762.2,4835,5005.6,3937.5
12583.4,18950.5,16100.1,5370.9,3568.4,3204.1,3564.2,3321,2801.8
3892.4,4529.7,5647.1,3681.3,2902.3,2888.5,3091,3003.9,2480.4
5383.6,5531.1,10791.9,9203.3,6401,7429.8,3551.1,2579.1,2658.9
7366,9129.2,11889.6,7338.7,5172.7,5302,6089.8,5543.6,4097.6
14122.5,9385,10633.5,4683.7,4166.7,3578.3,2979.7,2882.3,2444.4
3219.1,3530.2,4462.7,3848,2740.5,2949.6,2904.9,2949,2510.4
3278.1,4142.4,4229.3,4582.1,3091.6,3474.3,3486.8,3393.1,2918.2
3412.2,4012.6,4920.2,6883.8,4562.2,5157.4,4437.9,4454,3940.4
3919.3,5027,6386.2,4102.5,3258.5,3041.9,3374.2,3312.5,2877.4
5714.7,5931,7758,7306.4,8333.2,9148.8,5225.9,6506.3,3012.6
6247.1,6680.7,8391.9,7922.9,6449.7,5969.3,6215.3,5703.3,3416
6896.1,6842.1,4993.8,3006.7,2583.6,1962.4,2250.9,1933.8,1589.2
5855.7,8951,9249.7,5279.9,3761.1,4046.9,3990.6,4055.2,3565
8820.8,8248.2,7701.1,4874.4,3001.1,3227.5,3361.6,2925.1,2612.8
7825.6,9033.8,10359,6111.1,4546,4476.1,4353,4322.9,3689.8
11837.8,10282.6,10953.4,6790.8,4861.1,4998.7,4999,4709.3,4188.2
14413.2,13414.8,15557.8,5652,5964.8,3730.7,3791.2,3552.8,3139.9
1946.2,2587.9,3422.5,3283.9,2116.5,2455.3,2474.1,2715,2233.8
4435.1,4624.3,6275.1,4106.1,2750,2980,2996.4,2585,2440.2
4328.8,4880.2,5536.7,5244.2,3234.3,3816,4013.1,4176.7,3521.4
7074.5,6848.3,7212.9,4044.9,3187.1,2974.4,3005.2,2831.4,2588.7
6691.5,8024.8,9429.7,5951.6,4633.3,4436.4,3980.2,3955,3454.1
3931.3,4160.8,5325,6532.5,5427.4,5872.9,4407.6,4528.9,2163.1
2803.3,4592.8,5949.7,4180.6,3661.4,3541.8,3134.9,2779.8,1983
4164.6,4417.8,5317.3,3165.7,2765.8,2540.2,2556.5,2417.6,1775.6
4513.4,5256.3,5814.5,4377.6,3145.7,3238.7,3288.9,3257.1,2741.5
8200.5,7509.4,8424.4,4330.9,3132.7,3081.5,3135.8,3110,2692.2
4821.4,7704.6,8927.8,5911.9,4564.9,4522.6,4367.6,4471.7,3891.2
5360.3,7960,9289.2,6315.3,4119.7,4433.2,5109.7,5205.8,4723
14340.6,9524.9,11050,4670,4153.3,4047,3085,3125.2,2049.2
3699.9,3611.1,4247,4844.6,3599.3,3369.2,3853,3125,1045.7
5250.6,6725.5,7812.8,4242,3169.5,2907.6,3145.7,3177.5,2749.9
5568.9,8008.9,8975.1,4895.9,3546.8,3437.4,3904.5,3987,3367.2
9049.1,7293.2,9262.7,6638,4229.7,4496.3,4626.7,4051.1,3615.5
11671,8729.3,11411.4,6820.8,4442.6,5062.3,4944.5,4760.8,4187.7
4092.8,4864,5739.5,4711.5,2817.1,3734.7,3340.5,3406,2947.3
5900.5,5906.8,5962.5,3127.8,2328.1,2479.6,3153.2,3059.5,3525.3
5987.5,5614.9,7942.8,6093.9,10822.1,10547.2,3774.9,5842.3,1824.4
6200.1,6430.4,6939.4,4492.9,3280.4,3255,3120.9,3031.2,2770.8
7636.8,9123.5,10835.6,5632,4792.3,4069.7,3984.7,3703.9,3166
7242.4,9602.6,10810.4,6894.6,5223.9,5288.1,4894,5180.8,3930.3
7817.2,10781,12006.1,5620.2,3663.3,3375.7,4776.7,3960,3178.8
10853.4,11384.4,10506.9,4273.5,4140.6,2710.2,2836,2502.2,2318.2
4387,4443.6,5495.9,4828,3269.4,3553.6,3658.4,3765,3076.3
5483.8,5103.9,6187.1,9410,4890.7,6169.3,7626.4,6267.3,2015.6
4972.4,8534,8866.1,4307.3,2915.2,2554.9,2893.6,2768.9,2573.9
7449.5,8513.5,8706.1,6996.1,5380.6,5103.3,5472,5604.6,4465.4
7019.9,8079.5,9179.1,4466.1,3974.7,3950.7,4072.7,4656.7,4030.5
8332.1,9887,10956.6,5193.1,4464.5,4198,4262.9,4599.3,3669.5
3052.5,3838.6,5275,4100,2546.5,2962.1,3320.6,3432.2,2596.3
3923.7,4893.2,6355.4,4192.5,2803.4,3068.3,3369.3,3477.5,3094.6
4434,5279.9,6419.3,6273.5,4807.1,4656.9,4345.3,4253.2,3366.6
7399.1,7974.8,8760.1,4945.5,3439.6,3321.6,3748.4,3518,3029.9
12926,13685,15234,6740,5684.6,4645.5,4598.8,4364.2,3713.6
5808.9,8036,7041,5063.1,3541.2,3947.1,3803.6,3964.7,3346.3
5948.2,7053.2,7994.7,4901.4,3403.2,3487.1,3777.8,3779.7,3431.3
7122,7752.3,8733.1,7652.8,5472.4,5764,7444,7928.1,6363.2
3212,4250.1,5390.9,4659.5,3467.3,3248.3,3614.5,3645.8,3172.2
2707.5,5566.3,7845.5,18392.5,11514.3,12473.2,16060.7,14057.5,8648.2
6420.3,6956.3,8263.5,4542.1,3549,3253.2,3115.4,3075,2639.8
7110.1,7164.2,9138.9,6610.9,3889.3,4970.7,4560.7,4299.6,4115.3
10922.7,12999.5,14207.1,7027.5,5984.4,4970.2,5021.7,4725.6,3996.3
3159.3,2734.5,2721.3,1498.2,1118.8,1022.4,988.4,931.7,851.4
2903.8,2738.9,3979.1,2717.6,7138.5,5315.3,1988.8,2771.4,692
3142.2,3700.6,4562.7,4385,2417.1,3219.5,3665.1,3902.2,3035.3
5711,5020.8,6084.2,3572.9,2875.2,3010.2,2650.4,2738.9,2119.9
4554.3,5699,6183.1,6477.6,5276,5556.6,4496.4,4424.3,2791.1
8522.7,10049.2,10881,6931.6,5094.4,4620.3,4875.2,4820.5,4240.2
8267.1,13531.1,14754.2,7677.1,5471.2,5216.8,5903.5,5781,5112.8
5080.6,4884.6,5491.9,3486.9,2574.6,2558.9,2435.6,2273.1,2126.4
4492.8,5349.4,7236.6,5354.4,3547.1,3834,3951.6,3870.7,3380.9
4532,6286.7,6461.7,2387.6,2001,1528,1698.5,1746.1,1551
