"Raw Abundance:127N, WT Rep1","Raw Abundance:127C, WT, Rep2","Raw Abundance:128N, WT Rep3","Raw Abundance:128C, pup2-ts Rep1","Raw Abundance:129N, pup2-ts Rep3","Raw Abundance:129C, pup2-ts Rep3","Raw Abundance:130N, rpn5-ts Rep1","Raw Abundance:130C, rpn5-ts Rep2","Raw Abundance:131, rpn5-ts Rep3"
2504.8,1458.7,1743.4,608.7,477.3,393.1,416,423.5,394.2
1437.3,1816.1,1795.1,795.2,703,546.6,558.3,525,461.1
1540.3,1808.6,1763.8,806.4,816.8,581.9,586.2,564.4,432.7
1431.1,1756.3,2739.3,2348.7,1401.8,1551.2,1206.9,1006.4,945
2400.2,1867.6,2003.7,1133,1072.2,818.2,911,961.9,721.8
1950.7,970.8,2481.6,627.6,488.6,268.5,357.6,181.5,150.4
2431.1,2105.3,2954.1,1321.7,1228.4,1026.8,775.7,758.5,462.6
75.1,97.8,114.2,91.7,69.7,65.7,85.5,89.4,67.8
101.4,90.3,113.1,111.5,78.5,81.5,95.7,85.3,75.9
225,84.1,114.7,94.8,74.7,76.1,77.9,77.1,62.2
73.1,115,171.4,144.3,102.6,101.6,104,119.7,99.1
96.3,147.9,236,260.2,180.9,221.6,194.4,211.3,177.3
97.3,152.9,240,363.6,182.3,239.5,294.7,276.3,215.1
145.2,154.3,227.1,173,84.8,120.3,148.3,156.6,136.1
128,162.7,233.2,370.3,201.3,277.5,287.9,296.5,230.7
156.7,162.7,227.4,125,116.9,97.3,108.6,115,106.2
165.2,185.7,188.9,144.9,115.7,104.9,94.5,104.6,69.3
184.7,186.9,191.7,96.8,96.8,65.4,67.9,63,50.5
162.5,190.9,256.8,175.3,340.8,282.9,128.2,155.6,83.7
158.7,193.5,217.2,84.2,63.5,53.7,55.8,56.4,40.8
181.5,180.1,220.5,170.3,122.5,113.4,123.7,127.5,101.1
191.7,232.5,269.3,194.1,135.1,146.9,146.6,102,92.9
245.9,235.3,259.9,176.9,204.7,127.4,130.5,111.6,95.3
212.7,239.8,339.8,177.7,203.2,124.8,121.2,110,93.2
171.3,242.7,336.5,290.6,225,265.4,254.8,254.9,188.6
245,189.3,332,155.3,88.5,102.6,97.5,97.4,70.8
249.9,268.6,358,290.7,196.3,208.9,210.1,203.9,177.1
270,245.9,305.4,272.9,160.3,216.4,222,171.2,185.8
253,278.2,359.8,462.9,284.8,361.3,330.3,308.9,254.6
311.2,286.7,321.4,347.2,275.4,283.1,282.9,285.8,215
279.6,294.6,355.9,169.9,118.6,123,134.7,145.7,133.2
252.8,316,349,187.7,139.7,133.6,143.3,150.6,111.7
231.7,328.6,496.2,287.4,193.9,222,201.5,196.7,167.1
358.8,330.4,368.5,210.9,191.5,174.4,131.9,146.6,116
200.1,340.3,611.1,642.1,459.7,467,502,511,425.9
328.7,317.3,426.9,379,272,291.6,319.1,319,271.1
263.8,356.7,400.5,579.8,364.1,542,462.3,507.9,435.9
319.4,355.6,435.4,347.2,310.2,310.4,252,276.9,318.6
315.4,364.6,408.6,258.5,226,191.5,162.1,158.4,103
447.1,364.4,411.1,209.2,153.1,137.6,145.3,140,95.2
298.1,389.8,495.6,441.2,320.2,389.5,402.7,418,335.6
360.9,394.1,537.6,397,306.4,279.7,280.8,264.2,195.3
392.6,380.1,464.5,318.9,260.4,226.6,245.3,255.3,179.8
326.5,432.6,468.5,279.9,236.8,211.8,219.3,215.4,193.1
315.1,413.5,519.3,288.5,219.5,221.1,214.6,235.7,172
392.5,396.3,498.9,357,282.3,261.5,269.3,286.6,216.3
338.4,563.1,490.4,645.2,407.2,607.5,522.7,551.9,505
351.2,441.9,562.5,817.4,620.3,714.3,614.3,711.2,482.1
400.1,487.4,503.4,241,310.4,132.7,155.7,140.4,111.1
434.7,476.8,625.2,467.9,298.4,350.4,370.9,362.5,297.6
445.8,519.4,554.2,242,227.3,158,181.3,152.1,136.1
460.8,441.6,554.6,418.5,315.5,307.9,329.5,333,299.5
460.1,484.4,708.6,470.5,342,353.1,346.3,341.5,315.4
480.9,512.7,726.2,681.1,715.3,687.6,490.4,470.6,304.1
494.4,511,717.7,484.8,335.3,348.2,331.7,315.3,318.4
466.2,539.7,704.3,422.4,298.2,300.7,297.8,299,248.4
533.4,546.5,553.5,397.7,253.8,280.6,265.1,280.1,216.8
532.6,447.1,625.5,340.6,267.5,246.5,247.9,240,180.5
458.8,578.1,803.9,608.9,424.6,479.5,474.6,463.1,399
386.1,584.3,751.8,572.2,408.7,402.4,420.6,436.9,390.4
556.5,600.7,552.6,259.2,203.1,175.1,161.2,161.4,161.6
804.3,612.9,540.6,422,298.2,336.6,340.8,337.6,297.2
477.2,630.3,744.5,591.5,405.2,435.6,496.9,541.6,461.9
608.6,651.7,962.6,928.4,571.1,699.2,737.7,733,639
557.6,662.7,833.5,670.4,542.3,578.5,430.5,499.1,409
457,668.1,982.8,582.5,412.3,452.5,485,495.5,442.5
628.4,704.3,711.8,235.4,221.1,150.9,179.7,151.7,133.6
627.1,713.2,1053.5,1100.4,542,658.8,1100.9,924.5,643.1
744,738,837.3,509.4,396.2,360,400,407.6,353
754.2,667.9,850.5,488.9,323,303.2,350.6,328.8,271.5
706.9,667.2,876.8,617.7,442.5,433.1,456.2,478.2,380.1
717.8,768.4,908.7,512.2,383.7,377.5,373.1,314.1,281.1
664.8,783,887.1,440,379.9,375.3,355.8,404.9,321.2
657.7,797.5,898.7,1198.1,717,890,815.2,801.5,675.4
884.7,617.7,903.5,816.9,536.5,626,635.3,575.9,442.3
757.9,987.9,663.5,269.4,219.4,154.1,158.9,164,152.1
758.7,733.8,953.9,488.5,368.2,359.6,355,348.8,243.6
1122.8,809,886.1,477.8,357,356.2,376.6,396.6,305.1
855.2,732,928,572.7,434.2,415.7,447,440.9,379
769.7,722.9,949.7,591.4,489.6,434.6,464.4,478.3,382.3
767.8,858.7,936.4,975.4,676,887,644.9,791.7,673.7
777.8,769.3,1328.2,882.1,1076.9,964.4,637.1,720.8,479.9
1269.1,816.4,953.8,642.3,482.4,531,587.2,564.2,443.2
900.8,846.7,962.3,404.2,438,277.6,270.1,249.2,183.7
773.6,894,1146,1051.3,744.5,809.5,773.3,834,688.2
847.3,834.6,1091.6,562.5,720.2,439.5,412.8,368.4,326.8
847.1,1049.8,1038.4,588.5,545.1,445.8,333.9,353.9,243.1
877.5,866.8,1312.7,929.6,791.6,580.7,657.9,539.5,447.5
826.3,936,1110.3,884.5,667.4,650.5,607.3,637.3,519.1
651.5,950.3,1237.5,1247.6,734.9,969,917.5,952.8,836.5
1042.7,1006.8,999.3,371,393.6,242.6,245.1,220.4,205.1
995,988.8,1246.8,768.3,677.7,669.1,526.4,522.6,485.8
997.3,1155.7,1051.9,507.3,431.3,445.5,329.2,437.1,327.7
845.6,1082.3,1228.6,787.9,752.9,687.4,634.6,661.5,542.3
1190.2,1089.1,760.5,423.3,301.1,291.9,255.1,243.2,208.6
1063.5,1065.6,1284.2,617.2,553.6,403.1,439.1,438.9,386.1
1307,1131,1330.6,552.1,519.9,363.5,593.6,579.3,423.8
981.2,1176.2,1459,856,609.1,546.3,582.9,641.6,486.3
798.9,1215.8,1493.5,1065.6,659.7,844.8,756.4,845.7,750.4
1161.9,1379.8,1698.3,996,687.9,723.3,732.8,762.1,660.6
1554.9,1405.5,865.9,532.3,343.6,325.8,361.3,352.1,306.1
1063.2,1442.5,1596.9,1579.6,1045.5,1196.5,1158.3,1199.2,1016.1
957.3,1477.7,1912.9,1292.8,884.4,885.1,987.6,1023.4,851.7
27,22.4,34,28,16.2,17.5,20.4,22.7,19.9
27.6,37.8,80,61.9,48.1,51.8,51.4,58.9,52.1
53.2,64.6,95.5,92.8,63.1,78.9,87.4,73.6,59.7
196.6,98.6,120.2,75.1,65.1,74,61.2,66.2,57.4
177.7,111.3,117.3,82.1,61.8,63.1,71.7,77.5,57.7
103,138.9,150.7,175.2,73.3,126.9,110.3,119.2,73.9
120.6,164.8,216.3,148.9,105.3,108.3,120.8,116.9,106.6
135.5,170.3,239.7,214.8,118.4,164.9,167,182.9,167.8
160.7,156.9,243.5,229.8,172.4,168.8,187.2,170.5,151.9
133.9,172.3,286,373.5,222.5,292,285.6,321.4,292.9
159.1,186.5,224.2,175.5,148.1,143,153,148.7,113.7
187.5,203.9,269.9,237.3,178.2,190.7,180.9,177.7,144.1
190.1,205.6,305.1,282.9,181.4,185,212.5,190.9,151.3
215.3,202.4,264.1,160.2,184.3,159.6,104.2,110,82.9
172.2,230,319.2,222.6,164.9,171,172.4,145.5,154.8
219.1,274.3,299,284.9,203.3,225.2,224.6,221.8,180.2
330.3,306.3,280.3,185.2,111.9,110.4,117.7,119.2,94.8
248,326.2,369.6,196.1,181.7,135.4,141.2,128.1,96.4
285.3,331.2,389.6,365.9,244.7,252.1,290.1,322.1,258
312.4,327.5,487.9,345.6,255,281.7,286.2,243.8,183.7
170.9,335.9,402.4,377.7,253.7,293.7,305.5,311.2,289.6
300.4,343.3,479.4,581.2,309.8,450.6,427.3,442,382.7
346.5,347.4,445.2,365.9,260.2,328.3,294.5,291.1,279.4
319.7,370.9,441.9,318.3,225.8,216.3,219.4,221.2,174.2
275.9,375.5,487.1,322.8,249.4,247.1,228.5,215.5,202.9
353.5,394.8,421.9,302.3,200.6,213.9,211.5,199.1,174.3
395.2,332.8,446.7,434,274.5,342.6,357.8,350.5,312.2
336.1,394.3,461.9,327.5,237.9,226.3,282.8,297,243
348,508.6,463.2,190.1,161.8,117.3,123.5,124.6,88.5
408.8,422.7,467,243.6,231,171.8,176.5,186.3,136.4
406.1,446,509.1,368.3,254.9,283.2,254.6,266.9,231.1
359,446.7,637.3,442.1,345.2,344.1,336,328.5,278
1389.3,458.6,487.1,448.6,325.7,321.1,314.8,298.4,187.4
328.3,471.4,677.6,468.6,312.7,346.9,394.1,372.2,338.1
449.7,471.5,537.4,273.8,292.9,187.1,183.3,161.3,148
417.7,490.7,539.1,583,375.1,445.3,381,392.5,336.2
495.9,498.9,543.5,343.3,268.2,206.8,263.3,265.6,191.5
1676.7,504.6,337.8,186.5,109,122.5,192.4,197,143.2
510.8,488.3,583.7,657.3,441.3,532.5,538.2,575.3,475.9
459.8,544.5,632.1,661.9,473.5,539.1,513.3,518.3,454.8
422.1,551.1,712.5,565,504.9,424.5,473,535.7,387.9
665,576.5,642.7,453.8,309.8,319.3,377.9,367.4,288.8
610.3,621.1,662.6,416.4,348.7,301.4,330.1,325.2,250.2
936.1,622.5,703,341.4,403.4,271.2,290.6,315.4,208.6
524.2,639.2,812.6,532.8,377,374.3,407.3,432.4,361.5
490.3,644,789.8,783.1,440.5,621.9,717.7,726.3,505.8
698.7,649.7,724.1,474.8,352.4,356.3,437.4,487.7,357.9
466.9,655,1147.5,436.6,380.7,369.3,302.3,337.6,279.4
871.9,645.3,759.1,637.8,427.3,556.4,566.1,610.8,515.7
602.8,710.2,1077.3,655.8,465.6,412.2,494.3,362.4,224.8
653.4,724.4,897.8,608.2,337,323.2,476.1,351.2,193.7
683.2,790.3,767.4,536.7,477.5,439.7,376.4,457.9,387.8
703.6,668.1,966.3,939.8,648.6,691.9,606.4,546.4,463.3
747.3,764.2,835.4,406.5,344.1,289,297.6,289.6,217.1
615.5,765.4,1125.6,913.3,729.4,629.6,675.6,673.9,522.3
640.7,769.4,1026.9,1427.8,611.7,1072.5,1010.9,1018.5,914.4
739.6,706.3,1014.8,548.2,430.8,349.1,375.1,359,282.9
931.1,794.5,858.4,337.8,364.2,231.9,252,241.9,195.7
886.2,798.4,877.8,442.7,337.8,235.6,295.1,243.7,171.7
602.4,842.7,936.3,1014,558.8,778.4,691.4,712,633.9
1105.8,857.3,971.9,669.5,387.5,390.3,484.4,361.4,305.1
641.9,858.4,976.4,736.8,588.8,601.1,459,498.8,380.8
1228.5,884.3,961.7,462.1,336.8,328.8,299.7,323.7,274.5
875.8,947.2,1144.3,825.3,537,601.4,591.6,613.9,547.9
847.3,987.3,1296.1,1153.2,811.5,822.5,881.5,823.5,731.8
955.6,1165.6,1261.4,653.4,452.1,437.8,544.1,531.9,501.6
961.3,1224.9,1543.9,818.6,1764.9,727,769.9,700.1,582.6
1170,1262.8,1724.8,1061.4,828.2,779.4,754.4,721.1,680.2
923.7,1334.3,1446.7,888.8,623.6,658.3,644.3,735.1,660.5
893.7,1497.2,1588.8,508.4,459.7,356.4,307.9,336.1,296.4
1146,1463.6,1598,826.3,551.4,666.5,680.5,747.8,835.5
1504.5,1471.6,1588.7,787.8,826.4,635,492.1,438.1,358.2
1953.5,1287.2,1851.1,758.9,628.2,416.5,462,398.9,289.1
1796,1571.5,2365.1,1666.4,1403.7,1309.7,1238.1,1331.9,998
2605.9,2077.6,2326.7,461.7,673.3,263.8,322.7,269,193.6
2582.5,3522.5,3536.5,1688.2,1294.4,1137.7,1251.4,1300.9,1162.8
21.3,70.1,100,60.5,48.8,50.8,43.2,47.7,38.5
145.8,142.6,141.6,62.3,60.9,41.2,36.9,40,34.2
149.4,166.4,172.8,175.3,119.2,136.4,145.3,160.2,124.3
169.6,164.7,219.2,212.3,214.6,217.9,116.8,113.4,38
189.5,184.4,193.7,138.3,102.9,103.1,97.3,102.5,84.1
174.3,176.1,275.4,227.1,128.4,156.1,165.4,163.8,146.5
187,194.8,247.1,305,187.5,221.6,236.1,255.1,207.2
152.7,230.9,233.1,105,93.9,60.2,78.8,65.7,52.1
134.5,206.2,235.3,146.5,112,106,112.8,103.8,99.5
274.9,203,244.8,124.9,107,85.2,92.3,87.2,79.8
231.6,188.1,261.9,201,140.1,135.7,153.2,125.5,100.1
205.8,236.8,267.6,306.5,156.7,220.8,225.8,241.6,225.6
238.4,249.2,303.9,251.3,144.6,175.2,213,232.4,200.5
250.2,277.1,335.8,231.1,161.2,164.1,159.1,168.6,137.3
217.3,277.1,346.4,249,183.5,181.4,210.6,191.2,177.9
192.3,294.4,368.7,230.6,151.8,211.6,148.7,186.1,142.7
241.7,300.1,437.3,270.3,397.5,205.1,201.1,185.4,143.9
379.6,301.6,192.5,142.9,85.4,106.5,112.6,116.8,98.5
292.4,309.8,321.5,46.2,166.3,17.5,22.4,15.9,12.9
303.8,289.7,378.8,238.2,182.6,173.5,173.3,183.9,140.3
234.7,331.6,470.3,395,238.4,276.4,285.6,303.2,247.9
668.9,337.7,338.1,199.3,142.6,145.6,231.6,127.3,142.3
284.6,346.7,534.4,721,285.9,550.2,451.9,531.2,450.8
237.8,347.5,659.7,1114.8,554.7,803.4,797.1,762.2,603.7
328,340.5,395.9,229.3,180.8,156.8,153.5,149,118.9
372.9,358.2,377.3,320.9,236.5,256.1,260.6,284.3,216.2
319.3,361.7,414.5,323,220.9,227.1,228.6,205.5,165.5
274.3,369.9,507.6,491.7,380.4,388.2,281.3,250.2,220.8
352.7,358.5,436.5,321.4,263.9,235.5,253.2,231.9,189
368.2,417.2,524.4,467.2,425.7,469.4,374.5,456.5,264.3
412,414.2,541.1,534.3,426.1,439.7,488.7,516,401.9
424.1,451,588.9,455,314.7,296.1,370.9,441,354.1
355.3,474.6,559.3,483.4,355.9,397.9,431.5,437.2,343.1
287.3,484.2,617.6,364,246.1,279.7,274.7,305.8,226.4
634,486.2,446,321.1,211.5,195.6,224.9,220.4,170.4
437.8,501.7,652.8,487.1,377,333.7,350.6,347.5,319.6
396.4,504.1,782.9,593.7,520.6,425,456.3,427.8,376.9
668.6,513.9,409.7,294.2,226.7,216.2,208,207.9,154.6
468.5,538,747.6,426.8,335.9,309.6,268.8,288,242.6
507.6,540,751.5,618.5,513.3,509.2,510.9,487.4,392.5
470,547.5,708.3,621.6,443.3,471.3,425.6,412.4,330.5
645.9,590.7,535,371.8,326.9,350.9,298.7,326.4,290
662.2,602.2,491.2,196.2,127.6,125.9,121.7,113,109
470.6,602.8,852.1,1214.1,701.9,976.7,971.2,1028.6,810.1
568.3,611.4,667.9,365.3,294.5,262,255.5,259.4,268.4
663.2,619.8,553,339.9,131.7,155.3,172.1,139.5,119.7
596.6,626.9,798.2,709.3,468.5,508.3,501.3,510.8,412
634.1,643,666.2,505.4,346.3,323.3,373.8,348.9,311.1
712,619,763.2,468.6,397.8,411.3,353.3,320.3,328.4
594.1,702.4,934.2,1014.4,489.5,662.3,853.2,824.6,429
1095.3,629.7,800.5,539.3,403.3,443.3,484.6,520.4,416.2
537.3,714.9,852.7,557,460,394.9,419,381.7,312.8
461.6,748.1,960,654,424.9,456,478,515,418.9
611.2,805.7,874,487.9,344.6,328.1,351.3,383.1,320.4
670.8,804.7,976.6,1845.9,828.1,1396.8,1313.2,1422.6,1314.5
662.8,811.3,1010,683.6,483.5,501.3,494.8,503.9,388.5
590.5,872.3,1022.6,722.5,601.4,520.6,534,552.4,389.4
879.4,670.1,1006.2,531.5,268.5,341.6,388.7,337.3,286.3
1032.1,821.6,1020.4,789.7,552.4,569.5,633.2,660.8,534.3
774,913,1315.3,978.7,794.2,788.8,679.1,712.2,572.9
905.5,899.2,1045.8,854,606.3,596.1,735.3,703.6,508.6
839.2,924.8,1099.2,767.8,531.7,577.6,630.4,594.9,522.5
780.5,929.7,1100.8,768.6,560.7,622.3,677.5,579.5,522.6
1111.8,980.6,1011.3,359.5,347,220.7,272.8,253.8,208.9
922.9,1033.9,1115.6,550.2,414.8,338.4,419,402.9,334.7
977.6,1073.5,1165.3,943.9,858.6,710.1,751.2,762.6,572.9
786.3,1049.4,1458.2,1134.2,640.8,788.1,879.7,865.6,805.1
1144.6,1035.8,1295,695,606,498,563.9,580.8,478
1092.9,1222.3,1308.2,732,579.9,555.4,534.6,550.8,442.4
1126.6,1197.1,1469.5,1022.6,752.6,790.6,811.8,800.5,694
1060.5,1210.5,1503.2,824.9,633.2,541.7,626.5,624.3,481
1044,1256.5,1548.6,1213,827.7,928.4,837.6,783.9,706.3
1121.4,1364.4,1728.2,1887.3,1326.3,1356,1379.4,1515.6,879.9
1300,1380.1,1551.8,989.9,744.6,729.4,610.3,594.6,488.8
1306.1,1426.3,1560,1137.5,827.9,810.6,873.6,823.9,695.5
2691.4,1362.2,1777,1153.4,790.5,828.5,719.5,678,562.8
1452.4,1779.6,1853.8,913.6,748,706.6,712.5,850.7,735.8
2152.1,2222.4,2773.2,1128.3,752.8,649,719.4,555,387.8
2505,2737.8,2241.6,550.5,551.8,295.5,307.1,262.1,105.2
28.3,40.7,41.5,186.2,111.7,138.6,188.8,241,149
38.5,44.7,69.1,24.9,43.8,20.6,22.8,24.4,15.8
74.6,82.9,88.5,36.5,58.2,19.9,21.2,13.8,12
48.7,84.3,119.9,84.4,101.5,93,65.5,84.7,50.4
148,199.8,244.8,162.7,141.8,121.8,133.3,137.3,123.5
175.6,213.5,258.2,148.8,114.9,117.9,138.2,138.8,104.7
230.2,255.6,301.6,206.6,162.4,149.5,175.2,154.8,136
249.1,261.8,404.6,347.4,209.2,233.2,259.1,245.7,207.2
241.5,292.1,320.5,404.7,264.1,323.7,370.4,353,308.9
264.4,302,463.6,327.3,249,267,315.2,344.8,258
284.3,361.7,357.4,190.2,141.9,129.4,136.9,130,120.7
229.6,320.6,457.9,461,301.8,348.4,392.1,389.7,309.5
304.3,355.9,442.7,466.2,284.9,430.4,342.4,372.3,297.4
319.1,371.2,507.5,423.7,339,311.4,325.6,314.4,255.4
401.3,383.4,440.8,326.2,258.6,236.3,223.4,220.6,185.6
372.9,344.9,631.8,509.1,368.4,451.7,401,360.5,269.8
295.5,399.5,513.7,510.1,279.3,513.9,404,492.4,404.6
298.6,435.3,500.8,491.5,331,376.3,321,324,268.5
317,437,524.7,375.2,231.4,476.8,265.8,294.6,238
511.2,447.4,481.5,289.6,222.8,180.9,185.8,179.3,142.6
508.1,410.7,526.2,359.4,282.8,279.9,264,267.4,166.1
413.3,465.2,705.6,402,283.8,294.1,298.4,319.3,247.1
631.2,522.1,642.2,487.6,364.7,359.1,376.9,395.7,315.7
646.7,576.4,614.5,290.5,247.4,217.5,132.7,102.8,87.6
482.2,607.4,761.7,472,487.6,373.3,320.8,348.8,245.7
470.8,607.6,786.4,645.4,387.8,497.1,533,477.6,448
577.9,639.5,845.1,667.1,472.2,524.1,453.6,476.7,384.6
583.5,648.9,736,494.5,359.5,353.9,338.4,356.7,288.4
477.6,713.7,986.4,572,421.2,443.8,362.2,398.5,303.2
666.6,772.2,980.4,1102.1,647,768.8,788.9,849.4,667.8
682.6,811.7,1006.6,831.4,603.1,610.9,642.9,621.9,532.9
771.3,945.8,990.1,415,316.5,213.5,266.4,251.1,233.6
618.4,878.5,1149.3,849.6,581.6,601.8,629.8,640.5,506.3
594.2,912.6,1080,897.1,609.4,672.9,752.9,815.8,560.1
864.2,917.8,1116.7,856.7,577.6,622.3,605.2,619.7,528.8
1244.6,927.6,1076.3,711.4,617.1,540.8,604.7,616.4,451.8
891.8,830.4,1391.4,697.9,532.9,527,523.9,499.9,519.1
897.7,985.1,1070.1,625.5,404.2,379,497.7,383.6,353.9
906.5,843.4,1263.7,701,554,496.3,485,489.4,368.9
849.4,1085.9,1142.7,1075.8,998.2,782.8,665.8,663.3,490.1
755,1011.3,1446.9,1232,753.9,897.6,1120.9,1053.3,876.3
962.2,1031.9,1111.1,787.5,608.9,556.8,633.1,696.5,522.7
1122.3,1041.6,1169.8,1304.5,683.9,800.5,1080.8,1076,764.3
977.5,1061.7,1347.6,1235.6,903.7,1005.9,729.1,742.7,592.9
1307.7,1066.8,989.1,347.2,283.2,211.9,212.6,218.7,192.2
1107.4,1099.3,1159.9,806.6,596.8,574.5,609.1,548,446.2
1407.4,932,1256.4,843.8,700.8,660,733.6,775,582
925.7,1147.7,2034.7,1014.1,646.5,726.5,517,419.5,188.2
1080,1059.7,1664.9,1277.5,853.5,787,866.8,688.9,590.9
1156,1248.2,1608.6,1239.4,801.4,856.8,732.1,784.1,535.1
969.9,1332.8,1586.5,1108.7,824.6,843.8,796.6,837,738.2
1278.9,1447.3,1862.3,824.4,683.1,738.7,411.6,526.9,623.2
1596.2,1261.9,1729.3,1373,1220.8,1029.9,888.1,827.4,509.7
1331.7,1710.1,1962.1,1013,720.7,766.5,819.2,850.3,668.1
1569.4,1857.6,1944.1,951.9,721,641.2,681,656.1,555.2
1638.5,1984.9,2103.3,1137.9,848.1,776.7,775.4,774.1,714.5
2228.6,1863.8,2117.2,1794.4,1002.6,1174.1,1245.1,1180,994.2
81,90.7,126.6,102.2,81.6,74.5,77.8,78.4,69.5
106.3,109.3,139.9,128.4,67.3,108.6,108.8,96.4,87.2
162.4,154.9,183.9,118.4,103.1,90.2,89.6,98.6,77.2
157.2,149.8,210.7,215.9,139.2,148.2,155.4,154.8,130.9
165,179.4,230.7,243.1,124.4,168.4,187.3,165.9,137.5
179.8,272,279.2,2340.3,584.4,1662.3,336.2,402,240.3
209,258.1,357.9,308.7,268.3,253.1,261.6,252.3,212.1
209.3,288.4,351.7,454.9,249.2,318,324.4,320,300.3
271.5,297.8,358.3,250.4,195.9,183.9,194,188,160
250.8,303,407.9,638.6,289.8,469.5,498.4,542.8,469.9
243.6,319.6,430,434.1,287.8,320.3,374.4,351,259.3
268.6,323.9,390,395.7,263.2,314,353.7,333.9,290.7
298.1,326.3,447.9,470.3,234.4,312,317.9,284.3,216.5
264.8,359.1,460.3,399.7,248.2,300,332.4,346.4,281.9
342.4,365.9,488.3,762.3,367.3,565.2,561.6,774.2,643.9
373.7,400.8,491.3,1039.2,484.3,800.7,982.5,1078.5,937.8
360.4,417.4,573.7,578.2,340.4,417.8,426,417.8,295.7
394.9,441.9,570.7,408.6,298.7,301.6,315.6,307,270
402.2,444.8,578.8,535.1,367.7,425.6,389.5,384.7,327.4
519,397.1,507.5,302.3,218.7,222.6,231.9,239.5,201.8
257.4,455,639.8,488.6,355.1,370.9,384.9,390.5,341.6
361.7,469.3,598.1,478.6,358.5,378.4,328.4,328.7,278
452.8,551.8,351.7,231.6,108.8,159.9,152.6,182.6,145.7
453.8,491,608.7,414.1,302.5,307.6,374.9,348.5,284.2
476.6,517.5,784.5,1201.7,460.1,693.2,750.1,713.1,566.4
981,370,597.8,1359.7,929.4,1205.4,365.8,256.4,55.2
619.3,571.7,655.7,430.2,307,308.3,332.4,345.3,286.3
518,596.4,721.6,286.2,383.4,241.1,221.6,214.2,172.8
498.6,624.1,690.9,485.9,399.4,400.9,382.2,381.6,371.2
515.7,689.4,694.2,368.4,281.4,235.9,319,282.6,227.4
489.8,623.8,816.5,513.8,408.2,370.8,401.2,428.2,342.6
655.8,558.1,720.6,634.7,493.9,527,587,427.9,421.4
543.3,635.7,751.4,373.5,300.2,238.9,271.3,266.2,215.1
646,568.2,827.9,575.1,380.1,438.7,409.9,429.3,368.3
836.1,675.7,792.1,538.6,490.5,443.3,402.7,393.5,252
582.3,739.3,818.7,493,337.8,350.9,340.2,357.7,295
705.9,664.8,881.6,707.5,577,575.3,511.5,558.5,446.7
763.8,768.3,937.1,563.8,352.3,379.7,398.7,400.5,329.5
766.1,805,997.1,808.3,573.3,587.3,573.3,575.5,520.9
877.7,853.4,969,755.3,589.1,538.8,643.1,660.3,540.6
1122.8,819.1,973.2,874.8,588.3,642.8,656.7,626.1,537.4
813.5,858.9,1024.6,596.5,488.2,420.4,401.7,364,302.7
837.3,859.7,1275.2,987.1,730.8,737.8,786.2,732,479.6
873.2,813.8,1038,411.3,421.5,262,278.3,238.1,194.6
961.1,903.4,1049.5,637.3,509.6,525.6,488.7,509.5,424
921,1002.2,1059.7,762.2,544.9,551.8,537.3,535.8,446.3
797.5,1014.6,1345.3,1107.4,880.2,928.4,830.5,884,691.4
926.6,1200.1,1304.4,875.7,653,627.2,651.7,677.6,566.2
1116.5,1190.6,1607.7,1794.2,1012.5,1307.2,1293.5,1328.8,1076.4
877.2,1205.6,1556,1277.6,872.3,1015.8,916.2,908.8,801
1451.5,1294.9,1206.5,625.5,449.2,410.5,493.8,388.9,386.4
1376.1,1430.7,1575.5,951.7,669.8,698.6,659.9,676.6,542.5
1347.4,1554.4,1713,1040.6,737,726.5,827.6,879.9,780.8
1139.6,1541.7,1739.6,1340.2,857.9,936,1029,1016.8,754.2
1221.7,1641.3,2113.6,1075.5,736.9,538.2,808,527.7,353.5
1600.1,1656.9,1773.4,928.3,781,679.5,684.3,658.8,588.8
89.4,103.3,126.6,103.5,71.1,84,86.8,99.5,79.4
133.7,118.9,145.9,96,114.6,68.1,84.3,76,65.1
169.2,167.6,185.4,159,105.9,113.5,115.2,117.4,84
184.9,154.5,210.2,117.7,92.8,94.5,89.6,93.3,71.4
180.5,212.5,260.3,208,135.1,154,143.5,153.9,130.9
205.7,226.1,235,154,127,111.3,119.1,108.4,90.6
193.5,230.3,385.3,401.8,266.9,303.9,321.5,324.8,279.1
238.9,246.7,329.2,293,204.6,222.7,234,224.7,182.9
194.9,276.5,400,371.1,258.6,293.8,296.5,349.7,264.8
258.6,298.4,359.9,626.9,320,485.1,597.4,584.8,533.7
486.2,332.8,328.8,205.7,221.4,185.9,153.1,197.1,106
273.6,374.8,495,920.4,426.8,1361.5,755.8,1069.7,896.4
351.1,388.7,523.8,369.5,229.7,253.4,298.7,275.9,227.1
342.1,406.9,511.1,496.6,374.9,449.3,337.6,341.8,215.5
361.1,423.2,634.8,633.7,425.1,490.2,561.7,620.3,507.4
456.6,461.6,571,295,255.5,246,220.8,263,182.1
545.6,509.4,552.6,360.2,321.9,259.5,271.2,253.4,209
326.5,511.3,687.1,778.8,460.6,594.8,616.2,617.3,494
482.6,463.2,599.8,438.4,343.2,328.7,314.3,331.7,293.1
487.2,488.7,586.4,498.5,404.5,397.1,399.2,431.8,387.8
460.7,519,664.1,538.7,321.3,380.9,404.5,406.5,330.8
535.5,508.5,641.5,893.5,564.7,609.8,557.9,492.7,427.3
429.6,587.7,677,688,473.8,556.1,420,529.9,412.7
