380-1,380-2,380-3,800-1,800-2,800-3,380-1P,380-2P,380-3P,800-1P,800-2P,800-3P,380-1Fe,380-2Fe,380-3Fe,800-1Fe,800-2Fe,800-3Fe,380-1FeP,380-2FeP,380-3FeP,800-1FeP,800-2FeP,800-3FeP
18.056,14.811,12.582,12.204,14.801,14.924,10.934,10.412,8.671,9.7556,12.686,8.4375,14.122,15.496,14.001,10.635,15.731,13.972,10.372,8.2655,10.928,9.5653,13.432,13.111
9.9308,12.959,12.582,12.204,12.951,11.939,9.9403,12.494,10.598,13.007,15.505,13.259,13.181,9.9617,14.001,5.3175,10.815,5.3739,7.2605,11.021,9.9347,11.478,12.537,13.111
6.3196,5.5541,5.3921,6.9737,5.5503,6.9645,5.9642,6.2472,5.7807,9.7556,4.2286,10.848,9.4148,7.748,9.3339,9.5714,7.8655,8.5982,9.335,11.021,11.922,14.348,9.8504,9.3653
28.89,25.919,23.366,26.151,26.826,25.868,23.857,23.948,24.086,24.931,22.552,27.723,26.361,38.74,35.002,36.159,33.429,37.617,29.042,31.225,32.785,25.826,24.178,28.096
55.071,58.318,58.414,53.174,50.878,53.726,59.642,68.72,56.843,56.365,66.247,68.705,57.43,61.984,58.337,60.619,60.958,55.888,60.159,61.532,60.602,52.609,55.52,54.319
15.348,14.811,13.48,13.076,14.801,11.939,11.928,11.453,9.6345,15.175,12.686,14.464,15.064,11.069,16.334,8.5079,11.798,5.3739,13.484,13.776,11.922,10.522,13.432,12.175
5.4168,5.5541,4.4934,6.102,4.6253,5.9696,5.9642,6.2472,7.7076,6.5037,4.2286,7.2322,6.5904,3.3206,5.8337,7.4444,6.8823,7.5234,5.1861,5.5104,5.9608,4.7826,3.5819,3.7461
3.6112,3.7027,3.5947,3.4868,4.6253,2.9848,3.9761,2.0824,3.8538,3.2519,2.819,2.4107,2.8244,5.5343,4.667,5.3175,3.9328,1.0748,2.0744,1.8368,3.9739,2.8696,2.6865,2.8096
11.736,11.108,9.8855,10.46,14.801,14.924,15.905,9.3708,14.452,8.6716,9.8666,8.4375,19.771,22.137,18.668,15.952,17.697,15.047,15.558,23.878,19.869,18.174,17.014,15.921
23.473,25.919,27.859,20.921,24.976,23.878,68.588,65.596,70.332,74.793,74.704,67.5,19.771,11.069,22.168,12.762,14.748,16.122,76.754,75.308,74.511,51.653,49.252,41.207
4.514,2.777,6.2908,3.4868,4.6253,4.9746,1.9881,1.0412,1.9269,2.1679,4.2286,3.6161,1.883,6.6412,2.3335,7.4444,5.8991,3.2243,1.0372,1.8368,1.9869,5.7392,3.5819,4.6827
29.792,27.77,27.859,27.023,30.527,25.868,37.773,29.154,30.83,35.77,35.238,33.75,27.303,27.671,35.002,34.032,34.412,36.542,36.303,29.389,37.752,38.261,36.715,31.842
89.377,87.014,85.375,87.171,79.554,83.574,92.445,93.708,96.345,97.556,100.08,97.634,92.265,92.976,94.506,62.746,72.756,75.234,105.8,101.94,105.31,103.31,94.922,100.21
25.278,24.993,23.366,25.28,25.901,23.878,26.839,27.071,29.867,28.183,26.781,24.107,28.244,30.992,33.835,35.095,35.395,31.169,32.154,37.654,35.765,32.522,28.656,29.033
7.2224,5.5541,5.3921,6.102,5.5503,5.9696,5.9642,5.206,5.7807,6.5037,4.2286,4.8214,6.5904,3.3206,7.0004,5.3175,3.9328,5.3739,7.2605,6.4287,5.9608,5.7392,6.2684,5.6192
6.3196,7.4054,8.0881,6.9737,9.2505,6.9645,5.9642,8.3296,7.7076,8.6716,8.4571,8.4375,8.4733,6.6412,8.1672,17.016,15.731,18.271,14.521,11.021,10.928,11.478,11.641,10.302
41.529,38.878,34.15,36.612,42.552,34.822,33.797,34.36,37.574,46.61,42.286,47.009,54.606,38.74,47.836,44.667,52.109,47.29,52.898,53.267,45.7,48.783,59.998,52.446
24.376,23.142,24.264,22.664,27.752,30.843,33.797,26.03,28.903,28.183,22.552,32.545,34.835,24.351,23.335,28.714,34.412,29.019,30.079,33.062,39.739,33.478,27.76,33.715
1.8056,2.777,3.5947,3.4868,2.7752,3.9797,3.9761,4.1648,4.8172,4.3358,4.2286,2.4107,4.7074,4.4274,3.5002,6.3809,6.8823,7.5234,4.1489,5.5104,6.9543,3.8261,2.6865,3.7461
22.57,22.216,25.163,25.28,24.051,26.863,27.833,31.236,27.94,28.183,31.009,26.518,29.186,18.817,25.668,15.952,21.63,16.122,20.744,30.307,27.817,26.783,24.178,30.906
1.8056,2.777,2.696,4.3585,6.4754,2.9848,1.9881,1.0412,2.8903,4.3358,2.819,1.2054,6.5904,4.4274,4.667,3.1905,0.98319,6.4487,3.1117,4.592,4.9674,3.8261,3.5819,4.6827
11.736,10.182,10.784,8.7171,9.2505,10.944,9.9403,10.412,10.598,7.5877,4.2286,9.6429,13.181,8.8549,10.501,12.762,12.781,9.673,10.372,11.021,12.915,13.391,11.641,9.3653
13.542,15.737,10.784,18.306,13.876,18.904,16.899,16.659,20.232,17.343,18.324,21.696,17.888,13.282,16.334,20.206,18.681,19.346,24.893,19.286,24.837,20.087,21.492,17.794
5.4168,6.4797,8.0881,6.9737,7.4004,7.9594,6.9582,7.2884,7.7076,8.6716,8.4571,6.0268,7.5318,6.6412,9.3339,4.254,4.916,4.2991,5.1861,6.4287,6.9543,8.6088,9.8504,9.3653
4.514,4.6284,8.9868,5.2302,7.4004,3.9797,3.9761,6.2472,9.6345,3.2519,2.819,4.8214,5.6489,2.2137,10.501,5.3175,3.9328,3.2243,4.1489,7.3471,7.9478,2.8696,5.3729,5.6192
4.514,0.92568,3.5947,5.2302,8.3255,5.9696,8.9463,3.1236,5.7807,4.3358,1.4095,1.2054,2.8244,7.748,4.667,7.4444,7.8655,4.2991,6.2233,8.2655,6.9543,5.7392,4.4774,4.6827
1.8056,4.6284,4.4934,4.3585,5.5503,5.9696,3.9761,4.1648,2.8903,5.4198,4.2286,2.4107,6.5904,6.6412,4.667,11.698,9.8319,7.5234,8.2977,10.102,10.928,7.6522,6.2684,7.4923
4.514,2.777,3.5947,4.3585,7.4004,3.9797,2.9821,3.1236,2.8903,4.3358,1.4095,4.8214,4.7074,4.4274,4.667,2.127,2.9496,2.1496,2.0744,3.6736,3.9739,2.8696,4.4774,3.7461
14.445,12.959,12.582,13.076,12.026,11.939,12.922,11.453,13.488,15.175,16.914,15.67,13.181,14.389,16.334,10.635,10.815,10.748,13.484,15.613,15.896,12.435,14.328,16.858
20.764,17.588,16.176,17.434,18.501,15.919,13.916,14.577,10.598,16.259,18.324,13.259,16.005,17.71,22.168,14.889,19.664,13.972,12.447,11.021,13.909,14.348,16.119,16.858
10.834,10.182,10.784,10.46,11.101,12.934,9.9403,10.412,10.598,10.84,8.4571,12.054,8.4733,8.8549,11.667,10.635,8.8487,7.5234,10.372,11.021,10.928,11.478,10.746,8.4288
7.2224,9.2568,8.0881,8.7171,10.176,11.939,4.9702,8.3296,10.598,7.5877,9.8666,8.4375,9.4148,6.6412,15.168,4.254,6.8823,5.3739,7.2605,8.2655,8.9413,6.6957,8.9549,7.4923
35.209,37.953,38.643,34.868,32.377,37.807,31.809,33.319,33.721,29.267,33.828,37.366,38.601,34.313,43.169,26.587,31.462,33.318,34.228,37.654,26.824,44,40.297,45.89
110.14,117.56,108.74,117.68,107.31,117.4,126.24,145.77,127.18,127.91,125.45,125.36,126.16,142.78,143.51,152.08,144.53,134.35,133.8,136.84,143.06,117.65,120.89,120.81
42.432,42.581,45.833,36.612,37.927,44.772,40.755,40.607,37.574,36.854,46.514,48.214,41.425,54.236,60.671,40.413,36.378,27.944,43.563,51.43,49.674,33.478,40.297,36.525
29.792,29.622,30.555,23.536,27.752,25.868,31.809,27.071,26.013,32.519,29.6,33.75,23.537,28.778,32.669,19.143,17.697,23.645,31.117,23.878,21.856,22,24.178,20.604
5.4168,5.5541,5.3921,5.2302,5.5503,3.9797,4.9702,6.2472,4.8172,6.5037,2.819,6.0268,4.7074,5.5343,8.1672,5.3175,4.916,6.4487,5.1861,6.4287,4.9674,7.6522,6.2684,6.5557
51.46,48.135,44.934,49.687,44.402,44.772,43.737,44.772,38.538,52.03,49.333,48.214,46.132,40.954,57.17,56.365,49.16,58.038,47.712,46.838,51.661,48.783,51.043,53.382
66.807,62.02,74.591,67.122,72.154,74.619,46.719,53.101,48.172,74.793,56.381,53.036,80.967,70.839,77.005,74.444,66.857,58.038,45.638,60.614,57.621,57.392,63.58,59.938
5.4168,6.4797,6.2908,8.7171,8.3255,6.9645,8.9463,8.3296,3.8538,7.5877,4.2286,6.0268,8.4733,6.6412,3.5002,6.3809,4.916,9.673,8.2977,9.1839,9.9347,8.6088,10.746,12.175
18.959,15.737,15.278,14.819,10.176,13.929,14.91,18.742,11.561,11.923,18.324,16.875,13.181,7.748,16.334,2.127,1.9664,3.2243,12.447,20.205,11.922,10.522,9.8504,8.4288
19.862,18.514,23.366,20.921,23.126,20.893,20.875,22.907,20.232,18.427,22.552,21.696,20.713,23.244,23.335,29.778,31.462,24.72,22.819,27.552,23.843,21.044,23.283,22.477
6.3196,7.4054,2.696,1.7434,4.6253,4.9746,3.9761,5.206,2.8903,4.3358,1.4095,0,8.4733,5.5343,5.8337,6.3809,7.8655,3.2243,3.1117,5.5104,3.9739,5.7392,7.1639,5.6192
40.626,37.027,39.542,33.997,39.777,36.812,36.779,31.236,32.757,33.602,39.467,34.955,36.718,28.778,35.002,24.46,27.529,23.645,29.042,36.736,35.765,31.565,31.342,32.779
21.667,19.439,17.075,20.049,18.501,10.944,23.857,18.742,16.379,17.343,7.0476,13.259,27.303,32.099,23.335,26.587,31.462,30.094,24.893,28.47,28.811,28.696,27.76,21.54
6.3196,4.6284,8.0881,5.2302,6.4754,6.9645,3.9761,7.2884,7.7076,4.3358,4.2286,4.8214,7.5318,3.3206,4.667,6.3809,8.8487,8.5982,12.447,9.1839,5.9608,5.7392,9.8504,9.3653
5.4168,6.4797,6.2908,4.3585,3.7002,3.9797,8.9463,6.2472,8.671,6.5037,4.2286,8.4375,5.6489,8.8549,5.8337,8.5079,7.8655,7.5234,11.409,8.2655,13.909,7.6522,6.2684,5.6192
0.9028,1.8514,3.5947,2.6151,2.7752,3.9797,2.9821,3.1236,2.8903,1.084,1.4095,1.2054,3.7659,2.2137,7.0004,4.254,1.9664,3.2243,4.1489,2.7552,2.9804,2.8696,1.791,3.7461
5.4168,6.4797,6.2908,4.3585,3.7002,3.9797,0.99403,2.0824,1.9269,3.2519,1.4095,3.6161,6.5904,8.8549,8.1672,6.3809,7.8655,4.2991,3.1117,1.8368,0.99347,6.6957,5.3729,4.6827
5.4168,1.8514,4.4934,6.102,3.7002,3.9797,3.9761,5.206,2.8903,6.5037,5.6381,4.8214,8.4733,4.4274,7.0004,10.635,7.8655,7.5234,8.2977,6.4287,10.928,5.7392,9.8504,7.4923
2.7084,1.8514,2.696,1.7434,4.6253,1.9899,3.9761,2.0824,2.8903,2.1679,2.819,3.6161,1.883,2.2137,2.3335,3.1905,1.9664,2.1496,3.1117,3.6736,4.9674,4.7826,2.6865,1.8731
18.959,18.514,17.974,16.562,20.351,21.888,15.905,17.7,12.525,16.259,12.686,14.464,22.595,22.137,18.668,25.524,23.597,23.645,17.633,20.205,21.856,19.131,17.91,19.667
5.4168,5.5541,4.4934,3.4868,3.7002,5.9696,2.9821,3.1236,3.8538,3.2519,4.2286,3.6161,3.7659,6.6412,3.5002,6.3809,4.916,2.1496,3.1117,3.6736,5.9608,2.8696,2.6865,3.7461
6.3196,4.6284,6.2908,5.2302,3.7002,4.9746,2.9821,5.206,4.8172,7.5877,7.0476,8.4375,6.5904,5.5343,7.0004,6.3809,6.8823,7.5234,6.2233,6.4287,4.9674,6.6957,4.4774,8.4288
21.667,13.885,18.872,20.921,21.276,14.924,16.899,19.783,18.306,19.511,25.371,25.313,19.771,21.03,32.669,22.333,27.529,24.72,19.707,21.123,23.843,25.826,17.014,22.477
10.834,10.182,8.9868,9.5888,9.2505,8.9543,8.9463,8.3296,7.7076,8.6716,9.8666,9.6429,11.298,9.9617,9.3339,6.3809,5.8991,7.5234,15.558,11.021,9.9347,11.478,9.8504,11.238
30.695,28.696,30.555,30.51,29.602,32.833,26.839,33.319,27.94,29.267,32.419,32.545,33.893,39.847,33.835,40.413,36.378,38.692,34.228,31.225,35.765,34.435,29.551,33.715
23.473,26.845,22.467,28.766,34.227,28.853,43.737,35.401,33.721,33.602,31.009,30.134,32.952,18.817,31.502,24.46,27.529,25.795,24.893,22.96,27.817,31.565,28.656,29.033
75.835,76.831,81.78,81.941,81.404,88.548,91.451,96.832,81.893,88.884,105.71,96.429,91.323,89.656,93.339,87.206,93.403,106.4,103.72,99.186,96.367,97.566,92.235,90.844
3.6112,2.777,2.696,1.7434,1.8501,1.9899,1.9881,6.2472,6.7441,6.5037,1.4095,3.6161,4.7074,2.2137,1.1667,4.254,2.9496,5.3739,5.1861,8.2655,6.9543,3.8261,5.3729,4.6827
34.306,38.878,35.947,29.638,33.302,35.817,33.797,33.319,34.684,29.267,32.419,26.518,35.776,42.061,38.502,35.095,41.294,42.991,41.489,45.92,34.772,39.218,35.819,37.461
4.514,6.4797,3.5947,6.9737,5.5503,6.9645,5.9642,6.2472,8.671,8.6716,8.4571,13.259,7.5318,5.5343,9.3339,7.4444,9.8319,6.4487,6.2233,7.3471,9.9347,4.7826,7.1639,5.6192
8.1252,12.034,8.0881,6.9737,7.4004,5.9696,5.9642,5.206,6.7441,5.4198,7.0476,7.2322,11.298,8.8549,12.834,12.762,7.8655,9.673,8.2977,10.102,7.9478,7.6522,8.9549,10.302
5.4168,4.6284,5.3921,6.102,7.4004,5.9696,5.9642,7.2884,6.7441,6.5037,4.2286,6.0268,8.4733,5.5343,12.834,7.4444,6.8823,6.4487,7.2605,10.102,7.9478,11.478,8.0594,14.048
26.181,26.845,25.163,24.408,26.826,24.873,26.839,29.154,26.977,32.519,31.009,28.929,33.893,32.099,31.502,32.968,31.462,29.019,36.303,32.144,27.817,29.652,29.551,30.906
2.7084,1.8514,2.696,3.4868,3.7002,2.9848,1.9881,3.1236,1.9269,4.3358,2.819,4.8214,2.8244,1.1069,4.667,5.3175,2.9496,0,3.1117,1.8368,2.9804,3.8261,2.6865,1.8731
5.4168,7.4054,4.4934,6.102,7.4004,8.9543,8.9463,8.3296,6.7441,7.5877,7.0476,7.2322,7.5318,5.5343,11.667,8.5079,5.8991,7.5234,7.2605,10.102,8.9413,7.6522,7.1639,8.4288
21.667,20.365,17.075,15.691,20.351,22.883,16.899,18.742,18.306,14.091,15.505,10.848,23.537,25.458,21.001,20.206,20.647,23.645,19.707,16.531,18.876,16.261,17.91,15.921
52.362,47.21,44.934,46.201,46.253,57.706,58.648,54.143,54.917,56.365,57.79,51.83,53.664,64.198,64.171,74.444,74.723,82.758,56.01,54.185,59.608,57.392,58.207,60.875
13.542,15.737,14.379,11.332,12.951,8.9543,10.934,10.412,9.6345,9.7556,11.276,13.259,12.239,11.069,11.667,11.698,7.8655,10.748,12.447,8.2655,7.9478,12.435,12.537,9.3653
3.6112,5.5541,3.5947,5.2302,3.7002,2.9848,7.9523,8.3296,9.6345,9.7556,8.4571,6.0268,10.356,8.8549,11.667,13.825,14.748,11.823,8.2977,9.1839,13.909,5.7392,8.0594,6.5557
0.9028,1.8514,1.7974,3.4868,4.6253,0.99493,3.9761,2.0824,4.8172,2.1679,0,1.2054,4.7074,1.1069,3.5002,5.3175,1.9664,1.0748,4.1489,5.5104,3.9739,3.8261,4.4774,4.6827
9.028,7.4054,6.2908,6.9737,6.4754,8.9543,3.9761,3.1236,5.7807,3.2519,4.2286,3.6161,8.4733,8.8549,10.501,7.4444,2.9496,4.2991,7.2605,4.592,2.9804,10.522,8.9549,7.4923
0,0,0.89868,1.7434,1.8501,1.9899,2.9821,4.1648,2.8903,3.2519,2.819,2.4107,2.8244,3.3206,1.1667,8.5079,6.8823,6.4487,6.2233,7.3471,7.9478,4.7826,6.2684,4.6827
3.6112,1.8514,2.696,6.102,3.7002,4.9746,1.9881,3.1236,4.8172,5.4198,2.819,6.0268,4.7074,6.6412,5.8337,7.4444,5.8991,9.673,5.1861,5.5104,5.9608,4.7826,1.791,2.8096
2.7084,2.777,2.696,3.4868,2.7752,1.9899,2.9821,3.1236,1.9269,3.2519,2.819,3.6161,4.7074,0,5.8337,4.254,3.9328,3.2243,5.1861,3.6736,3.9739,3.8261,5.3729,4.6827
4.514,1.8514,3.5947,3.4868,2.7752,2.9848,1.9881,2.0824,1.9269,1.084,0,1.2054,4.7074,5.5343,2.3335,4.254,3.9328,4.2991,2.0744,3.6736,2.9804,1.9131,2.6865,4.6827
3.6112,4.6284,4.4934,4.3585,5.5503,4.9746,4.9702,4.1648,5.7807,4.3358,5.6381,6.0268,4.7074,5.5343,5.8337,7.4444,7.8655,8.5982,6.2233,7.3471,7.9478,4.7826,7.1639,6.5557
7.2224,9.2568,9.8855,7.8454,8.3255,7.9594,4.9702,10.412,7.7076,6.5037,7.0476,8.4375,9.4148,6.6412,12.834,8.5079,6.8823,6.4487,6.2233,10.102,6.9543,8.6088,8.9549,11.238
7.2224,7.4054,8.0881,11.332,12.026,9.9493,8.9463,7.2884,7.7076,7.5877,7.0476,7.2322,15.064,11.069,8.1672,9.5714,11.798,9.673,7.2605,11.021,8.9413,11.478,13.432,13.111
1.8056,0,0,0.87171,1.8501,0,1.9881,3.1236,4.8172,4.3358,1.4095,4.8214,1.883,2.2137,2.3335,5.3175,2.9496,4.2991,4.1489,3.6736,4.9674,4.7826,2.6865,4.6827
14.445,12.959,11.683,12.204,12.026,10.944,7.9523,8.3296,11.561,11.923,8.4571,9.6429,14.122,16.603,14.001,12.762,18.681,17.196,10.372,10.102,11.922,11.478,10.746,12.175
81.252,86.088,87.172,94.144,86.03,94.518,97.415,99.956,92.491,84.548,93.028,98.839,105.45,108.47,108.51,123.36,124.87,117.15,110.98,116.64,129.15,95.653,96.713,103.96
3.6112,1.8514,2.696,2.6151,5.5503,3.9797,5.9642,6.2472,5.7807,6.5037,1.4095,3.6161,5.6489,3.3206,7.0004,10.635,6.8823,2.1496,6.2233,5.5104,11.922,3.8261,6.2684,6.5557
10.834,10.182,8.9868,15.691,15.726,7.9594,5.9642,9.3708,14.452,10.84,2.819,7.2322,18.83,13.282,15.168,9.5714,17.697,11.823,13.484,14.694,10.928,20.087,18.805,15.921
104.72,104.6,99.754,94.144,104.53,103.47,95.427,92.667,92.491,104.06,104.3,102.46,108.27,116.22,117.84,112.73,118.97,108.55,94.387,92.758,105.31,106.17,99.399,99.273
14.445,12.034,15.278,13.947,14.801,13.929,17.893,13.536,11.561,14.091,19.733,16.875,13.181,14.389,17.501,9.5714,9.8319,8.5982,13.484,13.776,13.909,8.6088,11.641,9.3653
7.2224,6.4797,9.8855,4.3585,5.5503,6.9645,123.26,113.49,112.72,117.07,108.53,110.89,4.7074,4.4274,5.8337,8.5079,6.8823,7.5234,115.13,135,132.13,69.827,67.161,56.192
16.25,13.885,11.683,15.691,17.576,15.919,17.893,13.536,14.452,19.511,12.686,14.464,16.947,9.9617,18.668,8.5079,7.8655,7.5234,8.2977,16.531,18.876,18.174,17.014,16.858
9.9308,12.034,11.683,12.204,8.3255,11.939,8.9463,12.494,11.561,10.84,9.8666,9.6429,7.5318,9.9617,8.1672,19.143,13.765,9.673,9.335,10.102,11.922,8.6088,8.0594,9.3653
28.89,26.845,24.264,24.408,24.051,24.873,29.821,27.071,25.05,27.099,33.828,32.545,32.01,27.671,24.502,30.841,28.513,31.169,31.117,28.47,30.798,29.652,28.656,31.842
17.153,15.737,13.48,11.332,14.801,16.914,16.899,17.7,16.379,10.84,11.276,15.67,13.181,14.389,14.001,10.635,17.697,15.047,12.447,24.797,24.837,14.348,16.119,14.985
5.4168,7.4054,4.4934,4.3585,3.7002,3.9797,4.9702,1.0412,2.8903,5.4198,0,1.2054,9.4148,5.5343,3.5002,5.3175,3.9328,9.673,5.1861,3.6736,4.9674,9.5653,9.8504,4.6827
14.445,12.959,13.48,16.562,9.2505,14.924,13.916,11.453,23.123,22.763,14.095,15.67,20.713,18.817,22.168,17.016,19.664,19.346,19.707,19.286,24.837,19.131,18.805,21.54
0.9028,2.777,1.7974,3.4868,4.6253,2.9848,4.9702,2.0824,3.8538,1.084,2.819,3.6161,2.8244,5.5343,2.3335,3.1905,3.9328,6.4487,4.1489,4.592,4.9674,3.8261,1.791,3.7461
40.626,49.061,48.529,30.51,41.627,33.827,26.839,28.113,26.977,29.267,32.419,30.134,49.898,53.129,53.67,51.048,45.227,54.814,38.377,41.328,32.785,50.696,51.938,50.573
6.3196,4.6284,7.1894,6.102,3.7002,4.9746,4.9702,5.206,4.8172,4.3358,8.4571,6.0268,6.5904,6.6412,9.3339,5.3175,8.8487,5.3739,5.1861,5.5104,4.9674,9.5653,8.9549,6.5557
37.015,37.027,31.454,30.51,34.227,30.843,27.833,34.36,23.123,33.602,23.962,33.75,38.601,43.167,33.835,23.397,22.613,25.795,31.117,27.552,25.83,28.696,30.447,32.779
16.25,18.514,12.582,16.562,13.876,17.909,18.887,17.7,15.415,18.427,18.324,19.286,20.713,23.244,21.001,24.46,18.681,22.57,23.856,21.123,23.843,17.218,17.014,17.794
0.9028,1.8514,1.7974,2.6151,0.92505,1.9899,3.9761,1.0412,2.8903,3.2519,1.4095,3.6161,5.6489,3.3206,4.667,7.4444,7.8655,5.3739,5.1861,2.7552,1.9869,6.6957,4.4774,3.7461
12.639,8.3311,12.582,13.947,12.026,10.944,9.9403,11.453,13.488,14.091,15.505,9.6429,12.239,9.9617,15.168,8.5079,8.8487,6.4487,11.409,9.1839,11.922,13.391,11.641,12.175
10.834,14.811,10.784,13.947,12.951,10.944,16.899,21.865,18.306,21.679,19.733,14.464,16.947,9.9617,10.501,12.762,13.765,15.047,29.042,27.552,30.798,20.087,21.492,23.413
11.736,14.811,17.974,13.076,13.876,11.939,9.9403,10.412,9.6345,13.007,11.276,13.259,15.064,18.817,18.668,19.143,17.697,16.122,11.409,11.939,12.915,9.5653,13.432,15.921
13.542,18.514,19.771,14.819,12.951,16.914,15.905,17.7,14.452,16.259,16.914,12.054,20.713,21.03,15.168,22.333,23.597,20.421,23.856,22.041,17.883,20.087,22.387,19.667
9.028,7.4054,8.0881,10.46,8.3255,8.9543,7.9523,9.3708,7.7076,8.6716,7.0476,9.6429,12.239,8.8549,14.001,8.5079,10.815,8.5982,8.2977,11.021,11.922,10.522,10.746,12.175
1.8056,4.6284,3.5947,2.6151,5.5503,1.9899,0.99403,2.0824,0.96345,0,0,0,6.5904,4.4274,2.3335,3.1905,5.8991,3.2243,3.1117,0,0.99347,1.9131,4.4774,5.6192
27.084,29.622,33.251,31.381,26.826,22.883,17.893,16.659,18.306,15.175,11.276,19.286,31.069,29.885,31.502,20.206,23.597,25.795,19.707,15.613,11.922,22,25.074,21.54
21.667,17.588,22.467,21.793,19.426,25.868,26.839,21.865,22.159,21.679,25.371,26.518,23.537,25.458,28.002,21.27,20.647,21.496,24.893,22.041,24.837,19.131,22.387,17.794
2.7084,1.8514,2.696,2.6151,2.7752,4.9746,2.9821,2.0824,2.8903,1.084,4.2286,1.2054,2.8244,2.2137,3.5002,3.1905,3.9328,2.1496,2.0744,1.8368,2.9804,1.9131,2.6865,1.8731
6.3196,8.3311,7.1894,6.102,6.4754,8.9543,5.9642,8.3296,7.7076,8.6716,7.0476,9.6429,9.4148,9.9617,5.8337,7.4444,8.8487,7.5234,9.335,8.2655,7.9478,7.6522,7.1639,11.238
5.4168,6.4797,8.9868,8.7171,7.4004,6.9645,4.9702,8.3296,7.7076,7.5877,8.4571,9.6429,8.4733,5.5343,5.8337,9.5714,7.8655,10.748,9.335,7.3471,7.9478,10.522,7.1639,10.302
2.7084,3.7027,1.7974,1.7434,3.7002,1.9899,4.9702,2.0824,2.8903,3.2519,1.4095,1.2054,4.7074,3.3206,4.667,6.3809,5.8991,6.4487,3.1117,6.4287,5.9608,4.7826,7.1639,5.6192
3.6112,3.7027,1.7974,2.6151,2.7752,3.9797,4.9702,4.1648,3.8538,4.3358,4.2286,3.6161,3.7659,3.3206,3.5002,5.3175,5.8991,4.2991,4.1489,6.4287,6.9543,3.8261,3.5819,3.7461
2.7084,1.8514,0.89868,3.4868,4.6253,1.9899,2.9821,2.0824,3.8538,3.2519,2.819,2.4107,6.5904,2.2137,3.5002,2.127,2.9496,3.2243,7.2605,2.7552,3.9739,7.6522,4.4774,6.5557
13.542,14.811,22.467,21.793,17.576,15.919,12.922,10.412,10.598,9.7556,12.686,12.054,16.947,18.817,18.668,9.5714,14.748,13.972,14.521,11.021,7.9478,11.478,16.119,15.921
1.8056,2.777,2.696,1.7434,1.8501,1.9899,1.9881,2.0824,2.8903,2.1679,2.819,2.4107,2.8244,2.2137,2.3335,5.3175,2.9496,3.2243,2.0744,1.8368,3.9739,3.8261,2.6865,2.8096
6.3196,6.4797,8.9868,6.102,8.3255,5.9696,2.9821,3.1236,2.8903,2.1679,2.819,2.4107,9.4148,8.8549,7.0004,6.3809,5.8991,5.3739,10.372,3.6736,5.9608,4.7826,5.3729,5.6192
5.4168,10.182,5.3921,10.46,4.6253,4.9746,0,0,1.9269,0,0,1.2054,13.181,9.9617,5.8337,3.1905,3.9328,6.4487,17.633,11.021,5.9608,21.044,25.969,22.477
3.6112,0,2.696,1.7434,1.8501,2.9848,2.9821,2.0824,2.8903,2.1679,0,2.4107,3.7659,2.2137,3.5002,6.3809,4.916,4.2991,5.1861,8.2655,6.9543,3.8261,6.2684,5.6192
3.6112,2.777,2.696,2.6151,3.7002,1.9899,1.9881,4.1648,3.8538,1.084,4.2286,0,2.8244,5.5343,1.1667,3.1905,2.9496,6.4487,6.2233,4.592,7.9478,5.7392,5.3729,4.6827
7.2224,7.4054,7.1894,9.5888,7.4004,2.9848,3.9761,3.1236,3.8538,3.2519,2.819,3.6161,8.4733,7.748,5.8337,7.4444,7.8655,3.2243,7.2605,6.4287,8.9413,5.7392,5.3729,5.6192
15.348,20.365,16.176,14.819,11.101,16.914,11.928,15.618,16.379,10.84,14.095,13.259,16.005,16.603,16.334,15.952,15.731,18.271,15.558,14.694,16.889,18.174,17.91,15.921
3.6112,3.7027,4.4934,6.102,5.5503,3.9797,3.9761,2.0824,5.7807,5.4198,2.819,3.6161,4.7074,4.4274,3.5002,5.3175,3.9328,3.2243,3.1117,1.8368,3.9739,2.8696,5.3729,1.8731
3.6112,2.777,4.4934,3.4868,3.7002,1.9899,4.9702,3.1236,1.9269,5.4198,1.4095,2.4107,1.883,5.5343,1.1667,3.1905,3.9328,3.2243,5.1861,4.592,1.9869,4.7826,4.4774,4.6827
15.348,13.885,16.176,20.921,18.501,17.909,12.922,13.536,13.488,15.175,18.324,14.464,24.478,14.389,21.001,17.016,20.647,21.496,13.484,14.694,17.883,16.261,16.119,20.604
7.2224,3.7027,8.0881,1.7434,3.7002,0.99493,3.9761,3.1236,4.8172,5.4198,0,2.4107,2.8244,4.4274,2.3335,3.1905,3.9328,8.5982,6.2233,9.1839,5.9608,6.6957,3.5819,2.8096
5.4168,7.4054,6.2908,5.2302,7.4004,5.9696,5.9642,8.3296,9.6345,6.5037,9.8666,9.6429,9.4148,7.748,10.501,7.4444,6.8823,8.5982,7.2605,7.3471,6.9543,8.6088,10.746,10.302
10.834,12.959,12.582,13.076,10.176,10.944,16.899,13.536,9.6345,9.7556,8.4571,12.054,20.713,22.137,16.334,25.524,25.563,25.795,21.782,22.96,27.817,21.044,18.805,18.731
7.2224,9.2568,6.2908,6.102,7.4004,3.9797,8.9463,7.2884,6.7441,7.5877,8.4571,6.0268,8.4733,9.9617,9.3339,10.635,9.8319,10.748,6.2233,7.3471,10.928,7.6522,8.0594,7.4923
