380-1,380-2,380-3,800-1,800-2,800-3,380-1P,380-2P,380-3P,800-1P,800-2P,800-3P,380-1Fe,380-2Fe,380-3Fe,800-1Fe,800-2Fe,800-3Fe,380-1FeP,380-2FeP,380-3FeP,800-1FeP,800-2FeP,800-3FeP
2.7084,2.777,3.5947,3.4868,4.6253,4.9746,5.9642,5.206,6.7441,6.5037,5.6381,3.6161,2.8244,3.3206,1.1667,7.4444,3.9328,9.673,4.1489,5.5104,5.9608,7.6522,8.0594,9.3653
78.544,79.608,147.38,87.171,86.03,58.701,77.534,70.802,80.93,81.296,78.933,79.554,67.786,65.305,44.336,77.635,71.773,88.132,96.461,83.574,89.413,61.218,74.325,59.938
6.3196,2.777,1.7974,5.2302,5.5503,6.9645,2.9821,5.206,5.7807,5.4198,2.819,3.6161,3.7659,5.5343,4.667,5.3175,8.8487,4.2991,8.2977,4.592,2.9804,9.5653,7.1639,6.5557
17.153,16.662,17.974,16.562,15.726,12.934,10.934,13.536,10.598,14.091,11.276,9.6429,19.771,17.71,23.335,18.079,18.681,18.271,13.484,16.531,18.876,16.261,21.492,19.667
21.667,17.588,14.379,13.947,16.651,15.919,12.922,13.536,16.379,10.84,16.914,14.464,21.654,23.244,24.502,24.46,24.58,16.122,16.595,15.613,16.889,16.261,18.805,18.731
13.542,14.811,14.379,12.204,12.951,18.904,15.905,13.536,14.452,10.84,15.505,14.464,16.947,16.603,24.502,18.079,22.613,22.57,15.558,22.041,17.883,21.044,17.014,16.858
5.4168,4.6284,7.1894,3.4868,6.4754,3.9797,4.9702,6.2472,8.671,4.3358,4.2286,7.2322,5.6489,6.6412,7.0004,6.3809,9.8319,7.5234,5.1861,6.4287,8.9413,4.7826,6.2684,7.4923
36.112,44.433,47.63,45.329,52.728,47.756,55.666,51.019,57.807,49.862,53.562,44.598,50.84,39.847,57.17,24.46,27.529,22.57,42.526,61.532,57.621,36.348,41.192,43.081
5.4168,4.6284,3.5947,6.9737,4.6253,2.9848,6.9582,5.206,6.7441,7.5877,1.4095,6.0268,9.4148,5.5343,4.667,9.5714,5.8991,13.972,12.447,7.3471,11.922,7.6522,10.746,9.3653
21.667,34.25,26.062,27.895,33.302,26.863,29.821,27.071,21.196,29.267,29.6,28.929,26.361,23.244,33.835,23.397,26.546,17.196,23.856,24.797,26.824,22.957,22.387,18.731
5.4168,6.4797,4.4934,3.4868,4.6253,2.9848,2.9821,5.206,3.8538,5.4198,2.819,3.6161,8.4733,5.5343,5.8337,4.254,5.8991,4.2991,7.2605,6.4287,7.9478,7.6522,7.1639,5.6192
12.639,11.108,11.683,12.204,11.101,14.924,8.9463,10.412,10.598,11.923,9.8666,9.6429,14.122,15.496,11.667,14.889,11.798,15.047,14.521,12.857,10.928,12.435,13.432,14.048
2.7084,3.7027,3.5947,6.102,4.6253,3.9797,0.99403,1.0412,4.8172,2.1679,4.2286,4.8214,3.7659,6.6412,3.5002,4.254,6.8823,5.3739,4.1489,4.592,5.9608,5.7392,4.4774,7.4923
42.432,47.21,42.238,41.842,48.103,51.736,45.725,51.019,46.245,46.61,57.79,56.652,46.132,40.954,54.837,46.794,41.294,41.916,44.6,39.491,45.7,44,40.297,41.207
7.2224,6.4797,6.2908,8.7171,6.4754,4.9746,5.9642,6.2472,6.7441,4.3358,7.0476,3.6161,7.5318,9.9617,9.3339,9.5714,9.8319,8.5982,6.2233,10.102,7.9478,7.6522,8.9549,10.302
6.3196,5.5541,6.2908,6.9737,3.7002,2.9848,5.9642,3.1236,5.7807,5.4198,2.819,2.4107,2.8244,4.4274,3.5002,4.254,0.98319,3.2243,4.1489,1.8368,2.9804,2.8696,1.791,4.6827
9.028,8.3311,7.1894,9.5888,9.2505,9.9493,9.9403,9.3708,11.561,9.7556,5.6381,9.6429,8.4733,9.9617,14.001,13.825,14.748,10.748,12.447,11.939,14.902,7.6522,9.8504,7.4923
9.9308,12.959,8.9868,10.46,10.176,12.934,7.9523,8.3296,7.7076,6.5037,5.6381,8.4375,12.239,11.069,12.834,10.635,11.798,12.897,6.2233,7.3471,7.9478,9.5653,12.537,8.4288
3.6112,0.92568,1.7974,1.7434,2.7752,1.9899,0.99403,2.0824,1.9269,2.1679,1.4095,0,0.94148,1.1069,0,3.1905,4.916,4.2991,8.2977,7.3471,4.9674,5.7392,4.4774,4.6827
9.028,12.034,7.1894,8.7171,6.4754,10.944,6.9582,7.2884,9.6345,5.4198,8.4571,7.2322,10.356,11.069,5.8337,9.5714,9.8319,9.673,12.447,9.1839,6.9543,10.522,7.1639,5.6192
48.751,54.615,54.82,61.891,59.203,53.726,60.636,64.555,75.149,56.365,57.79,55.447,87.558,70.839,66.504,116.98,123.88,123.6,108.91,111.13,124.18,126.26,120.89,136.73
39.723,43.507,42.238,41.842,37.927,45.767,38.767,48.937,38.538,48.778,56.381,51.83,43.308,57.557,57.17,48.921,39.328,36.542,46.675,44.083,46.693,40.174,36.715,41.207
1.8056,2.777,4.4934,3.4868,2.7752,8.9543,0,0,0.96345,2.1679,0,1.2054,5.6489,5.5343,2.3335,4.254,3.9328,3.2243,3.1117,4.592,7.9478,2.8696,3.5819,4.6827
7.2224,7.4054,8.9868,7.8454,5.5503,6.9645,6.9582,7.2884,8.671,7.5877,5.6381,8.4375,4.7074,6.6412,8.1672,8.5079,5.8991,8.5982,6.2233,8.2655,8.9413,7.6522,7.1639,6.5557
13.542,13.885,12.582,12.204,12.951,12.934,5.9642,9.3708,8.671,7.5877,11.276,7.2322,11.298,16.603,12.834,17.016,9.8319,16.122,8.2977,8.2655,7.9478,10.522,11.641,11.238
5.4168,3.7027,7.1894,6.9737,7.4004,4.9746,3.9761,5.206,4.8172,8.6716,5.6381,4.8214,5.6489,4.4274,7.0004,4.254,5.8991,5.3739,4.1489,5.5104,4.9674,7.6522,7.1639,8.4288
7.2224,6.4797,8.9868,8.7171,5.5503,7.9594,7.9523,9.3708,8.671,6.5037,4.2286,8.4375,6.5904,8.8549,12.834,11.698,12.781,9.673,9.335,11.021,8.9413,5.7392,5.3729,5.6192
38.82,34.25,31.454,33.997,31.452,35.817,38.767,39.566,26.977,39.022,32.419,31.339,38.601,39.847,26.835,44.667,50.143,50.514,41.489,47.756,45.7,30.609,34.028,34.652
5.4168,3.7027,3.5947,3.4868,1.8501,3.9797,2.9821,1.0412,3.8538,2.1679,1.4095,2.4107,3.7659,5.5343,0,2.127,3.9328,3.2243,5.1861,2.7552,0.99347,2.8696,2.6865,2.8096
61.391,71.277,67.401,71.48,68.454,70.64,74.552,91.626,85.747,86.716,80.343,81.964,83.792,74.16,93.339,72.317,81.605,77.384,89.201,90.921,85.439,89.914,93.131,87.098
22.57,20.365,22.467,23.536,21.276,17.909,19.881,21.865,22.159,20.595,21.143,20.491,21.654,12.175,21.001,13.825,13.765,16.122,18.67,22.041,14.902,19.131,20.596,17.794
1.8056,1.8514,2.696,0.87171,1.8501,2.9848,3.9761,2.0824,2.8903,2.1679,1.4095,0,2.8244,4.4274,3.5002,6.3809,5.8991,4.2991,5.1861,4.592,2.9804,4.7826,2.6865,3.7461
9.028,12.034,10.784,9.5888,13.876,10.944,13.916,12.494,12.525,16.259,12.686,14.464,14.122,14.389,19.835,11.698,11.798,12.897,16.595,16.531,13.909,20.087,17.014,16.858
21.667,25.919,23.366,27.895,22.201,23.878,19.881,16.659,23.123,20.595,23.962,24.107,31.069,26.565,29.169,22.333,25.563,23.645,29.042,24.797,22.85,31.565,33.133,29.033
32.501,32.399,29.656,31.381,30.527,35.817,44.731,40.607,40.465,45.526,36.647,42.188,32.952,35.419,21.001,39.349,36.378,41.916,33.191,24.797,33.778,32.522,26.865,31.842
17.153,15.737,16.176,17.434,15.726,14.924,14.91,15.618,11.561,11.923,12.686,12.054,19.771,21.03,12.834,11.698,16.714,12.897,13.484,16.531,16.889,16.261,18.805,16.858
8.1252,3.7027,4.4934,6.102,6.4754,6.9645,5.9642,4.1648,9.6345,8.6716,5.6381,7.2322,5.6489,7.748,5.8337,11.698,7.8655,8.5982,6.2233,7.3471,9.9347,4.7826,7.1639,4.6827
2.7084,2.777,3.5947,0.87171,1.8501,2.9848,3.9761,3.1236,2.8903,5.4198,7.0476,2.4107,2.8244,2.2137,4.667,2.127,1.9664,2.1496,3.1117,1.8368,5.9608,3.8261,3.5819,4.6827
5.4168,4.6284,4.4934,2.6151,3.7002,2.9848,3.9761,4.1648,3.8538,3.2519,2.819,3.6161,2.8244,3.3206,1.1667,2.127,1.9664,1.0748,2.0744,3.6736,4.9674,1.9131,0.89549,1.8731
17.153,13.885,16.176,20.921,15.726,13.929,15.905,19.783,17.342,15.175,12.686,14.464,15.064,17.71,22.168,12.762,16.714,13.972,15.558,14.694,12.915,22,20.596,25.286
37.015,40.73,36.846,38.355,43.477,40.792,42.743,44.772,39.501,41.19,46.514,48.214,46.132,52.022,47.836,49.984,48.176,51.589,47.712,44.083,44.706,48.783,43.879,39.334
4.514,4.6284,2.696,5.2302,3.7002,1.9899,7.9523,3.1236,6.7441,8.6716,5.6381,6.0268,6.5904,5.5343,7.0004,6.3809,5.8991,8.5982,7.2605,7.3471,10.928,10.522,5.3729,7.4923
1.8056,1.8514,1.7974,2.6151,1.8501,2.9848,0.99403,1.0412,2.8903,1.084,1.4095,1.2054,5.6489,3.3206,3.5002,1.0635,0.98319,1.0748,7.2605,1.8368,1.9869,3.8261,4.4774,3.7461
51.46,59.243,54.82,50.559,49.028,56.711,58.648,56.225,57.807,55.282,59.2,55.447,61.196,74.16,59.504,57.429,52.109,65.561,63.27,65.206,65.569,61.218,60.893,62.748
6.3196,9.2568,7.1894,5.2302,3.7002,3.9797,2.9821,2.0824,4.8172,6.5037,2.819,8.4375,6.5904,3.3206,7.0004,5.3175,1.9664,1.0748,4.1489,5.5104,5.9608,5.7392,4.4774,6.5557
9.9308,9.2568,7.1894,3.4868,7.4004,7.9594,4.9702,4.1648,4.8172,8.6716,7.0476,4.8214,8.4733,9.9617,5.8337,10.635,11.798,15.047,10.372,11.021,8.9413,12.435,11.641,13.111
9.028,6.4797,9.8855,7.8454,9.2505,10.944,2.9821,6.2472,5.7807,7.5877,5.6381,7.2322,9.4148,12.175,11.667,13.825,12.781,9.673,8.2977,12.857,9.9347,8.6088,9.8504,8.4288
11.736,13.885,13.48,13.076,15.726,11.939,14.91,18.742,15.415,19.511,18.324,20.491,15.064,19.923,15.168,13.825,18.681,8.5982,17.633,19.286,20.863,17.218,17.91,17.794
17.153,14.811,11.683,20.049,20.351,20.893,20.875,21.865,18.306,26.015,21.143,25.313,24.478,23.244,25.668,24.46,29.496,22.57,26.968,26.633,27.817,24.87,20.596,23.413
16.25,14.811,11.683,14.819,20.351,12.934,15.905,17.7,19.269,9.7556,14.095,16.875,22.595,17.71,19.835,13.825,17.697,17.196,20.744,15.613,17.883,23.913,22.387,20.604
3.6112,3.7027,2.696,3.4868,2.7752,3.9797,1.9881,1.0412,1.9269,2.1679,1.4095,3.6161,5.6489,1.1069,1.1667,1.0635,0.98319,5.3739,7.2605,1.8368,2.9804,3.8261,5.3729,3.7461
35.209,42.581,43.137,37.483,34.227,37.807,25.845,26.03,26.013,23.847,16.914,19.286,57.43,63.091,57.17,34.032,34.412,34.393,47.712,48.675,37.752,36.348,48.356,42.144
57.779,57.392,58.414,58.404,61.053,61.685,61.63,61.431,55.88,69.373,74.704,72.322,65.903,76.373,74.671,67,70.79,66.636,67.419,72.553,74.511,59.305,61.789,58.065
7.2224,3.7027,4.4934,6.102,4.6253,4.9746,6.9582,7.2884,6.7441,6.5037,4.2286,4.8214,6.5904,8.8549,5.8337,9.5714,6.8823,8.5982,8.2977,9.1839,9.9347,7.6522,7.1639,9.3653
9.9308,8.3311,9.8855,12.204,12.026,6.9645,6.9582,7.2884,7.7076,11.923,8.4571,6.0268,11.298,12.175,7.0004,14.889,12.781,16.122,11.409,12.857,10.928,9.5653,10.746,11.238
19.862,14.811,16.176,20.049,13.876,17.909,11.928,17.7,18.306,19.511,21.143,19.286,18.83,16.603,14.001,11.698,7.8655,11.823,9.335,14.694,17.883,19.131,15.223,16.858
8.1252,9.2568,8.0881,10.46,11.101,10.944,8.9463,6.2472,8.671,5.4198,8.4571,14.464,14.122,9.9617,12.834,11.698,10.815,8.5982,5.1861,11.939,11.922,11.478,11.641,11.238
25.278,23.142,25.163,26.151,24.051,22.883,25.845,31.236,28.903,24.931,31.009,31.339,29.186,27.671,25.668,29.778,29.496,31.169,33.191,35.817,33.778,33.478,31.342,32.779
24.376,24.068,26.96,29.638,21.276,22.883,24.851,28.113,25.05,22.763,26.781,26.518,30.127,25.458,22.168,30.841,27.529,33.318,25.93,30.307,29.804,37.305,35.819,34.652
11.736,8.3311,9.8855,9.5888,12.026,9.9493,8.9463,7.2884,8.671,8.6716,9.8666,12.054,11.298,11.069,14.001,8.5079,9.8319,8.5982,10.372,10.102,8.9413,10.522,9.8504,8.4288
3.6112,4.6284,6.2908,7.8454,5.5503,6.9645,2.9821,2.0824,4.8172,6.5037,2.819,4.8214,10.356,6.6412,5.8337,8.5079,4.916,8.5982,6.2233,5.5104,7.9478,9.5653,7.1639,8.4288
38.82,37.027,30.555,38.355,34.227,39.797,32.803,27.071,31.794,34.686,36.647,30.134,43.308,44.274,29.169,42.54,38.344,42.991,42.526,36.736,33.778,35.392,41.192,37.461
58.682,64.797,66.502,65.378,66.604,66.66,62.624,69.761,66.478,68.289,71.885,62.679,64.021,77.48,63.004,98.905,78.655,102.1,67.419,58.777,83.452,61.218,66.266,72.113
13.542,8.3311,8.9868,7.8454,9.2505,6.9645,7.9523,8.3296,8.671,4.3358,5.6381,6.0268,7.5318,6.6412,9.3339,5.3175,12.781,10.748,9.335,6.4287,9.9347,8.6088,8.0594,8.4288
10.834,6.4797,9.8855,8.7171,11.101,9.9493,6.9582,8.3296,7.7076,9.7556,8.4571,9.6429,6.5904,7.748,8.1672,11.698,9.8319,9.673,8.2977,7.3471,6.9543,9.5653,9.8504,10.302
18.056,16.662,19.771,23.536,21.276,18.904,12.922,12.494,13.488,15.175,14.095,16.875,24.478,25.458,24.502,20.206,20.647,20.421,15.558,16.531,12.915,20.087,15.223,22.477
13.542,5.5541,6.2908,11.332,10.176,8.9543,6.9582,8.3296,2.8903,6.5037,4.2286,7.2322,7.5318,12.175,9.3339,10.635,7.8655,8.5982,13.484,8.2655,12.915,10.522,10.746,10.302
9.9308,8.3311,8.0881,5.2302,7.4004,7.9594,3.9761,7.2884,7.7076,6.5037,7.0476,4.8214,7.5318,11.069,9.3339,12.762,12.781,10.748,9.335,5.5104,10.928,5.7392,8.9549,8.4288
20.764,22.216,18.872,21.793,20.351,20.893,11.928,14.577,14.452,16.259,16.914,20.491,25.42,30.992,30.335,31.905,28.513,34.393,19.707,19.286,19.869,22,25.074,22.477
11.736,13.885,14.379,14.819,12.951,16.914,14.91,15.618,15.415,14.091,14.095,16.875,17.888,15.496,15.168,13.825,21.63,17.196,15.558,14.694,23.843,15.304,18.805,21.54
6.3196,6.4797,5.3921,6.102,4.6253,5.9696,5.9642,6.2472,4.8172,5.4198,4.2286,8.4375,3.7659,4.4274,4.667,5.3175,6.8823,5.3739,5.1861,5.5104,3.9739,7.6522,5.3729,6.5557
25.278,24.068,26.062,26.151,23.126,25.868,26.839,28.113,25.05,26.015,28.19,24.107,34.835,26.565,37.336,26.587,29.496,30.094,28.005,34.899,30.798,34.435,31.342,37.461
40.626,46.284,35.947,42.714,41.627,42.782,45.725,43.731,44.319,46.61,52.152,50.625,37.659,45.381,52.503,42.54,38.344,42.991,40.451,43.164,41.726,41.131,39.401,43.081
10.834,10.182,10.784,8.7171,9.2505,12.934,14.91,13.536,14.452,13.007,16.914,14.464,11.298,12.175,11.667,15.952,13.765,17.196,13.484,11.939,13.909,12.435,11.641,9.3653
6.3196,3.7027,3.5947,4.3585,3.7002,4.9746,6.9582,6.2472,5.7807,7.5877,5.6381,6.0268,3.7659,5.5343,5.8337,2.127,4.916,3.2243,3.1117,4.592,4.9674,2.8696,1.791,3.7461
8.1252,7.4054,6.2908,7.8454,10.176,8.9543,8.9463,9.3708,13.488,13.007,8.4571,6.0268,9.4148,8.8549,8.1672,15.952,14.748,10.748,7.2605,11.939,14.902,9.5653,11.641,8.4288
17.153,13.885,14.379,13.076,12.951,12.934,14.91,17.7,16.379,15.175,15.505,15.67,14.122,17.71,16.334,7.4444,9.8319,11.823,12.447,14.694,10.928,19.131,17.014,16.858
39.723,37.953,35.049,32.253,39.777,46.762,40.755,44.772,33.721,39.022,40.876,39.777,42.367,39.847,46.67,35.095,41.294,32.243,36.303,34.899,31.791,44,40.297,44.017
4.514,4.6284,5.3921,5.2302,5.5503,4.9746,3.9761,5.206,3.8538,5.4198,4.2286,2.4107,4.7074,5.5343,4.667,8.5079,5.8991,5.3739,6.2233,4.592,7.9478,4.7826,6.2684,4.6827
8.1252,7.4054,8.9868,7.8454,7.4004,5.9696,5.9642,5.206,3.8538,5.4198,4.2286,6.0268,7.5318,5.5343,8.1672,6.3809,6.8823,9.673,7.2605,6.4287,5.9608,5.7392,9.8504,7.4923
16.25,13.885,16.176,19.178,23.126,16.914,39.761,38.525,40.465,35.77,39.467,40.982,14.122,9.9617,22.168,15.952,16.714,13.972,19.707,20.205,20.863,13.391,13.432,25.286
6.3196,7.4054,6.2908,6.9737,6.4754,7.9594,4.9702,2.0824,5.7807,5.4198,7.0476,6.0268,2.8244,4.4274,5.8337,4.254,2.9496,7.5234,5.1861,3.6736,3.9739,4.7826,8.0594,4.6827
4.514,3.7027,5.3921,7.8454,8.3255,3.9797,3.9761,4.1648,4.8172,2.1679,1.4095,2.4107,5.6489,3.3206,4.667,10.635,5.8991,4.2991,5.1861,5.5104,3.9739,6.6957,3.5819,2.8096
54.168,55.541,55.718,49.687,46.253,52.731,47.714,48.937,48.172,43.358,49.333,49.42,64.962,61.984,60.671,68.063,67.84,70.935,56.01,54.185,66.563,62.174,63.58,66.494
20.764,12.959,14.379,16.562,11.101,10.944,17.893,15.618,18.306,23.847,18.324,16.875,14.122,16.603,16.334,14.889,20.647,20.421,22.819,19.286,20.863,20.087,19.701,21.54
59.585,50.912,49.427,56.661,61.053,59.696,62.624,52.06,59.734,56.365,66.247,59.063,73.435,52.022,52.503,89.333,85.538,95.655,75.717,82.655,81.465,85.131,82.385,76.796
5.4168,5.5541,4.4934,4.3585,5.5503,3.9797,4.9702,2.0824,3.8538,3.2519,1.4095,2.4107,6.5904,5.5343,4.667,1.0635,4.916,3.2243,5.1861,4.592,4.9674,5.7392,7.1639,4.6827
21.667,14.811,20.67,22.664,24.051,16.914,4.9702,11.453,11.561,10.84,8.4571,10.848,22.595,22.137,23.335,21.27,30.479,29.019,18.67,11.021,14.902,23.913,16.119,20.604
0.9028,3.7027,3.5947,3.4868,1.8501,2.9848,2.9821,7.2884,4.8172,4.3358,1.4095,6.0268,3.7659,1.1069,1.1667,3.1905,1.9664,3.2243,8.2977,10.102,8.9413,4.7826,5.3729,3.7461
12.639,12.034,10.784,13.076,11.101,10.944,13.916,15.618,15.415,18.427,12.686,13.259,15.064,16.603,18.668,13.825,21.63,9.673,18.67,17.449,17.883,16.261,16.119,18.731
6.3196,3.7027,3.5947,3.4868,2.7752,1.9899,1.9881,3.1236,1.9269,2.1679,2.819,3.6161,1.883,3.3206,2.3335,3.1905,0.98319,1.0748,2.0744,3.6736,1.9869,3.8261,5.3729,2.8096
9.9308,10.182,9.8855,10.46,9.2505,9.9493,10.934,8.3296,8.671,11.923,9.8666,9.6429,13.181,11.069,14.001,10.635,9.8319,15.047,7.2605,11.939,12.915,10.522,11.641,7.4923
1.8056,0.92568,0.89868,2.6151,1.8501,2.9848,1.9881,4.1648,3.8538,2.1679,1.4095,6.0268,3.7659,2.2137,3.5002,3.1905,2.9496,3.2243,4.1489,5.5104,7.9478,3.8261,6.2684,3.7461
27.084,27.77,28.758,26.151,33.302,32.833,23.857,22.907,21.196,24.931,21.143,20.491,24.478,19.923,28.002,12.762,17.697,11.823,17.633,24.797,23.843,22,24.178,25.286
4.514,3.7027,3.5947,4.3585,4.6253,2.9848,4.9702,5.206,5.7807,4.3358,5.6381,3.6161,6.5904,5.5343,7.0004,6.3809,5.8991,4.2991,5.1861,6.4287,8.9413,8.6088,7.1639,8.4288
4.514,2.777,2.696,2.6151,5.5503,3.9797,5.9642,3.1236,10.598,4.3358,2.819,3.6161,4.7074,6.6412,2.3335,3.1905,0.98319,6.4487,11.409,4.592,4.9674,3.8261,4.4774,4.6827
4.514,3.7027,5.3921,3.4868,3.7002,4.9746,3.9761,6.2472,4.8172,5.4198,5.6381,4.8214,4.7074,4.4274,4.667,6.3809,6.8823,7.5234,6.2233,3.6736,3.9739,4.7826,3.5819,3.7461
12.639,12.034,11.683,8.7171,10.176,13.929,12.922,12.494,10.598,14.091,9.8666,10.848,13.181,13.282,9.3339,19.143,13.765,9.673,12.447,15.613,15.896,11.478,10.746,11.238
0.9028,1.8514,0,2.6151,0,0.99493,21.869,16.659,20.232,15.175,14.095,13.259,0.94148,0,1.1667,1.0635,2.9496,3.2243,18.67,27.552,21.856,8.6088,8.9549,6.5557
1.8056,1.8514,2.696,2.6151,3.7002,2.9848,2.9821,2.0824,2.8903,4.3358,2.819,1.2054,2.8244,2.2137,1.1667,3.1905,3.9328,1.0748,4.1489,2.7552,3.9739,1.9131,2.6865,2.8096
8.1252,7.4054,11.683,10.46,10.176,9.9493,3.9761,3.1236,6.7441,5.4198,2.819,4.8214,7.5318,14.389,12.834,12.762,13.765,12.897,8.2977,6.4287,5.9608,5.7392,8.0594,11.238
9.9308,5.5541,10.784,9.5888,7.4004,10.944,4.9702,7.2884,7.7076,8.6716,4.2286,3.6161,9.4148,4.4274,3.5002,12.762,10.815,8.5982,14.521,9.1839,8.9413,6.6957,8.0594,10.302
3.6112,1.8514,0.89868,3.4868,2.7752,2.9848,1.9881,3.1236,4.8172,6.5037,4.2286,1.2054,2.8244,1.1069,1.1667,1.0635,2.9496,1.0748,7.2605,2.7552,3.9739,2.8696,2.6865,2.8096
3.6112,4.6284,1.7974,4.3585,2.7752,2.9848,0.99403,2.0824,1.9269,5.4198,2.819,3.6161,2.8244,4.4274,1.1667,7.4444,4.916,4.2991,6.2233,3.6736,2.9804,4.7826,3.5819,4.6827
8.1252,6.4797,7.1894,8.7171,7.4004,10.944,4.9702,5.206,4.8172,1.084,1.4095,6.0268,7.5318,9.9617,5.8337,11.698,12.781,13.972,8.2977,9.1839,10.928,10.522,10.746,7.4923
6.3196,6.4797,5.3921,6.9737,6.4754,5.9696,8.9463,6.2472,6.7441,6.5037,5.6381,7.2322,4.7074,6.6412,5.8337,5.3175,5.8991,5.3739,7.2605,9.1839,7.9478,3.8261,5.3729,6.5557
11.736,12.034,14.379,8.7171,14.801,7.9594,9.9403,10.412,9.6345,7.5877,4.2286,9.6429,11.298,8.8549,12.834,9.5714,4.916,11.823,14.521,10.102,10.928,12.435,16.119,12.175
23.473,23.142,23.366,15.691,23.126,18.904,30.815,27.071,28.903,27.099,25.371,24.107,23.537,21.03,24.502,22.333,27.529,21.496,29.042,27.552,28.811,23.913,23.283,26.223
11.736,13.885,10.784,10.46,10.176,11.939,6.9582,8.3296,8.671,8.6716,11.276,7.2322,12.239,9.9617,15.168,12.762,11.798,10.748,8.2977,7.3471,5.9608,9.5653,10.746,8.4288
4.514,4.6284,6.2908,6.102,4.6253,6.9645,5.9642,6.2472,5.7807,5.4198,7.0476,6.0268,0,0,0,0,0,0,0,0,0,0,0,0
15.348,15.737,17.974,12.204,11.101,12.934,18.887,13.536,12.525,15.175,19.733,14.464,13.181,6.6412,12.834,3.1905,4.916,3.2243,13.484,16.531,10.928,16.261,15.223,14.048
44.237,46.284,50.326,43.585,39.777,49.746,39.761,41.648,46.245,39.022,56.381,49.42,43.308,58.664,47.836,51.048,50.143,52.664,48.749,47.756,46.693,40.174,46.565,44.017
1.8056,1.8514,2.696,5.2302,5.5503,2.9848,0.99403,3.1236,2.8903,2.1679,2.819,1.2054,4.7074,4.4274,4.667,4.254,3.9328,2.1496,3.1117,4.592,3.9739,2.8696,5.3729,5.6192
9.028,5.5541,10.784,12.204,9.2505,8.9543,24.851,21.865,21.196,19.511,22.552,19.286,11.298,8.8549,10.501,25.524,24.58,24.72,22.819,29.389,25.83,17.218,14.328,16.858
19.862,17.588,14.379,17.434,15.726,17.909,17.893,21.865,21.196,16.259,19.733,14.464,17.888,26.565,23.335,18.079,23.597,31.169,28.005,29.389,30.798,28.696,26.865,24.35
4.514,4.6284,3.5947,6.102,5.5503,3.9797,6.9582,8.3296,2.8903,6.5037,7.0476,4.8214,7.5318,9.9617,7.0004,12.762,10.815,7.5234,7.2605,8.2655,7.9478,7.6522,8.9549,8.4288
5.4168,3.7027,7.1894,5.2302,8.3255,8.9543,7.9523,10.412,11.561,6.5037,4.2286,4.8214,6.5904,4.4274,7.0004,7.4444,7.8655,2.1496,6.2233,5.5104,7.9478,4.7826,2.6865,5.6192
37.918,48.135,34.15,54.046,49.953,58.701,46.719,36.442,36.611,35.77,45.105,44.598,86.616,59.77,63.004,164.84,140.6,159.07,42.526,46.838,47.687,95.653,111.04,120.81
33.404,36.101,31.454,29.638,34.227,33.827,34.791,29.154,33.721,29.267,23.962,25.313,36.718,39.847,40.836,39.349,37.361,34.393,32.154,30.307,30.798,35.392,34.924,31.842
8.1252,9.2568,5.3921,13.947,12.951,11.939,1.9881,2.0824,2.8903,6.5037,4.2286,2.4107,22.595,5.5343,12.834,26.587,38.344,27.944,6.2233,5.5104,4.9674,28.696,27.76,28.096
12.639,9.2568,8.9868,12.204,9.2505,6.9645,10.934,12.494,10.598,11.923,7.0476,13.259,10.356,9.9617,7.0004,23.397,20.647,23.645,9.335,7.3471,11.922,9.5653,6.2684,8.4288
1.8056,3.7027,2.696,2.6151,2.7752,4.9746,0.99403,3.1236,5.7807,4.3358,1.4095,3.6161,2.8244,2.2137,4.667,5.3175,6.8823,3.2243,5.1861,6.4287,6.9543,5.7392,4.4774,4.6827
30.695,32.399,32.353,32.253,26.826,27.858,15.905,14.577,12.525,16.259,14.095,16.875,31.069,11.069,23.335,12.762,17.697,18.271,13.484,11.021,12.915,22.957,27.76,24.35
3.6112,1.8514,3.5947,2.6151,1.8501,3.9797,3.9761,2.0824,2.8903,2.1679,4.2286,2.4107,3.7659,3.3206,1.1667,2.127,3.9328,4.2991,4.1489,4.592,3.9739,4.7826,3.5819,1.8731
21.667,16.662,13.48,19.178,23.126,19.899,25.845,23.948,24.086,18.427,19.733,20.491,27.303,14.389,21.001,28.714,21.63,26.869,31.117,37.654,30.798,23.913,29.551,23.413
10.834,6.4797,10.784,5.2302,10.176,9.9493,4.9702,6.2472,7.7076,5.4198,4.2286,3.6161,12.239,9.9617,9.3339,4.254,4.916,6.4487,7.2605,6.4287,4.9674,8.6088,12.537,6.5557
8.1252,7.4054,8.0881,6.102,8.3255,6.9645,7.9523,8.3296,4.8172,9.7556,7.0476,8.4375,7.5318,5.5343,4.667,7.4444,6.8823,6.4487,9.335,6.4287,7.9478,7.6522,6.2684,7.4923
2.7084,1.8514,1.7974,0.87171,1.8501,0,0,2.0824,2.8903,4.3358,1.4095,6.0268,4.7074,1.1069,3.5002,4.254,3.9328,4.2991,8.2977,5.5104,4.9674,3.8261,3.5819,3.7461
5.4168,5.5541,7.1894,6.9737,2.7752,3.9797,4.9702,4.1648,3.8538,3.2519,5.6381,4.8214,11.298,6.6412,5.8337,5.3175,3.9328,7.5234,6.2233,4.592,4.9674,5.7392,6.2684,8.4288
12.639,9.2568,7.1894,10.46,11.101,7.9594,9.9403,13.536,13.488,14.091,8.4571,12.054,13.181,8.8549,11.667,7.4444,11.798,5.3739,11.409,11.939,12.915,9.5653,8.0594,13.111
