Intensity Normal1,Intensity Normal2,Intensity Normal3,Intensity Normal4,Intensity Normal5,Intensity Normal6,Intensity Normal7,Intensity Normal8,Intensity Cancer1,Intensity Cancer2,Intensity Cancer3,Intensity Cancer4,Intensity Cancer5,Intensity Cancer6,Intensity Cancer7,Intensity Cancer8
0,0,0,801820,1911700,356840,92878,0,0,0,0,452060,1121400,0,230960,0
241820,327010,1.19E+07,1.26E+07,1.33E+07,1.80E+07,747490,0,889730,4198300,6121100,2.41E+07,4.02E+07,2230700,2882400,0
1624700,4194000,1772000,108720,691060,204340,122610,0,3154800,8544900,1.29E+07,641000,137850,1895400,88110,0
2.66E+07,3.90E+07,9.13E+07,5.24E+07,5.18E+07,5.41E+07,3.41E+07,9613900,2.65E+08,1.72E+08,1.73E+08,1.03E+08,4.28E+08,1.74E+08,5.21E+07,2.14E+07
0,2985500,387640,0,0,0,0,0,5778600,0,0,1886700,4844200,0,0,0
7.28E+07,2.53E+08,1.39E+08,8.14E+07,3.37E+07,1.78E+08,2.81E+07,322840,4.90E+07,5.99E+07,2.01E+07,0,6193900,2.33E+07,253760,851870
183100,4.33E+07,7983000,0,0,677970,2445500,0,1.11E+07,2269100,0,0,0,0,0,0
2.51E+08,1.42E+09,3.39E+08,3.19E+08,2.70E+08,4.81E+08,1.54E+08,5.37E+07,6.36E+08,2.91E+08,9.32E+07,4.18E+07,6.92E+07,1.62E+08,7579400,6.22E+07
1.97E+08,4.99E+08,4.68E+08,1.67E+08,1.45E+08,2.56E+08,1.68E+08,4.70E+07,6.34E+07,8.59E+07,6.87E+07,6407600,9507400,7514100,1060300,1846400
0,1046000,0,0,0,0,0,0,661060,2798100,0,0,0,0,0,0
0,1.51E+07,131700,1187000,0,0,0,0,0,0,0,0,0,0,343010,0
218820,2.31E+08,483370,68294,0,0,0,0,158810,204850,7692700,68949,249830,0,0,0
1064300,3.86E+07,541290,1103000,607350,138210,273080,0,7125000,7.51E+07,2.93E+07,9150200,609920,6464100,2716300,0
0,590350,1559000,0,1374300,0,0,0,3310400,6666800,1679500,1876500,0,2474800,605850,173790
9.40E+07,6.42E+07,9.74E+07,8.13E+07,9.21E+07,7.45E+07,6.44E+07,2.87E+07,2.99E+08,6.72E+07,1.11E+08,9.71E+07,1.71E+08,6.69E+07,6.36E+07,1.96E+07
1.51E+07,9268800,8924100,3640000,1.35E+07,2.97E+07,4649800,407350,3.50E+07,7.31E+07,3.46E+07,3.08E+07,1.92E+08,7.37E+07,1.99E+07,1.56E+07
7.86E+07,5.76E+07,1.33E+08,7.33E+07,5.20E+07,3.16E+07,2.61E+07,3.27E+07,1.82E+08,2.66E+08,1.60E+08,1.14E+08,3.51E+08,1.16E+08,7.77E+07,3.12E+07
1.50E+07,2905200,1.32E+07,2.89E+07,1.14E+07,1.26E+07,1.34E+07,2629900,2.55E+07,2.18E+07,4.22E+07,7311300,858030,0,131160,2290800
5.94E+07,2.07E+07,6.72E+07,8985900,2.83E+07,1.49E+07,1.41E+07,1679600,2.14E+08,2.85E+08,1.19E+08,3.96E+07,7.02E+07,8.72E+07,3.32E+07,4738900
6899800,4694600,1.34E+07,2581300,3825700,3337200,2087100,523000,1.26E+07,1.69E+07,1.50E+07,4205000,1.64E+07,1.63E+07,9257900,446370
2.06E+07,4617500,2.77E+07,1.40E+07,4105300,1.78E+07,4986500,800660,1.44E+07,4.26E+07,1.76E+07,5032800,1.55E+07,2.51E+07,1.63E+07,258170
499240,784200,749060,179450,2841900,418810,417850,0,2792400,3331200,117250,953810,382000,2909900,1040400,23051
1.35E+07,6635100,2.60E+07,1.35E+07,6938400,1.70E+07,1.24E+07,1715100,2.89E+07,9.31E+07,1.80E+08,6.58E+07,5.87E+07,4.84E+07,1.17E+07,2144500
1.04E+07,8037900,1.35E+07,1.68E+07,1.02E+07,5152400,8982500,2927200,1.38E+07,6279500,3.37E+07,3.11E+07,2.95E+07,5532500,5383600,429440
0,125890,442320,0,0,0,0,0,0,1336000,0,366520,200730,0,0,0
8.10E+07,2.01E+08,1.18E+08,1.50E+07,4.40E+07,4.98E+07,3.54E+07,1.77E+07,2.08E+08,2.47E+08,8.24E+07,2.19E+07,7.93E+07,3.18E+07,2.62E+07,7543800
76949,0,304550,105090,0,0,9313.4,0,288410,1791700,3912000,596710,2288100,921740,0,0
2.63E+07,3.26E+07,4.06E+07,9877700,1.45E+07,1.25E+07,6483300,4283400,6.85E+07,3.43E+07,3.51E+07,6087100,9849600,1.05E+07,1.29E+07,1147000
0,0,0,666480,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2341900,2116600,0,0,0,0,1842100,0,0,0,0,4914500,2756000,0
1.32E+07,1.05E+07,1.56E+07,2306200,9993100,2154200,2497100,171220,4.07E+07,2.22E+07,1.88E+07,1660900,4344900,2550900,483970,207440
7845700,4.32E+07,3.39E+07,1.24E+07,1.42E+07,2.76E+07,9513500,763780,4.18E+07,1.50E+08,2.61E+07,2.18E+07,4.22E+07,3.08E+07,9717000,430860
847780,709110,420920,525340,473710,116350,0,268390,1779900,391900,3301100,491350,0,0,60480,74668
4702200,9803300,1.23E+07,2977900,2290500,1460900,376000,306900,1.36E+07,1.47E+07,1.77E+07,2298400,4557600,3669800,944560,554330
2.54E+07,3.56E+07,4.35E+07,2.36E+07,3.28E+07,2.97E+07,2.31E+07,4757800,3.39E+07,6.55E+07,7.05E+07,5.03E+07,376390,1.57E+07,9154300,3.17E+07
2163000,1866200,7707100,5028100,3491500,3607000,5864700,1009100,1.30E+07,2.89E+07,1.50E+07,1.63E+07,9467800,4.94E+07,1.18E+07,2371500
1.55E+07,1.03E+07,1.51E+07,1.57E+07,2.92E+07,1.88E+07,5220400,2168100,3.51E+07,3.79E+07,1.65E+07,1.99E+07,3.29E+07,2.04E+07,7456000,3329600
2.35E+08,3.12E+08,4.18E+08,2.85E+08,4.96E+08,2.86E+08,2.06E+08,1.12E+08,1.00E+09,1.89E+09,7.96E+08,7.74E+08,1.42E+09,8.57E+08,3.45E+08,1.23E+08
3.19E+08,2.31E+08,1.56E+08,7.20E+08,6.37E+08,6.11E+08,1.03E+08,3.23E+07,1.81E+08,1.58E+08,1.92E+08,9.01E+08,5.51E+08,5.36E+08,1.22E+08,4.16E+07
3.65E+07,9.37E+07,6.79E+07,1.05E+07,1.21E+07,2.04E+07,5614200,1042900,7.66E+07,1.28E+08,7.02E+07,8882100,1.30E+07,1.14E+07,1835200,2969700
1743500,0,1389700,0,0,67927,999940,0,150110,1628700,48171,43078,0,36388,106420,0
1.83E+08,8.05E+07,1.70E+08,1.25E+08,9.56E+07,8.45E+07,6.30E+07,3.77E+07,2.48E+08,1.98E+08,1.44E+08,1.09E+08,1.72E+08,9.46E+07,3.29E+07,1011600
0,51839,1.21E+07,194270,0,0,174240,1459000,738470,2138100,0,158080,9116800,468240,192170,57488
4.70E+07,2.86E+07,2.45E+07,5.02E+07,7.25E+07,3.41E+07,1.63E+07,7752400,3.19E+07,1.42E+07,3.63E+07,1.34E+07,9991500,1.60E+07,9264200,219450
0,0,1300200,0,0,0,0,0,0,0,0,0,0,0,0,0
91831,5429800,835190,97807,136000,801840,351330,24831,194190,4146700,0,57760,0,104820,204310,26517
1460000,440650,1686700,804350,3333300,1852100,231140,134410,0,836650,0,0,5749000,98668,0,0
1979200,6206800,3998400,1455400,4794600,6193900,2747300,1036200,7210500,1.58E+07,7593000,2656600,3242300,7361700,2597700,199580
255750,0,453250,5439500,83927,1068400,381070,68393,2.18E+07,543300,3460500,5198600,3329700,1535000,0,0
3.82E+07,9.02E+07,7.44E+07,1.36E+07,2.92E+07,2.18E+07,1.55E+07,1407100,5.92E+07,6.47E+07,1.05E+08,1.05E+07,1.23E+08,3.36E+07,4321200,0
0,0,0,0,0,0,0,0,0,0,1910200,2642400,2047800,3216300,0,0
0,1429300,1.41E+07,1.13E+07,8256100,8343400,2465000,591290,309730,2419400,1125600,0,525060,0,483190,0
3261100,2013100,6408000,1654400,2019100,1638400,440150,1153900,3233800,0,335150,0,0,2923400,25475,638320
0,0,0,0,0,461970,0,0,0,0,0,0,0,0,0,0
5343400,288300,5593300,3457400,5422500,9613800,856160,142070,2.06E+07,209150,5369500,2279000,1822300,7727000,691130,0
0,0,0,0,32479,215840,0,24970,0,0,0,0,0,37821,0,0
118250,0,487780,154100,3996900,3181100,422830,264070,897780,6066000,562210,426910,2154500,1008000,1721200,27586
340690,267880,1536600,336830,1195100,696850,123890,0,905940,0,730940,218950,603160,0,80743,0
1761700,0,760320,2.93E+07,2.18E+08,1.96E+08,3.93E+08,3.56E+07,3974000,2449400,4436300,9.58E+07,3.82E+07,7.35E+07,8.84E+07,1.33E+07
2509500,2812700,8936500,2691200,8051600,5494200,4613600,681610,6080200,2.06E+07,2.01E+07,4838700,1.35E+07,1.36E+07,2332500,549260
2.56E+07,3.89E+07,5.39E+07,2.74E+07,2.43E+07,2.54E+07,2.67E+07,5472200,4.90E+07,4.14E+07,8.57E+07,3.96E+07,4.61E+07,3.30E+07,6401600,244170
0,0,1566200,0,0,0,0,0,2847100,2.64E+07,1.22E+07,7375900,6.75E+07,3209700,0,0
0,338490,535980,3471000,332940,754780,508200,1221500,0,550820,0,688400,2622700,257400,0,346750
2.05E+07,3.01E+07,1.22E+08,1.05E+08,1.57E+07,6017600,2.17E+07,1.50E+07,7.64E+07,8.22E+07,9.33E+07,5.98E+07,8.47E+07,6741000,2.39E+07,5620500
0,0,0,5534000,1.29E+07,1.45E+07,0,462610,0,0,0,1.76E+07,1.27E+07,9669000,0,0
0,0,1298000,0,0,0,0,0,0,4096900,2354100,0,0,0,0,0
0,0,0,138370,0,216750,0,260190,0,0,0,91806,458120,0,0,0
5.08E+07,7.93E+07,1.15E+08,7.67E+07,1.15E+08,5.40E+07,4.97E+07,1.17E+07,1.29E+08,3.68E+08,2.57E+08,1.05E+08,2.85E+08,1.32E+08,4.99E+07,4344200
465010,0,340870,2469500,4361200,110750,2778800,0,906660,3706100,7103800,3178000,808810,2512300,4689300,446430
0,1077700,0,5.18E+07,1.90E+07,2.22E+07,1.42E+07,1.04E+07,85424,0,817030,4.94E+07,8.27E+07,3.33E+07,7549000,2.17E+07
0,0,0,0,0,0,0,0,0,0,0,0,0,506360,0,0
758870,0,3044600,1478800,398950,0,0,45373,945930,4637200,6753200,684760,3226900,1233200,626060,71646
0,0,0,0,0,0,218400,0,0,0,0,0,0,0,616160,0
1.12E+08,1.71E+08,7.01E+07,412200,681000,112310,767930,112690,3.07E+08,4237700,1.18E+08,697310,717810,1038900,1188200,41444
0,0,0,0,0,0,182080,150570,3789900,4831400,0,0,0,0,658960,69723
234570,0,0,941320,209970,366730,334020,206270,749080,0,623110,1689800,1432200,995260,0,10147
1.27E+09,2.90E+08,6.73E+08,4.02E+08,3.37E+08,2.37E+08,1.71E+08,7.43E+07,4.77E+08,4.30E+08,2.10E+08,1.76E+08,6.15E+08,2.82E+08,1.56E+08,4.06E+07
8.94E+08,1.62E+09,1.73E+09,6.34E+08,1.52E+09,1.10E+09,8.36E+08,3.28E+08,3.10E+09,2.19E+09,2.36E+09,6.63E+08,2.52E+09,1.84E+09,4.91E+08,2.84E+08
8076900,3573000,0,0,1.17E+07,1.27E+07,1.19E+07,7820100,1.31E+07,0,1.43E+07,6653700,0,1.83E+07,7776900,1.20E+07
6.48E+08,4.65E+08,6.43E+08,4.39E+08,5.18E+08,4.05E+08,3.52E+08,1.14E+08,1.04E+09,1.26E+09,9.07E+08,3.73E+08,7.55E+08,6.24E+08,2.05E+08,1.19E+08
4746900,0,2.57E+07,0,0,111740,1051700,0,3007600,4.24E+07,5.01E+07,3623100,2439800,3020800,0,0
98170,1.29E+07,642620,3627700,0,0,0,0,2.64E+07,185480,1933000,2305200,0,3716400,2563000,724380
1359900,408600,797710,0,1481800,991780,593080,0,2357200,2402500,4095900,439720,1.07E+07,1485400,210150,123940
0,732670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194800,1.04E+07,8689000,959770,4061100,1574400,4634300,307780,1.61E+07,2.72E+07,5478400,2807900,6194800,4194400,3189300,1614300
4.61E+07,5.10E+07,5.10E+07,3.01E+07,2.77E+07,5.26E+07,6861500,7658600,7.24E+07,8.48E+07,5400900,1.45E+07,2.36E+07,3.00E+07,265940,9242300
1.39E+07,6.02E+07,5.28E+07,2.12E+07,5217200,2.71E+07,6629200,1809400,3.08E+07,3.10E+07,6792400,4474100,6258500,4682300,0,2711700
5.46E+07,1.27E+08,1.25E+08,7.78E+07,2.51E+07,5.96E+07,3.37E+07,1.58E+07,6.94E+07,8.39E+07,8018700,1.22E+07,2.10E+07,3.68E+07,5670900,2.57E+07
3686600,2.08E+07,4575900,4680900,7562400,1.13E+07,2628500,125810,7155100,8556100,5300900,1685100,0,3476200,760400,2512200
0,0,486550,3424600,3116100,1.39E+07,1.10E+07,2279300,1670800,2697500,1499400,4283300,770120,4597300,1236900,848940
0,0,685290,0,432150,656250,0,0,0,0,634020,378440,9391500,1352000,0,0
5.64E+07,7.76E+07,1.33E+08,5.93E+07,8.37E+07,4.51E+07,4.85E+07,2.61E+07,1.65E+08,2.66E+08,2.25E+08,7.19E+07,1.76E+08,1.06E+08,3.77E+07,2.57E+07
2.62E+08,9.85E+07,2.85E+08,1.77E+08,2.57E+08,2.08E+08,1.32E+08,1.96E+07,6.43E+08,7.08E+08,3.13E+08,2.69E+08,4.08E+08,5.15E+08,8.48E+07,3.15E+07
3.26E+07,1.08E+07,3.79E+07,1.22E+07,7609500,2.46E+07,1.81E+07,848700,2.86E+07,1.41E+07,5.98E+08,7.42E+07,1.90E+07,3.88E+07,7783100,8102300
6.03E+07,8336800,1.19E+07,2.53E+07,1.30E+07,1.11E+07,2.26E+07,793440,9312600,2.93E+07,5.87E+07,7.86E+07,5.08E+07,2.89E+07,2619300,3333000
0,0,976240,0,0,0,0,0,0,668290,1955800,0,860670,0,0,0
1.61E+07,3.07E+07,3.43E+07,3.02E+07,3.40E+07,2.67E+07,1.10E+07,8944600,6.24E+07,1.13E+07,4.80E+07,1.40E+07,2.58E+07,1.03E+07,1.71E+07,3475300
0,0,2013000,2719500,3567500,2895700,0,0,4452300,752670,944380,468020,2390900,0,2805300,12814
697850,619750,1492000,4321200,812590,815120,987690,229280,1775600,2744400,873810,4087400,1428500,0,4282500,0
0,932420,0,0,0,0,0,0,575280,1140400,0,0,0,0,0,0
1.32E+07,8897800,1.39E+07,1.73E+07,2.17E+07,1.27E+07,1.52E+07,2559600,3.83E+07,7.64E+07,3.61E+07,3.77E+07,4.30E+07,2.50E+07,1.54E+07,8889400
0,0,213230,0,0,48665,0,0,592120,1109000,763960,113890,80547,77010,24926,0
2175700,2093800,1241200,6334000,6815300,3611100,1642800,697350,1840300,5932900,501920,944530,3343500,2627100,1882500,76150
216870,1129600,3903200,189310,1769000,1848700,343910,175650,3890900,2589600,1557200,443690,683780,147840,0,0
1.02E+08,6.84E+07,3282300,1752500,0,0,1.55E+07,853170,1.02E+07,3228400,522460,0,1492200,0,0,0
1840100,1.12E+07,2641600,885020,1715800,937290,163850,499820,1352500,5239400,1071700,2093900,3715300,426490,188950,0
2785800,507930,6728200,2712400,2441800,3209400,0,412890,3123800,5997600,9279600,7773900,1060700,5597800,2020700,206440
802220,1294400,1932600,1123400,2491200,2097500,659460,263290,3310000,2844700,2372600,358790,785200,0,1274000,104810
9079300,3799600,2.38E+07,9904400,2.49E+07,2.48E+07,1.08E+07,3399700,2.05E+07,1.34E+08,3.72E+07,2.83E+07,5.83E+07,4.42E+07,1.60E+07,3403600
3112900,7632100,1.27E+07,4453700,1526000,3064800,509930,1484100,1.25E+07,1.94E+07,2.05E+07,1.45E+07,1.27E+07,5951700,732870,1156900
1.91E+07,1.39E+07,2.72E+07,3.62E+07,3.73E+07,5.05E+07,3.04E+07,1.47E+07,3.58E+07,3.44E+07,2.40E+07,2.34E+07,6.54E+07,4.33E+07,6449400,3750800
432850,4982900,850660,1103500,2762800,2503900,1317600,335710,8338400,6663300,7047700,3018700,592290,8092400,961950,767540
5.28E+07,4.55E+07,1.59E+08,1.48E+08,1.61E+08,1.64E+08,1.12E+08,6.30E+07,9.80E+07,2.58E+08,2.07E+08,2.77E+08,3.47E+08,4.78E+08,1.59E+08,5.78E+07
1.39E+08,9.92E+07,1.66E+08,9.50E+07,1.01E+08,9.12E+07,8.31E+07,2.13E+07,2.70E+08,6.18E+07,1.54E+08,1.16E+08,1.61E+08,1.65E+08,4.83E+07,4.81E+07
1777300,4571100,5242300,3049700,1.54E+07,9380500,5806900,3134900,1.58E+07,0,5887500,5298000,1.66E+07,6065700,3177700,1782600
1837000,1199100,8547900,1416000,2267000,975890,683960,543130,1.73E+07,4.88E+07,3.60E+07,8271800,5397100,1.50E+07,3707900,1520900
5385000,5507800,2.10E+07,3692800,7986800,3902700,2086700,4100200,4.16E+07,5.46E+07,8.38E+07,8301600,3.00E+07,3.75E+07,3648600,1623100
0,0,0,126410,407100,69700,0,0,0,0,0,415740,0,218330,0,0
0,0,0,0,0,0,0,0,0,0,1249800,0,0,0,0,0
450790,2693600,2414500,1223600,1696900,2385100,1022800,0,3791100,1.29E+07,7012600,2039700,1807700,2866600,557840,25593
6.88E+07,5.36E+07,6.25E+07,2.07E+07,1.83E+07,1.48E+07,1.19E+07,4457700,7.91E+07,6.01E+07,7.76E+07,2.66E+07,4.94E+07,3.72E+07,1.16E+07,5690800
8.30E+07,4.16E+07,8.06E+07,3.98E+07,6.23E+07,3.07E+07,1.85E+07,2.22E+07,1.90E+08,8.45E+07,5.83E+07,2.67E+07,6.32E+07,5.05E+07,2.92E+07,1.99E+07
8617500,5911900,2.04E+07,1824700,1.58E+07,1.54E+07,1617500,136840,5.17E+07,5.28E+07,3.64E+07,8174400,2.57E+07,3.71E+07,4070600,1145200
0,0,81384,740850,85589,0,0,0,0,0,0,529560,1750300,113580,1961900,150490
5.82E+07,2.01E+07,3.17E+07,7247200,2.71E+07,1.67E+07,7224500,4418800,1.33E+08,1.27E+08,2.45E+08,4.28E+07,3.65E+07,3.29E+07,1.29E+07,1369200
2.21E+07,6448200,2.95E+07,3926700,8324000,3042000,4041000,311980,1.03E+07,1.52E+07,5543100,6009300,400170,4595400,235320,514490
347610,0,1820700,509470,0,2861900,0,135920,0,0,0,0,0,0,0,0
2.26E+07,3.19E+07,5.93E+07,2.40E+07,3.64E+07,2.93E+07,3.60E+07,1.23E+07,5.79E+07,1.90E+08,1.13E+08,1.56E+08,2.40E+08,2.01E+08,6.87E+07,8006100
5789500,2464000,1.13E+07,3602300,2.21E+07,3762700,1.57E+07,2687500,2.46E+07,2.25E+07,1.69E+07,503450,2530600,1897200,6815200,22779
722320,137250,605710,2453400,911740,647410,248650,316400,738380,58520,173760,242780,808550,143340,27872,0
275100,0,1452500,2051700,713710,174620,200340,250050,608630,637170,5127100,3192700,1909400,6666400,204750,396890
5.01E+07,3.95E+07,8.14E+07,3.67E+07,7.63E+07,2.18E+07,1.98E+07,9312700,1.84E+08,1.36E+08,1.50E+08,1.26E+08,1.50E+08,1.03E+08,1.91E+07,2.37E+07
4.57E+07,5.15E+07,9.41E+07,8.92E+07,8.79E+07,3.77E+07,3.42E+07,9032700,1.75E+08,1.89E+08,1.27E+08,1.51E+08,2.79E+08,1.53E+08,2.43E+07,1.36E+07
5292200,0,2441600,0,444180,623080,495280,155570,4764300,3606200,3862900,112110,554270,636180,417930,34270
6.72E+07,3.63E+07,6.59E+07,2.56E+07,6.87E+07,4.27E+07,6.70E+07,6098600,1.48E+08,2.52E+08,9.84E+07,4.98E+07,1.79E+08,1.23E+08,3.95E+07,3.83E+07
3786600,42372,1608400,0,484280,0,118020,0,5596200,3505100,3170900,2226700,0,4196600,511580,0
4651300,1.21E+07,4165500,633420,5210800,1426400,78126,0,3.08E+07,8223500,3066200,29846,3801400,5647800,0,892600
0,0,284580,0,0,0,0,0,0,1096700,1442000,0,419750,539450,0,0
0,0,386700,0,0,0,0,0,527890,2314100,1220700,0,0,0,0,0
529210,1242500,4000200,3.27E+07,3550200,1.76E+07,986430,0,4799400,1887800,923460,2.52E+07,1.05E+08,5.20E+07,1.01E+07,0
4371300,0,911710,272410,1190700,1069900,4485100,42362,1.60E+07,3.21E+07,2.60E+07,4841400,1.74E+07,2.80E+07,1.12E+07,1589700
8.70E+08,5.21E+08,8.17E+08,6.74E+08,7.95E+08,7.48E+08,7.10E+08,1.41E+08,1.38E+09,1.96E+09,9.98E+08,1.09E+09,1.70E+09,1.32E+09,4.11E+08,2.05E+08
1.36E+07,3.37E+07,4.20E+07,2.23E+07,4.02E+07,4.57E+07,4.04E+07,7698000,2.85E+07,3.56E+07,2508900,2718100,4523600,9850400,4130200,261600
0,376320,2650000,1380000,393020,457800,408080,0,487760,415150,1586300,2341800,1659200,1130500,833060,234350
1666500,362820,2470300,471300,3090300,6553100,6020500,1304800,2834400,2508700,0,951970,0,2399400,549590,172700
1435900,450870,1349700,1049300,0,675180,676690,26157,443650,2521000,8853900,7619500,9509300,2203000,545860,337510
1107900,3303600,593950,95045,1269300,0,126700,0,3409900,1.07E+07,639030,1390400,1786900,0,0,27238
1.22E+08,1.96E+08,3.02E+08,5.73E+07,5.13E+07,4.54E+07,7.77E+07,1.73E+07,2.40E+08,2.52E+08,1.07E+08,2.46E+07,8.73E+07,4.83E+07,3.35E+07,1.02E+07
4.25E+07,1.90E+07,2.95E+07,0,95696,1640300,383890,0,2.43E+07,2.56E+07,3.59E+07,839490,5343700,0,550690,0
0,0,0,0,389000,742180,0,1329500,288570,935770,1368100,2245900,1003600,2819100,58033,729200
0,0,0,4356300,1.63E+07,0,0,0,1.57E+07,0,0,0,0,0,0,0
2.61E+07,1.02E+07,3.01E+07,1.29E+07,4.38E+07,3.81E+07,1.12E+07,2470600,3.44E+07,4793800,1.18E+07,4406800,1.98E+07,3596900,2791900,732600
0,0,0,0,0,0,0,0,0,0,0,0,3235600,0,0,0
58424,719740,0,1710000,731180,1026000,540860,254940,3802900,684080,621340,2291400,1393800,3602500,577760,78734
1819400,1509500,941130,2852500,20674,1195500,1075600,253480,1.03E+07,7160400,4102800,3592000,1301700,5116600,4643700,0
4.01E+07,7.10E+07,1.15E+08,6.17E+07,6.46E+07,7.64E+07,4.84E+07,2.84E+07,1.22E+08,5.84E+07,1.23E+08,1.49E+08,1.94E+08,1.81E+08,6.22E+07,2.64E+07
5310100,0,1564900,0,2877500,0,0,0,0,0,4920200,2.60E+07,1.82E+07,1.08E+07,1.41E+07,441580
1687400,2202500,3135400,419610,2146100,867000,1287400,49371,1.22E+07,3.16E+07,1.44E+07,1758800,1.50E+07,3697300,0,0
2.70E+07,1.17E+07,4.17E+07,1.17E+07,1.99E+07,1.42E+07,0,0,1.97E+07,1.57E+07,5.44E+07,0,6142400,2.07E+07,84033,0
1124300,3683400,4054200,2.02E+07,2.75E+07,1.29E+07,1.35E+07,8836800,1.72E+07,3.19E+07,1475400,2.92E+07,3435800,1.12E+07,3.02E+07,5080600
4.84E+09,1.09E+09,2.75E+09,4.00E+08,9.03E+08,1.50E+09,9.38E+08,4.41E+08,4.65E+09,3.54E+09,4.17E+09,6.57E+08,1.09E+09,1.37E+09,5.34E+08,1.73E+08
7.80E+07,2.12E+07,9.53E+07,1.60E+08,9.13E+07,1.04E+08,6.96E+07,2.33E+07,8.87E+07,2.81E+08,5.03E+08,2.29E+08,5.13E+08,2.33E+08,3.60E+07,2.83E+07
0,0,0,1482200,0,0,0,0,80773,1127200,0,0,0,0,0,0
2212200,2490200,4204500,5358000,4761500,2597600,2375500,2581600,1693900,1.56E+07,5.18E+07,4.32E+07,3.33E+07,4591200,845420,2175900
3950500,186450,904290,618340,1048600,3827500,750370,1056800,1.12E+07,1353200,3.40E+07,1.39E+07,1.88E+07,1.55E+07,6750500,822380
4.94E+07,5743700,1.29E+07,6429000,5.75E+07,2692100,3409900,1326200,1.55E+07,7.39E+07,2.35E+07,5775700,2.53E+07,1.32E+07,3479800,821510
112350,1859400,599920,982490,798920,0,0,24819,88004,1443700,258530,268260,1222400,0,0,0
328510,0,356600,0,1588500,0,0,819830,530540,2325800,3737200,605990,1592100,836990,575170,2090900
0,2408100,0,4017300,6074000,7311800,0,0,6362900,0,0,0,0,0,841700,0
0,0,0,0,0,273550,0,0,142030,0,0,0,0,0,0,0
2.22E+08,1.00E+08,7.29E+08,5.40E+08,7.16E+08,5.71E+08,1.27E+08,1.97E+08,6.19E+07,6.11E+07,1.95E+08,0,381330,0,2.63E+07,6147900
1.03E+08,1.38E+08,8.62E+07,1.15E+08,1.25E+08,5.30E+07,3.61E+07,1.36E+07,2.19E+08,1.78E+08,6.03E+07,5.44E+07,1.93E+08,9.76E+07,3.93E+07,8816000
694560,2034500,3821400,208520,1500000,950750,284340,271220,6671400,7361500,5011600,281560,1090200,2600600,1658000,48154
0,0,1049200,406140,705110,0,0,64086,0,0,699490,525300,776560,555090,0,120700
1.21E+08,2.84E+07,9.30E+07,2.56E+07,1.33E+08,5.50E+07,9.92E+07,6397200,1.10E+09,6.57E+08,1.65E+08,8.68E+07,4.37E+08,4.05E+08,6.12E+07,1.64E+07
1289300,0,24917,52632,419790,0,0,0,0,0,199990,0,0,0,0,0
1.04E+09,3.89E+08,2.89E+08,8.22E+07,2.06E+08,1.89E+08,5.03E+07,1.50E+07,5.95E+08,6.16E+08,9.99E+08,8.99E+08,1.46E+08,3.55E+08,2.25E+07,6.90E+07
612470,0,256360,0,441890,115330,111110,0,0,376040,236740,679020,4076000,64825,122740,0
1496500,738330,1909100,926960,263180,934800,335380,90040,877350,2109600,2225300,208130,480710,133460,337850,12425
1410800,0,986410,215550,510880,1319600,278250,0,1987300,2372000,385620,3947300,643380,3259700,240940,0
0,0,0,0,0,475610,234330,119020,0,0,0,0,0,0,0,0
2.15E+07,7646900,3.13E+07,9.99E+07,2.18E+07,1.34E+07,611420,2072400,1.02E+07,1.87E+07,1.26E+07,1.19E+07,1.63E+07,2352200,707100,913270
4.27E+07,2.09E+08,9.03E+07,7.81E+07,2.17E+08,6.36E+07,8.22E+07,2.43E+07,1.27E+08,3.32E+07,6.75E+08,4.76E+08,1.38E+08,3.89E+08,6.71E+07,9.10E+07
7.98E+07,2.49E+07,6.97E+07,3.94E+07,1.01E+08,2.93E+07,1.10E+07,2.09E+07,5.20E+07,2.44E+07,4.83E+07,4.22E+07,6.08E+07,4.57E+07,4048500,8656000
411900,0,0,1093900,1246900,1064900,0,0,366580,0,518200,0,1476200,278370,0,92273
461830,43392,4561600,1868700,1269000,2486100,383520,348190,4803500,0,4973900,1366400,2111300,1696300,543130,299050
0,0,0,0,0,0,0,0,0,4614900,254900,0,0,4567800,0,0
0,2879300,5909700,2920000,2824000,990600,3040000,278910,1.52E+07,4.44E+07,1.57E+07,7882500,1500100,4231300,4225800,1748100
0,0,0,0,0,0,0,0,883880,873050,397830,0,1525300,844550,0,439450
55300,0,0,0,249490,0,35266,12138,0,0,0,119750,0,0,30460,0
9.39E+07,4094400,1.29E+07,1.66E+07,4.31E+07,1.23E+07,4772100,5435600,2.51E+07,3.17E+07,4.14E+07,2.05E+07,3.94E+07,1.66E+07,2.81E+07,3972500
1054000,0,0,0,0,0,0,0,320210,122160,77444,78570,2741800,109440,46815,26511
716020,879500,193180,322390,757260,105840,31738,39565,0,0,3.48E+07,1699200,5423900,218370,0,133480
777850,0,1085300,1468400,1200500,993430,2036300,110370,0,0,0,562300,195740,164530,426660,0
3372800,0,1.15E+07,70855,0,0,0,408180,9417700,1.08E+07,9300700,210790,0,0,0,41164
2.47E+07,4488600,1.28E+07,5351600,379590,2032200,2670200,3163100,3.91E+07,1.74E+07,1.17E+08,2.92E+07,1.34E+07,3392100,968480,6566700
