Rep1,Rep2,Rep3,Rep1,Rep2,Rep3
0.2485,-0.0474,0.2103,0.074,-0.0596,0.1301
ND,ND,ND,0.1028,ND,0.1719
ND,ND,ND,0.1451,ND,0.196
ND,ND,ND,ND,ND,-0.1336
0.3051,-0.0423,ND,0.1241,0.1402,0.1871
ND,ND,ND,0.2514,ND,ND
ND,0.3343,ND,0.1011,0.0094,0.0983
0.264,-0.0649,0.067,0.0788,0.132,0.1152
ND,ND,ND,0.2029,ND,ND
-0.0238,ND,ND,ND,ND,ND
0.2594,-0.07,0.2005,0.1044,ND,0.1735
ND,-0.0748,ND,0.2459,-0.1526,0.3621
ND,ND,ND,0.0202,0.1079,0.1976
ND,ND,ND,0.2746,0.0592,0.2156
ND,-0.033,0.2959,0.0957,0.045,0.1077
ND,ND,0.374,0.0667,0.18,0.1664
0.0641,ND,0.3324,ND,ND,ND
ND,ND,ND,ND,ND,0.2206
0.2134,-0.0055,0.1642,ND,0.0743,0.1389
ND,ND,ND,0.1615,ND,0.1492
ND,ND,ND,0.1379,ND,ND
0.3263,-0.0344,0.2842,0.0603,ND,0.1256
0.4081,ND,ND,0.107,0.1673,0.0461
ND,ND,ND,ND,ND,0.1331
ND,ND,ND,0.1152,-0.0627,ND
ND,0.2518,ND,ND,ND,ND
0.1879,-0.0374,0.0635,0.0333,0.0963,-0.012
ND,ND,ND,0.0661,0.1883,0.0499
0.0637,ND,ND,ND,0.1216,ND
0.484,-0.0127,0.1245,0.2115,-0.0143,0.1915
ND,ND,ND,0.1303,0.0475,0.1017
0.0498,0.0451,0.0595,ND,ND,ND
0.1832,0.0251,0.1791,0.0311,0.1515,0.0617
ND,ND,ND,ND,0.1781,ND
-0.099,-0.0887,-0.0071,ND,0.1534,ND
ND,0.178,-0.0928,0.0893,0.0951,0.1354
ND,ND,ND,ND,0.1387,0.0816
ND,ND,ND,0.1384,0.0561,0.156
ND,ND,ND,ND,0.1151,ND
ND,ND,ND,ND,0.1459,ND
0.2227,-0.0747,ND,-0.0242,-0.0739,0.1903
ND,ND,ND,-0.099,0.2059,-0.0207
0.0931,0.2117,0.011,ND,ND,ND
ND,-0.2514,ND,ND,ND,ND
ND,ND,0.0046,ND,ND,ND
0.0964,0.3402,-0.0638,ND,ND,ND
-0.1509,0.0813,-0.3014,ND,ND,ND
ND,0.5541,ND,ND,ND,ND
-0.3152,ND,ND,ND,ND,ND
-0.3471,0.5648,-0.2746,ND,ND,ND
ND,ND,ND,ND,ND,0.1178
ND,-0.1415,0.1673,0.1532,0.1086,0.0967
ND,ND,ND,0.2638,ND,ND
1.2342,ND,1.0269,ND,ND,ND
0.3355,-0.037,0.0706,ND,ND,ND
0.2302,0.5391,0.1114,ND,ND,ND
-0.2305,0.2543,-0.1823,ND,ND,ND
-0.4081,0.1924,-0.1492,ND,ND,ND
ND,ND,ND,ND,ND,ND
-0.3021,0.2503,-0.1723,ND,ND,ND
-0.1146,ND,-0.2573,ND,ND,ND
-0.5005,0.0813,-0.5443,0.1685,0.0967,-0.4843
ND,0.9649,-0.3982,ND,ND,ND
-0.2352,0.0208,-0.1313,ND,ND,ND
-0.2082,0.0154,-0.1376,ND,ND,ND
0.1203,ND,-0.0617,0.0287,ND,-0.1454
0.2227,-0.0067,0.0497,ND,ND,ND
ND,-0.106,0.139,ND,ND,ND
0.1755,0.0825,0.1594,0.1094,0.1064,0.141
ND,-0.0879,ND,ND,ND,ND
ND,ND,0.4868,ND,ND,ND
ND,ND,0.2043,0.1083,0.0477,0.0464
0.355,0.0258,0.3101,0.2257,ND,0.3516
0.3226,-0.1675,0.2246,0.0547,-0.0022,0.1008
ND,ND,ND,ND,0.0758,0.1102
0.1692,-0.3074,-0.0792,ND,ND,ND
-0.002,0.1893,0.5885,ND,ND,ND
0.1348,0.1097,0.0135,-0.095,ND,ND
ND,0.0924,-0.0601,ND,ND,ND
-0.2005,0.4196,-0.4801,-0.2173,ND,-0.5034
ND,-0.1163,ND,ND,ND,ND
-0.5985,ND,-0.5213,ND,ND,ND
ND,ND,ND,0.0346,ND,-0.1507
0.1987,0.1687,0.0239,ND,ND,ND
0.1525,0.2117,ND,ND,ND,ND
0.4029,0.3414,0.309,ND,ND,ND
0.3166,0.1541,0.1781,-0.0763,0.1698,0.113
0.6326,ND,0.3014,ND,ND,ND
0.3623,ND,ND,ND,ND,ND
0.238,0.0901,0.2181,ND,ND,ND
0.2869,-0.0739,0.2125,0.0427,ND,ND
-0.0575,ND,ND,ND,ND,ND
0.2718,0.1626,ND,ND,ND,ND
ND,ND,ND,0.1512,ND,0.0747
ND,ND,ND,ND,ND,0.1342
-0.1418,0.0472,-0.0866,-0.0797,0.2565,0.0107
ND,ND,ND,-0.5451,0.6918,0.1264
ND,ND,ND,0.0827,ND,0.1238
-0.1924,1.0203,-1.5824,-0.0526,0.1477,-0.1137
ND,ND,ND,-0.0843,0.1068,-0.0641
ND,ND,ND,ND,0.137,ND
ND,ND,ND,ND,ND,-0.0181
ND,0.0444,0.0279,-0.0366,0.087,ND
0.2477,ND,ND,-0.1132,0.0904,0.3896
-0.1687,0.2723,ND,ND,ND,ND
-0.0752,0.1485,ND,ND,ND,ND
-0.0907,ND,ND,ND,ND,ND
-0.1749,ND,-0.3431,ND,ND,ND
0.0119,0.0908,-0.184,ND,ND,ND
ND,0.2057,-0.2358,ND,ND,ND
0.0999,-0.0897,0.2016,ND,ND,ND
-0.049,0.0989,-0.2151,ND,ND,ND
-0.0687,ND,ND,ND,ND,ND
-0.0685,ND,ND,ND,ND,ND
ND,0.0372,0.2194,0.3177,ND,ND
ND,ND,ND,0.0915,-0.0412,0.0054
0.0172,ND,ND,0.1524,0.0307,-0.1182
0.1505,0.3871,-0.043,0.0186,0.1235,-0.1027
0.0307,-0.2554,0.0403,0.0805,-0.1494,-0.1879
0.0976,0.2393,-0.0328,ND,ND,ND
ND,0.1702,ND,ND,ND,ND
-0.1366,0.1285,ND,ND,ND,ND
-0.03,ND,-0.0253,ND,ND,ND
0.1002,ND,ND,ND,ND,ND
-0.0464,0.234,-0.2383,-0.058,ND,-0.1727
ND,ND,0.1488,ND,ND,ND
-0.0787,-0.0337,-0.155,ND,ND,ND
ND,0.0591,ND,ND,ND,ND
0.0333,ND,ND,ND,ND,ND
0.8261,ND,ND,ND,ND,ND
-0.0016,0.2052,0.0097,ND,ND,ND
0.0248,0.1439,0.0169,ND,ND,ND
ND,ND,0.0853,ND,ND,ND
0.0723,0.1129,ND,ND,ND,ND
ND,0.0466,0.0081,ND,ND,ND
-0.0173,0.1105,-0.0607,-0.0075,0.0082,ND
ND,ND,-0.2508,ND,ND,ND
ND,ND,-0.2023,ND,ND,ND
0.3157,-0.36,0.3644,ND,ND,ND
0.1003,-0.058,0.0042,ND,ND,ND
0.0507,0.0867,-0.0536,ND,ND,ND
2.5931,-1.1735,1.6959,0.35,ND,ND
0.1622,-0.0954,0.0419,ND,ND,ND
0.5978,-0.2047,0.3331,ND,ND,ND
ND,ND,0.4007,ND,ND,ND
0.345,0.1034,0.375,ND,ND,ND
0.4092,-0.0588,0.4375,0.0315,-0.2371,0.2601
ND,ND,0.7388,ND,ND,ND
-0.2827,ND,-0.2113,ND,ND,ND
0.1054,0.3044,0.0413,ND,ND,ND
0.264,ND,ND,ND,ND,ND
-0.0718,0.3773,0.1516,ND,ND,ND
0.27,-0.1613,0.2681,ND,ND,ND
0.4838,0.1271,0.641,ND,ND,ND
ND,ND,0.5587,-0.3914,ND,-0.0894
0.2086,ND,0.1032,ND,ND,ND
0.4241,-0.052,0.4029,ND,-0.0729,ND
0.4586,ND,0.2985,0.1261,0.0103,0.1161
ND,0.0387,0.0085,ND,ND,0.1352
ND,0.0133,0.1283,ND,ND,ND
0.2984,-0.0558,0.2373,ND,ND,ND
0.4335,ND,0.3373,ND,ND,ND
ND,ND,ND,ND,0.081,0.1987
0.3167,-0.0095,0.3351,-1.1811,0.157,ND
0.5105,-0.1034,0.566,ND,ND,ND
0.1412,-0.0194,0.3948,ND,-0.3571,ND
0.0712,0.2029,0.0591,-0.0052,0.0656,0.2104
0.1735,ND,-0.0076,0.0276,0.0547,0.0496
0.1765,0.0673,0.1492,0.0587,0.2101,0.0557
ND,ND,ND,ND,-0.0503,ND
ND,ND,ND,ND,0.2218,ND
0.0856,ND,ND,0.0861,0.1038,ND
0.33,ND,0.3568,-0.2482,0.08,-0.8502
0.2515,-1.1291,0.2735,ND,ND,ND
0.3904,0.0891,0.1876,ND,0.0639,ND
ND,ND,ND,ND,-0.1042,ND
0.1272,1.0352,ND,0.1367,0.1365,-0.2065
0.308,0.2825,0.1073,0.067,0.8606,-0.4239
ND,ND,ND,0.1051,0.0157,0.2087
ND,ND,ND,-0.2086,ND,ND
ND,ND,ND,-0.0919,0.2299,ND
ND,ND,ND,-0.0878,ND,-0.184
0.019,ND,-0.0273,-0.0961,0.1716,-0.0516
0.132,0.0056,0.1785,ND,ND,0.0921
ND,0.3836,0.5963,ND,ND,ND
ND,ND,ND,0.0287,ND,0.0612
0.207,ND,0.1419,0.1844,0.064,0.4574
0.4393,ND,ND,ND,ND,ND
0.3416,0.171,0.11,0.0497,ND,ND
ND,-0.2014,ND,-0.2924,ND,-0.1173
0.1551,0.2474,ND,0.1013,ND,ND
0.205,0.1171,0.1546,ND,0.0365,ND
0.2183,0.0301,ND,0.1185,-0.0099,0.1631
0.129,-0.0967,0.1356,0.0559,0.0329,0.1304
0.0721,ND,ND,0.0334,0.1006,0.042
-0.0313,0.0958,-0.135,ND,ND,ND
0.1859,ND,ND,ND,ND,ND
-0.1305,ND,ND,ND,ND,ND
ND,ND,0.1579,ND,ND,ND
0.2452,-0.1708,0.149,0.0817,-0.2271,0.1131
ND,1.5232,-2.5529,ND,ND,ND
ND,-0.1565,ND,-0.2311,ND,-0.0674
ND,ND,ND,ND,ND,0.2435
0.1732,0.0705,-0.0339,0.0526,ND,-0.1815
0.0775,-0.1696,0.5509,ND,ND,ND
ND,ND,ND,0.1587,0.0338,ND
0.3188,0.1985,0.1419,0.1124,ND,-0.1827
ND,ND,ND,ND,0.1263,ND
0.0848,-0.0792,-0.2002,0.177,-0.0611,0.0911
ND,-0.1161,ND,ND,ND,ND
ND,-0.0258,ND,ND,ND,ND
0.072,-0.1212,-0.2687,0.127,-0.0498,ND
ND,0.2149,ND,ND,ND,ND
0.0343,0.4,-0.6005,ND,ND,ND
-0.0298,ND,0.4639,ND,ND,ND
ND,ND,ND,ND,0.0188,ND
ND,ND,0.147,ND,0.0902,ND
ND,0.0972,0.1934,0.0727,ND,0.0613
ND,ND,ND,0.0251,0.0936,ND
0.334,ND,ND,0.0451,0.0675,0.1061
ND,0.0067,0.3623,0.1902,0.1417,0.1193
0.3205,-0.1626,0.3205,0.1498,ND,0.2447
0.1052,ND,ND,-1.2548,ND,-0.2699
0.1495,ND,ND,ND,0.9634,ND
ND,-0.0955,ND,ND,ND,ND
0.1435,0.1431,ND,-0.0082,0.0912,0.1135
ND,ND,ND,-0.2031,0.223,-0.1086
ND,ND,ND,ND,0.127,-0.0566
ND,ND,ND,0.0309,0.0442,ND
0.1118,0.1749,0.217,-0.0369,0.1117,0.0253
-0.0617,0.1012,-0.0464,-0.0315,0.0166,-0.1014
0.1031,0.0302,ND,ND,ND,ND
-0.0662,0.0248,-0.0129,ND,ND,ND
ND,ND,ND,-0.3199,0.1897,ND
0.1757,0.1514,0.0165,0.0544,0.1621,-0.0524
0.1369,0.3196,0.3768,ND,ND,ND
-0.1329,0.1227,0.2805,ND,ND,ND
0.2537,0.1807,0.2893,0.0529,-0.041,0.071
ND,ND,ND,0.1826,ND,0.1512
ND,ND,0.2464,ND,ND,ND
0.054,0.2338,0.0805,0.0067,-0.0029,0.114
ND,ND,ND,ND,0.1665,ND
ND,ND,ND,0.1931,ND,ND
ND,ND,ND,-0.0746,0.3784,ND
0.3152,-0.1109,0.319,ND,ND,ND
-0.286,ND,ND,ND,ND,ND
0.1386,0.0969,0.1844,-0.2881,0.0638,ND
0.2158,0.0003,0.0958,ND,0.1186,ND
0.1478,0.0469,0.1585,0.1265,0.1202,0.211
0.0578,ND,ND,ND,-0.0677,ND
-0.1622,-0.1294,ND,ND,ND,ND
0.1495,0.1355,0.1133,ND,ND,-0.195
0.0044,0.1963,-0.1224,ND,ND,ND
0.1616,-0.0548,0.1155,-0.0198,-0.0608,ND
0.4582,0.2662,0.012,0.0929,0.1033,-0.0524
ND,ND,ND,0.1081,ND,ND
0.2376,0.2482,0.2519,0.0781,0.0031,0.1228
0.2078,0.1355,0.1336,ND,ND,ND
0.2666,0.0639,0.1442,ND,ND,ND
0.2175,0.0076,0.1035,0.0555,0.0327,0.0052
ND,0.1259,ND,ND,ND,ND
0.3923,ND,0.5031,ND,ND,ND
ND,ND,ND,-0.0185,ND,ND
-0.1137,0.0441,-0.2403,ND,ND,ND
0.0667,0.0847,0.0045,ND,ND,ND
0.5857,-0.235,-0.0429,0.5018,-0.189,ND
ND,ND,ND,-0.0486,0.1358,0.0091
ND,ND,ND,ND,0.0495,ND
0.0316,ND,0.0213,ND,ND,ND
0.3772,ND,ND,ND,ND,ND
ND,0.0586,0.1323,0.0177,0.0494,0.1129
ND,-0.1224,-0.0002,ND,ND,ND
ND,0.0396,0.2622,ND,ND,0.2921
ND,ND,ND,ND,ND,0.0492
0.1813,ND,0.0339,ND,ND,ND
0.3512,ND,ND,ND,ND,ND
0.2029,ND,0.113,ND,0.082,0.1133
0.3046,0.1195,0.1865,0.0548,0.0844,-0.0446
ND,ND,ND,0.0514,0.0774,0.0382
ND,ND,ND,0.1224,ND,ND
ND,ND,ND,0.1795,ND,ND
ND,ND,ND,0.067,-0.0851,0.1405
-0.1115,0.2967,-0.1177,-0.2476,0.1544,0.0568
-0.5263,-0.0133,ND,ND,ND,ND
-0.047,0.1482,-0.0316,ND,ND,ND
ND,ND,ND,0.0786,ND,0.1113
ND,ND,ND,-0.1338,ND,ND
0.2936,0.1461,ND,0.092,0.1269,0.1341
ND,0.0653,0.2174,0.0772,0.1092,ND
ND,ND,ND,ND,-0.0961,0.4603
ND,ND,ND,-0.0064,-0.5605,ND
-0.003,0.397,-0.484,ND,ND,ND
ND,ND,ND,0.042,-0.0169,ND
0.0511,0.3658,-0.216,-0.1978,0.4005,-0.4097
ND,0.2767,ND,ND,ND,ND
0.3526,ND,0.3619,ND,ND,ND
ND,ND,ND,0.0456,ND,0.0756
-0.3831,0.2846,ND,ND,ND,ND
ND,0.9706,ND,ND,ND,ND
0.2207,ND,0.2306,ND,ND,ND
0.5683,0.0206,0.255,ND,ND,ND
ND,ND,ND,ND,-0.1486,ND
-0.0831,0.1238,-0.0159,ND,ND,ND
ND,0.1118,-0.0101,-0.1738,0.1673,ND
ND,ND,ND,0.2246,ND,0.1536
ND,ND,ND,ND,0.2087,ND
0.0737,ND,0.2492,-0.0776,0.0473,0.0431
0.5995,-0.1276,0.4718,ND,ND,ND
ND,ND,ND,0.1234,ND,ND
ND,ND,ND,ND,-0.0734,0.2585
-0.0686,0.1071,-0.0865,ND,ND,ND
ND,0.1719,ND,ND,ND,ND
ND,0.286,ND,ND,ND,ND
0.0195,0.6914,-0.1591,ND,ND,ND
-0.0009,0.1283,0.2949,0.0888,0.4156,-0.2211
ND,ND,ND,0.1142,ND,ND
0.2975,0.0776,0.2252,0.0422,0.0297,0.0166
ND,ND,ND,ND,ND,-0.0466
ND,ND,ND,0.0913,ND,ND
ND,ND,ND,0.0518,ND,-0.0446
0.3101,0.1646,0.1222,ND,ND,ND
0.4989,0.1511,0.4632,ND,ND,ND
0.0615,ND,-0.0322,ND,ND,ND
0.1014,0.2215,0.0518,ND,ND,ND
0.0994,0.2785,-0.0013,ND,ND,ND
0.0326,-0.5874,-0.1171,ND,ND,ND
ND,0.4512,-0.0475,ND,ND,ND
0.1135,ND,-0.1111,ND,ND,ND
-0.1673,0.3473,-0.142,ND,ND,ND
0.0411,0.1403,ND,ND,ND,ND
0.2167,0.3865,-0.0501,ND,ND,ND
0.1226,0.055,-0.1185,ND,ND,ND
-0.1236,ND,0.0279,ND,ND,ND
0.1402,0.046,-0.0536,-0.1366,ND,-0.7429
0.3659,-0.3051,0.358,ND,ND,ND
ND,0.4728,-0.0604,ND,ND,ND
ND,ND,-0.5168,ND,ND,ND
ND,0.1137,ND,ND,ND,ND
ND,ND,-0.0511,ND,ND,ND
ND,ND,-0.0552,ND,ND,ND
-0.1204,-0.1626,-0.1504,ND,ND,ND
ND,-0.1872,-0.2615,ND,ND,ND
ND,-1.2292,ND,ND,ND,ND
0.2366,-0.0052,0.1533,ND,ND,ND
0.0875,0.2095,0.1235,ND,ND,ND
2.1233,ND,ND,ND,ND,ND
0.1923,ND,0.4151,ND,ND,ND
0.0694,ND,ND,0.1212,0.1938,0.1924
ND,ND,ND,0.0456,ND,-0.1073
0.3335,0.0227,0.281,0.1896,ND,0.1799
ND,0.0586,0.313,0.1614,ND,0.2565
ND,-0.2436,0.2055,ND,ND,ND
-0.0943,0.1676,-0.1061,ND,ND,ND
ND,ND,0.552,ND,ND,ND
ND,ND,-0.1909,ND,ND,ND
ND,0.0035,-0.0851,ND,ND,ND
-0.1783,0.2092,-0.0271,ND,-0.0765,ND
0.1235,0.1454,0.1096,0.1386,0.0701,0.2262
-0.3024,ND,0.0077,ND,ND,ND
0.2538,-0.005,0.2482,0.2126,0.0403,0.2856
ND,ND,ND,0.1673,-0.0592,0.336
ND,ND,ND,0.1881,-0.2343,0.3103
ND,ND,ND,0.1601,0.352,0.2117
0.2572,-0.0855,0.213,ND,ND,ND
0.2275,0.0686,0.2419,0.1861,0.043,0.1666
0.2191,-0.0413,0.1236,0.1663,0.0301,0.2105
0.0479,ND,-0.026,ND,ND,ND
-0.0738,0.4992,-0.0942,ND,ND,ND
ND,0.2691,-0.3467,ND,ND,ND
0.2171,0.0173,ND,ND,ND,ND
-0.0747,-0.0689,-0.0807,-0.1344,0.1394,ND
ND,ND,ND,ND,0.0603,-0.0311
-0.4152,-0.05,0.0363,-0.1802,0.0657,-0.0259
-0.0906,ND,-0.2071,ND,ND,ND
ND,ND,0.0327,ND,ND,ND
ND,-0.0504,ND,0.0347,ND,0.051
0.0685,-0.1731,0.1133,-0.049,0.2101,-0.0091
ND,ND,ND,ND,ND,-0.1318
ND,0.1482,ND,ND,ND,ND
0.0262,0.1524,-0.0461,ND,ND,ND
ND,ND,-0.7096,ND,ND,ND
ND,-0.136,0.2741,0.1622,-0.2959,0.1454
0.1903,ND,0.0692,ND,ND,ND
-0.18,ND,-0.1014,0.089,ND,0.0447
0.3277,-0.0218,0.2103,ND,ND,0.2452
ND,ND,ND,0.0728,0.1823,0.129
0.016,-0.0235,ND,0.1394,0.0799,0.2676
ND,ND,ND,ND,ND,-0.2072
-0.0865,0.0536,-0.1428,ND,ND,ND
ND,ND,ND,0.2773,0.1376,0.0759
ND,ND,ND,ND,ND,-0.1227
ND,ND,ND,0.0282,ND,ND
ND,0.0138,0.1079,0.0603,ND,ND
ND,ND,ND,0.022,0.4852,0.1296
-0.0506,0.1272,-0.1125,ND,ND,ND
ND,ND,-0.0142,0.0524,-0.1337,0.091
ND,-0.0422,0.1392,ND,0.0903,0.0808
-0.203,0.1883,-0.2017,ND,ND,ND
ND,0.0718,ND,ND,ND,ND
ND,ND,ND,0.3834,ND,ND
ND,ND,ND,ND,0.1343,0.107
ND,ND,ND,0.0296,0.6,ND
ND,0.1952,ND,ND,ND,ND
ND,0.0816,0.0208,0.0453,ND,ND
-0.0908,0.4699,-0.3353,-0.1985,0.254,-0.1719
-0.0882,-0.0136,ND,ND,ND,ND
0.2036,-0.1117,0.2159,0.1544,ND,0.0534
0.3037,0.0708,0.4723,0.0235,ND,0.1882
0.2189,0.0383,ND,0.1841,0.4369,ND
ND,ND,ND,ND,ND,0.0647
-0.12,-0.0382,0.5781,ND,-0.3268,0.0961
0.2297,ND,0.4807,ND,ND,ND
0.1956,-0.1432,0.2323,0.0918,-0.0034,0.1419
-0.2684,-0.0239,0.2178,ND,ND,ND
ND,-0.182,ND,ND,ND,ND
0.4373,-0.1385,ND,0.1209,0.0501,0.1054
-0.0152,ND,0.0083,ND,ND,ND
0.1956,ND,0.0809,-0.02,ND,ND
-0.4395,0.1554,-0.0411,ND,0.3085,0.0419
ND,ND,-0.1614,ND,ND,ND
ND,ND,0.2965,ND,ND,ND
ND,ND,0.3929,ND,ND,ND
-0.2576,0.1646,0.1199,ND,ND,ND
ND,ND,ND,0.0624,ND,0.1146
ND,-0.2385,0.2853,ND,ND,ND
ND,-0.0532,0.4017,ND,ND,ND
ND,ND,ND,0.1113,ND,0.095
ND,-0.2954,ND,ND,ND,ND
ND,-0.1484,ND,ND,ND,ND
0.0877,-0.1064,ND,0.1167,0.0954,-0.0195
ND,ND,ND,-0.2228,ND,0.2648
ND,ND,ND,-1.0587,ND,0.1678
ND,0.1744,ND,-0.0727,ND,ND
ND,ND,ND,0.1023,ND,0.1259
1.0187,0.3897,0.3022,ND,ND,0.1576
-0.0711,-0.0985,0.493,ND,ND,ND
0.2564,ND,0.2311,ND,0.0262,ND
0.5715,ND,0.0937,ND,ND,ND
ND,ND,ND,ND,ND,0.0937
ND,-0.6721,ND,ND,ND,ND
ND,ND,ND,0.0983,ND,0.058
-0.0449,ND,0.3263,ND,ND,ND
ND,-0.0432,0.1866,ND,ND,ND
ND,ND,ND,ND,ND,0.2049
ND,ND,ND,0.079,ND,0.3259
ND,ND,ND,0.0785,0.0693,0.1151
ND,ND,0.2496,ND,ND,0.0718
ND,ND,ND,0.0772,0.0642,0.1254
ND,ND,ND,ND,ND,ND
-0.0666,0.1603,-0.0094,-0.0051,ND,ND
0.1234,ND,ND,ND,ND,ND
-0.2236,0.1977,-0.2673,ND,ND,ND
ND,ND,0.0092,ND,ND,ND
ND,ND,0.0954,ND,ND,ND
0.041,0.2605,-0.0795,ND,ND,ND
0.6051,ND,ND,ND,ND,ND
0.1653,0.0486,0.1148,0.0733,-0.0033,0.0845
ND,0.005,0.0762,0.0818,0.1455,0.116
0.0761,0.0802,-0.0192,-0.0239,-0.1867,0.1219
ND,ND,ND,ND,-0.5257,ND
0.1427,0.3156,-0.0673,ND,ND,ND
ND,ND,ND,0.0364,ND,ND
0.277,0.0009,0.3055,0.1132,-0.0321,0.1947
0.1817,0.265,0.0743,-0.0488,0.259,0.1285
ND,ND,ND,0.0068,-0.0147,ND
ND,ND,ND,ND,ND,0.0995
ND,ND,ND,ND,0.0387,0.1914
ND,ND,ND,0.1131,0.0101,0.0891
ND,ND,ND,0.0773,ND,-0.0116
0.2784,ND,0.1662,-0.1688,0.1324,ND
ND,ND,ND,0.0029,0.1474,ND
-0.3301,0.3165,-0.2207,-0.3624,ND,-0.1705
ND,ND,ND,0.1343,0.0488,ND
ND,ND,ND,0.2655,ND,ND
0.2043,-0.0178,0.0744,0.1309,0.0833,0.0755
ND,-0.1083,ND,0.0458,0.0794,ND
0.011,ND,0.0813,0.0616,0.2679,ND
ND,ND,ND,-0.1237,-0.4053,0.0403
ND,ND,ND,ND,-0.1226,ND
ND,ND,ND,ND,0.2181,ND
ND,-0.0656,0.1586,ND,ND,0.1309
0.0254,ND,ND,ND,ND,ND
ND,ND,ND,ND,ND,-0.0271
ND,0.0446,0.067,0.0867,0.0487,-0.0016
ND,-0.0646,0.1522,0.0693,-0.0197,0.0907
ND,ND,ND,0.1,ND,ND
ND,ND,ND,0.1961,ND,0.1416
ND,-0.0033,0.2932,0.1795,-0.0773,0.1321
-0.2063,-0.1289,-0.1535,ND,ND,ND
ND,ND,ND,0.1086,ND,0.0894
ND,ND,ND,0.0528,ND,0.0262
0.2064,0.0858,0.1218,0.0425,0.1436,-0.0282
ND,ND,ND,-0.0155,ND,ND
ND,ND,0.3272,ND,ND,ND
ND,ND,0.0467,ND,ND,ND
ND,ND,ND,-0.0276,ND,ND
ND,ND,ND,0.2527,0.0803,0.2519
-0.114,ND,ND,ND,ND,ND
-0.1065,0.0371,-0.1281,ND,ND,ND
ND,ND,-0.1327,ND,ND,ND
-0.2337,0.0987,-0.2719,ND,ND,ND
-0.2483,0.1007,-0.2612,ND,ND,ND
ND,0.5479,-0.7423,ND,ND,ND
ND,ND,ND,0.0542,-0.0446,0.1122
ND,0.6798,ND,ND,ND,ND
ND,0.0376,-0.1192,-0.0245,ND,ND
ND,ND,ND,0.1967,0.071,ND
0.1547,-0.0375,0.0801,0.647,-0.0112,0.177
ND,ND,ND,ND,0.1645,ND
ND,-0.083,ND,ND,0.0307,0.152
0.1206,0.3216,-0.0256,-0.198,0.0283,ND
0.2213,0.175,0.1269,-0.0679,-0.131,-0.0974
0.204,0.186,0.0078,-0.1438,-0.0094,-0.0572
ND,0.46,ND,ND,ND,ND
0.084,0.0588,ND,ND,ND,ND
0.1285,0.07,0.1518,-0.0795,0.129,ND
0.4347,-0.0755,0.2579,ND,ND,ND
0.0327,-0.0856,0.0279,0.0546,0.0451,0.1055
ND,ND,ND,ND,ND,0.0383
0.1517,0.1009,-0.0111,-0.0141,0.0885,-0.0291
ND,ND,ND,ND,0.1789,0.1056
ND,ND,ND,ND,ND,0.1069
ND,ND,ND,ND,0.0373,0.0521
ND,ND,ND,ND,ND,-0.0168
ND,ND,ND,-0.0171,ND,0.0125
ND,ND,ND,ND,ND,0.1152
ND,ND,ND,ND,0.0698,ND
ND,ND,ND,ND,ND,0.0128
ND,ND,ND,ND,ND,-0.8671
ND,ND,ND,ND,ND,0.0015
ND,ND,ND,-0.0644,ND,0.0686
0.1648,ND,0.0514,0.0003,ND,0.0526
-0.0161,0.1304,0.0524,ND,ND,ND
-0.1088,0.2372,0.2334,ND,ND,ND
-0.0049,0.0962,0.0326,ND,ND,ND
0.0783,ND,0.083,ND,ND,ND
-0.0196,0.239,-0.0141,ND,-0.1087,-0.1875
ND,ND,ND,0.1146,ND,-0.1131
-0.3673,-0.3967,0.1322,-0.8157,-0.465,-0.2724
0.4114,ND,0.1942,0.0733,ND,ND
0.1838,0.1114,0.3134,ND,ND,ND
0.7044,-0.2536,ND,ND,ND,ND
-0.0089,-0.1933,0.091,ND,ND,0.0083
0.2851,ND,ND,ND,0.3221,-0.323
0.0915,0.249,ND,ND,ND,ND
0.2582,0.1791,0.1113,ND,ND,ND
ND,0.0125,0.3356,0.0755,ND,0.0719
0.2743,ND,0.229,ND,ND,ND
ND,ND,ND,0.1136,ND,ND
ND,-0.0384,ND,0.1975,ND,0.2226
ND,0.2461,-0.0364,ND,ND,ND
ND,0.208,-0.0516,ND,ND,ND
ND,ND,ND,0.2858,ND,ND
0.2982,0.1861,0.0868,ND,ND,0.0974
ND,ND,ND,0.2257,-0.0375,0.1117
ND,ND,ND,ND,0.0871,0.0058
0.2215,0.0496,0.0753,-0.0348,0.0323,0.0175
ND,ND,0.1562,ND,ND,ND
ND,0.0263,0.1216,0.0465,ND,0.094
ND,ND,ND,0.0926,ND,ND
ND,ND,ND,-0.0125,0.1542,-0.0318
0.1045,ND,-0.0328,ND,ND,ND
ND,ND,ND,ND,0.1513,0.0397
ND,ND,ND,0.0702,ND,0.0735
0.1289,ND,0.1053,ND,0.0905,0.0762
ND,ND,ND,-0.166,ND,ND
ND,ND,ND,ND,0.1032,ND
0.3254,0.0565,0.3668,0.1437,0.1897,0.1544
ND,ND,ND,ND,ND,ND
ND,ND,ND,ND,ND,0.1155
ND,0.232,0.2614,ND,ND,ND
ND,-0.5339,0.7424,ND,ND,ND
0.4855,0.0281,0.5498,0.1709,0.1829,0.1747
-0.004,-0.0353,0.0303,ND,ND,ND
ND,ND,ND,ND,0.1003,0.1818
0.3367,ND,0.4987,ND,ND,ND
ND,0.1497,ND,ND,ND,ND
ND,ND,ND,-0.0912,ND,ND
