Cancer_1,Paracancer_1,Normal_1,Cancer_2,Paracancer_2,Normal_2,Cancer_3,Paracancer_3,Normal_3,Cancer_4,Paracancer_4,Normal_4,Cancer_5,Paracancer_5,Normal_5,Cancer_6,Paracancer_6,Normal_6,Cancer_7,Paracancer_7,Normal_7,Cancer_8,Paracancer_8,Normal_8,Cancer_9,Paracancer_9,Normal_9,Cancer_10,Paracancer_10,Normal_10,Cancer_11,Paracancer_11,Normal_11,Cancer_12,Paracancer_12,Normal_12,Paracancer_13,Normal_13,Cancer_14,Paracancer_14,Cancer_15,Paracancer_15,Normal_15,Cancer_16,Paracancer_16,Normal_16,Cancer_17,Paracancer_17,Normal_17,Cancer_18,Paracancer_18,Normal_18
3176.4,0,0,3314.15,3631.55,0,1938.57,0,0,698.707,0,0,1965.33,0,0,0,0,0,1900.04,0,0,4668.85,0,0,6092.89,0,0,1075.67,0,0,4399.74,1547.92,0,0,0,0,0,0,2735.1,0,4541.63,0,0,1697.59,0,0,0,0,0,2174.66,0,0
0,0,0,0,0,0,2965.25,0,0,2760.36,0,0,44604.6,0,0,0,0,0,6401.05,15491.6,0,3157.18,0,0,0,0,0,6627.07,2059.2,0,13497.1,6102.55,0,20671.7,0,22614.4,4319.58,4077.96,20824.6,0,0,0,9905.65,0,0,0,4235.98,0,0,6345.62,0,0
15098.7,0,0,0,32280.8,0,10633.9,0,0,0,0,0,0,0,0,0,0,0,15290.5,0,10795.9,12415.8,0,0,20298.1,0,0,552.569,0,0,10738.9,0,0,9229.74,7431.32,0,0,0,3793.11,0,16576.8,0,2602.87,0,8764.42,0,11030.8,0,0,13669.9,11577,0
29004.7,0,0,0,28636.1,0,12308.4,781.196,0,10593.1,0,0,0,0,0,0,0,0,19061,0,0,8141.99,0,0,0,0,0,14557.2,0,28547.9,29732.5,18515.6,0,36261,24424.4,35046.3,0,0,18197.5,0,25371.6,0,0,32986.7,0,0,21614.7,0,0,13362.8,0,0
8954.02,2482.44,3323.11,10611,26564.7,6369.31,7663.94,6642.13,0,3600.58,0,4633.5,13942.1,0,0,52621.3,0,13144.8,11993.2,4099.11,0,10606.5,0,0,26394.4,0,9230.71,8562.97,0,0,11104.5,8629.11,7988.34,12319.5,9506.4,10951.4,13269.5,0,12612.6,0,21583,4600.42,7298.67,3631.89,0,19588.9,7546.78,0,6331.73,10067.7,0,3238.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5656.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.95,0,0,4351.88,0,0,1692.93,14356.4,0,1650.82,0,0,2895.53,0,0,0,0,0,4426.65,0,0,2371.3,0,0,9785.8,0,6792.97,1631.05,2156.02,0,2258.69,3026.35,0,4655.32,7028.73,4056.49,10006,0,2543.42,0,6320.38,0,1648.06,1356.96,8238.94,1522.1,4019.61,0,0,987.855,0,0
32069.6,12049,9479.89,51690.9,0,5989.04,19592.4,26372.3,25003.3,19558.1,23800.9,9178.14,23470.9,23654.3,24685.5,69720.4,59565.7,8229.56,44844.6,12524.1,8883.16,42621.9,54786.3,22121.3,93562.3,48052.2,94144.6,37623.8,15372.9,11215.7,32875.1,34406.9,29382,56162.9,49235.1,57507.6,47479.6,11656.5,36461.5,20945.6,41302.3,22326.2,3425.81,27166.4,47047,26144.2,49360.1,33365.8,15499.2,20093.8,26390.6,14920.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13726.1,0,0,983.216,0,0,0,0,0,0,0,0,0,0,0,2694.3,0,0,1944.65,0,0,12342.5,0,8144.39,2709.61,1201.28,0,10013.5,5704.06,0,2900.31,0,0,0,0,1087.38,0,0,0,0,0,0,0,0,0,0,1362.52,1047.36,0
0,0,0,0,0,0,5532.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1734.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371.59,0,0,0,0,0,2739.73,0,0,0,0,0,0,2546.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10721.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10928.7,16331.8,24753.4,608.316,14451.1,40396.5,3825.34,8142.23,24585.2,5939.68,0,26874.7,6344.01,0,26302.2,24398.3,0,34769.9,1218.51,43627.1,38878.2,17947.8,0,18564.7,0,18488.5,0,7373.76,17979.1,11609,3800.41,11370.4,19872.9,26361,7623.29,9648.51,14401.9,21788.6,9109.17,21432.4,5784.01,0,33221.4,21041.1,0,36355.8,15349.5,25999.7,34553.5,10384.5,437443,19446.8
4201.45,0,0,6188.59,0,0,4551.31,0,0,3300.01,0,0,4556.41,0,0,0,0,0,1159.21,0,0,5328.32,0,0,1767.56,0,2991.65,7446.21,6131.98,0,2220.21,6632.72,0,2738.21,4008.84,0,7873.14,6231.17,3049.24,0,0,0,0,3220.93,0,2638.93,0,0,8095.79,2247.4,0,0
3944.63,0,0,0,0,0,2373.93,0,0,1900.46,0,0,1833.85,0,0,0,0,0,1923.19,4178,10391.2,5542.48,0,0,18632.4,0,0,2818.81,0,0,4448.52,4996.49,4881.73,0,0,0,0,0,3428.08,0,0,0,0,1220.32,0,6039.42,0,0,0,2035.48,0,0
0,0,0,0,16502.9,0,15066.8,0,0,10426.7,68474.1,0,0,0,0,0,0,200758,0,0,0,0,47236.1,0,0,0,0,0,0,0,7309.73,0,0,0,0,0,0,0,13673.7,27743.1,11578,46429.4,0,14451.7,167101,0,0,0,0,0,43602.5,0
0,0,0,0,0,0,2633.92,0,0,0,0,0,0,0,0,0,0,0,0,2220.7,0,0,0,0,0,0,0,0,5316.08,0,0,2290.9,0,50315.4,13377.9,0,9336.71,9873.03,3482.9,0,0,0,0,3306.47,0,8753.6,0,0,0,0,0,0
2420.9,0,0,6217.17,0,0,3605.82,0,0,1905.01,0,0,2966.08,0,0,0,0,0,6488.26,0,0,6397,0,0,7707.15,0,3910.36,1410.89,0,0,9112.9,1469.64,0,2147.29,1552.48,0,0,0,2073.43,0,4316.65,0,0,1046.94,0,0,0,0,0,1438.3,0,0
18416.3,48378.7,65092.3,63807.8,27272.7,98511.4,24611.1,35782.6,57868.1,30219.7,38022.2,72710.9,34658.3,43027.7,74422.9,71085.9,58424.1,44422.4,18391.4,86607.3,102493,36547.8,42928.8,53695.6,42347.2,54677.7,41830,25137.2,70797,48672.6,25619.9,41600.1,69961.2,38023.3,43862.2,97674,90312.7,82365.8,44524.2,67418.5,42686.5,43438.8,84345.1,42781.5,26772.5,87902.3,74836.9,75772.1,116415,24909.5,35865.7,79451
11310.3,0,0,0,0,0,5893.67,0,0,4802.44,0,0,0,0,0,26190.3,0,0,3212.16,0,0,5952.39,0,0,12720,0,0,2786.46,0,0,5554.19,2002.67,0,0,0,0,0,0,0,0,9914.13,0,0,6192.62,0,0,0,0,0,8957.78,0,0
16875.8,0,0,34418.8,0,0,3550.4,8730.82,0,9596.85,0,0,23759,0,0,0,0,0,9005.74,0,0,1296.82,0,0,0,0,0,17267.4,11836.3,0,10423.8,0,8882.55,0,19153,0,0,0,11996.2,0,20899.3,0,0,7617.64,0,0,13908.2,0,0,14131.7,0,0
17784.4,28185.8,24278.2,43073.6,19697.6,31291.2,21832.9,20006.1,20172.8,22620,19651.3,16190.1,37678.8,14249.4,22696.3,56595.9,53700.7,9621.3,28145.1,24061.1,37543.4,43841,27968.4,32790.4,97294.3,46869.5,72428.6,22643,34256.4,11832.6,41758,51206.3,59927.4,44352,38082.4,175409,97968.4,36306.4,27595.8,28970.7,40295.5,26987.7,24538,21382,7166.57,28927.8,63343.7,24125.3,22313.9,20943.4,0,29188.7
14412.9,2780.62,1421.14,8857.64,19584.5,2004.58,8216.05,6390.71,0,9042.24,4281.54,2028.8,7604.06,5740.5,1550.19,0,0,15748.6,3625.23,0,0,11395.6,4587.91,1884.06,11539.3,0,10778.8,8213.35,6839.23,5147.3,9609.71,4442.62,6136.71,4095.65,9005.73,10993,4600.69,4626.13,7072.88,5412.24,13006.2,18463.8,3102.94,8188.2,14695.9,4943.69,5718.05,6918.85,2232.73,6676.62,30561.6,2897.62
94290.1,13958.7,14972.6,0,57522,26483.5,45906.1,40984.2,17684.3,32646.3,14503.4,15769,10401,40682.9,21556.6,38947.2,64389,75348.6,21524.1,0,0,25102.6,38608.9,16536.5,14653.6,22960.5,0,52248.8,43788.2,27306.2,50397.4,46376.4,0,10215.1,2423.07,0,20822.8,32905.9,26060.7,40299.3,58155,36111.9,17444.5,31322.7,35718,33755.9,36984,0,0,30342.9,24254,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.666,842.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11821.3,0,0,0,0,0,6175.37,0,0,0,0,0,0,0,0,0,0,0,7379.72,0,0,0,0,0,22695.2,0,8791.77,2284.28,0,0,5044.01,1586.55,0,0,1858.9,0,0,0,2437.86,0,0,0,0,2576.5,0,0,1377.24,0,0,2783.06,0,0
0,0,0,0,0,0,2250.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378.12,0,0,0,0,0,0,0,0,0,0,2394.72,0,0
0,0,0,0,0,0,1720.8,0,0,0,0,0,0,0,0,0,0,0,2159.45,0,0,6206.2,0,0,6384.55,0,0,0,0,0,2068.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8850.15,0,0,0,0,0,0,0,0,4678.36,2080.37,0,0,0,0,12788.7,5251.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.04,0,0
0,0,0,0,0,0,1772.2,0,0,0,0,0,3898.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549.68,0,0,0,0,0,0,0,2110.82,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4092.71,0,0,5685.59,0,0,6518.69,0,0,0,0,0,5962.09,0,0,7579.62,0,0,14315.7,0,0,1606.07,481.462,0,7145.28,5847.48,0,9668.22,8418.31,7933.69,1135.39,0,0,0,0,0,0,8115.59,0,0,0,0,0,6065.05,0,0
0,0,0,0,0,13948.9,0,0,0,0,0,0,2726.97,0,7585.36,0,0,0,0,35765.3,73239.9,0,0,4137.54,0,0,0,0,0,0,0,0,30628.3,0,0,64308.9,0,17179.4,0,0,0,0,7809.29,0,0,0,18049.3,0,0,0,0,0
61236.6,25910.3,28322.3,34171.3,45644.1,40850.1,41517.4,43960.8,36063.6,27279.1,40040.5,33701.6,32466.9,12229.6,37443.6,26791.4,0,27060.4,35306.6,24336.1,39465.4,37420.3,76292.8,22011.1,29002.2,51702.5,30708.4,35859.7,41993.6,37744.7,75508.7,39287.1,46994.4,35514.1,43752.5,47645.3,45728.4,40561.3,42350.7,45568.6,55229.7,51453.7,26866.8,47854.9,31156.7,46401.6,56813.6,40044.1,65231.4,47817.5,14914.9,45634.2
16288.7,20260.9,18104.9,10763.9,40803.7,21393.4,24378.8,23544.6,19607.3,22406.2,18139,17361.3,17719.3,0,20649.8,78655,0,4277.05,24765.3,25723.9,30623.6,25329.4,23835.5,18782.4,16742.6,21610.6,0,12089,26410.9,14272,34262.2,20825.1,29587.6,37576.5,22225.5,26024.1,28958.4,38687.3,37493.1,38012.2,79449.8,26147.9,26596,27119,0,44142.8,41772.4,59774.5,22883.8,15448.5,0,0
36401.9,6921.52,12747.1,0,33325.9,13990.5,14674.8,0,0,28332.7,0,17424.3,20061,0,0,0,0,35521.2,21657.7,0,0,19230.5,0,0,0,0,0,12976.8,16805.7,20797.7,38813.8,25419.9,0,29013,22062.6,0,12428,0,55141.4,12189.7,25137.1,35722.8,14163.2,34404.6,27258.6,15309.1,17511.2,21870.1,0,30694.4,16779.5,93754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.366,0,0,752.616,927.852,0,0,973.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.934,0,0
13589.2,0,2867.77,0,12646,0,6589.84,0,0,10449.4,0,0,0,0,0,0,0,0,4096.56,0,0,0,0,0,0,0,0,0,0,0,10487.6,4442.14,0,0,0,0,0,0,5803.71,0,10791.5,0,0,13275.8,6941.15,0,110535,0,0,13976.3,0,0
7473.56,0,0,0,0,0,7045.79,19060.7,0,0,0,0,0,0,0,0,0,30702.9,0,0,0,4796.33,0,0,0,0,0,5298.79,0,2066.83,14640.4,0,0,0,6838.16,0,0,0,0,0,6019.96,12009,0,0,20056.2,0,0,0,0,6003.6,10643.9,0
17280.9,12015.7,0,16154.1,27222.7,0,9873.58,8959.85,0,10344.6,0,0,43690.6,0,0,0,0,10053.5,27674.7,0,0,39293.5,0,0,23823.3,0,20128.4,0,0,0,24310.4,8443.55,0,11445.8,0,15604,0,0,8983.62,0,20477,7328.64,2418.53,5099.6,0,0,0,0,0,25767.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139.22,0,0
0,0,5021.74,0,0,0,5431.92,0,0,11269.8,0,7774.05,11366.3,0,0,26661.9,0,0,4055.24,0,0,0,0,0,0,0,0,14473.8,7308.39,0,0,7897.97,12143,5711.36,10110.5,9514.62,0,0,7841.51,0,0,0,5728.25,10726.1,0,5095.22,7538.6,0,0,20470.6,0,6170.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184.88,0,0,0,0,0,0,0,0,2562.7,0,0,2225.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4638.05,0,0
6719.98,0,2734.2,0,0,0,8493.7,0,0,2835.13,0,3060.07,2578.73,0,0,0,0,0,1493.36,0,0,1793.45,0,0,0,0,0,8801.4,0,0,8996.45,0,0,1573.93,0,0,0,0,7643.12,0,18644.2,0,0,6622.95,0,0,0,0,0,15181.2,0,0
3480.04,4099.7,4031.43,0,0,0,6800.89,0,0,4863.42,2632.37,4451.86,5084.33,0,0,0,0,0,7118.94,0,0,0,0,0,0,0,0,2463.91,3271.41,3479.41,8536.17,5634.27,0,4974.52,0,0,0,0,4001.47,0,2677.27,0,0,5448.79,0,0,0,3340.2,0,5828.49,0,0
24682.6,0,0,9509.31,0,6819.91,18274.7,0,0,26913.2,0,0,0,0,0,37807.7,0,0,4193.67,0,0,23069.5,0,0,8059.86,0,0,31302,0,0,19470.3,16394,9669.52,24957.3,30060.7,0,25779,14373.1,25343.1,20083.5,0,12085.7,8786.51,20751.4,0,12049.7,24020.9,18381.4,0,42203.4,0,0
10927,5646.69,0,14276.1,0,0,11608,7975.56,0,13787.3,0,5196.07,13690.4,0,0,0,0,0,13736.9,9320.58,12170.8,13867.3,6324.59,0,10974,0,9633.53,17849.7,0,0,21689.7,19656.4,23838.3,14661.8,16186.4,0,20206.1,19741.8,16124.2,12926.4,14230.5,7150.16,11379.5,15324.6,0,12000.3,22392.1,0,17899.1,19758.2,0,0
3620.44,0,1427.46,1448.13,0,0,5015.87,0,0,9895.78,0,0,4024.1,0,0,0,0,0,8666.68,0,0,5117.3,767.458,0,3723.66,0,0,5101.38,0,901.207,6718.01,0,0,6209.89,5302.43,0,0,0,6649.6,1619.62,4168,0,0,3809.58,0,0,0,0,0,7547.19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686.7,0,0
7947.24,0,6088.69,24987.3,0,9222.34,8684.31,0,0,10459.4,0,15497.3,11865.2,0,0,12122.1,0,0,4544.28,0,0,9131.96,0,0,0,0,0,7573.24,0,8809.78,10120,7087.42,0,12822.8,8090.89,24646.6,0,0,5901.63,0,0,5150.21,0,11926.3,4678.23,7836.57,20038.4,0,0,14393.4,0,0
0,0,0,0,0,0,2615.42,830.424,0,2113.55,0,0,0,0,0,0,0,0,0,0,0,1772.48,0,0,0,0,0,0,112.995,0,9182.45,0,0,0,598.975,0,0,0,2303.54,0,740.134,655.303,0,2285.14,0,0,0,0,0,3550.02,0,0
13083.5,2176.3,5598.36,29292.5,0,1879.28,5422,0,12855.8,0,3226.01,7261.46,0,14653.7,5209.82,26681.8,0,0,6379.15,0,0,7839.3,0,5226.35,7670.41,0,0,11889.2,0,0,12710.9,0,0,0,0,0,0,0,2223.89,0,2612.42,0,0,0,0,0,16000.3,0,0,4211.88,0,2652.32
1597.29,0,0,0,0,0,3118.07,0,0,3189.08,0,0,2194.49,0,0,0,0,0,12635.9,0,0,0,0,0,0,0,0,6065.82,1781.45,0,11540,39126.8,0,4421.65,5446.1,3909.31,0,0,4316.04,0,3251.47,19111.9,0,3191.43,0,0,0,0,0,7188.62,0,0
6734.44,0,0,24239.8,0,0,6247.4,5630.09,0,4143.73,0,0,7078.27,0,0,0,0,0,10854.1,0,0,6687.53,0,0,20110.8,0,0,7045.57,0,8153.48,7059.69,8641.93,8566.85,5188.55,10140.4,17516,0,0,5893.54,0,0,8104.21,0,8041.08,0,3724.16,4318.24,0,0,6732.08,0,0
7955.62,0,4592.25,30623.1,0,0,8819.87,0,3108.62,14212.3,2724.28,4977.47,19945.1,0,5359.57,24937.8,0,1473.42,8893.21,0,0,10068.7,0,0,47139.8,0,30760.2,17891.1,11383,0,8511.79,12254.5,8773.26,17195.9,17037.5,27366.3,0,13035.4,15945.5,7126.24,7964.82,2266.21,3508.02,12199.5,0,9167.36,16780.9,0,7678.46,11625.4,2402.5,0
2369.67,0,0,12152,0,0,3423.82,0,0,0,0,0,0,0,0,0,0,0,2761.45,0,0,0,0,0,0,0,0,0,0,0,3400.1,0,0,0,0,0,0,0,0,0,0,0,0,2852.38,0,0,0,0,0,1704.28,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.13,0,0,0,0,0,12835.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22982.9,34081.1,18519.3,0,50605,16907.8,15020.7,14093.8,26680.3,20799.3,37633.8,20487.7,6257.37,45098.8,32077.6,33257.5,57165.3,31984.7,26027.4,39392.1,11576.4,12156.6,20777.6,26402.9,0,0,0,14652.7,31007.1,23604.4,44566.4,22095.1,8515.54,31692.4,19096.8,0,0,53351.4,21985.4,63343.6,54614,22321.1,0,25073.5,25983.2,63327.8,17799.6,55156.6,32295.2,22019.9,12977.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352.85,0,0,644.92,0,0,833.736,0,0,0,0,0,1177.51,0,0,0,0,0,3586.95,0,0,0,0,0,0,0,0,1971.07,0,0,3382.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11843.8,0,0,0,0,0,7469.37,0,0,0,0,0,11073,0,0,0,0,0,8782.85,0,0,5477.45,0,0,7502.63,0,10096.3,0,0,0,0,0,0,0,0,0,0,5171.18,0,0
0,0,0,15999.1,0,0,0,0,0,1351.58,0,0,3568.78,0,2442.17,0,0,0,0,0,5049.75,0,0,0,0,0,0,17008.4,8585.94,0,5995.24,2870.52,12083.8,3478.9,5807.13,19856.5,17070.9,0,8805.09,0,0,0,0,5809.53,0,0,8502.04,0,0,4630.75,0,0
20063.4,0,0,22007.2,0,0,23865.8,39627.8,0,15695.1,0,18222.2,5047.51,0,0,13339,0,0,19515.9,0,0,32747.2,0,0,62704.2,0,12279.5,12744.5,23128.5,30834.3,22285.1,32392.7,25755.7,39903.7,29503.6,55599.3,0,0,24470.5,27379.4,79881,30693.3,0,25139.2,31808.9,16022.9,31669.7,16004.5,0,16761.2,0,13997.3
0,0,0,1957.05,0,0,840.817,0,0,1217.41,0,0,2830.8,0,0,0,0,0,1679.08,0,0,753.742,0,0,1530.6,0,0,2006.77,0,0,1744.84,0,0,4085.36,3745.06,7753.79,5600.36,0,3363.04,0,0,0,0,2583.79,0,0,5425.51,0,0,1838.15,0,0
0,0,83.7349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.529,0,0,0,0,211.759,0,0,0,0,0,0,0,0,0,0,0,0,0
8954.35,13526.5,16903.4,0,40018.4,28163.7,9653.82,4860.23,0,4835.59,0,20635.9,3764.36,0,4281.62,13870.8,0,8762.83,4044.65,7430.6,7229.92,13528.8,4725.9,0,0,0,5267.06,8119.38,12413.7,0,9841.53,20012.3,13779.4,18021.5,14714.9,20567.2,5680.27,0,11823.3,0,15415.5,25604.2,0,14644.4,14959.8,24475.8,9914.21,0,0,8277.89,0,0
5928.87,0,0,0,0,0,17241.6,0,0,0,0,0,0,0,0,0,0,0,39718.2,0,0,1081.56,0,0,0,0,0,11223.4,0,0,64815.9,72765.8,1837.22,0,21790.6,0,0,0,0,0,0,0,0,16848,0,0,21016.3,0,0,14900.8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872.25,0,0
8558.65,0,0,18257.1,0,0,0,0,0,0,0,0,10719.7,0,0,0,0,27803.6,0,0,0,10436.8,0,0,26461,0,0,0,0,0,4132.33,0,0,7873.71,26986.7,0,19737.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8495.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15088.1,0,0,0,0,0,0,3912.76,0,0,0,14567.8,0,0,0,0,0,0,0,0,0,0,3791.26,0,0
0,0,0,0,0,0,0,0,0,0,0,0,591.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.93,0,0,2223.97,9157.12,11840.1,1226.15,1524.57,20821,0,0,4745.18,0,447.724,0,0,0,0,860.322,621.307,0,0,498.464,0,0
0,0,0,0,0,0,4810.82,0,0,4766.98,0,3018.27,6443.38,0,0,0,0,0,8680.69,0,0,14740.9,0,0,0,0,0,0,0,0,12039.6,5695.7,0,7114.1,0,9150.8,0,0,7176.86,4504.5,23681.1,11480.5,0,6100.14,0,0,0,0,0,5783.1,0,0
0,5148.76,7822.9,16959.1,0,24832.2,4616.92,0,0,4906.61,0,12158.6,4435.01,0,5542.45,0,0,12408.7,5997.54,15081.7,0,3983.38,0,0,12957.6,0,0,6679.52,1479.2,0,3655.11,5324.31,16738.6,11845.2,8169.7,27195,21072.7,11456,7776.16,5855.35,4264.67,0,14498.3,5490.02,0,13638.8,17304.7,0,24545,2504.55,0,16012.3
0,13007.6,8264.41,0,0,12193.4,4961.54,0,0,13328.7,0,0,0,0,14392.9,0,0,0,14613.2,0,0,0,0,0,0,0,0,1647.87,10963.8,11744.9,15507.2,7305.92,0,14633.8,7452.14,0,4588.1,0,6888.8,0,9369.79,0,6180.41,13673.5,0,0,0,0,0,9143.68,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25394800,0,0,0,0,4218360,8692370,0
32773.9,0,0,123058,26694.4,0,10236.4,0,0,10914,0,19407.4,32108.8,0,0,0,0,0,14873,0,0,21737.4,0,0,108514,0,77100.4,9771.69,0,0,8495.62,0,0,28437.2,0,0,0,0,27963.3,0,11670.8,0,17944.4,12241.2,11680.3,0,26705.2,0,0,10158.7,0,0
1090.77,0,0,0,0,0,4246.69,0,2825.14,6000.26,0,0,0,0,0,0,0,0,0,0,0,5697.61,0,0,9329.66,0,0,0,0,0,5872.66,6806.36,0,0,0,0,0,0,0,0,5132.89,0,0,5888.48,0,0,0,0,0,3333.89,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44979.2,0
8008.08,6069.04,0,12181.1,0,0,5134.35,12980.4,0,0,0,0,6254.96,0,0,0,0,0,4928.31,0,0,12712.9,0,0,15336.8,0,12023.6,3844.62,0,9233.79,9694.94,0,8905.12,4758.03,0,0,0,0,0,0,19554.2,17087.4,0,0,9868.84,8469.63,0,0,0,5954.03,0,0
5013.63,6882.97,0,13326.6,0,0,3216.57,0,0,3155,0,0,14252.5,0,2880.87,0,0,18780.4,15037.7,0,0,7363.07,0,0,4041.59,0,12786,6760.63,0,0,4508.07,2711.42,3190.61,5177.38,7062.62,10042.3,1714.39,0,6594.82,0,6052.34,0,0,0,0,0,13739.7,2552.89,0,5054.2,0,0
23354.7,0,0,11363.3,11247.3,0,18456.8,7188.51,0,18704.9,0,0,0,0,0,0,0,0,5887.04,0,0,19453,0,0,0,0,0,10841.9,7032.85,3440.12,26289.2,11699.6,0,11294.1,6770.62,0,0,0,18494.7,0,15824.4,0,0,28533.9,0,0,0,0,0,16945.4,0,0
51182,15977,0,50201.3,24697.7,0,32768.2,62939.3,0,16748.6,36127,0,17518,38674.6,755.207,46057.6,161053,67607.9,15771.8,0,0,40192,32826,0,59889.1,0,57117.7,15362.4,21504,18579.4,43537.4,26142.6,22421.2,19863.5,28680,40465.1,27792.2,19125.6,22337.8,18993.2,65640.3,45353.2,0,34093.5,21977.3,23481,23147.9,0,0,21797.8,2237.57,0
0,0,0,0,0,0,2177.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12771.2,0,0,3905.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34887.5,20591.6,15658.6,111504,36403.5,22219.7,26338.9,25144,40610.1,26665.4,28606.9,26381.2,17754.2,56495.3,22117.9,40393.8,114373,102554,15597.1,37184,17769.1,28258,41049.2,19783.5,138744,12088.7,74688.2,19530.4,18970.3,22426.5,29310.3,28701.5,31856.5,24352.5,22473.4,94136.7,20646.4,21224.9,26420.8,36347.3,52359,59453.4,28192.4,35938.5,72780.1,28339.2,24665.5,36116.3,11350.7,15709.7,84284.8,30295.2
0,0,0,7595.06,0,0,1873.95,0,0,1696.83,0,0,7252.89,0,1939.5,0,0,0,1684.42,0,0,4457.29,0,0,3973.48,0,6903.36,0,0,0,2099.54,0,9060.79,2686.28,0,12378.8,0,0,2746.08,0,0,0,0,0,0,0,8923.33,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3429.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
