Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221494,1603419,1338355,1529740,1394468,1569186,1518093,1405899,1336125,1681717,1590593,1475372,1416063,1531782,1547762,1618439,1696506,1354865,1590743,1859980,1413620,1487286,1444464,1399281,1514231,1808031,1381725,1391580,1321191,1476520,1301540,1393213,1463975,1625889,1507198,1377600,1782893,1218762,1410496,1525484,1543801,1213684,1346772,1130328,1507352,1416338,1201550,1292917,1345619,1909845,1451242,1382289,1454163,1532762,1532252,1583011,1384380,1188878,1453001,1559819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19384,18010,15866,15136,13852,14355,18717,25518,14076,23553,17869,29854,30266,10713,26949,17016,18888,17108,25061,18777,22885,22120,22474,15867,25484,25927,23008,14339,21354,21135,23096,19907,23460,8494,15925,21157,15610,14528,8855,15839,14288,14298,20598,21434,18547,21492,26841,15253,25563,23226,15877,19291,28678,19289,10498,15550,20727,19553,29288,24268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747948,2663871,1205254,1902495,1614216,3381801,2149839,2196937,2540910,49819,1933747,1750610,17273,2582973,2060878,2038044,2897890,3738713,1681970,1722322,824571,1749496,1073157,2976704,1212555,2472749,778093,794877,1367958,1391499,1633935,1392355,1822946,1350061,2735305,2864718,1762062,2570271,20387,1651074,1911743,53301,2600259,2327311,2471243,1964723,3072006,935914,1660315,1763874,984416,25057,1317943,1681069,2052820,981277,1702104,3319939,1019846,2386481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,3925,4502,2939,5946,5148,5287,4583,5873,3316,5377,4070,3204,3339,3670,4268,3467,3980,4009,3603,4699,4256,4958,4645,3407,5163,3999,4244,4111,4248,2101,4056,4494,4690,4445,5229,5147,5978,5553,5065,5715,5087,4731,4821,4608,5544,1555,2899,3305,6046,3764,6082,3671,4311,3837,4518,4393,2962,3212,3906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164658,210880,152406,148354,133011,123716,129081,205652,141895,180505,144673,190427,215245,106577,159460,121129,157779,170940,68272,292329,151721,199799,152950,143022,236194,175747,150498,133870,172922,197270,219243,162573,105180,153081,33084,149530,70474,140257,111743,145731,148500,125631,186714,161727,130910,134798,213102,134529,173255,193829,113508,150537,243488,104010,178095,92194,177832,169705,216762,254007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148778,105846,184766,263335,196210,176140,152762,186771,151464,135373,91007,182228,243402,192096,137273,170297,134150,143729,172077,103876,168169,131679,199832,131499,162711,116461,188404,119685,165065,118026,276710,154297,118705,90963,128685,133100,144218,282788,132168,247494,257983,140381,208799,227320,95399,185731,289012,202848,148291,138765,174025,158699,183192,171967,9604,107674,148483,296558,216373,128998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27806,44064,27862,38077,31811,41032,29745,30098,31464,34692,21207,27511,30280,29801,26505,27131,38155,36291,34518,36630,26896,33650,35555,26941,39867,32865,30548,26638,25760,24158,49148,37802,31546,34819,27998,43628,26090,30706,36384,35032,29160,28945,35053,29586,25423,31392,50673,24860,25829,27416,31897,27412,32800,31028,14734,26082,34386,40585,27946,36165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82333,6049656,3661019,5181563,4559249,7102288,5321258,6576562,8983622,7375913,5106903,3830073,6629574,5983281,6156046,5498779,9190389,13242522,4112092,2701763,3750938,6035501,5392421,8311895,5885546,305126,2844288,3727608,4906805,4586351,6789177,4179823,156260,3225983,7501073,7744923,5313563,6136918,4270036,4358372,5124630,3886175,6753214,5753314,6558576,5425492,4122886,4456371,3185703,4455981,3760350,3138872,6469014,8672292,6985761,2420237,6802546,8073612,4379606,5745569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34929,24107,26907,50312,25695,48013,37543,31019,58741,23105,5921,10022,30326,52960,8729,11258,10288,92149,19669,12000,21014,13021,46596,12387,22116,10137,27505,14089,38712,18638,65790,38397,19760,29015,14465,30171,36315,77142,58085,41982,26727,41502,35665,38134,8492,33269,28954,19142,13537,23170,39230,26374,19923,17646,207,3347,13301,72288,27056,45710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56161,49731,63112,65816,55459,54446,48605,57698,66815,59531,49226,55027,72065,43036,55421,40622,39307,69172,54329,39197,50519,44453,53068,48432,58035,44518,57406,36476,55742,50556,74616,65086,59253,52311,47950,70459,40463,72283,64528,49815,58438,55493,57055,64355,52018,59243,63746,55724,46132,40593,49557,46243,56020,45092,40127,47120,39724,75427,47204,61777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16309,23105,13094,15955,14232,21208,14717,18247,15472,18204,11705,14106,18544,19558,14346,14594,16442,20148,17709,17608,13591,12605,19098,12116,18307,12313,16604,10367,13376,9434,29493,17324,14835,15519,10677,18832,17277,17696,13976,18526,18766,15925,17433,14207,11548,13145,25551,15465,13346,10213,15438,14033,16187,15450,2779,14246,17216,20221,24515,20098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5456,6633,6521,5433,8882,11242,8857,8178,15358,7949,7552,5616,4623,6946,7889,5425,6203,9104,6412,7003,4940,6441,5412,4609,6693,13948,5191,5014,4824,6450,9361,9500,5428,5398,4437,12649,6577,10051,12984,3076,6398,6831,8028,9693,9138,7166,6643,2766,5568,8838,6459,10307,8791,4738,7879,6292,5804,8913,6471,5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33997,28189,22314,28677,27179,21037,25705,28881,33162,28822,29553,27657,23259,27128,31386,24802,25226,34099,25324,31186,22390,28324,25289,28714,26089,36199,27730,26764,23729,29547,20470,29553,24111,26866,37759,29325,25391,26408,35276,24117,18970,37163,24537,32204,27224,25880,17301,29276,25325,30011,16699,31607,23942,33546,19889,28978,30454,25617,20357,26300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25110,36351,9935,20356,10144,48786,3740,33959,48989,64995,22346,46579,21956,21541,66153,25050,26224,25910,6110,31831,9426,23325,26762,60424,47183,33089,18387,17618,12638,15249,60961,34966,12921,10121,58899,41384,11608,37959,23237,11038,24940,29078,12999,5327,30676,14218,198540,12870,16936,31629,10042,18444,32115,51124,22167,10587,30689,43654,57928,18357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180846,196102,188170,186648,204190,181121,205538,206398,200064,198921,200073,204236,198573,186681,201088,209147,204227,205947,177760,171617,197492,197089,189067,182707,191043,200432,179503,197419,202372,193825,198065,190892,210712,182440,209661,226854,221434,230364,211078,178312,200740,205743,203246,208632,183235,198983,183478,198416,212007,234549,212401,176289,180417,251394,219037,182048,190540,208138,184106,187469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109144,95658,169747,106894,129124,112089,114890,175736,164543,133820,145932,109316,148475,96450,123686,106807,154286,120420,116149,112129,123942,114538,143781,106684,108549,154202,121931,125441,131842,104599,87390,117229,116858,130713,115167,147382,120860,100776,95084,86539,100963,123219,91425,84386,98334,114490,87491,134378,122438,122484,94636,157294,116816,121081,114448,104015,89710,97896,118047,154128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12074,8599,10338,8518,7476,13973,8626,12477,11280,14706,28267,4348,68455,1111,8693,13439,13869,12648,12568,7873,7770,33005,9226,8695,30855,45117,15633,10101,26108,7919,11449,8429,7690,7299,8809,12152,13300,12102,14763,8683,9679,23635,10781,10579,35479,11511,11586,9656,12258,11406,10744,11359,32140,9925,40527,10027,6598,13307,8849,7506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108005,142634,98737,136756,95708,135044,87909,113807,81291,105771,89759,112492,124838,98942,90677,105897,132247,116746,115550,124256,107199,104757,88704,98662,141405,102704,107048,90073,89981,109350,129445,111184,108865,121376,98451,116251,95416,115468,72194,125331,87601,91919,124370,108942,100114,103295,134618,88917,122193,101239,118327,81071,122940,109613,118039,106590,107282,110801,105856,125005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944338,3812338,4194646,3691809,4023772,3844802,3861173,4369440,3508856,4652436,4009705,4241951,4658505,3750401,4210707,4299573,4354630,3671221,3877053,4209129,4699662,4573699,4241635,3445516,3999769,4541866,3959188,4100240,4216390,4026750,4212374,3660269,4384887,3464099,3935721,4034967,3775744,3876893,3616590,3586333,3639407,3656501,4121156,3941914,3752379,3694397,4327816,4311580,4875440,4852887,4196255,3733732,3658964,4351502,4720411,3903126,3777434,3753816,4281294,3808182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266324,5958,24854,257643,181527,207339,12377,33701,101672,220434,8005,21373,319999,245561,230700,12830,262352,209030,345427,31417,15525,54724,31415,39891,314993,171257,33971,15185,9095,29562,195441,156709,40925,163674,117623,8524,25260,5389,21047,50972,57266,19736,332194,18896,32183,21642,13389,37565,331858,158947,52771,29049,395370,153884,48586,30922,179883,206727,26710,299794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130646,137873,148681,117769,135494,172212,135421,168504,201447,175408,134231,126287,176460,139993,155773,133233,140819,138811,137690,109253,115817,162955,127658,129261,150668,168538,109623,114419,131331,121034,150092,157236,148775,133579,139588,195291,152491,148141,155488,116178,107931,134356,128495,127725,168796,143226,130082,118107,150826,131725,126170,136799,134913,146255,139723,131644,147209,147814,134927,159350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61589,49322,59649,57168,42509,61212,35083,50428,39036,33707,35095,51567,59284,51274,50347,50667,36787,477,44013,63490,47918,37874,55656,49314,42262,33238,41396,41412,54812,42094,83429,36699,47609,40917,41355,63728,49288,60031,28751,61287,64148,44174,45676,41831,46236,35145,51389,75857,32685,32391,62017,52236,50177,43441,872,34417,25635,87041,26594,63556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,9177,6923,9340,3968,16696,7203,9471,14047,16190,12513,16318,12467,7082,19009,10154,16802,8991,12237,10159,9846,13103,13008,8454,16313,30257,2677,7619,6597,10162,11989,11350,12380,8771,5835,12855,6921,9385,9738,9073,9068,3748,9249,11623,13522,9684,15145,2262,15696,18340,20544,19550,21578,13812,17500,2926,11258,10081,6793,12830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938721,967413,998211,1133039,935081,1077427,1051875,1240176,947781,1127515,922538,1072298,1139164,1032801,1045311,1065136,1254403,1014748,934482,1028300,1070444,1133125,1021532,934787,1090928,1218113,1107729,1234738,911420,987900,952883,857880,1051795,987844,871627,1098834,907830,966845,848942,948918,1032292,1058329,1303217,1010272,827355,910567,1074573,985698,1321326,1108685,1208751,924112,945251,1147566,1020538,1003654,1170635,1001683,1320814,1003376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179906,91827,170692,161369,156284,136644,149135,98196,132345,171198,175850,64018,187190,152769,155756,135772,193233,163596,162654,96182,192523,192487,171559,96437,161985,86068,179359,212692,83323,145606,145804,152819,180057,89861,159227,115390,149999,94397,117645,146884,72422,140346,171444,122740,81433,156945,138028,185738,188696,157139,179935,146081,149600,93973,167402,114292,165194,162792,76207,171278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476562,1383486,1038442,1280136,1235480,2762953,1067235,1835135,967848,1030922,831123,1066759,1095705,1093368,1014283,953849,1371479,1135521,848120,1403696,1009303,1411560,1070372,1239604,1032819,2705115,931715,1069233,855401,1077303,1935721,1081974,1119460,1286778,984528,2666347,1289140,1487626,884739,1258081,1118769,1210505,1177811,1108756,1015915,809734,3202266,1180263,1450233,1108777,1055992,807391,925669,1730565,1118571,1163200,1687766,1619754,1228967,966145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51190,35532,31516,45961,25714,295913,35490,55039,96282,29441,106973,27231,31677,108102,36163,41251,29024,62596,42325,29236,30154,33029,26069,58606,28793,49040,26040,36606,30727,32506,81858,39390,26623,49869,60823,194116,97207,64706,36956,30310,46461,37309,34771,30840,54257,36773,60319,54397,40285,25641,31263,39516,56355,31924,69125,38123,36538,89753,186360,41678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24340,50892,93910,54135,26679,146007,87279,93726,177971,86997,77357,66645,89126,126544,111423,101651,39816,65730,107373,54094,59534,63280,86509,62039,91487,119880,57358,148318,55131,57888,54583,88119,46378,76519,42387,184077,64119,108706,136673,53257,5870,127254,59358,123288,33121,101189,140872,159883,85682,32795,59220,161698,76575,86618,64763,157013,110729,87181,82498,72323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118991,102658,134414,129340,125263,114587,104641,129039,107131,118744,101559,102349,121172,122150,104883,114526,110781,141567,115907,92005,127573,107194,117950,107045,116968,92147,139065,121222,136903,100548,197476,100299,134287,146528,111960,109878,117156,123454,93829,134238,129076,106636,118441,109674,87675,108428,207524,145580,121157,82054,103139,108512,99821,99788,64339,110404,102314,199881,123873,137359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16396,9599,13552,12692,8848,16045,6555,13326,27475,13136,6337,10658,18431,13387,11909,12975,11352,9465,20770,8987,10736,5064,12507,11024,8764,12586,11688,10446,11257,10329,20437,11729,10569,13935,5968,20316,11435,17128,12972,7466,12502,13713,5635,13387,15327,12940,19368,24751,10547,5341,11328,17813,10862,10821,3891,18341,7557,17054,5025,9557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203969,555013,176225,517602,252968,502940,380982,486632,356608,508748,353222,410361,345750,491892,458548,197728,483736,491954,294296,434719,141873,414275,300959,333087,531216,850004,141920,131858,232004,393057,891296,333244,467594,264118,188322,514661,206726,462796,258460,308625,269694,199499,477109,266079,267848,247730,463021,101967,480766,786973,696964,256365,524064,376072,212749,112038,485581,626105,317585,513823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10824,18305,8560,9414,6988,19245,9101,14796,11815,3658,6808,10405,14093,13249,14648,15582,19264,15512,14269,16131,9963,17044,10473,11463,8956,14234,10365,13555,1527,6045,13721,7657,6570,11426,8536,19052,7377,3824,3209,3483,3954,10771,8000,10096,19584,13181,19742,11351,13626,15239,12270,7592,10715,19939,24684,15224,18081,18438,14164,9928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382153,591569,197738,402433,287512,522085,52981,387486,419693,362187,47905,214769,317549,190014,322974,185920,166970,69593,172804,337030,175801,108853,282547,380177,320901,519651,196491,195908,212227,349546,553423,330845,400539,174929,352161,452533,284087,429102,32868,54689,275063,275959,417173,264544,327633,267937,178374,184815,311113,509925,360082,245129,407706,234724,202598,49981,252174,194551,214844,76427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693781,862749,608446,766462,638037,757542,648144,713426,552005,666541,648888,708284,749507,642655,657719,648543,871547,680029,820182,794251,609096,742160,653219,701974,719142,707435,633601,563120,675355,674262,816132,649125,719483,681775,615672,760268,651208,670364,451005,727836,627325,639448,718150,721758,693939,615021,883000,561606,794124,662497,717953,571169,785605,589141,641692,666779,707708,792693,591640,804294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51836,51255,30126,43607,49976,196196,61263,62220,49078,60398,143102,54555,168900,40392,158243,168517,65023,128369,154462,40199,35412,188320,35025,40409,43812,34497,21985,101465,29679,53419,126422,43803,46159,58493,142162,46319,30494,53678,47932,55597,43505,38978,56063,176194,51963,26018,33162,104090,249193,106477,122524,134297,153833,39613,40905,24487,50867,110364,70519,125610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88660,143781,97142,116445,113177,140756,114367,139136,92127,127108,99957,101151,106098,103017,91869,124186,153500,154490,118711,105608,109233,121840,174986,113025,173431,142237,101204,121777,95485,105756,165958,115517,154596,150161,125321,126649,143730,121210,114529,88745,116656,109471,158907,138658,106929,122963,118060,99350,128389,178466,176849,130183,102062,122008,217582,101055,111922,139297,110285,104932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469822,617922,383255,484424,408576,534049,448609,541711,363736,448729,361964,453712,424071,397621,459787,440023,520368,642407,458314,481828,435888,484216,404055,393354,550389,482960,373888,427176,386125,402607,599697,383239,500595,448765,475738,467990,428067,434691,333561,480231,391297,406073,485325,377476,388020,378537,517427,353540,534273,557967,580942,356639,537429,557448,260515,365481,475449,526842,546727,539236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34028,56051,27071,40223,39765,55913,38949,50525,32137,38231,33640,32998,39369,25571,38284,34402,49801,40713,36563,48529,25033,30909,37974,37221,39471,37834,30426,27737,28763,36983,50784,40076,40802,36406,31524,51558,39390,38379,26264,43842,36281,30275,42695,37961,36262,31575,34629,22893,43020,45673,41131,28655,46721,36482,18126,28457,40551,49009,24476,37732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21653380,17124096,22363510,19304682,16805610,16439756,16843930,20017628,15538042,21796946,22894570,22748392,25165434,20024426,22877786,21031208,22150862,19224060,19046996,17936530,25461630,20759234,22528728,18252208,24220906,22476700,24734736,21925358,22780226,20912948,18713914,15948337,18900932,21300936,19885048,15163328,18976270,18040212,15612277,17948260,19398158,20039570,18739218,17217688,14425149,17367578,19212316,23838600,24014440,19425038,19380320,16088809,21575826,18043588,19501292,18860024,16792654,18500880,22297814,19613524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80852,41559,18791,37274,35460,74890,30010,39160,53160,22947,31919,24785,33198,62845,26770,46328,38934,117862,26947,89013,61387,47435,46415,48751,58626,38636,25517,33138,46686,48530,38598,26250,39186,47935,87961,43469,31355,31656,26091,37248,37769,67186,24481,20363,33791,32469,85806,63014,68128,63519,54829,40261,29566,45084,34658,28734,42392,49788,34726,164895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100225,86901,144154,89940,86493,104931,96521,144331,150710,114426,51512,93283,195455,95990,99452,92566,61875,105535,127833,44835,85574,118044,114406,88977,83262,131196,99572,118269,121696,82267,134090,88958,110099,120023,89576,116891,97258,136945,76647,77122,127238,89293,94458,104794,103668,135171,118342,180695,96291,100748,101899,151779,112129,84316,49418,98702,65127,124620,86553,99035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271792,178582,203418,243841,237093,312228,238667,260222,307549,240369,233271,233892,161639,252867,268217,240667,164315,278169,243602,237637,199333,244614,161554,245980,239433,214054,241317,245508,201986,170476,253311,181160,281870,262420,247934,255041,204610,229857,246512,268832,250534,239241,254283,341999,235552,238302,257761,202518,259558,235301,243033,242118,144234,201528,267432,237259,241405,343694,230075,187404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150739,126433,222468,169275,155712,160824,165615,185015,160399,207846,121758,176327,245792,206700,168557,165187,143787,147375,188839,129734,203369,163407,169919,114723,167340,144875,237393,188270,175605,123135,173592,136551,158780,134103,128076,160454,172150,146129,111318,157609,164796,130998,176753,162814,114247,177166,161805,196722,186801,114532,143039,124035,147203,168361,50437,153962,158033,163535,205873,146108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,66246,17865,12477,26375,49624,15550,100368,6353,1496908,1359309,4359,40859,757990,14617,17746,6399,20748,6791,16765,11539,187011,36193,22293,939977,4218,19289,9716,772578,14854,31202,3361,13319,10689,87900,5836,747912,16007,9467,42415,1077857,27297,15928,7026,18101,15564,9427,518727,4068,21323,17686,8449,13231,9475,65984,20243,28149,17565,1015563,18697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026487,1340120,948501,1135072,854572,1385527,799892,1299063,802766,939996,779021,846951,825027,835861,962141,907483,1157132,886567,1040646,1112754,776307,977442,863772,903295,984604,921872,730918,860366,834036,964726,1090832,851683,1238134,1145454,544663,1213948,764976,1090857,841958,1069955,1014712,1077269,834527,1049503,1156282,620910,1553265,888465,841259,809775,926869,954600,898596,813902,559817,914660,776015,1146201,832704,945859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165479,243888,154712,160529,194414,244817,161863,187014,223880,156755,145585,234896,112695,252135,145194,181172,210101,172552,190098,230856,145305,334308,192720,241207,168624,183173,108788,90762,165595,177883,147218,167317,144261,246881,200803,169376,178275,160340,412141,180239,216473,167730,112994,221212,324520,266869,150225,118799,193479,163945,104030,233462,244481,166373,175800,171068,223225,106279,112024,172379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
