Control_1_F670,Control_13_F823,Control_14_100565,Control_15_100291,Control_17_F796,Control_18_100649,Control_19_101928,Control_21_F821,Control_22_G461,Control_26_101060,Control_29_G114,Control_31_F699,Control_34_102333,Control_35_F675,Control_36_E701,Control_38_102300,Control_39_D681,Control_4_100448,Control_40_F824,Control_41_F305,Control_44_D751,Control_46_F026,Control_47_F104,Control_5_100369,Control_51_F320,Control_53_E696,Control_57_101582,Control_58_G777,Control_7_G274,Control_9_F644,T1D_10_F797,T1D_11_F789,T1D_12_F403,T1D_16_100905,T1D_2_G419,T1D_20_F717,T1D_23_100682,T1D_24_F780,T1D_25_102069,T1D_27_F769,T1D_28_F734,T1D_3_F835,T1D_30_D728,T1D_32_F468,T1D_33_F688,T1D_37_D702,T1D_42_F646,T1D_43_F249,T1D_45_D841,T1D_48_F124,T1D_49_D654,T1D_50_F433,T1D_52_F842,T1D_54_F311,T1D_55_F829,T1D_56_100749,T1D_59_F371,T1D_6_F817,T1D_60_F525,T1D_8_100980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539287,1545828,1553311,1647668,1472176,1136303,1889359,1577864,892748,1692742,1537367,1581181,1964483,1486880,1715337,1522354,1880456,1758283,1544803,1568521,1691412,1635972,1641033,1381240,1871943,1777915,1682952,1567044,1715949,1718302,1262243,1336059,1972455,1667456,1798997,930034,1522379,1116869,793631,1341302,1402720,1222920,1436723,535117,1138245,1286588,887883,1603389,1797907,2264113,1711931,996272,1556597,1519993,1434727,1155166,1446082,1166712,1824475,1826648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3072086,3424495,3330622,2755128,3939953,5520601,3754523,3715631,8053595,4070892,3634065,2960905,2940017,3799950,4500329,3654014,3396354,3322146,4692828,3857195,2514807,3222131,2820277,3291261,2784433,5244565,2941832,3094332,2888286,2755138,5193570,5227399,3434443,3162705,2672724,7038475,4263293,5292959,7485795,3261157,2841560,4166708,2864011,5110842,6116961,4839791,6673281,3418284,2869308,3665658,2506012,6113578,4280480,4188521,3791442,5391016,4298290,4628703,2027754,3117266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168569,169950,185922,135580,399713,473761,267781,187044,422767,112520,227115,399838,81039,282102,263685,132765,71986,183681,135493,99377,117997,114177,172333,448627,79487,352539,89253,151699,138545,276833,438444,846107,109478,521800,467435,796923,478524,767334,1320724,235004,773182,277144,133656,300531,738746,776930,772195,195816,57442,154119,75646,455737,296641,131528,588254,249890,442720,261293,94280,102473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386833,462351,510888,390777,348110,252017,507756,339213,360016,456355,538840,553237,610344,455778,570523,472114,485014,374507,417024,531686,523023,543627,609842,421828,557782,496224,597463,583661,504578,479696,404785,365803,318460,528244,621665,282505,503867,255420,416272,348764,305826,418992,361812,258405,360126,397141,216415,522182,499019,549463,484394,459029,361843,483149,510936,505476,440790,319042,614303,535281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16343024,23532360,5498770,9527137,9509957,25351504,5899411,19775724,29583332,24801076,16658203,17230582,12449793,20870136,46801656,18581320,20572308,12907627,7718628,18176056,8092205,10879583,10931074,50713916,34821180,15028945,7118550,11513494,9203616,11764375,21966666,14565498,9884556,8815090,45638600,14188237,13114689,15429868,11567874,10521309,19654638,22295190,9237776,16827362,16099956,10348713,125537816,14755718,17170818,13517555,8195128,10047642,19183388,19586614,19664878,10321207,20861474,23585668,16288352,14149302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437231,408982,314524,436524,306671,298002,361858,392273,227866,320520,284114,319950,381537,378316,290942,326028,375557,390396,366854,421088,347302,436105,364753,477980,360138,312169,341461,320798,283546,390997,213773,261837,252275,420924,397465,188613,324347,199830,212907,280630,306625,298605,372786,200589,280084,340495,176626,269975,421293,485412,422220,280440,231691,411599,280892,255306,333943,204684,318102,449567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021807,8549872,3129136,6038529,5641712,12785745,3239061,11021046,16495131,19341390,9617692,6538132,5086134,10558445,21254340,10961016,18469130,7788658,4715707,7261358,4609392,7350468,5745228,29081694,12963501,9907659,3618643,6971880,4963426,7217609,10279858,7917104,6712553,4935442,26228806,8307141,5727178,8814052,8558955,5994460,15714760,10323689,6270211,9191280,10536082,5827292,46835640,6348329,10545469,8062507,4638426,6212269,14290076,11855892,9698917,6244422,10395446,13107863,7291163,6134932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564441,1157038,189393,838049,1339975,13192645,471572,751811,1116190,182427,132643,1092714,258906,451208,339532,195260,179378,633255,247204,166003,224806,213632,402210,1767715,184410,489980,213023,188323,1362346,3862035,790213,2388089,498782,937170,1084622,2128379,251729,2153377,20144112,662543,2348551,367677,224171,253430,2167218,1749105,4341452,605941,495814,210828,440880,1247133,2888408,323557,1372086,308221,355620,369893,164427,315443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296940,247199,265239,216692,702060,308030,596050,256514,763619,435711,333597,194182,229610,191779,391004,268236,331241,158420,255408,148719,256771,285079,658058,188741,201218,727936,123747,490163,308547,157692,482058,286175,1152207,260648,1067573,361331,1102184,272034,1116619,258404,182532,216888,295077,359861,511573,463639,203719,476258,269033,1518621,184502,168219,190731,1002273,262295,276411,521728,367076,309834,238038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191098,133108,391469,141291,854563,2013200,1045250,223966,860096,5445661,381119,274060,154698,136896,3074695,209629,342405,262734,237455,325015,159910,188893,334849,190026,160451,1881169,188178,2118837,1701250,174453,763624,1328988,271054,1981635,2121756,566518,2404928,1154530,812045,260016,215646,326703,669839,751557,1471934,685441,711038,686834,133536,1986716,202710,527238,427133,485116,498717,715511,959872,1233056,240800,491839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195940,211252,243108,123838,354641,506247,253446,227644,701950,230757,238334,245417,161632,266930,260062,202297,191158,212766,279104,203066,125745,173471,219504,312712,222614,336961,160348,239295,117930,197054,427968,421557,156566,227491,165562,906405,248506,735216,762194,226420,385330,400347,201603,530883,524761,481747,681056,242310,185500,208248,154913,468155,309381,268090,323613,434425,360058,400589,131597,142677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772182,1379676,230709,1217560,2020294,19125908,577471,1026801,1514554,342785,274540,1113985,579352,646302,333132,323616,506805,930660,397651,218582,179505,212523,565743,1972062,213409,588325,233400,169615,1881899,4021806,1398568,3226452,228430,1227293,1286918,3038456,454543,3786546,23677542,1148477,3214777,456265,333005,450878,2344155,2052290,6689566,958666,237478,202021,246352,1516114,3618315,405664,1058186,376273,379048,719299,446986,517258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573056,3005678,2074187,1854781,1876568,4680977,1882469,3318141,3778490,1942198,1766975,1091538,1882693,2066480,2007908,1946980,2480371,3834040,2031167,1932462,1259225,2465842,1928755,2542415,2066223,2771892,1715051,1690915,1582564,1718682,4102072,2253446,2152901,1972012,1859094,5016084,2329807,3810280,1969834,1965532,1780157,2581442,2027364,2324257,2881950,1841572,3230879,1848602,2143005,2047280,2592634,2577996,2226016,2928656,3548741,2287513,2450469,4904401,1882555,2845383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241136,45808,43273,46127,234406,59385,68694,48320,95703,78597,41049,26763,22726,21093,63335,50126,16305,24091,38759,38306,17806,18136,77066,19287,15845,85865,34283,70925,55037,124852,221808,223422,81697,62086,85381,165211,164165,717770,333177,95714,122788,83646,21175,40825,2916437,52538,454849,94550,45205,105024,4244,21323,94143,103064,3019277,88256,60927,252608,26713,323568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529490,856632,167253,699281,1109201,8994989,316630,566899,828550,109280,212435,736306,94513,382668,109077,264616,376606,599097,223677,217329,242176,308153,394660,1424006,205017,349423,160805,237979,1183924,2872781,727764,1841329,235416,699014,1006846,1636219,436319,1802147,12240957,597791,2057479,291692,235330,427088,1571752,1276241,2906177,715308,213332,143628,119814,1019814,2230740,260766,949430,191433,226695,395846,275766,364183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503841,138456,105932,140344,390592,519136,94697,449296,213436,41766,40181,103484,64639,79308,53332,44605,94377,150100,104543,151700,113561,151626,73766,92508,61344,60104,54053,58280,68212,217913,436041,520420,121132,130699,99815,376739,63854,1692890,320749,213404,298983,223079,65008,80754,3436378,429599,1119543,66633,109758,96428,46871,68661,222474,106235,2565723,182720,152925,672122,71425,610148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647396,2954083,2098430,2357755,2904735,3301316,2668629,2537670,4338638,2602942,2005564,2038954,2063517,2354589,2970150,2551569,2902527,2652500,2977275,2857220,1869112,2299895,1950878,2633558,2068624,3680376,1964353,1805746,1990947,2304809,3194467,3196937,2220391,2347695,2061140,4684589,2502815,3384626,3768821,2561689,2013169,2721093,2421026,3479977,3630644,3021145,4106704,2229177,2438069,2918328,1971790,2942997,2834939,3001826,2611473,3295144,3088514,3215429,1481593,2215123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384963,179818,194260,139106,687941,306923,212203,287265,385910,213356,138478,170372,171279,203969,196912,250285,88361,171760,281348,126512,70959,89000,160912,171561,69859,260354,223999,183518,209686,534493,616986,896581,125973,270077,165263,681003,266968,2255834,1017499,336653,311602,411403,109313,197339,12462924,172556,1237297,154416,68589,171792,57043,381149,419678,133309,39095036,554787,165920,618023,83196,995372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118729,1446150,994598,1229056,1089441,1087162,1229612,1037594,1196253,1154329,1060697,1087470,1210039,1433019,1317887,1273229,1283852,1212215,1150205,1482317,975193,1281479,1150421,1145105,1224002,1219911,1121295,1189121,906667,1156060,781463,919238,687770,1302474,1391947,836762,1311808,852717,1216522,912041,1028518,1175930,1074164,839352,915371,1097689,706114,814750,1159861,1576266,1313253,996973,872690,1479636,1023717,1092890,1342991,814246,1045018,1593028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152740,177173,143596,189617,115367,151580,123979,166119,82582,124694,157734,185113,177951,174790,138922,183497,248924,202400,169895,195922,198418,288800,198466,159915,222007,120909,168450,124693,173957,166351,97475,79867,129538,128120,226715,80767,156155,87163,87734,176422,164295,106650,127493,130027,149302,132455,102001,112996,259969,196382,217012,107335,169431,147768,152886,127759,133457,127088,187130,183828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233595,2022941,2107515,2133290,2759755,2675982,2653523,2286038,3524373,2604864,2311683,1918292,2332838,1576181,3201124,2452055,2221016,2487932,2282720,2267222,2202212,2078340,2131116,2216748,2249717,2842719,2430596,2357036,1902464,2210126,2589750,2175050,2032642,1703722,2436081,3289869,2563985,2507994,2452899,1934310,2111945,2514556,2332617,2807620,2594777,2523977,2520722,2190957,3305224,2192916,2663515,2099033,2367487,2785352,3123408,2482458,2544569,2715281,1765584,2575980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231111,313717,280513,320773,190558,270841,298293,219290,223047,267728,316132,269494,274942,274331,289729,274288,300421,274358,277252,373380,263224,295977,323961,291491,254758,249567,276295,306680,247704,280111,176430,239869,216122,315106,302360,135647,292306,164886,269527,210447,222676,269803,273318,143174,273634,190635,145832,236738,264460,334190,278622,289582,202467,302599,295496,295544,233527,137447,276968,292318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600387,409253,725508,530945,601462,567437,591233,609790,709966,557321,689652,557151,726401,613939,571528,554014,571600,583967,618013,552860,653926,547830,613853,597244,535637,534327,625634,740711,641067,616004,464021,543908,566964,595442,654900,608020,655161,512644,635491,539759,511780,644720,494332,427487,607301,535737,320530,683557,593777,691167,469508,715602,633158,695302,819767,714568,568408,478183,625638,607407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345980,391432,361416,308263,316730,481279,388106,353147,357793,374634,414936,340905,393575,366118,431498,370955,355661,366233,368495,372914,314139,394122,417539,326534,346468,435668,357169,640638,352070,382020,180261,344117,281585,376254,324978,319759,351995,294237,654004,276308,330829,328886,365865,285152,333759,375222,266428,353743,380701,454095,394398,402853,389185,413563,325517,311006,328086,209767,378921,369678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226258,254081,265170,211486,252480,342957,306600,339929,384792,293571,241737,211244,178164,197569,318657,284216,292166,182736,285339,421912,158563,264151,234175,223838,212766,418882,191684,222754,211782,184975,380971,315283,262808,268366,217830,387068,254664,301244,502664,269034,236504,247834,288550,310743,273251,326720,460987,206897,256731,296218,247689,372673,339629,272493,258325,355599,317440,273650,190299,246558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214598,270020,249083,294261,172959,141033,206614,233590,128730,214310,233141,245409,299324,242241,215060,234500,316932,279541,223492,220306,270530,301050,277126,244009,286399,204673,257504,231250,236505,259402,101532,153789,192663,315658,313214,85702,219503,118365,136276,184670,214504,208739,212346,134861,138999,180593,92112,186628,304996,302854,304373,159729,208044,251729,224969,178238,210481,131830,333707,232416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14912306,11884647,14624582,13072416,13868422,15547296,14301225,16396129,12574555,16478661,13401581,17962590,17148458,16880972,17081948,13930286,15741964,16472321,16564562,12734099,18807290,16069758,15115119,12743189,19351422,22023482,20442692,13789960,18162288,13346240,12053407,11180393,15097829,12621223,13741429,11777774,13239579,9993749,11686368,13255989,13285028,14068839,18267478,14435131,13080089,18698772,9600271,17685994,17069252,15575981,13532513,13337484,14171300,16348290,18196138,10618368,13052699,12256487,16445708,16177333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285397,1465490,1237626,1388742,1065185,1108443,1389196,1268152,1066202,1355251,1453431,1292543,1455557,1255598,1356008,1270834,1394777,1365653,1246607,1638638,1298364,1321891,1396565,1443292,1325821,1377064,1421034,1472663,1133192,1350052,791708,1063404,1072242,1477165,1339390,901798,1197323,801749,1024544,1072574,1155358,1241086,1334129,879136,1069870,1050853,771799,1108116,1249982,1619363,1472239,1256443,1226962,1389664,1140086,1272478,1278286,778868,1450738,1372696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635134,888759,668240,845653,988388,980292,809418,804377,933461,765900,856229,639504,682204,708047,790243,777289,465029,590748,861621,1074558,567275,786390,775062,761652,584691,988304,579294,657868,649094,717858,906055,945816,829215,736243,771507,1290658,763289,790953,1081118,784329,684279,907492,877505,1109216,1003057,1058473,895762,702756,638391,1028008,690576,1053304,1099583,692625,911308,980265,806070,919820,823908,1021186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238292,282283,231360,295622,230971,222093,253258,260039,204357,248061,229821,250483,326448,256715,251179,237506,299860,279230,213657,243264,295791,261758,245928,226146,278297,221007,266473,308344,224124,227709,173391,201007,220952,237464,267128,172009,242432,181966,137334,170061,216459,208391,266855,176959,153625,205054,110690,269816,344056,313411,304748,209050,222004,231452,242335,216149,238449,211808,308262,286418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347394,438930,342841,329440,333982,309223,318912,335964,184301,390713,349026,371339,462156,350322,406832,428021,348829,320702,359231,531565,407837,355245,325150,271905,467024,398030,422842,377421,323577,343335,275176,233289,363575,400584,361536,238004,348437,222270,205456,358143,332853,272090,336803,261699,295398,296290,268640,278716,377268,375789,394272,210310,328935,353110,141510,352463,318822,270732,375538,342793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449116,1831705,279787,2024532,409325,679762,263512,1120829,285775,256298,258806,305348,203155,205812,231853,327892,222488,513280,352129,255804,253696,262778,304023,4356330,269030,399130,268658,261959,1728061,11192076,796823,2618865,321805,275740,487032,981865,332374,1990762,1547953,736486,718014,457070,294182,258660,4456236,231489,10168380,315817,276753,252689,228661,258821,4083662,220437,13186201,585906,215409,844415,395708,877922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836248,571441,356978,486341,1141753,917498,187508,880622,344056,174134,166648,314614,325868,370036,74937,293228,62115,610167,230481,81120,49981,64155,92464,372397,125925,74401,282120,297011,566717,1503066,2108804,2000689,100474,652896,355236,1546528,299551,5238032,1021285,700476,848083,859462,79366,121384,11970664,137429,4855367,134582,61458,80748,78279,189462,960209,75100,14469511,764357,117608,2195193,140497,3446684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123460,171882,128391,102234,339932,198429,240158,174226,461093,193311,194038,133786,148838,191310,241613,189005,149859,115486,201607,240435,107545,162583,281163,181467,96120,342380,113183,259127,122811,160622,332456,233911,159595,157815,333460,287072,251875,178998,528032,164433,135499,248983,212012,248856,333498,431979,209536,252796,167904,357863,118531,304856,268017,345084,194822,269796,360458,236447,129327,376675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358334,345791,258123,337959,271320,280577,292116,309360,293604,306713,305859,337610,248940,258793,322702,350317,256485,228797,349753,378131,310711,285922,289392,244819,341524,326577,342540,290539,207858,259310,211172,171098,233265,274600,257200,365844,290695,328377,251028,283575,309077,266503,349231,277172,215540,277391,203605,253391,386948,352647,308229,335182,281800,334325,195256,307604,306927,158716,283666,267764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499407,515868,596067,504266,489822,487174,632109,577769,607103,597047,620777,578086,645138,606593,629077,575600,527686,572340,523142,582230,623621,632050,638720,505231,563819,596628,544575,638010,549849,547875,352744,553579,525737,594342,631583,469700,516445,460862,582212,375811,539997,659710,635947,429456,484784,528138,237120,622509,559485,693990,613768,569857,531178,617161,610343,604472,558068,354844,570539,582850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377263,383507,345580,411738,311476,283284,480217,360267,439508,309418,293742,352831,363377,377946,326010,282351,355295,396196,349210,504322,388795,452067,423646,392261,382769,331395,437890,316069,303173,377010,268722,341950,208297,536451,417944,237958,385340,179523,255644,282503,211811,300270,348704,230238,303300,347285,219683,309152,423831,438833,419724,493133,286064,438906,190455,372147,353946,246739,345498,438650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020872,1051854,932417,948805,1196749,1414975,863745,980934,1735897,1019182,801213,777664,848206,856802,855221,841051,1006557,1039662,990438,1052655,694633,760469,708845,1022431,734579,1133359,682906,689702,723801,703118,1178002,1210775,780586,790282,724353,1980665,953307,1434691,1377419,1168958,870495,1105144,911436,1508673,1551955,973673,1686242,759935,730620,975304,521756,1165881,936101,1047213,901555,1270398,1012247,1320403,546183,1026795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48619,41991,186815,11068,960495,204800,467873,28907,1043670,466460,511546,46084,34305,30923,612252,196708,53564,59761,16105,38181,157550,79837,647474,46293,21670,1326052,31189,408018,242342,23764,441327,211353,1201953,159720,909371,375300,1162708,256341,2197742,272342,24450,96383,282685,363238,456211,381358,180735,468298,31367,2041424,47807,74259,188270,932228,209834,202384,850524,327605,191724,110499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487133,503891,264852,439276,420650,405670,266157,202675,200912,231726,265982,253247,311783,240429,299704,254009,250323,441186,232256,245025,279279,527837,308631,221840,276951,261470,254124,285123,239908,228774,419793,203816,180750,230967,278170,445272,229635,384838,289710,197958,195025,232264,229993,397288,353970,236506,381946,271815,251754,302726,530190,211977,180000,460934,398398,223996,244008,377758,311173,460086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988425,1009097,986792,812932,1279953,1632719,1111619,1183198,2142704,1094389,1083764,809579,734241,947665,1138694,951313,928647,938878,1219346,1191767,601020,1006993,780600,1055424,683199,1638408,767640,776502,744735,789546,1531737,1448096,904549,917892,715451,2033858,1072858,1656173,2093460,983853,992001,1191952,916349,1538695,1613423,1385563,2029664,911322,763288,1032579,606722,1683989,1139984,1111796,990133,1485829,1273009,1305356,551011,813428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89584,101949,94363,101374,75261,72143,97138,79928,64427,84352,95310,90775,122427,87015,84646,97407,101194,106089,90837,97947,94194,92749,96706,88267,89147,88070,80495,101288,86545,95894,45373,79813,65623,93990,96350,62352,77008,54889,69275,69258,79379,82421,74256,57345,66289,78572,53294,91351,102331,116740,107405,76908,75710,99227,95263,82612,78119,52170,87932,104592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918737,1271942,988652,1119195,881665,1297702,1152287,2169523,1100196,1863978,1072433,1151699,993249,1070749,1022407,1899843,1789854,831865,1091283,1310722,864868,1290339,886781,980894,932781,1581637,1145867,980828,1444472,1006579,603273,801618,696826,1241860,930867,2941693,1073428,894546,1023120,1725060,1586540,1021562,860330,1543628,2185192,940633,825683,1232916,820587,1088880,1010661,943368,1115853,1025585,697402,1676501,1042949,731106,995839,1079509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439033,465189,483683,393984,389041,380155,454881,422773,503432,459825,491383,469856,530247,415053,510050,434201,416721,432661,454560,445347,466588,458384,468284,502763,408144,523412,429223,489581,434745,436498,244627,384160,318787,457713,466338,390588,417977,284252,439463,312396,340966,445805,388058,290285,407863,429089,262745,443262,438612,475013,383344,498738,354809,504093,482963,478727,408999,233508,436198,390694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110849,127158,144454,78825,101264,114986,122763,151514,140459,134457,125312,118450,164782,99680,145094,105910,124906,109080,112891,106295,117451,115222,136671,141388,101086,152749,127159,146918,104395,120197,37268,90694,99054,120705,120120,112325,99904,61424,97512,57820,71459,114423,88255,59647,107752,114044,71028,125065,122990,158295,109212,132586,108082,139576,128964,125990,104519,55338,133984,113210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030156,1037484,835858,978538,771780,1457061,987075,1014169,1384772,962307,702611,660834,883687,1048614,995405,1008137,878434,1299383,898690,1228725,717344,921608,849401,1042607,896090,933323,776885,778465,840003,845930,1584175,1060567,1177462,1239819,1052749,1654029,1116594,1595923,1495038,831175,792127,1003122,807013,1270384,1178987,1061060,2151124,871154,948635,852887,1006324,1068039,1074892,888320,726824,897258,826061,1674343,750836,968426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26128,14088,106182,28983,594295,185404,469532,64435,1071153,293715,195294,86190,25822,147616,343437,150786,69895,41606,110630,34632,146805,136358,539631,110439,33859,877315,52876,287622,85628,43483,692209,581377,330815,62721,733102,231085,327111,386179,1260537,216254,69644,244812,256570,200994,453216,416295,237448,587147,30629,681223,45329,422606,149279,782235,184945,161131,509969,207098,92607,57906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
